pba_code,pba_label,sqft,eui_kwh_m2,finalwt
5,Nonrefrigerated warehouse,295000,50.013714648508476,199.58
14,Education,220000,348.17423481777274,44.64
25,Retail other than mall,7500,408.10215789599994,14.9
2,Office,1500000,359.8998649665,58.26
2,Office,182000,183.77497367802195,14.9
17,Nursing,100001,718.4761452798472,9.01
14,Education,500001,260.7812948952102,8.84
5,Nonrefrigerated warehouse,63000,129.58394758285712,552.0
8,Outpatient health care,31000,137.05055198419353,1218.03
13,Public assembly,100000,116.50727372579999,220.83
14,Education,335000,256.19731484426865,5.89
14,Education,285000,290.91761804842105,44.64
2,Office,43000,276.70669591395347,7.84
14,Education,320000,281.9744664316875,50.66
5,Nonrefrigerated warehouse,158000,29.20607271341772,8.76
2,Office,102000,199.57343534558822,224.76
18,Lodging,142000,239.1422923185211,97.52
2,Office,5000,169.144699374,10800.91
5,Nonrefrigerated warehouse,800000,53.0347028830875,31.35
14,Education,270000,149.14271770366665,50.03
8,Outpatient health care,78000,279.1884948230769,51.49
12,Religious worship,3600,204.26408387499995,2934.43
2,Office,28000,105.02114564892857,589.53
2,Office,250000,223.28194329179996,58.26
91,Other,15000,3092.247309972,690.18
14,Education,128000,238.84832778117183,99.38
23,Strip shopping mall,13000,316.29472368923075,2009.74
14,Education,35500,227.7015940825352,288.37
2,Office,700000,371.2369461768,14.9
91,Other,17000,188.8473035805882,1421.48
26,Service,6400,122.71355099999998,6659.94
17,Nursing,215000,463.65408185651154,11.64
16,Inpatient health care,425000,959.8214098035528,10.07
8,Outpatient health care,60000,168.76320429,127.33
13,Public assembly,285000,436.328587992,14.9
2,Office,57000,204.5725050031579,117.32
14,Education,106000,217.68340551877358,117.32
5,Nonrefrigerated warehouse,400000,148.23350586315,69.6
14,Education,138000,197.09162822413043,8.84
16,Inpatient health care,430000,916.709540964907,10.07
18,Lodging,280000,499.0935649570714,9.01
14,Education,150000,304.66325694899996,110.84
14,Education,280000,289.0233893368928,8.84
13,Public assembly,400000,379.57739822369996,8.57
14,Education,82000,321.93668127073164,99.04
14,Education,164000,383.9006191692073,50.03
2,Office,72000,292.61363447499997,246.59
2,Office,1500000,351.84264462816,14.9
8,Outpatient health care,5800,128.05786157586206,1195.14
6,Food sales,3000,548.7419820299999,1218.03
2,Office,2300,215.1704692173913,1218.03
17,Nursing,106000,473.74701123141506,54.94
2,Office,700000,146.47086743425714,8.76
91,Other,420000,1547.8244371626427,48.85
26,Service,26500,135.76653017320754,1489.41
14,Education,108000,203.18176741333332,44.64
16,Inpatient health care,450000,1069.7002911857999,8.78
6,Food sales,1900,671.8629178894736,1779.2
18,Lodging,205000,282.990697884,8.84
4,Laboratory,400000,589.7597172651,9.88
18,Lodging,315000,116.4729007122857,8.76
2,Office,134000,138.3222033611194,14.9
14,Education,67000,300.0948283638806,303.46
6,Food sales,120000,788.5990770435,97.78
5,Nonrefrigerated warehouse,142000,133.00500099739435,246.72
5,Nonrefrigerated warehouse,255000,92.05681239705882,14.9
13,Public assembly,800000,378.0993584548125,48.85
2,Office,300000,159.20436546269997,58.26
13,Public assembly,25000,414.2269415952,14.9
91,Other,10000,18.021541751999997,1218.03
13,Public assembly,5200,353.9098121884615,1779.2
91,Other,6000,344.144212635,1408.23
17,Nursing,290000,478.1101281495517,8.84
16,Inpatient health care,415000,701.7088543468915,50.87
8,Outpatient health care,75000,244.66714023839998,127.33
18,Lodging,190000,308.6963891952631,6.63
5,Nonrefrigerated warehouse,150000,99.6533508858,14.9
17,Nursing,58000,750.7166554505172,8.84
2,Office,900000,660.1931490057999,58.26
23,Strip shopping mall,37500,247.34542920959998,841.34
2,Office,245000,186.09713126118365,14.9
5,Nonrefrigerated warehouse,500001,99.24712090653819,69.36
14,Education,84000,250.91019252107142,288.37
12,Religious worship,15000,327.64812545399997,1484.29
5,Nonrefrigerated warehouse,14000,237.22539332785715,623.52
18,Lodging,250000,60.002964273959996,50.03
8,Outpatient health care,4650,149.71480618064516,687.8
26,Service,4000,38.572749224999995,2990.63
14,Education,74000,240.99596878986486,288.37
14,Education,98000,164.02441996561222,97.52
14,Education,200001,263.75530759716196,44.64
26,Service,28000,295.6367957432143,504.63
18,Lodging,146000,156.52114078253425,50.03
25,Retail other than mall,148000,368.21261175567565,107.76
2,Office,305000,503.65471312947534,14.9
7,Public order and safety,350000,502.38573564008567,2.06
25,Retail other than mall,128000,183.49961680757812,14.9
13,Public assembly,6000,357.81252534,2990.63
14,Education,365000,437.932197170137,44.64
2,Office,166000,256.5563434915662,137.69
14,Education,325000,322.43985530279997,44.64
5,Nonrefrigerated warehouse,150000,116.48052280259999,31.35
5,Nonrefrigerated warehouse,20000,144.6762797685,6659.94
5,Nonrefrigerated warehouse,72000,45.465177865,213.58
14,Education,47500,240.96571479094735,303.46
2,Office,235000,246.7468616419149,8.84
8,Outpatient health care,2000,127.19149150499999,1195.14
8,Outpatient health care,7200,170.27775799999998,784.42
8,Outpatient health care,20250,178.02511947555553,677.21
14,Education,70000,228.734904474,303.46
5,Nonrefrigerated warehouse,460000,117.1581602805,14.9
18,Lodging,450000,444.25069583859994,50.03
14,Education,300000,273.8571924264,9.96
17,Nursing,83000,687.6717345975903,303.46
13,Public assembly,66000,361.14931681090906,224.76
5,Nonrefrigerated warehouse,360000,27.063122456999995,69.6
12,Religious worship,6800,124.70790135441176,2990.63
5,Nonrefrigerated warehouse,375000,132.86296903344,14.9
14,Education,160000,357.50006320049994,13.73
14,Education,110000,287.56795061781816,9.81
14,Education,87000,258.52427074655174,297.74
8,Outpatient health care,28000,520.6238445021428,460.21
25,Retail other than mall,1700,354.0118010823529,2934.43
18,Lodging,120000,215.37479521199998,50.03
2,Office,9500,152.60511759157896,2934.43
23,Strip shopping mall,14000,423.63574962428567,1428.4
2,Office,600000,366.19592712975,14.9
14,Education,250000,210.77919270612,44.64
2,Office,52000,355.37936580692303,117.32
14,Education,250000,173.98076155415998,8.84
2,Office,126000,190.12250756071427,137.69
14,Education,24500,794.8147878293878,502.9
7,Public order and safety,192000,303.1432177575,97.52
2,Office,1500000,187.76633247252,14.9
14,Education,28000,346.34288675571423,224.76
14,Education,120000,281.49936546149996,9.01
14,Education,415000,333.30313217125297,5.89
13,Public assembly,4050,21.476916066666664,4468.96
2,Office,36000,333.85096072,224.76
12,Religious worship,2500,143.88211173599998,3257.88
16,Inpatient health care,80000,419.85187525124996,55.13
2,Office,150000,454.754968794,14.9
18,Lodging,100000,111.114439029,99.04
14,Education,170000,210.31148651241176,61.88
18,Lodging,56000,176.5197026710714,8.84
14,Education,40000,231.16898611799996,502.9
14,Education,245000,445.56877696224484,8.84
14,Education,215000,776.7437059887906,6.63
14,Education,102000,265.91229813088233,97.52
14,Education,108000,234.31596420916668,99.38
26,Service,36500,179.82502620410958,1489.41
5,Nonrefrigerated warehouse,700000,61.60067487912856,197.52
16,Inpatient health care,1500000,1687.89081812382,9.21
12,Religious worship,1600,288.65878633125,2990.63
18,Lodging,500000,403.81443496187995,9.01
7,Public order and safety,8700,305.74467578275863,2050.06
16,Inpatient health care,1000000,606.7908817957799,9.88
26,Service,1350,13.943287799999998,2990.63
14,Education,240000,289.95080124225,8.84
7,Public order and safety,300000,137.7431428971,97.52
14,Education,130000,206.15747957792308,8.84
15,Food service,10000,643.876424802,1218.03
14,Education,120000,234.51824060925,97.52
2,Office,160000,225.20405075174997,48.85
18,Lodging,132000,257.17620516613636,97.52
14,Education,150000,127.5609781164,288.37
2,Office,800000,104.36416059577499,63.15
2,Office,700000,216.95663883034283,9.01
15,Food service,16000,860.5861504931249,690.18
14,Education,420000,176.95840098707143,58.86
5,Nonrefrigerated warehouse,63000,184.63414687142856,58.26
17,Nursing,200000,330.88694826464996,9.81
2,Office,800000,157.4334141258375,14.9
2,Office,310000,328.08837053670965,14.9
5,Nonrefrigerated warehouse,500000,99.43130770794,31.35
26,Service,3000,49.22842848,1408.23
5,Nonrefrigerated warehouse,10500,89.87216604,3408.99
26,Service,17000,67.22950869529411,2990.63
2,Office,49000,514.5232215287755,875.66
23,Strip shopping mall,225000,392.28260408639994,175.02
14,Education,128000,142.06595019539063,288.37
2,Office,425000,316.275986852047,14.9
5,Nonrefrigerated warehouse,39000,274.9873089253846,224.76
2,Office,50000,107.066469141,117.32
18,Lodging,14250,406.43649010105264,504.63
26,Service,20000,145.98480370049998,1484.29
8,Outpatient health care,110000,432.5419806651818,82.08
14,Education,142000,202.10818325830982,303.46
2,Office,170000,153.17163702952942,137.69
7,Public order and safety,900000,256.42480540789995,7.84
4,Laboratory,325000,1165.1050208467384,13.73
2,Office,32500,110.2149683556923,589.53
14,Education,176000,206.30158257272723,44.64
26,Service,1600,1669.2867876374999,1218.03
18,Lodging,1500,348.7714704,2990.63
14,Education,148000,200.23210103229727,97.52
15,Food service,5000,1466.1064281059998,1195.14
2,Office,66000,198.56643229909088,116.06
18,Lodging,310000,192.4046311668387,6.63
2,Office,350000,351.4146743216571,58.26
16,Inpatient health care,380000,482.58820691834205,10.07
13,Public assembly,78000,344.42209965923075,117.32
14,Education,138000,187.83644977304348,10.22
4,Laboratory,420000,436.35103064657136,6.63
5,Nonrefrigerated warehouse,104000,35.54024792451923,117.32
5,Nonrefrigerated warehouse,1500000,217.5753846195,14.9
14,Education,154000,251.08285169863632,97.52
91,Other,7400,63.123772195945946,690.18
14,Education,116000,335.9715855012931,288.37
23,Strip shopping mall,50000,351.9377954748,395.28
14,Education,315000,95.04124717028571,8.84
14,Education,95000,258.42036011684206,99.04
17,Nursing,126000,600.0196922614285,44.64
2,Office,75000,192.0023117184,14.9
8,Outpatient health care,365000,148.06109650019178,8.76
2,Office,3000,335.61262397999997,1779.2
12,Religious worship,22000,103.92266210318182,2990.63
24,Enclosed mall,800000,156.80998827708748,14.9
14,Education,200001,339.5511931517842,15.23
14,Education,225000,127.5344234788,44.64
13,Public assembly,1500,63.03081126,4084.96
18,Lodging,260000,563.4182549938846,9.01
14,Education,210000,247.54084254042854,44.64
2,Office,3600,128.319082175,2934.43
26,Service,50000,215.90405129159996,117.32
16,Inpatient health care,1500000,531.73092064986,8.92
14,Education,295000,327.3087735536949,44.64
4,Laboratory,186000,476.33225245693546,51.49
2,Office,4000,447.72543816749993,1779.2
4,Laboratory,600000,405.1115855454,55.17
14,Education,91000,170.45220413076922,8.84
14,Education,260000,305.10851115011536,8.84
24,Enclosed mall,900000,221.12003616789997,13.67
18,Lodging,144000,204.02036989062498,555.12
2,Office,320000,339.33007827281244,5.89
16,Inpatient health care,500001,848.5745964046871,8.78
5,Nonrefrigerated warehouse,126000,159.9961480242857,213.58
17,Nursing,55000,764.0427304112726,116.06
2,Office,225000,334.38073555439996,14.9
14,Education,130000,141.35348945630767,44.64
17,Nursing,285000,607.8641677301052,14.9
5,Nonrefrigerated warehouse,3300,75.73310247272727,6659.94
2,Office,182000,409.93363196307683,102.73
8,Outpatient health care,600000,157.56010377464997,7.82
14,Education,95000,125.3321263496842,99.04
18,Lodging,200000,457.70274387359996,8.84
14,Education,225000,205.36870211959996,14.9
14,Education,99000,150.48302439545455,50.03
14,Education,130000,210.22364902361537,9.01
13,Public assembly,53000,312.34303884735846,213.58
18,Lodging,280000,273.91743232682137,8.84
2,Office,70000,177.76024518857142,224.76
91,Other,330000,279.9505239073636,69.6
8,Outpatient health care,80000,328.13851961362496,8.76
2,Office,700000,183.41876846828572,8.76
14,Education,72000,165.12258836125,288.37
13,Public assembly,35000,155.0022217482857,224.76
14,Education,134000,170.3608785691791,99.04
14,Education,97000,233.9924937671134,265.65
18,Lodging,35000,284.69138241857144,2059.97
14,Education,220000,509.76895357145446,50.03
5,Nonrefrigerated warehouse,120000,60.53881660125,69.36
8,Outpatient health care,14000,372.4363032685714,687.8
13,Public assembly,5001,192.57254895620875,1745.76
13,Public assembly,80000,340.324779648375,117.32
2,Office,28000,248.7508005567857,8.84
14,Education,88000,142.4931170809091,303.46
14,Education,164000,227.69517084530486,97.52
12,Religious worship,50000,90.2983721796,224.76
6,Food sales,120000,1026.096538737,107.76
14,Education,405000,236.77480159555554,44.64
26,Service,6000,204.778632555,2990.63
26,Service,6000,76.158637545,2990.63
14,Education,182000,156.8918176917033,50.03
2,Office,3550,448.05574817746475,2990.63
13,Public assembly,87000,400.5673362837931,117.32
2,Office,5500,357.07664552727266,1408.23
13,Public assembly,9000,185.4338104,4468.96
14,Education,174000,203.03907559810344,44.64
2,Office,180000,231.23337480499998,67.1
25,Retail other than mall,44000,193.5611256006818,470.02
7,Public order and safety,126000,163.3899610992857,8.84
16,Inpatient health care,1500000,434.77493559251997,4.7
14,Education,44000,231.99657846545455,332.94
15,Food service,4500,513.0716308599999,1391.33
14,Education,130000,276.9658435073077,44.64
14,Education,126000,297.5141648578571,97.52
14,Education,300000,238.0927012806,9.96
8,Outpatient health care,3500,121.14346649142857,691.38
14,Education,128000,87.73198210195312,44.64
18,Lodging,180000,228.84510481799998,13.73
2,Office,240000,188.34670184812498,14.9
23,Strip shopping mall,110000,199.25706764372725,175.02
26,Service,5700,140.12965498421053,14.9
5,Nonrefrigerated warehouse,2000,37.899244259999996,2990.63
18,Lodging,162000,392.11308342999996,8.84
14,Education,80000,248.7553521795,8.84
14,Education,60000,346.46977638299995,502.9
5,Nonrefrigerated warehouse,154000,64.13834547467532,14.9
5,Nonrefrigerated warehouse,210000,70.0257690822857,31.35
26,Service,5700,89.82003228947369,1779.2
12,Religious worship,30000,164.05024683,1413.09
17,Nursing,700000,363.10959569751424,9.88
16,Inpatient health care,1500000,520.51231742772,15.72
8,Outpatient health care,275000,365.50990847978176,11.46
16,Inpatient health care,325000,791.4329835571384,10.07
2,Office,330000,186.73869858736361,137.69
16,Inpatient health care,235000,771.0671578630212,14.9
2,Office,1500000,248.51827843182,14.9
14,Education,57000,218.02627791631576,97.52
2,Office,270000,260.4623569703333,14.9
2,Office,1800,225.66009055,2990.63
13,Public assembly,17000,145.5141852635294,2990.63
17,Nursing,46500,700.2475438006452,9.01
8,Outpatient health care,78000,279.6968286911538,51.49
14,Education,140000,222.58325117892855,44.64
26,Service,1600,41.887040343749995,2990.63
2,Office,73000,399.79769828054793,246.59
5,Nonrefrigerated warehouse,350000,69.2595822630857,69.6
5,Nonrefrigerated warehouse,250000,100.75879072584,31.35
14,Education,80000,192.932871078375,8.84
14,Education,500001,192.98529136709723,9.01
2,Office,108000,149.4447580125,14.9
2,Office,86000,258.3808022532558,14.9
6,Food sales,55000,741.6591363196363,213.58
14,Education,455000,294.7835952787253,5.98
26,Service,1350,139.2015414,6659.94
14,Education,250000,203.38055612207998,8.84
16,Inpatient health care,300000,325.735707843,8.76
12,Religious worship,15000,172.08162266399998,1489.41
18,Lodging,48000,82.506921316875,1421.48
14,Education,210000,404.69383370699995,99.04
18,Lodging,100000,271.19682152639996,99.04
5,Nonrefrigerated warehouse,48500,399.49610682432984,580.91
1,Vacant,36000,29.1449941275,589.53
2,Office,120000,159.357583899,8.76
1,Vacant,58000,61.60267035155172,485.62
18,Lodging,95000,273.6031693433684,51.49
2,Office,200000,64.47157034714999,14.9
23,Strip shopping mall,235000,497.7605009037446,79.12
23,Strip shopping mall,215000,304.0082344578139,80.32
2,Office,230000,220.72062743217393,14.9
4,Laboratory,132000,222.52680996477272,14.9
2,Office,1800,94.03482279999999,1779.2
2,Office,1500000,384.56065357325997,14.9
26,Service,75000,53.69823014279999,1489.41
2,Office,10250,363.7125319346341,1489.41
16,Inpatient health care,270000,595.0213478903333,10.4
18,Lodging,61000,269.26287375245903,502.9
7,Public order and safety,800000,252.82064076659995,7.84
2,Office,600000,290.53226052869996,9.01
26,Service,36000,398.8292931675,623.52
18,Lodging,250000,435.79079769492,9.01
2,Office,51000,349.05989889352935,9.01
14,Education,152000,196.7463200291447,110.84
14,Education,102000,695.17489524,8.84
5,Nonrefrigerated warehouse,55000,55.999650761999995,529.5
14,Education,220000,345.90638572772724,16.28
5,Nonrefrigerated warehouse,4000,96.77335742999999,14.9
18,Lodging,500001,354.58825420773155,5.98
14,Education,100000,120.49830326429999,97.52
25,Retail other than mall,148000,259.63166658527024,107.76
2,Office,600000,238.6589081244,14.9
23,Strip shopping mall,158000,473.49994588234176,84.48
17,Nursing,126000,387.6540203921428,97.52
13,Public assembly,6100,192.49359894590162,8.84
2,Office,130000,42.832513432384616,8.84
18,Lodging,20000,503.6332903604999,502.9
26,Service,17500,318.1710460885714,621.37
14,Education,33000,231.72490135090908,332.94
2,Office,90000,184.96927949699997,14.9
18,Lodging,104000,245.8986222072115,97.52
5,Nonrefrigerated warehouse,94000,30.85246071095745,149.25
2,Office,1500000,390.37883215505997,14.9
5,Nonrefrigerated warehouse,108000,38.907924412499995,247.57
17,Nursing,71000,310.3903291943662,297.13
5,Nonrefrigerated warehouse,80000,141.16088353725,580.91
14,Education,68000,277.24823997749996,97.52
14,Education,166000,364.64808478825296,112.58
2,Office,146000,258.36234704753423,14.9
2,Office,38500,138.99836395402596,621.37
2,Office,220000,212.17115611718182,14.9
5,Nonrefrigerated warehouse,30000,362.09330396999997,623.52
13,Public assembly,180000,279.9661996705,55.7
13,Public assembly,2600,104.17184162307692,4084.96
5,Nonrefrigerated warehouse,128000,183.73273607953124,31.35
14,Education,102000,295.5023832582353,99.38
14,Education,500001,253.96270641164716,8.84
18,Lodging,132000,196.9696361972727,97.52
25,Retail other than mall,205000,380.9311612845366,19.13
12,Religious worship,38000,194.3486448442105,621.37
2,Office,13000,443.7797133946153,502.9
2,Office,1400,555.566111292857,2934.43
14,Education,85000,242.6569266261176,288.37
13,Public assembly,50000,458.0263417158,623.52
14,Education,220000,237.10896437563633,44.64
17,Nursing,230000,445.9770478068261,9.96
14,Education,98000,354.31759370663264,97.52
2,Office,250000,99.96543657756,117.32
14,Education,210000,257.26026952714284,9.96
13,Public assembly,385000,339.8967238060519,31.35
2,Office,3750,147.70295114399997,797.99
14,Education,310000,198.1932224080645,8.84
5,Nonrefrigerated warehouse,7500,15.0999708,1779.2
25,Retail other than mall,3000,70.80161795999999,2990.63
12,Religious worship,8000,141.90883682625,2990.63
2,Office,158000,220.69164235784808,14.9
18,Lodging,98000,200.77581193163266,332.94
2,Office,20500,131.76876312439023,1489.41
16,Inpatient health care,345000,634.9880703054781,11.7
6,Food sales,54000,1065.986609695,213.58
2,Office,320000,234.18974263725,14.9
4,Laboratory,355000,892.4399268140281,6.63
91,Other,46000,438.8880257276087,1030.4
25,Retail other than mall,20000,106.28413082099998,1489.41
16,Inpatient health care,230000,667.696240130087,9.91
25,Retail other than mall,6000,76.275357375,2990.63
2,Office,124000,195.35884873330642,117.32
26,Service,1600,478.97717265,2934.43
4,Laboratory,126000,469.1500990349999,5.98
14,Education,220000,486.1222473047727,8.84
13,Public assembly,10000,426.28195491299994,1118.9
14,Education,600000,265.13209596315,6.63
26,Service,11000,135.24243535636361,3420.76
2,Office,3500,253.0134402942857,1195.14
2,Office,3750,155.53222291199998,3780.32
2,Office,1500000,243.59809595471998,14.9
14,Education,172000,300.7169039856976,44.64
14,Education,75000,253.00030518239998,99.04
26,Service,4750,244.74438231157893,2990.63
15,Food service,2250,497.50548175999995,1218.03
5,Nonrefrigerated warehouse,72000,112.65522841249998,247.57
2,Office,106000,283.3356909888679,97.44
5,Nonrefrigerated warehouse,1000000,94.39884706356,14.9
2,Office,166000,373.8359611881325,14.9
16,Inpatient health care,460000,914.0521357197391,9.17
16,Inpatient health care,180000,303.35432993049994,50.09
14,Education,168000,260.36093106,44.64
2,Office,134000,224.0643833120149,117.32
18,Lodging,122000,233.53866758286887,332.94
8,Outpatient health care,95000,625.0907417333684,8.76
14,Education,102000,309.27238509970584,97.52
14,Education,55000,183.15251287854542,99.04
11,Refrigerated warehouse,300000,287.6622986691,48.85
2,Office,12250,180.96917139183674,1484.29
2,Office,23500,469.33305406851065,1421.48
2,Office,600000,241.25380550894997,14.9
13,Public assembly,200000,46.890141219,14.9
2,Office,192000,212.55136158328125,14.9
25,Retail other than mall,75000,105.090118506,213.58
16,Inpatient health care,1500000,576.2642971226999,4.7
14,Education,156000,466.4171321215385,5.89
2,Office,210000,211.955535111,7.84
25,Retail other than mall,2500,204.645824316,2990.63
5,Nonrefrigerated warehouse,136000,36.86117539036764,247.57
13,Public assembly,10000,330.813020448,911.48
8,Outpatient health care,200000,143.23277093039997,54.0
5,Nonrefrigerated warehouse,215000,138.01051005027907,45.41
16,Inpatient health care,290000,730.8519085173103,9.88
14,Education,156000,139.90426676596152,8.84
2,Office,1200,316.7523819,1779.2
12,Religious worship,11250,211.13236237599997,1413.09
15,Food service,7200,619.2232338499999,1218.03
2,Office,240000,215.063752638,14.9
16,Inpatient health care,1500000,452.95832673905994,9.21
2,Office,10000,156.83359643999998,2990.63
2,Office,350000,174.81587706617142,8.84
8,Outpatient health care,154000,220.80937810792207,50.09
1,Vacant,36000,93.97541135499999,1484.29
14,Education,320000,440.18551459518744,13.73
14,Education,250000,268.90342197804,9.81
25,Retail other than mall,34000,123.89717172441176,623.52
16,Inpatient health care,290000,502.9499680938621,10.1
14,Education,116000,205.9170316238793,58.86
2,Office,340000,232.2584144962941,58.26
14,Education,102000,188.95496169617644,44.64
5,Nonrefrigerated warehouse,300000,174.87676816409999,14.9
25,Retail other than mall,2400,567.9681565499999,1195.14
16,Inpatient health care,350000,256.63148463085713,11.7
15,Food service,22000,246.766225455,711.5
2,Office,420000,69.75825233935714,42.58
2,Office,300000,301.19893878749997,14.9
13,Public assembly,30000,528.037882095,589.53
14,Education,285000,187.80616907778946,14.9
13,Public assembly,210000,454.70330862728565,8.6
2,Office,1000000,314.61424496226,14.9
5,Nonrefrigerated warehouse,178000,167.4236968493258,247.57
2,Office,150000,94.7399507772,246.59
14,Education,235000,261.7871816060425,50.03
2,Office,172000,67.30284751848838,8.84
8,Outpatient health care,76000,183.59481356526314,111.88
2,Office,3000,286.22120835,2934.43
23,Strip shopping mall,134000,415.58239075970147,108.76
23,Strip shopping mall,38500,351.3440590293506,1196.36
2,Office,35000,226.80096054171426,580.45
11,Refrigerated warehouse,50000,211.0709670444,14.9
13,Public assembly,43000,178.94375093720927,14.9
16,Inpatient health care,400000,669.00041552835,10.07
2,Office,134000,71.08892106716418,8.84
8,Outpatient health care,335000,383.2645861284179,8.76
17,Nursing,300000,418.6453655022,9.01
12,Religious worship,24500,145.21775226612243,1122.76
2,Office,1750,198.10284413142855,2990.63
2,Office,310000,200.01423492580645,14.9
4,Laboratory,220000,668.1913736039999,5.89
23,Strip shopping mall,220000,431.3184155775,72.88
14,Education,34000,266.5478243064706,502.9
5,Nonrefrigerated warehouse,600000,100.47414365789999,69.6
18,Lodging,176000,271.6535387648863,6.63
2,Office,1500,285.28850124,4468.96
25,Retail other than mall,210000,405.74207392028563,44.87
13,Public assembly,1500000,283.67400941778,14.9
2,Office,3000,239.32402188,1745.76
5,Nonrefrigerated warehouse,3200,25.933687228125,1779.2
8,Outpatient health care,11000,133.96539996818183,690.18
2,Office,245000,231.41607420820404,9.01
13,Public assembly,10000,162.189459342,1218.03
2,Office,60000,446.04220152,14.9
16,Inpatient health care,800000,998.8539516548999,8.92
12,Religious worship,25500,256.8049040188235,1413.09
16,Inpatient health care,390000,473.6418064943076,10.4
2,Office,500001,888.052122961054,14.9
8,Outpatient health care,92000,303.8771285491304,116.06
14,Education,40500,211.87644058222222,332.94
5,Nonrefrigerated warehouse,40000,244.14192203399998,1030.4
12,Religious worship,2500,307.62299844,2990.63
18,Lodging,62000,215.08951173096773,495.15
8,Outpatient health care,8200,27.192181093902434,1195.14
18,Lodging,5700,352.152416068421,9.67
2,Office,600000,108.0083666232,9.01
2,Office,73000,236.35294547178083,116.06
13,Public assembly,5300,587.2703785132076,1779.2
2,Office,410000,293.899262409878,31.35
2,Office,220000,133.52230912459092,14.9
18,Lodging,66000,324.4178922095454,502.9
2,Office,3200,179.757410484375,1195.14
14,Education,480000,249.69021492599998,44.64
2,Office,53000,271.9055995692453,246.59
23,Strip shopping mall,400000,502.1970370794,72.88
15,Food service,3500,973.6759205485713,1417.97
18,Lodging,30000,542.7530980679999,467.07
14,Education,170000,326.86599744,13.73
17,Nursing,162000,392.5855514372222,8.84
14,Education,174000,174.47069157206894,44.64
5,Nonrefrigerated warehouse,21000,190.33263830571426,1270.83
2,Office,390000,90.77352946730768,14.9
5,Nonrefrigerated warehouse,3000,269.22743202,2990.63
25,Retail other than mall,3800,15.863436923684208,1195.14
8,Outpatient health care,148000,462.0359372953378,51.49
14,Education,100000,240.42038911919997,288.37
26,Service,13000,13.781918388461538,1489.41
14,Education,196000,318.95399601275506,9.96
13,Public assembly,30000,637.7267619029999,470.02
12,Religious worship,11000,60.11702162999999,2934.43
13,Public assembly,700000,696.4626199085999,14.9
2,Office,190000,133.64413893757893,14.9
18,Lodging,34500,392.56970652260867,502.9
26,Service,5500,148.50547884,2990.63
5,Nonrefrigerated warehouse,77000,157.9786716412987,247.57
25,Retail other than mall,205000,393.32913085536586,14.9
17,Nursing,260000,210.42913416299996,44.64
24,Enclosed mall,1000000,114.55644687849,48.85
26,Service,3000,67.44197961,2990.63
16,Inpatient health care,1500000,605.0222546030999,10.37
7,Public order and safety,28000,173.68406425285713,1426.39
18,Lodging,198000,176.915190615,6.63
8,Outpatient health care,81000,257.8773729822222,116.06
14,Education,140000,212.22562810242854,99.04
2,Office,260000,379.0535081825769,14.9
2,Office,118000,213.72026444237287,51.49
16,Inpatient health care,380000,243.99170543913155,9.91
14,Education,168000,209.56607964910714,117.32
26,Service,260000,298.6979960128846,14.9
13,Public assembly,385000,286.47452875511686,8.57
16,Inpatient health care,600000,476.80974324105,8.92
1,Vacant,60000,176.4233374575,303.46
14,Education,210000,242.25266812671427,99.04
2,Office,210000,196.94401300585713,58.26
5,Nonrefrigerated warehouse,200000,92.6216330769,31.35
