Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,93109796896.13005,310771523924.6335,310771523924.6335,93109796896.13005,93109796896.13005 
