Time,RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12725306_F0_WHOLE::Des Latent Heat Load [W],RELATION_12725306_F0_WHOLE::Des Latent Cool Load [W],RELATION_12725306_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12725306_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12725306_F0_WHOLE::Des Heat Load No DOAS [W],RELATION_12725306_F0_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12725306_F0_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12725306_F0_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12725306_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12725306_F1_WHOLE::Des Latent Heat Load [W],RELATION_12725306_F1_WHOLE::Des Latent Cool Load [W],RELATION_12725306_F1_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12725306_F1_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12725306_F1_WHOLE::Des Heat Load No DOAS [W],RELATION_12725306_F1_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12725306_F1_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12725306_F1_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12725306_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12725306_F2_WHOLE::Des Latent Heat Load [W],RELATION_12725306_F2_WHOLE::Des Latent Cool Load [W],RELATION_12725306_F2_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12725306_F2_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12725306_F2_WHOLE::Des Heat Load No DOAS [W],RELATION_12725306_F2_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12725306_F2_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12725306_F2_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12725306_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,1.018842E+04,0.000000E+00,3.329602E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999142E+01,3.501330E+01,2.856393E+01,1.700685E+01,1.072611E+04,0.000000E+00,3.505306E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999130E+01,3.546797E+01,3.264901E+01,1.345133E+01,1.967568E+04,0.000000E+00,6.429826E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999030E+01,4.047182E+01,3.329070E+01,1.296860E+01
00:20:00,1.031394E+04,0.000000E+00,3.370606E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999144E+01,3.511711E+01,2.848415E+01,1.708997E+01,1.086281E+04,0.000000E+00,3.549963E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999133E+01,3.557788E+01,3.254442E+01,1.353589E+01,1.982396E+04,0.000000E+00,6.478253E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999035E+01,4.055937E+01,3.309944E+01,1.311417E+01
00:30:00,1.041204E+04,0.000000E+00,3.402652E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999146E+01,3.520267E+01,2.840635E+01,1.717483E+01,1.097087E+04,0.000000E+00,3.585264E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999135E+01,3.566879E+01,3.244198E+01,1.362178E+01,1.992952E+04,0.000000E+00,6.512728E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999039E+01,4.062709E+01,3.291802E+01,1.325647E+01
00:40:00,1.048239E+04,0.000000E+00,3.425630E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999148E+01,3.527184E+01,2.832978E+01,1.725935E+01,1.104990E+04,0.000000E+00,3.611079E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999137E+01,3.574283E+01,3.234083E+01,1.370746E+01,1.999175E+04,0.000000E+00,6.533040E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999041E+01,4.067901E+01,3.274254E+01,1.339609E+01
00:50:00,1.052477E+04,0.000000E+00,3.439470E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999148E+01,3.532875E+01,2.825369E+01,1.734386E+01,1.109965E+04,0.000000E+00,3.627327E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999137E+01,3.580432E+01,3.224003E+01,1.379327E+01,2.001019E+04,0.000000E+00,6.539049E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999042E+01,4.072079E+01,3.256978E+01,1.353503E+01
01:00:00,1.053879E+04,0.000000E+00,3.444043E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999148E+01,3.537710E+01,2.817727E+01,1.742926E+01,1.111966E+04,0.000000E+00,3.633855E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999137E+01,3.585706E+01,3.213870E+01,1.388003E+01,1.998424E+04,0.000000E+00,6.530551E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999042E+01,4.075666E+01,3.239799E+01,1.367468E+01
01:10:00,1.058555E+04,0.000000E+00,3.459324E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999148E+01,3.541941E+01,2.810097E+01,1.751512E+01,1.117494E+04,0.000000E+00,3.651924E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999137E+01,3.590366E+01,3.203737E+01,1.396734E+01,2.008285E+04,0.000000E+00,6.562781E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999042E+01,4.078901E+01,3.222771E+01,1.381467E+01
01:20:00,1.063300E+04,0.000000E+00,3.474832E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999147E+01,3.545476E+01,2.798774E+01,1.766617E+01,1.123082E+04,0.000000E+00,3.670184E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999136E+01,3.594326E+01,3.189823E+01,1.410692E+01,2.018265E+04,0.000000E+00,6.595394E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999041E+01,4.081694E+01,3.201412E+01,1.401182E+01
01:30:00,1.068095E+04,0.000000E+00,3.490501E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999145E+01,3.548329E+01,2.782888E+01,1.790341E+01,1.128707E+04,0.000000E+00,3.688565E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999134E+01,3.597603E+01,3.171450E+01,1.431410E+01,2.028306E+04,0.000000E+00,6.628209E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999039E+01,4.084056E+01,3.175200E+01,1.428114E+01
01:40:00,1.072949E+04,0.000000E+00,3.506363E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999143E+01,3.550619E+01,2.761977E+01,1.823798E+01,1.134382E+04,0.000000E+00,3.707111E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999132E+01,3.600319E+01,3.147680E+01,1.460181E+01,2.038436E+04,0.000000E+00,6.661309E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999037E+01,4.086085E+01,3.142334E+01,1.464388E+01
