eplus_return_code,severe_errors,fatal_errors,heating_kwh,platform,energyplus_version,run_seconds,building_id,archetype_id,building_type,age_band,geometry_outcome,construction_period_provenance,floor_area_m2,eui_kwh_m2
0,0,0,9940.602160946972,,,19,BATIMENT0000000013365727_part0,FR.N.MFH.07.Gen.ReEx.001.001,MFH,FR.07,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,147.1456,67.5562311135839
0,0,0,59421.804756781305,,,47,BATIMENT0000000240877101_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,887.9506,66.92016960941443
0,0,0,6435.088556803432,,,504,BATIMENT0000000240877122_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,36.5326,176.14647073582037
0,0,0,21223.017051515213,,,402,BATIMENT0000000240877130_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,347.957,60.993217700794105
0,0,0,124119.5561789151,,,305,BATIMENT0000000240877151_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1630.4907,76.12405037263635
0,0,0,17699.22197503956,,,90,BATIMENT0000000240877159_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,296.6128,59.67113346099548
0,0,0,16619.72841400292,,,48,BATIMENT0000000240877169_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,267.6714,62.09004179752831
0,0,0,22778.996679059208,,,154,BATIMENT0000000240877179_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,383.8958,59.336405032457264
0,0,0,26772.086434677953,,,136,BATIMENT0000000240877182_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,107.8791,248.16749893795884
0,0,0,24201.497261717024,,,120,BATIMENT0000000240877183_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,528.5527,45.7882388297648
0,0,0,446004.9492592761,,,134,BATIMENT0000000240877518_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,7631.1482,58.44532664943869
0,0,0,42802.44542629981,,,28,BATIMENT0000000240877519_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,876.8053,48.81636256794959
0,0,0,22981.19744770044,,,53,BATIMENT0000000240877522_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,478.8581,47.99166485374361
0,0,0,27939.658361596878,,,73,BATIMENT0000000240877523_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,316.9472,88.15240633643988
0,0,0,21562.626869485393,,,31,BATIMENT0000000240877524_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,443.4121,48.628864366771666
0,0,0,92679.51613741968,,,8564,BATIMENT0000000240877527_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1380.2906,67.14493030483557
0,0,0,26395.31935300651,,,308,BATIMENT0000000240877538_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,386.6912,68.2594260045393
0,0,0,33151.32398175651,,,2646,BATIMENT0000000240878030_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,470.6491,70.43745325712194
0,0,0,15704.435819190934,,,620,BATIMENT0000000240878034_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,181.4752,86.53764161268832
0,0,0,187833.8370900963,,,563,BATIMENT0000000240879409_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1851.0997,101.47148589030418
0,0,0,96496.33544060189,,,2324,BATIMENT0000000240879419_part0,FR.N.AB.08.Gen.ReEx.001.001,AB,FR.08,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,2835.2757,34.03419831115608
0,0,0,160564.80748097174,,,41,BATIMENT0000000240879449_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,FR.07,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,3265.2356,49.17403432725398
0,0,0,10575.430211351428,,,109,BATIMENT0000000240879451_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,69.1182,153.00500029444382
0,0,0,105485.45969725314,,,72,BATIMENT0000000240879459_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,FR.07,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2011.5438,52.44005111758101
0,0,0,144524.06400902735,,,320,BATIMENT0000000240879467_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1622.0687,89.09860846771
0,0,0,31196.77386408535,,,84,BATIMENT0000000240879470_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,391.8205,79.6200654740764
0,0,0,16056.445267710445,,,224,BATIMENT0000000240879486_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,309.26,51.91892022153025
0,1,0,123982.31736928664,,,2214,BATIMENT0000000240879492_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1199.3363,103.37577322498005
0,0,0,25463.607469221297,,,70,BATIMENT0000000240879510_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,269.7475,94.39793684546213
0,0,0,43530.48432707105,,,47,BATIMENT0000000240879511_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,546.6832,79.62652652774229
0,0,0,86023.84045674509,,,279,BATIMENT0000000240879534_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1267.1216,67.889175322041
0,0,0,160820.3907797244,,,2363,BATIMENT0000000240879546_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,FR.07,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,2256.3627,71.27417537070808
0,0,0,136467.16525531243,,,725,BATIMENT0000000240879558_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1843.1725,74.03928023845431
0,0,0,89219.99144145871,,,427,BATIMENT0000000240879564_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1050.0209,84.96972911820966
0,0,0,116542.74695335038,,,2314,BATIMENT0000000240879572_part0,FR.N.AB.06.Gen.ReEx.001.001,AB,FR.06,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,2461.4563,47.34707130626304
0,0,0,67831.41759787104,,,215,BATIMENT0000000240879577_part0,FR.N.MFH.07.Gen.ReEx.001.001,MFH,FR.07,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1633.6217,41.52210857499692
