Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,25766779895.08005,148865149519.5176,148865149519.5176,25766779895.08005,25766779895.08005 
