Time,A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],A1CA1EB2956D126E_F0_WHOLE::Des Latent Heat Load [W],A1CA1EB2956D126E_F0_WHOLE::Des Latent Cool Load [W],A1CA1EB2956D126E_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],A1CA1EB2956D126E_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],A1CA1EB2956D126E_F0_WHOLE::Des Heat Load No DOAS [W],A1CA1EB2956D126E_F0_WHOLE::Des Sens Cool Load No DOAS [W],A1CA1EB2956D126E_F0_WHOLE::Des Latent Heat Load No DOAS [W],A1CA1EB2956D126E_F0_WHOLE::Des Latent Cool Load No DOAS [W],A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],A1CA1EB2956D126E_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],A1CA1EB2956D126E_F1_WHOLE::Des Latent Heat Load [W],A1CA1EB2956D126E_F1_WHOLE::Des Latent Cool Load [W],A1CA1EB2956D126E_F1_WHOLE::Des Latent Heat Mass Flow [kg/s],A1CA1EB2956D126E_F1_WHOLE::Des Latent Cool Mass Flow [kg/s],A1CA1EB2956D126E_F1_WHOLE::Des Heat Load No DOAS [W],A1CA1EB2956D126E_F1_WHOLE::Des Sens Cool Load No DOAS [W],A1CA1EB2956D126E_F1_WHOLE::Des Latent Heat Load No DOAS [W],A1CA1EB2956D126E_F1_WHOLE::Des Latent Cool Load No DOAS [W],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],A1CA1EB2956D126E_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],A1CA1EB2956D126E_F2_WHOLE::Des Latent Heat Load [W],A1CA1EB2956D126E_F2_WHOLE::Des Latent Cool Load [W],A1CA1EB2956D126E_F2_WHOLE::Des Latent Heat Mass Flow [kg/s],A1CA1EB2956D126E_F2_WHOLE::Des Latent Cool Mass Flow [kg/s],A1CA1EB2956D126E_F2_WHOLE::Des Heat Load No DOAS [W],A1CA1EB2956D126E_F2_WHOLE::Des Sens Cool Load No DOAS [W],A1CA1EB2956D126E_F2_WHOLE::Des Latent Heat Load No DOAS [W],A1CA1EB2956D126E_F2_WHOLE::Des Latent Cool Load No DOAS [W],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],A1CA1EB2956D126E_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],A1CA1EB2956D126E_F3_WHOLE::Des Latent Heat Load [W],A1CA1EB2956D126E_F3_WHOLE::Des Latent Cool Load [W],A1CA1EB2956D126E_F3_WHOLE::Des Latent Heat Mass Flow [kg/s],A1CA1EB2956D126E_F3_WHOLE::Des Latent Cool Mass Flow [kg/s],A1CA1EB2956D126E_F3_WHOLE::Des Heat Load No DOAS [W],A1CA1EB2956D126E_F3_WHOLE::Des Sens Cool Load No DOAS [W],A1CA1EB2956D126E_F3_WHOLE::Des Latent Heat Load No DOAS [W],A1CA1EB2956D126E_F3_WHOLE::Des Latent Cool Load No DOAS [W],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],A1CA1EB2956D126E_F3_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],A1CA1EB2956D126E_F4_WHOLE::Des Latent Heat Load [W],A1CA1EB2956D126E_F4_WHOLE::Des Latent Cool Load [W],A1CA1EB2956D126E_F4_WHOLE::Des Latent Heat Mass Flow [kg/s],A1CA1EB2956D126E_F4_WHOLE::Des Latent Cool Mass Flow [kg/s],A1CA1EB2956D126E_F4_WHOLE::Des Heat Load No DOAS [W],A1CA1EB2956D126E_F4_WHOLE::Des Sens Cool Load No DOAS [W],A1CA1EB2956D126E_F4_WHOLE::Des Latent Heat Load No DOAS [W],A1CA1EB2956D126E_F4_WHOLE::Des Latent Cool Load No DOAS [W],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],A1CA1EB2956D126E_F4_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
04:05:00,3.751854E+02,0.000000E+00,1.226293E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.160905E+01,2.426835E+01,5.338937E+01,3.405480E+02,0.000000E+00,1.113080E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999630E+01,3.069111E+01,2.703872E+01,4.529503E+01,3.418886E+02,0.000000E+00,1.117461E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999631E+01,3.072755E+01,2.784626E+01,4.320331E+01,3.883681E+02,0.000000E+00,1.269379E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999630E+01,3.194420E+01,2.727533E+01,4.467056E+01,1.203069E+03,0.000000E+00,3.932029E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999479E+01,4.278060E+01,2.431957E+01,5.322628E+01
04:10:00,3.752890E+02,0.000000E+00,1.226632E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.162807E+01,2.424694E+01,5.337544E+01,3.406517E+02,0.000000E+00,1.113418E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999631E+01,3.071051E+01,2.701560E+01,4.528609E+01,3.419916E+02,0.000000E+00,1.117798E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999631E+01,3.074690E+01,2.782390E+01,4.319241E+01,3.884634E+02,0.000000E+00,1.269691E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999631E+01,3.196235E+01,2.725102E+01,4.466472E+01,1.203012E+03,0.000000E+00,3.931840E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999480E+01,4.278940E+01,2.428442E+01,5.325611E+01
04:15:00,3.753649E+02,0.000000E+00,1.226880E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.165084E+01,2.422951E+01,5.334273E+01,3.407276E+02,0.000000E+00,1.113667E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999631E+01,3.073370E+01,2.699659E+01,4.526111E+01,3.420669E+02,0.000000E+00,1.118044E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999632E+01,3.077003E+01,2.780547E+01,4.316668E+01,3.885297E+02,0.000000E+00,1.269907E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999631E+01,3.198429E+01,2.723061E+01,4.464361E+01,1.202884E+03,0.000000E+00,3.931422E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999481E+01,4.280157E+01,2.425607E+01,5.325828E+01
04:20:00,3.754130E+02,0.000000E+00,1.227037E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999635E+01,3.167750E+01,2.421563E+01,5.329233E+01,3.407758E+02,0.000000E+00,1.113824E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999632E+01,3.076080E+01,2.698124E+01,4.522101E+01,3.421144E+02,0.000000E+00,1.118200E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999632E+01,3.079708E+01,2.779050E+01,4.312709E+01,3.885670E+02,0.000000E+00,1.270029E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999632E+01,3.201012E+01,2.721366E+01,4.460810E+01,1.202687E+03,0.000000E+00,3.930781E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999481E+01,4.281692E+01,2.423345E+01,5.323580E+01
04:25:00,3.754334E+02,0.000000E+00,1.227104E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999636E+01,3.170769E+01,2.420431E+01,5.322773E+01,3.407961E+02,0.000000E+00,1.113890E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999632E+01,3.079148E+01,2.696848E+01,4.516885E+01,3.421340E+02,0.000000E+00,1.118264E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999633E+01,3.082771E+01,2.777793E+01,4.307653E+01,3.885753E+02,0.000000E+00,1.270057E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999632E+01,3.203948E+01,2.719913E+01,4.456118E+01,1.202423E+03,0.000000E+00,3.929918E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.283490E+01,2.421462E+01,5.319514E+01
04:30:00,3.754258E+02,0.000000E+00,1.227079E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999636E+01,3.174099E+01,2.419466E+01,5.315213E+01,3.407885E+02,0.000000E+00,1.113866E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999633E+01,3.082532E+01,2.695739E+01,4.510746E+01,3.421258E+02,0.000000E+00,1.118237E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.086150E+01,2.776687E+01,4.301760E+01,3.885546E+02,0.000000E+00,1.269989E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999633E+01,3.207196E+01,2.718611E+01,4.450556E+01,1.202092E+03,0.000000E+00,3.928834E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999483E+01,4.285495E+01,2.419805E+01,5.314158E+01
04:35:00,3.753904E+02,0.000000E+00,1.226964E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.177704E+01,2.418615E+01,5.306767E+01,3.407531E+02,0.000000E+00,1.113750E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.086197E+01,2.694741E+01,4.503867E+01,3.420896E+02,0.000000E+00,1.118119E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.089810E+01,2.775679E+01,4.295196E+01,3.885049E+02,0.000000E+00,1.269827E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999633E+01,3.210717E+01,2.717408E+01,4.444293E+01,1.201693E+03,0.000000E+00,3.927531E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999484E+01,4.287664E+01,2.418291E+01,5.307821E+01
04:40:00,3.753272E+02,0.000000E+00,1.226757E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.181554E+01,2.417845E+01,5.297568E+01,3.406898E+02,0.000000E+00,1.113544E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.090114E+01,2.693820E+01,4.496363E+01,3.420256E+02,0.000000E+00,1.117910E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999635E+01,3.093721E+01,2.774739E+01,4.288057E+01,3.884263E+02,0.000000E+00,1.269570E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999634E+01,3.214482E+01,2.716276E+01,4.437428E+01,1.201226E+03,0.000000E+00,3.926008E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999486E+01,4.289966E+01,2.416877E+01,5.300665E+01
04:45:00,3.752361E+02,0.000000E+00,1.226459E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.185623E+01,2.417138E+01,5.287707E+01,3.405987E+02,0.000000E+00,1.113246E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999635E+01,3.094256E+01,2.692959E+01,4.488306E+01,3.419335E+02,0.000000E+00,1.117609E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999636E+01,3.097858E+01,2.773852E+01,4.280410E+01,3.883186E+02,0.000000E+00,1.269218E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999635E+01,3.218465E+01,2.715198E+01,4.430028E+01,1.200693E+03,0.000000E+00,3.924265E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999487E+01,4.292377E+01,2.415541E+01,5.292789E+01
04:50:00,3.751171E+02,0.000000E+00,1.226071E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.189891E+01,2.416478E+01,5.277256E+01,3.404796E+02,0.000000E+00,1.112857E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999636E+01,3.098604E+01,2.692143E+01,4.479756E+01,3.418135E+02,0.000000E+00,1.117217E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.102199E+01,2.773004E+01,4.272306E+01,3.881819E+02,0.000000E+00,1.268771E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999636E+01,3.222644E+01,2.714163E+01,4.422148E+01,1.200092E+03,0.000000E+00,3.922303E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999488E+01,4.294877E+01,2.414268E+01,5.284270E+01
04:55:00,3.749702E+02,0.000000E+00,1.225591E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.194336E+01,2.415855E+01,5.266274E+01,3.403326E+02,0.000000E+00,1.112377E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.103137E+01,2.691361E+01,4.470760E+01,3.416656E+02,0.000000E+00,1.116734E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.106726E+01,2.772188E+01,4.263787E+01,3.880162E+02,0.000000E+00,1.268230E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.227000E+01,2.713161E+01,4.413832E+01,1.199424E+03,0.000000E+00,3.920121E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999489E+01,4.297453E+01,2.413045E+01,5.275169E+01
05:00:00,3.747954E+02,0.000000E+00,1.225020E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999641E+01,3.198943E+01,2.415260E+01,5.254812E+01,3.401578E+02,0.000000E+00,1.111805E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.107838E+01,2.690607E+01,4.461361E+01,3.414897E+02,0.000000E+00,1.116159E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.111420E+01,2.771394E+01,4.254892E+01,3.878214E+02,0.000000E+00,1.267594E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.231516E+01,2.712184E+01,4.405119E+01,1.198689E+03,0.000000E+00,3.917720E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999491E+01,4.300090E+01,2.411864E+01,5.265536E+01
05:05:00,3.746332E+02,0.000000E+00,1.224490E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999642E+01,3.203695E+01,2.414687E+01,5.242910E+01,3.399955E+02,0.000000E+00,1.111275E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.112690E+01,2.689872E+01,4.451591E+01,3.413264E+02,0.000000E+00,1.115625E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.116266E+01,2.770619E+01,4.245651E+01,3.876392E+02,0.000000E+00,1.266998E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.236174E+01,2.711226E+01,4.396042E+01,1.197982E+03,0.000000E+00,3.915411E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999492E+01,4.302779E+01,2.410719E+01,5.255414E+01
05:10:00,3.744840E+02,0.000000E+00,1.224002E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999642E+01,3.208561E+01,2.414124E+01,5.232054E+01,3.398462E+02,0.000000E+00,1.110787E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.117665E+01,2.689146E+01,4.442729E+01,3.411761E+02,0.000000E+00,1.115134E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.121233E+01,2.769847E+01,4.237287E+01,3.874704E+02,0.000000E+00,1.266447E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.240946E+01,2.710263E+01,4.387892E+01,1.197315E+03,0.000000E+00,3.913232E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999493E+01,4.305504E+01,2.409372E+01,5.246999E+01
05:15:00,3.743476E+02,0.000000E+00,1.223557E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999643E+01,3.213518E+01,2.413577E+01,5.223084E+01,3.397097E+02,0.000000E+00,1.110342E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.122738E+01,2.688433E+01,4.435488E+01,3.410387E+02,0.000000E+00,1.114685E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999641E+01,3.126299E+01,2.769088E+01,4.230479E+01,3.873153E+02,0.000000E+00,1.265940E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.245809E+01,2.709301E+01,4.381377E+01,1.196685E+03,0.000000E+00,3.911174E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999495E+01,4.308257E+01,2.407745E+01,5.241399E+01
05:20:00,3.742240E+02,0.000000E+00,1.223153E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999644E+01,3.218554E+01,2.413039E+01,5.216230E+01,3.395861E+02,0.000000E+00,1.109938E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999641E+01,3.127897E+01,2.687728E+01,4.430065E+01,3.409141E+02,0.000000E+00,1.114279E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999641E+01,3.131450E+01,2.768334E+01,4.225416E+01,3.871737E+02,0.000000E+00,1.265478E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999641E+01,3.250750E+01,2.708327E+01,4.376706E+01,1.196091E+03,0.000000E+00,3.909233E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999496E+01,4.311030E+01,2.405873E+01,5.238718E+01
