Time,4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_0::Des Latent Heat Load [W],4E94EF170223425E_F0_DWELLING_0::Des Latent Cool Load [W],4E94EF170223425E_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_0::Des Heat Load No DOAS [W],4E94EF170223425E_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],4E94EF170223425E_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],4E94EF170223425E_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],4E94EF170223425E_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],4E94EF170223425E_F1_DWELLING_0::Des Latent Heat Load [W],4E94EF170223425E_F1_DWELLING_0::Des Latent Cool Load [W],4E94EF170223425E_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],4E94EF170223425E_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],4E94EF170223425E_F1_DWELLING_0::Des Heat Load No DOAS [W],4E94EF170223425E_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],4E94EF170223425E_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],4E94EF170223425E_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],4E94EF170223425E_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],4E94EF170223425E_F2_DWELLING_0::Des Latent Heat Load [W],4E94EF170223425E_F2_DWELLING_0::Des Latent Cool Load [W],4E94EF170223425E_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],4E94EF170223425E_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],4E94EF170223425E_F2_DWELLING_0::Des Heat Load No DOAS [W],4E94EF170223425E_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],4E94EF170223425E_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],4E94EF170223425E_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],4E94EF170223425E_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],4E94EF170223425E_F3_DWELLING_0::Des Latent Heat Load [W],4E94EF170223425E_F3_DWELLING_0::Des Latent Cool Load [W],4E94EF170223425E_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],4E94EF170223425E_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],4E94EF170223425E_F3_DWELLING_0::Des Heat Load No DOAS [W],4E94EF170223425E_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],4E94EF170223425E_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],4E94EF170223425E_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],4E94EF170223425E_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_1::Des Latent Heat Load [W],4E94EF170223425E_F0_DWELLING_1::Des Latent Cool Load [W],4E94EF170223425E_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],4E94EF170223425E_F0_DWELLING_1::Des Heat Load No DOAS [W],4E94EF170223425E_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],4E94EF170223425E_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],4E94EF170223425E_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],4E94EF170223425E_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
05:15:00,5.524202E+03,0.000000E+00,1.805564E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999604E+01,3.505435E+01,2.400425E+01,6.386007E+01,5.847176E+03,0.000000E+00,1.911130E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.560758E+01,2.744417E+01,4.298372E+01,6.246759E+03,0.000000E+00,2.041727E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999600E+01,3.625500E+01,2.777340E+01,4.216333E+01,1.354315E+04,0.000000E+00,4.426376E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999504E+01,4.340172E+01,2.557400E+01,4.799931E+01,1.245326E+04,0.000000E+00,4.070141E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999489E+01,4.269974E+01,2.168635E+01,6.068570E+01
05:20:00,5.522907E+03,0.000000E+00,1.805141E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999605E+01,3.509970E+01,2.399828E+01,6.378000E+01,5.846196E+03,0.000000E+00,1.910810E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999610E+01,3.565260E+01,2.743599E+01,4.293449E+01,6.245659E+03,0.000000E+00,2.041368E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999601E+01,3.629878E+01,2.776473E+01,4.211619E+01,1.353719E+04,0.000000E+00,4.424431E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999505E+01,4.342900E+01,2.555800E+01,4.796699E+01,1.244643E+04,0.000000E+00,4.067911E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999491E+01,4.272758E+01,2.167124E+01,6.064352E+01
05:25:00,5.521787E+03,0.000000E+00,1.804776E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999606E+01,3.514564E+01,2.399171E+01,6.370826E+01,5.845393E+03,0.000000E+00,1.910548E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999611E+01,3.569816E+01,2.742783E+01,4.290127E+01,6.244736E+03,0.000000E+00,2.041067E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999602E+01,3.634305E+01,2.775603E+01,4.208487E+01,1.353151E+04,0.000000E+00,4.422574E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999506E+01,4.345633E+01,2.554127E+01,4.795454E+01,1.243989E+04,0.000000E+00,4.065776E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999492E+01,4.275556E+01,2.165464E+01,6.062906E+01
05:30:00,5.520842E+03,0.000000E+00,1.804468E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999606E+01,3.519210E+01,2.398474E+01,6.364360E+01,5.844768E+03,0.000000E+00,1.910345E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999612E+01,3.574422E+01,2.741970E+01,4.288284E+01,6.243993E+03,0.000000E+00,2.040824E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999603E+01,3.638777E+01,2.774733E+01,4.206818E+01,1.352609E+04,0.000000E+00,4.420806E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999508E+01,4.348372E+01,2.552423E+01,4.795953E+01,1.243365E+04,0.000000E+00,4.063737E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999493E+01,4.278364E+01,2.163710E+01,6.063869E+01
05:35:00,5.520074E+03,0.000000E+00,1.804217E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999607E+01,3.523903E+01,2.397750E+01,6.358505E+01,5.844323E+03,0.000000E+00,1.910200E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999613E+01,3.579071E+01,2.741161E+01,4.287817E+01,6.243431E+03,0.000000E+00,2.040641E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999604E+01,3.643288E+01,2.773864E+01,4.206506E+01,1.352095E+04,0.000000E+00,4.419129E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.351116E+01,2.550706E+01,4.798027E+01,1.242770E+04,0.000000E+00,4.061795E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999495E+01,4.281183E+01,2.161898E+01,6.066974E+01
05:40:00,5.519482E+03,0.000000E+00,1.804024E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999608E+01,3.528639E+01,2.397056E+01,6.353014E+01,5.844057E+03,0.000000E+00,1.910114E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999613E+01,3.583758E+01,2.740398E+01,4.288531E+01,6.243049E+03,0.000000E+00,2.040517E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999605E+01,3.647835E+01,2.773048E+01,4.207337E+01,1.351610E+04,0.000000E+00,4.417543E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.353865E+01,2.549052E+01,4.801369E+01,1.242205E+04,0.000000E+00,4.059950E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999496E+01,4.284010E+01,2.160077E+01,6.071917E+01
05:45:00,5.519067E+03,0.000000E+00,1.803889E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.533411E+01,2.396419E+01,6.347751E+01,5.843973E+03,0.000000E+00,1.910086E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999614E+01,3.588480E+01,2.739705E+01,4.290294E+01,6.242849E+03,0.000000E+00,2.040452E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999606E+01,3.652411E+01,2.772314E+01,4.209168E+01,1.351152E+04,0.000000E+00,4.416050E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999512E+01,4.356619E+01,2.547496E+01,4.805798E+01,1.241670E+04,0.000000E+00,4.058202E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999497E+01,4.286846E+01,2.158279E+01,6.078490E+01
05:50:00,5.518830E+03,0.000000E+00,1.803812E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999610E+01,3.538216E+01,2.395847E+01,6.342666E+01,5.844069E+03,0.000000E+00,1.910119E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999615E+01,3.593231E+01,2.739075E+01,4.293057E+01,6.242832E+03,0.000000E+00,2.040447E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999607E+01,3.657014E+01,2.771653E+01,4.211959E+01,1.350723E+04,0.000000E+00,4.414650E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999513E+01,4.359376E+01,2.546023E+01,4.811286E+01,1.241165E+04,0.000000E+00,4.056553E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999498E+01,4.289689E+01,2.156508E+01,6.086588E+01
05:55:00,5.518771E+03,0.000000E+00,1.803793E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999611E+01,3.543050E+01,2.395329E+01,6.337778E+01,5.844348E+03,0.000000E+00,1.910210E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999616E+01,3.598009E+01,2.738490E+01,4.296800E+01,6.242998E+03,0.000000E+00,2.040502E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999608E+01,3.661641E+01,2.771040E+01,4.215705E+01,1.350324E+04,0.000000E+00,4.413345E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999514E+01,4.362136E+01,2.544603E+01,4.817850E+01,1.240690E+04,0.000000E+00,4.055004E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999500E+01,4.292538E+01,2.154759E+01,6.096146E+01
06:00:00,5.518890E+03,0.000000E+00,1.803832E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999612E+01,3.547910E+01,2.394850E+01,6.333117E+01,5.844810E+03,0.000000E+00,1.910362E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.602810E+01,2.737935E+01,4.301505E+01,6.243348E+03,0.000000E+00,2.040617E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.666289E+01,2.770457E+01,4.220396E+01,1.349953E+04,0.000000E+00,4.412135E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999515E+01,4.364900E+01,2.543215E+01,4.825484E+01,1.240246E+04,0.000000E+00,4.053553E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999501E+01,4.295393E+01,2.153026E+01,6.107109E+01
06:05:00,5.520599E+03,0.000000E+00,1.804392E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999613E+01,3.552794E+01,2.394400E+01,6.328704E+01,5.846882E+03,0.000000E+00,1.911040E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999618E+01,3.607632E+01,2.737400E+01,4.307139E+01,6.245329E+03,0.000000E+00,2.041265E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999610E+01,3.670954E+01,2.769893E+01,4.226001E+01,1.349932E+04,0.000000E+00,4.412068E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999517E+01,4.367667E+01,2.541848E+01,4.834160E+01,1.240175E+04,0.000000E+00,4.053324E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999502E+01,4.298252E+01,2.151305E+01,6.119413E+01
06:10:00,5.523953E+03,0.000000E+00,1.805488E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999612E+01,3.557693E+01,2.394519E+01,6.323184E+01,5.850617E+03,0.000000E+00,1.912261E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999618E+01,3.612465E+01,2.737416E+01,4.312241E+01,6.249009E+03,0.000000E+00,2.042469E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.675624E+01,2.769877E+01,4.231095E+01,1.350300E+04,0.000000E+00,4.413274E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.370480E+01,2.541464E+01,4.840975E+01,1.240525E+04,0.000000E+00,4.054468E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999502E+01,4.301194E+01,2.150696E+01,6.128769E+01
06:15:00,5.528946E+03,0.000000E+00,1.807121E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999612E+01,3.562605E+01,2.395445E+01,6.316049E+01,5.856009E+03,0.000000E+00,1.914024E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.617302E+01,2.738169E+01,4.316237E+01,6.254386E+03,0.000000E+00,2.044226E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.680291E+01,2.770582E+01,4.235149E+01,1.351057E+04,0.000000E+00,4.415748E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.373379E+01,2.542391E+01,4.844867E+01,1.241292E+04,0.000000E+00,4.056976E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999501E+01,4.304278E+01,2.151690E+01,6.133179E+01
06:20:00,5.535583E+03,0.000000E+00,1.809290E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999612E+01,3.567522E+01,2.397123E+01,6.307578E+01,5.863063E+03,0.000000E+00,1.916330E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.622137E+01,2.739539E+01,4.319357E+01,6.261466E+03,0.000000E+00,2.046541E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.684949E+01,2.771871E+01,4.238429E+01,1.352205E+04,0.000000E+00,4.419504E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.376367E+01,2.544344E+01,4.846570E+01,1.242479E+04,0.000000E+00,4.060859E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999501E+01,4.307511E+01,2.154106E+01,6.133212E+01
06:25:00,5.543866E+03,0.000000E+00,1.811998E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999611E+01,3.572437E+01,2.399405E+01,6.298251E+01,5.871784E+03,0.000000E+00,1.919181E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.626961E+01,2.741325E+01,4.322051E+01,6.270256E+03,0.000000E+00,2.049414E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999608E+01,3.689592E+01,2.773537E+01,4.241391E+01,1.353750E+04,0.000000E+00,4.424552E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.379429E+01,2.546922E+01,4.847174E+01,1.244090E+04,0.000000E+00,4.066125E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999501E+01,4.310869E+01,2.157587E+01,6.130136E+01
06:30:00,5.553799E+03,0.000000E+00,1.815245E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999611E+01,3.577340E+01,2.402180E+01,6.288375E+01,5.882177E+03,0.000000E+00,1.922578E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999616E+01,3.631769E+01,2.743374E+01,4.324655E+01,6.280761E+03,0.000000E+00,2.052848E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999608E+01,3.694215E+01,2.775429E+01,4.244359E+01,1.355693E+04,0.000000E+00,4.430904E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999515E+01,4.382545E+01,2.549849E+01,4.847416E+01,1.246127E+04,0.000000E+00,4.072782E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999500E+01,4.314321E+01,2.161836E+01,6.124996E+01
