osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_gas_eui_kwh_m2,dhw_elec_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,elevators_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_fans_kgco2_m2,gwp_pumps_kgco2_m2,gwp_dhw_kgco2_m2,gwp_cooking_kgco2_m2,gwp_refrigeration_kgco2_m2,gwp_elevators_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/605951159,204.84863929277034,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",45.69220002244062,10.615127170306094,26.465098028965222,27.764775362736685,12.480190321297412,0.0,0.0,4.847986379349296,4.847986379349296,0.0,0.0,0.0,127.86537728509533,8.270288204061753,2.3658146227004595,5.8983293279115365,6.18799101464385,2.781484977288197,0.0,1.0804804203383362,0.0,0.0,0.0,26.58438856694413,0.009195145568460182,success,,-79.48874388536106,-1.5583968415062412e-09
way/610017055,107.71044892040055,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",66.12877092225423,10.93975996815216,26.4651005984,27.7647780583541,16.492812180985048,0.0,0.0,7.935536607020327,7.935536607020327,0.0,0.0,0.0,155.7267583351659,11.969307536928016,2.438166183622008,5.898329900566604,6.1879916154214945,3.6757860364004995,0.0,1.7686089146798343,0.0,0.0,0.0,31.938190187618456,0.028433773113140944,success,,-79.48874426764421,2.4621490021915026e-07
way/610017056,139.07785575565254,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",73.15750852975792,8.327457847851674,26.465097716438013,27.76477503486154,12.141976847473058,0.0,0.0,6.484201455574421,6.484201455574421,0.0,0.0,0.0,154.34101743195663,13.241509043886182,1.855957185466398,5.898329258257973,6.187990941569661,2.7061066639500155,0.0,1.4451469468067824,0.0,0.0,0.0,31.335040039937017,0.00022353965338029535,success,,-79.48874420278273,3.583845444173796e-07
way/610017057,145.06837068073577,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",69.39231619645484,9.516746703975818,26.465100032188793,27.76477746433677,16.107175758405518,0.0,0.0,6.271078978729257,6.271078978729257,0.0,0.0,0.0,155.517195134091,12.560009231558325,2.121016371408498,5.89832977437398,6.187991483031665,3.5898384756273543,0.0,1.3976479141473468,0.0,0.0,0.0,31.75483325014717,0.007471894310220642,success,,-79.48874419295531,3.1690869927463523e-07
way/610017058,346.5671652137653,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",38.86533551729567,10.128850533635106,26.465101988590625,27.76477951681574,11.419241220671829,0.0,0.0,3.4600584636530978,3.4600584636530978,0.0,0.0,0.0,118.10336724066207,7.034625728630516,2.2574371761323233,5.89833021040117,6.187991940471757,2.545029129333572,0.0,0.7711501499112932,0.0,0.0,0.0,24.69456433488063,0.00809068743910143,success,,-79.48874443737145,3.949147297465114e-07
way/610017059,211.57931151516152,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",46.26393126010396,10.688052350516532,26.465100598400003,27.76477805835411,12.87895692698262,0.0,0.0,4.741445094289845,4.741445094289845,0.0,0.0,0.0,128.80226428864708,8.373771558078817,2.3820676034643204,5.898329900566605,6.187991615421497,2.87035888823047,0.0,1.0567353510545663,0.0,0.0,0.0,26.769254916816276,0.010805894362312348,success,,-79.48874210398459,-1.6460497751318097e-05
way/610017060,137.66820763843654,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",63.39005672673386,13.368682572970375,26.465102029967902,27.76477956022503,16.98893726985421,0.0,0.0,6.521226405858786,6.521226405858786,0.0,0.0,0.0,154.49878456561015,11.473600267538828,2.9795050224030533,5.898330219623006,6.187991950146473,3.786358427206947,0.0,1.4533987715265593,0.0,0.0,0.0,31.779184658444862,0.03347579840002167,success,,-79.48873740218215,-9.732062900587507e-06
way/610017061,432.6788251922417,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",37.19112731790729,8.730931452271864,26.465098283538396,27.76477562981171,10.060250317893761,0.0,0.0,3.0622170706745644,3.0622170706745644,0.0,0.0,0.0,113.27440007209758,6.731594044541219,1.945880154630735,5.898329384648769,6.187991074167395,2.242148108849618,0.0,0.6824824429753815,0.0,0.0,0.0,23.68842520981312,0.00514833683828834,success,,-79.4887218974544,1.4566229188916717e-06
way/610017062,717.6200620007878,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",27.508770029660145,7.139438638174331,26.46510101078592,27.764778490991933,6.8064592333694645,0.0,0.0,2.4214999214463373,2.4214999214463373,0.0,0.0,0.0,98.10604732442813,4.979087375368486,1.5911809681671896,5.898329992475879,6.1879917118443535,1.5169691822595193,0.0,0.539684530492588,0.0,0.0,0.0,20.713243760608016,0.0,success,,-79.48873848224437,-1.5234051134640562e-05
way/610017063,210.5850540992777,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",48.68125574247031,11.16988369597752,26.46510066258343,27.764778125689528,12.960047267928646,0.0,0.0,4.758359789185839,4.758359789185839,0.0,0.0,0.0,131.7994252838353,8.811307289387127,2.4894543190899014,5.898329914871294,6.187991630428676,2.888431654697793,0.0,1.0605051629354263,0.0,0.0,0.0,27.33601997141022,0.009876112950372945,success,,-79.48873501864684,7.809769679572922e-06
