building_id,stem,reason
BATIMENT0000000240879449_part0,78016113b937980a,HASH_CHANGED
BATIMENT0000000240880186_part0,04b0c5f6ca052547,HASH_CHANGED
BATIMENT0000000240880192_part0,770d0700613b5698,HASH_CHANGED
BATIMENT0000000240880201_part0,e3910ac605997bd2,HASH_CHANGED
BATIMENT0000000240880205_part0,93aa0494583da195,HASH_CHANGED
BATIMENT0000000240880245_part0,fb30d44cdd363edf,HASH_CHANGED
BATIMENT0000000240880367_part0,5e0376cc50cbea69,HASH_CHANGED
BATIMENT0000000240880391_part0,c4b436124baf32f9,HASH_CHANGED
BATIMENT0000000240880410_part0,cee45cbc2718154c,HASH_CHANGED
BATIMENT0000000240881077_part0,675e9f9420599b9e,HASH_CHANGED
BATIMENT0000000240881166_part0,ed3e2d36d0c44b80,HASH_CHANGED
BATIMENT0000000240881557_part0,c6fefe1d3f1f3c29,HASH_CHANGED
BATIMENT0000000357175644_part0,ef33e478e908c741,HASH_CHANGED
BATIMENT0000000240877536_part0,04c7bdf06fcadad6,NET_NEW
BATIMENT0000000240879543_part0,0dddaefb33a2a92b,NET_NEW
BATIMENT0000000240879899_part0,fbcfaf71471c2e66,NET_NEW
BATIMENT0000000240879941_part0,acd727291cc6b5b9,NET_NEW
BATIMENT0000000240880045_part0,9e9104413004afb3,NET_NEW
BATIMENT0000000240880142_part0,6813f928575c375d,NET_NEW
BATIMENT0000000240880143_part0,53bd522dcb6e50f9,NET_NEW
BATIMENT0000000240880195_part0,b058702367a4a24a,NET_NEW
BATIMENT0000000240880358_part0,cfd3baabb184a83c,NET_NEW
BATIMENT0000000240880392_part0,5076a1184ab3194b,NET_NEW
BATIMENT0000000240880398_part0,3c9c63f8c38dc7ef,NET_NEW
BATIMENT0000000240880405_part0,c1e08ce11971ed33,NET_NEW
BATIMENT0000000240881099_part0,53918695f4ea8272,NET_NEW
BATIMENT0000000240881161_part0,035975ff192adf51,NET_NEW
BATIMENT0000000240881177_part0,b6dd5ffe484c79e0,NET_NEW
BATIMENT0000000240881317_part0,af7c3a65357f91d4,NET_NEW
BATIMENT0000000240881334_part0,9431a9276163ac65,NET_NEW
BATIMENT0000000240881344_part0,d98d807aab4cced7,NET_NEW
BATIMENT0000000240881379_part0,9089392da5097f05,NET_NEW
BATIMENT0000000240881535_part0,ffb09310eb6e68b4,NET_NEW
