cell,city,archetype_id,heating_eui,heating_eui,heating_eui,cooling_eui,cooling_eui,cooling_eui,lighting_eui,lighting_eui,lighting_eui,equipment_eui,equipment_eui,equipment_eui,fans_eui,fans_eui,fans_eui,pumps_eui,pumps_eui,pumps_eui,dhw_eui,dhw_eui,dhw_eui,cooking_eui,cooking_eui,cooking_eui,refrig_eui,refrig_eui,refrig_eui,total_eui,total_eui,total_eui,phaseE_total_eui,phaseE_total_eui,phaseE_total_eui
,,,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count
austin_centre,AUS,Courthouse,11.002463326758793,9.926203618815691,18,47.5545134929953,48.04731798896371,18,19.67665442448845,19.676654701361606,18,28.25618963502207,28.256190032617745,18,24.436926184059125,31.263482398488723,18,0.3490212243992634,0.26809598153270625,18,3.1914496334247944,2.7811522170440828,18,0.0,0.0,18,0.0,0.0,18,134.4672179211478,137.8374407322446,18,162.31601010052847,160.9018084621844,18
austin_centre,AUS,FullServiceRestaurant,64.81676941447449,54.91293224849758,9,157.25366252265792,158.95246898949227,9,20.68739146962357,20.66322933464817,9,224.61656564801837,224.58343144914576,9,66.14311469259846,56.97516395543613,9,0.24248045316736355,0.24244468614572776,9,214.3150974863113,214.3152360715792,9,456.10700352535866,456.03972113182675,9,33.840274056376245,28.176846170441866,9,1238.0223592685861,1214.9561568806173,9,1044.5637826884004,1069.620630255286,9
austin_centre,AUS,HighriseApartment,5.362318603954398,0.644961677018913,8,20.614060276922242,18.541645791977842,8,4.05111720882464,4.1541841325292905,8,36.62655248019237,37.558390759730685,8,9.572332375619789,8.897879133640963,8,2.0815540814664466,1.6467257566560356,8,45.5524379810115,46.71185975943094,8,0.0,0.0,8,0.0,0.0,8,123.86037300799137,117.49056003565198,8,98.89303714479917,105.2356546636016,8
austin_centre,AUS,LargeOffice,10.705448697014683,7.732641370709537,48,33.55835119471319,30.108816550605475,48,10.279949028659836,10.235697370075581,48,86.22819845028702,88.01331279585534,48,16.969051863490204,16.509084309128482,48,12.617794607979333,6.693109054148641,48,7.505101587955099,4.787419071360318,48,2.601058290074206,0.0,48,0.06981947773816599,0.0,48,180.53477319791173,165.47978263964137,48,146.9695825127763,162.68012447112426,48
austin_centre,AUS,MediumOffice,11.790258401521687,13.368738414971698,69,33.59687698482218,35.59718216620846,69,9.219141915845725,9.208134182526369,69,36.13431915710016,36.11612834151914,69,9.248682584460036,9.714638708333759,69,0.008175721607607805,0.00817160586666646,69,7.543389071212089,7.542049355352271,69,0.0,0.0,69,0.0,0.0,69,107.54084383656948,111.55225299910238,69,128.2855260643381,124.06648376627737,69
austin_centre,AUS,OpenUBEMUnknown,10.921907854479773,6.081297385407954,37,83.42449587401532,84.9305005101355,37,34.25295113041703,34.68460176888508,37,206.42603830942315,203.28493211280815,37,35.31145000915785,27.306757899145307,37,0.013684288620976478,0.0,37,38.45746171356361,33.56846646399645,37,0.0,0.0,37,0.0,0.0,37,408.80798917967775,407.675437785933,37,415.5540343730325,411.4960293199991,37
austin_centre,AUS,QuickServiceRestaurant,77.36026401197499,39.20510427355076,22,173.19876778674404,169.9190296094838,22,25.353347005893646,25.326171804875912,22,286.833926358526,286.7408228313636,22,80.11427063595008,58.13248878378329,22,1.1219695544554212e-08,1.1216053482488343e-08,22,224.15326203474368,224.0462436481501,22,805.1532420096208,804.8918970296937,22,62.19554767262056,43.474926995537075,22,1734.3626275272936,1656.0192137222568,22,1535.4584396100202,1560.6591907289976,22
austin_centre,AUS,RetailStandalone,10.860425751795118,9.381581333070843,13,40.185448932802196,37.19302367574378,13,21.365570867625333,21.192234255654913,13,23.542271866431193,23.52741817030546,13,49.69677447354842,37.706602754726205,13,0.0,0.0,13,11.696713098114929,11.68914056449428,13,0.0,0.0,13,0.0,0.0,13,157.3472049903172,140.69146030050175,13,182.9219865887897,186.90744331450423,13
austin_centre,AUS,SecondarySchool,37.41337485108047,37.41337485108047,2,83.84792434658979,83.84792434658979,2,4.59770581910167,4.59770581910167,2,16.76129673738907,16.76129673738907,2,48.76961169730465,48.76961169730465,2,1.7408431582191535,1.7408431582191535,2,6.25315233487837,6.25315233487837,2,6.40702708600918,6.40702708600918,2,62.304931819390596,62.304931819390596,2,268.09586784996293,268.09586784996293,2,213.75175847723057,213.75175847723057,2
austin_centre,AUS,SmallOffice,2.52419117686673,2.319197383470472,167,14.938777082232686,14.625480525387372,167,10.265310678760075,10.169274592949472,167,26.302140038244616,26.253402471391492,167,10.991095747274516,10.731551188095702,167,1.2820384522772458e-10,1.279662846730404e-10,167,13.622504829800777,13.59787639763335,167,0.0,0.0,167,0.0,0.0,167,78.6440195533076,77.6942244495438,167,106.77956144434692,103.20631554657098,167
austin_centre,AUS,SuperTallBuilding,14.099389807633639,14.490841737570467,4,27.97058408074336,28.188681768200578,4,24.563367967393948,24.496152419674488,4,115.79066785253715,115.79150023921403,4,15.03917449402151,15.122630471480905,4,12.875536541570995,12.928761402081053,4,59.93609757272485,59.93576849579222,4,9.611795784686802,9.61186488119445,4,0.0,0.0,4,279.88661410131226,280.62564757512126,4,162.46308683958597,165.47592468460851,4
austin_centre,AUS,TallBuilding,10.374507327672207,9.200213921548505,11,54.57930871276174,52.71783418666349,11,33.07508191159281,33.10447165274236,11,123.39006338605286,123.43648625281453,11,18.511564787415466,18.222318641793482,11,16.403556004033454,15.648062009462679,11,86.91030337965408,86.9424280796108,11,23.05888054328957,23.067555952878514,11,0.0,0.0,11,366.3032660524722,362.3439486222455,11,173.5388971884971,171.84436526673835,11
austin_rural,AUS,Courthouse,12.198243119387996,14.35246185831879,3,43.71833710944069,44.707688453438465,3,19.676654040182978,19.67665420787093,3,28.256189083153767,28.256189323968332,3,7.832573887390445,8.048038814674571,3,0.0,0.0,3,5.751368538326318,4.50903740334942,3,0.0,0.0,3,0.0,0.0,3,117.4333657778822,119.55007006162052,3,133.52741039206674,138.25345013545027,3
austin_rural,AUS,FullServiceRestaurant,42.564612711727165,43.37535474507065,3,123.37552571959033,124.26479363672365,3,20.715759012625426,20.730056998709916,3,224.74806915159704,224.58345653604636,3,43.41287028111079,44.85335195666747,3,0.24262243804429198,0.24244471591957753,3,214.46520113313406,214.31010473345546,3,456.3740348941219,456.0397720734321,3,18.788037141248743,20.42108217574586,3,1144.6867324831999,1148.7772687343268,3,1041.6778849689624,1058.4944801611862,3
austin_rural,AUS,LargeOffice,9.544189390346201,9.544189390346201,1,26.305792136130485,26.305792136130485,1,10.244106589967782,10.244106589967782,1,88.08953232544337,88.08953232544337,1,16.016980160972942,16.016980160972942,1,7.055692536848655,7.055692536848655,1,4.79152177564645,4.79152177564645,1,0.0,0.0,1,0.0,0.0,1,162.04781491535587,162.04781491535587,1,98.54543070135307,98.54543070135307,1
austin_rural,AUS,MediumOffice,6.111858978820791,6.049946072266377,5,20.457489444904137,20.21509086290029,5,9.119064800733021,9.228445651554836,5,35.64831908683025,36.11612681746967,5,6.52818352416743,6.4469751632717855,5,0.00806575879544544,0.008171604148243802,5,7.434262330486395,7.531072851678294,5,0.0,0.0,5,0.0,0.0,5,85.30724392473746,85.60684701045572,5,107.01662546138422,105.83820093880709,5
austin_rural,AUS,MidriseApartment,21.257444422712528,22.291106620910092,18,21.565124354339254,21.92374637612214,18,5.072091166447124,5.072091146144758,18,37.406167144864455,37.40616699513828,18,12.672788878039578,12.876560200437485,18,0.0,0.0,18,39.219656253268596,39.223218935012966,18,0.0,0.0,18,0.0,0.0,18,137.1932722196715,138.79290412805318,18,117.30684197653396,117.92426594380117,18
austin_rural,AUS,OpenUBEMUnknown,6.755732694682888,2.621474529898032,7,85.67348787366055,82.37062288753214,7,37.67268441411841,40.70486331386892,7,245.39051071722474,265.3307625520399,7,28.79508660503259,27.00836738030671,7,0.0,0.0,7,31.884435735670614,26.04652761456476,7,0.0,0.0,7,0.0,0.0,7,436.17193804038976,424.124415317385,7,441.45938425991847,418.6681546469288,7
austin_rural,AUS,Outpatient,118.89530427054092,118.89530427054092,2,102.43225508290631,102.43225508290631,2,23.148822022913876,23.148822022913876,2,94.7971950056043,94.7971950056043,2,40.15151767142963,40.15151767142963,2,0.30088674106711777,0.30088674106711777,2,20.69291302064147,20.69291302064147,2,13.755581390033393,13.755581390033393,2,0.0,0.0,2,414.174475205137,414.174475205137,2,192.60155606526592,192.60155606526592,2
austin_rural,AUS,QuickServiceRestaurant,50.946667750301266,52.501836306919294,7,136.22121518443583,138.20539882786073,7,25.36012604308244,25.346810544659753,7,286.74084175215097,286.74085218949926,7,49.72746701162662,50.5111154350036,7,1.1216052531144498e-08,1.1216052688641607e-08,7,224.0820173573747,224.11816798399502,7,804.8919501410352,804.8919794391063,7,33.20281507328917,34.89044401830827,7,1611.173100324512,1617.2066127616297,7,1493.6132289660097,1502.0884276754095,7
austin_rural,AUS,RetailStandalone,16.652141770235602,15.392411207701121,21,34.059098649151146,32.599416190126334,21,21.702983071864555,21.613176392241513,21,23.481409884832814,23.52741601982235,21,50.99078082455582,45.17861838025236,21,0.0,0.0,21,11.669266957659087,11.692139631354427,21,0.0,0.0,21,0.0,0.0,21,158.55568115829902,149.91274657981188,21,180.39925503231245,178.40069261514097,21
austin_rural,AUS,SmallOffice,3.645790814124229,3.2252984728412293,177,12.090532933215721,11.630083714286245,177,10.269227085708806,10.21127184343607,177,26.263623040104996,26.253402502742627,177,10.210838214865317,9.672839481697563,177,1.2801609846921073e-10,1.279662826767657e-10,177,13.610113530405133,13.605281631161194,177,0.0,0.0,177,0.0,0.0,177,76.09012561855222,74.61036898675874,177,101.89136228707976,99.21573452935533,177
