unit_id,unit_name,area_km2,total,res,unknown,nonres,annexe,res_share,unknown_share,res_per_km2,logements,logements_per_km2,etages_cov,mean_etages,date_cov,res_footprint_m2,res_gfa_proxy_m2,res_gfa_proxy_per_km2
693840202,Grande Rue-Bertone,0.08049357736856531,399,227,154,18,12,0.568922305764411,0.38596491228070173,2820.1007759986696,1520,18883.494182898583,1.0,4.295154185022026,0.973568281938326,32354.000000000004,151579.49999999997,1883125.3990109703
693810202,Capucins-Griffon,0.08673888132385901,301,210,81,10,2,0.6976744186046512,0.2691029900332226,2421.0595847543623,2757,31785.053691275127,1.0,6.571428571428571,0.9904761904761905,50601.600000000006,342173.20000000007,3944865.264314626
693860602,Bossuet Ney,0.06552816748421576,219,152,59,8,0,0.6940639269406392,0.2694063926940639,2319.6131653859134,1760,26858.67875710005,1.0,5.644736842105263,0.993421052631579,30067.40000000001,174834.70000000007,2668084.683462478
693810304,Chardonnet,0.04439179950232005,144,98,42,4,1,0.6805555555555556,0.2916666666666667,2207.6149446223335,1624,36583.33336802724,1.0,6.73469387755102,0.9795918367346939,22289.800000000007,153575.5000000001,3459546.621712728
693840103,Commandant Arnaud-Dumont d'Urville,0.09419553006372108,354,201,140,13,6,0.5677966101694916,0.3954802259887006,2133.8592167168463,1678,17814.008784332676,1.0,5.323383084577115,0.945273631840796,29640.8,170530.20000000007,1810385.2686495883
693850103,Saint-Georges,0.10488783639150616,276,213,48,15,4,0.7717391304347826,0.17391304347826086,2030.7407162538134,1436,13690.81534526045,1.0,4.737089201877934,0.9671361502347418,31894.799999999996,170362.6,1624236.0016284597
693840203,Place Croix Rousse-Austerlitz,0.09497480717375241,347,175,153,19,9,0.5043227665706052,0.4409221902017291,1842.5938962934126,1272,13393.025349058404,0.9885714285714285,4.46242774566474,0.9485714285714286,29877.299999999996,141497.0000000001,1489837.1916790237
693860303,Vitton,0.08941597957204685,212,163,40,9,9,0.7688679245283019,0.18867924528301888,1822.940382470036,1887,21103.610440005876,1.0,5.699386503067485,0.9570552147239264,40239.600000000006,249969.30000000002,2795577.492931087
693860603,Juliette Récamier,0.0652173498211223,166,118,39,9,4,0.7108433734939759,0.23493975903614459,1809.3344842078004,1481,22708.681111116544,1.0,5.5423728813559325,0.9661016949152542,24519.299999999996,144249.7,2211830.1402256778
693840303,Mairie-Tabareau,0.10503314027663815,272,190,67,15,6,0.6985294117647058,0.24632352941176472,1808.9528647774846,1594,15176.16245502795,1.0,5.273684210526316,0.968421052631579,31245.300000000007,179329.59999999995,1707362.0718915807
693870201,Saint-Michel,0.11985917004196078,309,215,71,23,6,0.6957928802588996,0.2297734627831715,1793.7718067356209,2833,23636.07222549774,1.0,4.72093023255814,0.9906976744186047,52036.69999999998,274919.59999999986,2293688.500460623
693870101,Pasteur,0.06326879145319887,169,112,46,11,3,0.6627218934911243,0.27218934911242604,1770.2250576865931,1802,28481.656731707506,1.0,5.857142857142857,0.9732142857142857,26891.299999999996,163732.20000000007,2587882.528483508
693820401,Gailleton-Auguste Comte,0.07512087234812267,202,131,61,10,2,0.6485148514851485,0.30198019801980197,1743.8562133959801,1357,18064.2204700637,1.0,5.908396946564886,0.9847328244274809,33238.0,200477.39999999994,2668730.9895837493
693830202,Voltaire,0.07019365024285383,182,118,58,6,4,0.6483516483516484,0.31868131868131866,1681.0637371293162,1753,24973.768908370268,1.0,5.627118644067797,0.9322033898305084,28800.899999999994,175488.40000000002,2500060.894295291
693810501,Mairie-Martinière,0.08490404751113871,188,139,37,12,0,0.7393617021276596,0.19680851063829788,1637.1422102316658,1461,17207.66020970118,1.0,6.39568345323741,0.9784172661870504,30640.100000000013,195921.90000000005,2307568.434523651
693870302,Saint-Louis,0.05761263858052007,123,90,25,8,11,0.7317073170731707,0.2032520325203252,1562.1572317715495,1351,23449.71577914848,0.9888888888888889,5.337078651685394,0.9888888888888889,22699.2,139221.69999999995,2416513.1719392114
693810301,Grande Côte-Bon Pasteur,0.13664334740855819,336,213,108,15,9,0.6339285714285714,0.32142857142857145,1558.8025618483896,2324,17007.780064486655,1.0,5.028169014084507,0.9812206572769953,39085.6,217187.6,1589448.7665807668
693830901,Richard Vitton-Docteur Long,0.29306133840845855,712,453,219,40,106,0.6362359550561798,0.30758426966292135,1545.751488272481,2408,8216.70989792524,0.9955849889624724,3.022172949002217,0.9668874172185431,80430.70000000003,287421.09999999986,980754.0686223253
693830802,Trarieux-Lacassagne,0.21099477047176488,544,323,204,17,89,0.59375,0.375,1530.8436283885223,2121,10052.381844619369,0.9969040247678018,3.080745341614907,0.9845201238390093,48991.50000000001,184571.1000000002,874766.2304014276
693830701,Genas CFEL,0.20216544757012772,517,308,186,23,73,0.5957446808510638,0.3597678916827853,1523.5046527580341,1660,8211.09650512447,1.0,2.8701298701298703,0.9772727272727273,49339.50000000001,187712.19999999995,928507.8249332681
693830703,Monchat-Bonnand,0.3139060992379422,784,477,280,27,129,0.6084183673469388,0.35714285714285715,1519.5627009414427,2079,6622.999696556099,0.9937106918238994,2.7151898734177213,0.9727463312368972,73919.49999999993,248266.2,790893.2021477325
693810302,Trois Gaules,0.08635698073583409,203,131,57,15,3,0.645320197044335,0.28078817733990147,1516.9590099580817,1347,15598.044171095693,1.0,5.374045801526718,1.0,24459.10000000001,126425.80000000006,1463990.5068790726
693810303,Annonciade-Saint-Benoit,0.08144093908484022,215,122,79,14,4,0.5674418604651162,0.3674418604651163,1498.0180898074839,1636,20088.177007582322,1.0,6.188524590163935,0.9918032786885246,27508.399999999998,176594.69999999995,2168377.5013452917
693810101,Terreaux-Bât d'Argent,0.19954017201533217,350,270,55,25,2,0.7714285714285715,0.15714285714285714,1353.1109915012696,2857,14317.918898959731,1.0,6.488888888888889,0.9814814814814815,69703.20000000003,454330.0999999999,2276885.378073596
693830201,Moncey,0.09703220119744131,194,130,40,24,1,0.6701030927835051,0.20618556701030927,1339.76142348328,1917,19756.328067826522,1.0,5.653846153846154,0.9769230769230769,33529.400000000016,200847.89999999997,2069909.7569817496
693870301,Victor Basch,0.11365998721346776,253,152,79,22,8,0.6007905138339921,0.31225296442687744,1337.3219875040534,1980,17420.37852143438,0.993421052631579,5.423841059602649,0.9736842105263158,42409.000000000015,249214.99999999997,2192636.17839357
693820202,Bellecour-Antonin Gourju,0.12110598514080687,244,159,75,10,2,0.6516393442622951,0.3073770491803279,1312.899604549971,1608,13277.626189411028,1.0,6.471698113207547,0.9811320754716981,47984.60000000001,303484.29999999993,2505939.7324347463
