unit_id,unit_name,area_km2,total,res,unknown,nonres,annexe,res_share,unknown_share,res_per_km2,logements,logements_per_km2,etages_cov,mean_etages,date_cov,res_footprint_m2,res_gfa_proxy_m2,res_gfa_proxy_per_km2
7016,Quartier Haut et Coeur des Pentes,0.3752846839508362,868,544,278,46,23,0.6267281105990783,0.32027649769585254,1449.5662180321385,6387,17019.07984296189,1.0,5.454044117647059,0.9852941176470589,107057.0,638511.7999999999,1701406.4983362006
871,Quartier Croix-Rousse Est et Rhône,0.5910796027042068,1432,820,561,51,62,0.5726256983240223,0.39175977653631283,1387.2919929032835,6752,11423.16528790606,0.9914634146341463,4.633456334563346,0.9536585365853658,140417.8,728210.2999999996,1232000.388219143
2076,Quartier Brotteaux,0.5582409044003424,1058,690,297,71,36,0.6521739130434783,0.28071833648393196,1236.0255125718388,9658,17300.774493360608,0.9985507246376811,6.058055152394775,0.9782608695652174,167370.79999999984,1097318.8999999997,1965672.6896047331
7017,Quartier Bas des Pentes Presqu'île,0.4343147903382633,709,518,144,47,4,0.7306064880112835,0.20310296191819463,1192.6833060337617,6162,14187.86589146726,1.0,6.521235521235521,0.9826254826254827,140044.40000000005,926324.2000000005,2132840.558523321
870,Quartier Croix-Rousse Centre,0.6285553686323899,1300,705,496,99,73,0.5423076923076923,0.38153846153846155,1121.6195663620506,6149,9782.74994831241,1.0,4.794326241134752,0.9744680851063829,134466.5999999999,745028.4000000003,1185302.7389154788
6793,Quartier Montchat,2.2675567603086186,3924,2327,1287,310,651,0.5930173292558614,0.32798165137614677,1026.214664493466,10592,4671.1068871142215,0.9935539321014182,2.7551903114186853,0.9733562526858617,360892.20000000036,1225577.1999999979,540483.5819118348
4700,Quartier Bellecour Cordeliers,0.6062606787462236,841,570,193,78,4,0.6777645659928656,0.2294887039239001,940.1896246657257,5219,8608.508159877932,0.9982456140350877,6.616871704745167,0.9701754385964912,152224.1,1007575.2999999997,1661950.601981501
8075,Quartier Saxe Roosevelt,0.5768874057272568,735,533,160,42,10,0.7251700680272108,0.21768707482993196,923.9237929420042,7220,12515.440497263171,1.0,6.529080675422139,0.9643527204502814,168030.99999999994,1131333.4999999998,1961099.321580399
19,Quartier Mutualité Préfecture Moncey,0.6495563461458811,834,576,175,83,16,0.6906474820143885,0.20983213429256595,886.7590986027233,8173,12582.434223750099,0.9982638888888888,6.340869565217392,0.9565972222222222,170317.5000000001,1117013.5000000007,1719656.049283114
1108,Quartier Guillotière,1.316196527214355,1683,1067,462,154,55,0.6339869281045751,0.27450980392156865,810.669210819327,17632,13396.175749921626,0.9971883786316776,5.406015037593985,0.9700093720712277,317671.3999999999,1957861.100000002,1487514.2575734404
