Date/Time,BATIMENT0000000240877169_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877169_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877169_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877169_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1601597.820682181,1381185.0789146158,1509379.0854531566,2742688.782966845 
 01/01  02:00:00,1750086.331812433,1539034.4144257687,1683862.4526123018,3059410.539085665 
 01/01  03:00:00,1828298.941055013,1623034.4585350018,1775386.5854331949,3206308.2841628506 
 01/01  04:00:00,1871532.3073396087,1671060.974538159,1830543.3613656536,3308592.961777064 
 01/01  05:00:00,1903204.6457975653,1706504.1635336438,1870691.221909448,3374265.3378847456 
 01/01  06:00:00,1961782.84470961,1769601.4869913943,1938983.0242498775,3480666.765181944 
 01/01  07:00:00,1984703.7038406832,1796533.3741586942,1970485.2200276013,3539280.383568575 
 01/01  08:00:00,2013962.1893389546,1829189.3660713013,2008330.7668068325,3613049.722689717 
 01/01  09:00:00,2096448.2252690122,1917122.6406995084,2101830.6035576724,3760735.637824 
 01/01  10:00:00,2147158.9134635846,1971060.3439796192,2148532.850878944,3795652.94397938 
 01/01  11:00:00,1883011.9697847776,1700366.2920107637,1830191.486273986,3100983.487672245 
 01/01  12:00:00,1399139.0865281138,1205527.0238673752,1219967.5864236103,1985032.1767021175 
 01/01  13:00:00,1002703.0712203691,794183.5343139342,692516.1036113416,1103957.8917051062 
 01/01  14:00:00,761158.6140455715,547527.3148275606,459287.44370416173,525206.7776311829 
 01/01  15:00:00,658059.6659539151,438493.2027207506,424294.10631779255,337459.1946041066 
 01/01  16:00:00,738600.3825088935,507981.2819967287,526847.0366941809,689429.1395653404 
 01/01  17:00:00,928041.1326610105,683758.8195018478,723834.6619404547,1316130.6007625675 
 01/01  18:00:00,1172253.4107886802,930227.4544624247,1007220.8415100032,1874174.4848446776 
 01/01  19:00:00,1318609.48009492,1080475.0787167542,1166715.1298066718,2115775.7159725353 
 01/01  20:00:00,1413237.5251222614,1178432.4413088763,1271972.1834520656,2274730.571463896 
 01/01  21:00:00,1467041.2113576771,1233952.4982972129,1330194.8111998502,2344426.6682189154 
 01/01  22:00:00,1478961.5080800997,1247203.9444131125,1345367.2937310855,2361368.2575012404 
 01/01  23:00:00,1480937.051643996,1251569.8779676037,1358264.6107385787,2431574.26855016 
 01/01  24:00:00,1475705.6124835473,1248270.2652621055,1361034.0193493655,2459214.937107358 
 01/02  01:00:00,1482492.2181207754,1254430.4292919994,1364873.0965027811,2433845.034343189 
 01/02  02:00:00,1484329.2985349763,1255959.4364454884,1362454.0052775636,2390535.9619556344 
 01/02  03:00:00,1521894.2171544784,1293834.6698324094,1399256.6167641215,2424970.955943612 
 01/02  04:00:00,1611407.441695345,1386064.6558755413,1491299.657718807,2524537.528937811 
 01/02  05:00:00,1704477.1594424755,1482300.9393166932,1587037.2179825103,2633261.652288482 
 01/02  06:00:00,1769971.522012912,1551496.0794302658,1658628.2949914546,2731458.850970535 
 01/02  07:00:00,1780847.4282891534,1564591.8073331842,1672174.240797457,2743849.2484178534 
 01/02  08:00:00,1810113.3987522072,1595675.4737991642,1703889.045742732,2784614.9239395363 
 01/02  09:00:00,1875078.1878306083,1664199.190222912,1774178.0502411996,2882307.909361898 
 01/02  10:00:00,1899246.9486258598,1689969.7888825396,1792963.2115132255,2906639.584646926 
 01/02  11:00:00,1803840.6635212526,1588264.4939643433,1656129.6863482518,2661518.30827005 
 01/02  12:00:00,1578815.5678636634,1351827.955376349,1353236.0097782083,2112616.9232237833 
 01/02  13:00:00,1374169.639821256,1132880.0435150096,1067946.3212239796,1668877.8372821421 
 01/02  14:00:00,1448721.4329629606,1204036.4816631381,1202446.6992395057,2006937.5132984936 
 01/02  15:00:00,1693788.38787948,1459514.4359461574,1496005.3279102244,2481110.234227009 
 01/02  16:00:00,1944296.9452037048,1723330.0200341635,1787720.2366376023,2917884.4551442135 
 01/02  17:00:00,2138809.880150086,1930290.7984578144,2019683.1806586313,3269394.3843321847 
 01/02  18:00:00,2799816.4680220475,2611470.5472547864,2712981.612211564,4139643.051334167 
 01/02  19:00:00,3042262.4354100977,2862986.906710302,2964928.9942659633,4426264.328828038 
 01/02  20:00:00,3117133.2651653653,2945511.004981517,3050944.048315723,4522392.384687384 
 01/02  21:00:00,3169749.48197721,3005041.6580160465,3113326.1397621655,4591746.837065224 
 01/02  22:00:00,3273244.0276757497,3115497.2166142375,3226978.916428401,4726559.960314694 
