Date/Time,BATIMENT0000000240877151_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/03  18:00:00,12703566.609201508,11855174.814708512,11846228.49215516,12091388.8174401,13542752.309812363,27436637.126609854 
 01/03  19:00:00,14114508.323882226,13304039.333910504,13310395.230390897,13584362.943503527,15152250.131306784,30301302.973653853 
 01/03  20:00:00,14403968.834467229,13614647.623927519,13630689.628110645,13923206.905307658,15552276.426745422,31108524.58085542 
 01/03  21:00:00,14950346.964455534,14187849.54578695,14215154.99848568,14525323.071192363,16213931.659169089,32263087.019125428 
 01/03  22:00:00,15650278.027306143,14921512.04065454,14960990.714900628,15288926.422145527,17043851.453328814,33742702.672773324 
 01/03  23:00:00,15811868.193872854,15100638.266029986,15149558.044265889,15496031.998960104,17313544.840590842,34524981.85247314 
 01/03  24:00:00,16455812.846590329,15766587.227529302,15827286.212771563,16200648.44955897,18126669.144586157,36498593.49215248 
 01/04  01:00:00,17463172.439717248,16796726.348590884,16861652.227607764,17248184.215178803,19249399.234506484,38434530.49886641 
 01/04  02:00:00,18232260.530209355,17582367.659008063,17643972.208083015,18028398.912932362,20052160.84616032,39417925.273912296 
 01/04  03:00:00,18850839.645316135,18209356.258357383,18254406.878481254,18608959.409908667,20552497.514918987,38812336.70712939 
 01/04  04:00:00,19207128.33121794,18569334.63087778,18599937.39009209,18927305.425844226,20794469.48360839,38133825.35131985 
 01/04  05:00:00,19450677.85191375,18822500.65571493,18850025.064617872,19174570.450192764,21045062.94675357,38478664.1095196 
 01/04  06:00:00,19759509.84859812,19155212.45311334,19187964.267373465,19514760.075697538,21393427.457419112,38961174.22443488 
 01/04  07:00:00,20069792.063675538,19490035.821128167,19528468.842204876,19857399.557242367,21744266.844750673,39453224.89445375 
 01/04  08:00:00,20087046.595881864,19517153.913190324,19555436.11674779,19883353.55125088,21770382.237916566,39455945.039923176 
 01/04  09:00:00,20097341.996184256,19536534.121906593,19575451.83044863,19900731.67244782,21779460.833085306,39418115.86863549 
 01/04  10:00:00,20057914.013665587,19499849.254244365,19527961.83124086,19827634.49816851,21665617.676231854,39220401.725484364 
 01/04  11:00:00,19039317.53101242,18433786.295507587,18412358.050586674,18617396.210395716,20282238.970280707,37067862.90236204 
 01/04  12:00:00,17473834.43881496,16780794.10557747,16686755.907044053,16682115.240496041,18053189.185287453,33642971.23816791 
 01/04  13:00:00,15528146.053794565,14736624.194450954,14559889.53194724,14100929.725909343,15120487.021849489,29293247.479829803 
 01/04  14:00:00,13858649.732173555,13006015.042379277,12807363.252369892,12351023.04515234,13056854.426588532,25838510.88040705 
 01/04  15:00:00,12700225.240911746,11811456.78816881,11628232.019039594,11402020.179184696,11819043.796313744,23325567.872056127 
 01/04  16:00:00,11992560.521467747,11090745.855003227,10938558.09622676,10878417.9371141,11523852.8507223,21409628.539011355 
 01/04  17:00:00,11771726.511157287,10889869.471458452,10783125.141691534,10822904.217910655,11832683.416968733,21676683.407664545 
 01/04  18:00:00,12321773.129164603,11487106.002961352,11435644.338732027,11579724.55388353,12810476.876446469,24309341.94692518 
 01/04  19:00:00,12972752.890801243,12150118.695559552,12108719.921486476,12274205.729593918,13550186.426745143,25434127.01773537 
 01/04  20:00:00,13385150.191895984,12572804.124541411,12539210.324075975,12721216.6267664,14030262.418892905,26158523.08432672 
 01/04  21:00:00,13288447.142677926,12475388.43436051,12446003.978400934,12640575.924287263,13964791.556376584,26058131.53950326 
 01/04  22:00:00,13316128.120026467,12496015.238335226,12468750.61606666,12674335.478558201,14016471.750624908,26181764.537524674 
 01/04  23:00:00,13203536.146013327,12384368.001882905,12360986.06408719,12576080.980815068,13928770.166663766,26039897.592940018 
 01/04  24:00:00,13009116.055232028,12186403.121672412,12165469.207435269,12386214.613320036,13736171.252107888,25685770.853796564 
 01/05  01:00:00,13309284.712147586,12484907.548481856,12465101.135844188,12692992.17291509,14062631.201483693,26238858.164859924 
 01/05  02:00:00,13409881.393497802,12584410.087517362,12564679.516709145,12798644.826781195,14187685.790818732,26505289.00097526 
 01/05  03:00:00,13304701.319843218,12472247.617483094,12451570.573422868,12688930.121033961,14082106.539414052,26388692.799358852 
 01/05  04:00:00,13356397.193868645,12518975.12127511,12497031.934679536,12737518.729574537,14140893.267652024,26529601.103067327 
 01/05  05:00:00,13339905.510315912,12502240.93016384,12480995.85489081,12724655.640468031,14133967.188288208,26512790.91576178 
 01/05  06:00:00,13290768.751887055,12452559.827768758,12432375.829868224,12678308.37320672,14087645.28390811,26421023.924971014 
 01/05  07:00:00,13284872.555599198,12444486.828633977,12423959.61650154,12671342.17939797,14082787.463803852,26412117.63669666 
 01/05  08:00:00,13338238.126234956,12492961.980102628,12470192.222914057,12717974.624358531,14133185.268352658,26507606.857951596 
 01/05  09:00:00,13192049.65055294,12343537.989638679,12319597.389183953,12567088.57556906,13977606.327554896,26234829.193102695 
 01/05  10:00:00,12900174.758475639,12042692.942098599,12014648.92611799,12255367.796968203,13643330.111338269,25672317.484780565 
 01/05  11:00:00,12463137.273676073,11581575.340326268,11535830.904675871,11747899.296396172,13077774.025716312,24773905.400218304 
 01/05  12:00:00,11573958.54413525,10654348.009148084,10584023.859462617,10755393.868002618,11994057.488876047,23071263.074632045 
 01/05  13:00:00,10753167.315838305,9811787.242375225,9733387.258528713,9886686.1331155,11059306.694427807,21480888.36676469 
 01/05  14:00:00,9904164.284888573,8926817.984982058,8825862.61295255,8937042.94748498,10007510.451642316,19741332.56806842 
 01/05  15:00:00,9177936.023158517,8181646.753641123,8077355.9773036465,8181166.6717499625,9220463.736438932,18775965.474728294 
 01/05  16:00:00,8752482.523242088,7752730.784305294,7663443.596456135,7794523.7027721545,8875043.280157994,18679486.711728975 
 01/05  17:00:00,8610013.332693985,7607975.266786484,7533883.714069139,7694334.153661083,8814537.849583726,18596562.5768818 
 01/05  18:00:00,9435571.374289596,8467568.8567296,8432492.137738533,8664520.841478068,9922298.479606673,20506790.551574703 
 01/05  19:00:00,10224373.191484146,9274823.403113592,9249475.410845956,9497124.077211112,10811997.304216092,22078091.32417531 
 01/05  20:00:00,10667550.804492718,9731366.247220015,9714071.48568319,9975764.7442707,11340696.57935901,23146797.296454776 
 01/05  21:00:00,11014642.649136534,10087869.47004016,10075710.852974227,10346635.158885758,11744777.542726604,23851424.37898525 
 01/05  22:00:00,11112183.84651032,10191018.945348479,10179358.841098435,10450087.429416675,11845166.500017429,23787867.1104322 
 01/05  23:00:00,11130936.006087504,10207916.358266165,10193004.252545979,10457595.744746555,11828207.977533676,23392621.167090017 
 01/05  24:00:00,11177992.541733822,10252744.437994385,10231095.130232781,10481455.508026974,11799356.123475721,22723378.444289908 
 01/06  01:00:00,11250636.558895648,10326018.462567862,10300688.755225038,10541392.566268586,11823465.147058262,22386275.97094299 
 01/06  02:00:00,11438790.046362828,10520121.25677916,10495768.86861388,10736349.445115542,12018185.667837523,22654548.43962441 
 01/06  03:00:00,11672446.965396898,10761717.748642905,10739582.418311581,10981913.917137563,12271304.514711848,23048147.61450663 
 01/06  04:00:00,11739484.418619769,10837673.859201688,10820810.9503369,11072611.724856852,12396677.383289708,23623780.01982016 
 01/06  05:00:00,11764056.415335163,10863341.722475473,10846460.38652986,11099291.061432816,12426520.091758616,23617000.4769988 
 01/06  06:00:00,11874159.50222127,10973077.072777117,10952143.584054701,11196682.883257283,12498005.945676368,23440968.58121088 
 01/06  07:00:00,11800346.132370323,10898550.82087267,10876629.717533465,11120674.19788328,12420868.52878493,23331421.110819794 
 01/06  08:00:00,11825504.007676098,10919401.075964244,10895528.925479028,11138958.645958384,12438814.282381635,23377569.354506224 
 01/06  09:00:00,11796184.766652593,10890707.911412613,10865996.202246767,11108360.606976097,12406694.200785566,23325741.234217074 
 01/06  10:00:00,11728508.66786412,10815766.609002145,10782401.232362807,11009105.445689024,12281026.057282412,23128742.71999322 
 01/06  11:00:00,11392079.910722068,10443204.076900695,10372050.46867638,10534693.358347947,11709047.333887704,22340464.80076704 
 01/06  12:00:00,10836500.758243574,9834984.628020033,9710232.6700653,9767132.651758408,10788873.129697302,21092532.526623026 
 01/06  13:00:00,10433851.627321793,9396642.214180166,9231833.290355476,9156079.195809338,10046480.192073705,20099903.55072398 
 01/06  14:00:00,10044736.115367025,8981508.082463857,8793748.323125158,8620968.041080669,9326823.662910858,19005057.795108672 
 01/06  15:00:00,9832290.42792839,8756950.663669737,8572382.761628572,8466503.28293714,9028476.163411573,18330272.888020307 
 01/06  16:00:00,9965656.371154236,8898669.2100169,8735837.069155432,8723980.179218533,9467646.44443555,18548518.881103665 
 01/06  17:00:00,10307298.034587935,9271408.768138438,9146645.868549235,9211522.977580834,10179525.105703302,19675165.331398834 
 01/06  18:00:00,10922337.479671266,9935944.033934055,9861211.173877195,10017054.898262482,11150137.755001819,21423265.45065746 
 01/06  19:00:00,11604441.35112407,10641889.338665118,10581847.840197882,10765590.973311683,11989798.03214518,23211389.538536265 
 01/06  20:00:00,12513849.092067163,11584338.285070028,11539869.402199768,11750399.84850419,13069478.00617027,25299990.59128211 
 01/06  21:00:00,13161551.043486025,12261440.681138303,12227696.477554096,12453611.997902116,13825914.074843133,26549063.942137226 
 01/06  22:00:00,13573694.242461786,12699200.809129018,12680772.32374351,12935927.87969742,14411360.32272148,28197597.8715999 
 01/06  23:00:00,14117503.944060626,13271979.250178114,13268604.977395643,13550922.878070738,15123191.79248339,29883623.420687176 
 01/06  24:00:00,14190843.046163019,13372485.984932335,13381445.88213898,13680108.997589786,15299274.77051786,30387217.3793884 
 01/07  01:00:00,13499892.764302194,12690827.142207986,12709740.610444242,13023758.17512136,14669333.972437868,29693162.64230808 
 01/07  02:00:00,13413721.569698082,12608408.44380565,12632479.502530318,12955848.121524474,14623170.60251674,29713562.280046597 
 01/07  03:00:00,13549499.719366495,12758764.719644079,12788830.155705094,13120537.995805735,14813348.96579786,30060446.720193613 
 01/07  04:00:00,13488918.836699238,12707462.224450229,12741469.063014422,13076605.851958185,14772217.407172397,29870299.393607438 
 01/07  05:00:00,13590615.406009812,12820308.298995573,12855926.691766163,13188984.349502655,14872541.592458846,29751516.53186451 
 01/07  06:00:00,13742659.197475161,12985128.610545393,13023375.670474704,13356655.501740607,15038165.08045027,29896463.678209126 
 01/07  07:00:00,13635814.016622279,12885047.1738507,12923525.042085536,13253866.343365513,14919258.632317342,29486215.969900034 
 01/07  08:00:00,13392088.87484398,12639084.864420323,12673832.599641081,12995090.945798162,14620502.108950036,28669432.409159727 
 01/07  09:00:00,13435278.729691917,12682734.032487461,12713223.918184653,13024173.168269405,14616178.924762698,28327860.497801214 
 01/07  10:00:00,13141660.137735203,12381555.886938866,12400014.582160957,12684599.581403557,14207726.942790724,27502763.66852192 
 01/07  11:00:00,11834354.752613537,11038340.341219466,11026675.393527407,11207213.768022547,12411236.745420579,24595173.553895727 
 01/07  12:00:00,10118812.28294977,9280858.155564027,9225848.942918442,9006166.045132214,9817686.978014484,20380817.27398184 
 01/07  13:00:00,8702296.807656752,7825326.506276036,7725074.470488556,7128920.747967734,7834203.050792765,17024206.621483237 
 01/07  14:00:00,7723858.144445005,6821921.400499433,6715187.547157857,6015050.079746899,6172534.183983694,13989981.071383113 
 01/07  15:00:00,7152563.356849543,6245864.501508605,6184923.013238204,5879055.947472682,5510743.801891308,12351461.761688177 
 01/07  16:00:00,7200838.181285706,6260563.35646777,6210632.735765903,6195453.972770698,6398681.812001824,12601179.390278159 
 01/07  17:00:00,7726964.319196789,6746411.013822863,6674755.957202992,6692145.766020497,7405839.4780753665,14706445.899402468 
 01/07  18:00:00,8586922.071805801,7600322.91641011,7540849.981637089,7621331.50542694,8499721.024818262,17052775.2791814 
 01/07  19:00:00,9201885.536484912,8225194.748173958,8172840.836295585,8282237.557192575,9238291.60616156,18401589.30414746 
 01/07  20:00:00,9511654.476612827,8537999.292196317,8484965.834314702,8605474.63353253,9579024.659546943,18640796.70555103 
 01/07  21:00:00,9277227.20463306,8301053.448271316,8251208.929217219,8389048.987009754,9391682.965143792,18539218.440687504 
 01/07  22:00:00,8950111.816266159,7970305.525574033,7927222.119845143,8089863.084693627,9146612.415361738,18593542.520470418 
 01/07  23:00:00,8920179.386071654,7936194.210327004,7894272.967480874,8068280.968362311,9143436.07894533,18594510.2992285 
 01/07  24:00:00,9194856.298708849,8211377.6641393695,8168018.465865251,8345409.059353557,9423313.069654262,18731269.333405074 
 01/08  01:00:00,9180546.386261588,8194348.4267861005,8145679.24182836,8316599.501969457,9357570.530766407,18128564.284799267 
 01/08  02:00:00,9098646.754845478,8106557.916786706,8054699.889361367,8223712.553494887,9244906.680793384,17738927.00860856 
 01/08  03:00:00,9081322.54178296,8087066.555316641,8034735.282031182,8207269.335733795,9230793.22465039,17684878.970962517 
 01/08  04:00:00,9087908.739485132,8093315.201932484,8041336.901895804,8216526.4686688725,9238149.465042897,17652701.194196973 
 01/08  05:00:00,9197178.104185915,8203927.980358652,8152228.536209604,8329694.13973126,9353832.025992544,17795708.455787666 
 01/08  06:00:00,9446455.981118396,8460066.033901952,8412011.061296863,8597755.162085075,9650499.35782093,18440541.256736606 
 01/08  07:00:00,9779240.214114856,8800389.367963621,8754321.544669718,8944575.249875546,10016849.49539785,19001465.197171267 
 01/08  08:00:00,9926977.290523805,8952833.717998926,8905932.82987891,9094198.125966545,10160033.940691654,19077668.306111876 
 01/08  09:00:00,10267906.576830545,9297913.24685634,9243515.571052307,9424411.138842953,10496450.593902348,19640214.166415896 
 01/08  10:00:00,10686361.022577967,9723761.742071705,9661790.51716382,9831420.216407485,10905744.673915338,20322197.958248354 
 01/08  11:00:00,9982619.692753375,9013961.246668886,8947894.79716949,9095386.639455397,10116185.23303391,19178724.282044254 
 01/08  12:00:00,9144409.795494085,8136721.456062422,8033636.259036943,8099307.760937051,8986724.220399126,17527544.084977895 
 01/08  13:00:00,8525001.849531936,7500270.514429273,7382135.955045941,7387467.951846292,8214141.487408403,16563921.068751264 
 01/08  14:00:00,8195001.795869699,7156723.846949786,7027975.157241284,6970214.011497412,7665372.379010957,15645774.477848254 
 01/08  15:00:00,7896868.2202571295,6835930.752737632,6698326.360875209,6633575.593765069,7080254.472799074,14462819.578343272 
 01/08  16:00:00,8133815.617828751,7065256.9870822895,6943847.469646463,6988706.075350432,7747882.887013736,15449110.95159999 
 01/08  17:00:00,8249780.11041151,7192113.030033222,7088392.363951229,7169551.968296914,8002209.185621342,15544545.902802313 
 01/08  18:00:00,8536259.34575986,7495554.278357571,7419699.006806949,7562526.961225091,8517247.43097531,16759884.764948346 
 01/08  19:00:00,8728000.884946499,7692754.153051004,7620547.449566547,7771727.902708737,8743450.963115158,17036367.292354926 
 01/08  20:00:00,9087225.906656854,8059107.520046296,7987857.693651173,8140422.155273601,9113678.317790778,17411605.385839928 
 01/08  21:00:00,9557744.042651802,8543791.018181436,8476956.027575342,8637064.170918405,9638643.078514807,18243165.474701278 
 01/08  22:00:00,9862869.465733819,8866228.074998856,8809257.170228561,8987442.259946778,10050567.142412983,19297903.543727823 
 01/08  23:00:00,10083619.980469061,9100753.705113588,9052781.841338433,9248115.924802816,10367343.171451889,20167886.84907838 
 01/08  24:00:00,10405253.485926954,9435947.2467272,9392578.059993522,9595502.925742855,10744438.479642022,20807493.154910192 
 01/09  01:00:00,10598067.204130586,9647088.364928043,9615322.598840106,9838952.207202503,11059127.166856525,21837212.7796612 
 01/09  02:00:00,10876610.996222213,9944956.792357853,9930407.590194806,10187291.426165834,11521702.96501207,23487509.41380757 
 01/09  03:00:00,12036359.834919661,11136456.064755175,11135585.592146728,11417466.427894203,12863506.164344255,26088966.750927724 
 01/09  04:00:00,13191600.106785351,12330886.763243664,12342247.865869738,12642965.094593342,14182399.828639751,28458998.922803167 
 01/09  05:00:00,14078180.954046091,13254969.10636222,13283795.524165671,13616351.700609455,15290021.986617837,31061305.32381129 
 01/09  06:00:00,15261853.275985736,14481764.535822658,14528341.336483613,14894163.12999607,16715553.516552433,34165178.10090452 
 01/09  07:00:00,16218165.381584771,15478187.156915436,15536988.309632706,15923759.835178487,17847402.784024887,36367356.717504196 
 01/09  08:00:00,16621222.38325759,15906455.707791267,15968581.289497986,16358679.778653465,18311136.61090864,36880887.89693902 
 01/09  09:00:00,16842800.427024122,16149761.13288476,16203339.180492204,16567916.703806486,18447607.868223645,35980721.23219274 
 01/09  10:00:00,16583909.349005185,15896691.746629324,15929597.954520557,16242818.236789932,17995217.45921982,34293842.138105854 
 01/09  11:00:00,15196713.750400927,14475983.00456635,14470120.116578199,14682789.072291855,16202200.671040442,31374532.341781206 
 01/09  12:00:00,13504035.720106497,12726136.144725908,12667681.784065688,12522371.343702357,13668511.736665266,28066277.325244255 
 01/09  13:00:00,12199773.000610525,11376484.498628404,11260613.45941121,10607910.887141632,11574738.260481382,25186230.71058943 
 01/09  14:00:00,11594118.68042018,10746828.392015198,10632152.68555997,10212745.44298657,10950986.025355855,23287517.266605362 
 01/09  15:00:00,12549276.58062543,11734792.077839889,11655396.19923908,11507059.16521174,12046484.290804295,24454505.685396113 
 01/09  16:00:00,15567673.506545672,14817536.578936644,14754505.330839282,14843031.792969186,16222322.38434244,30780241.06770865 
 01/09  17:00:00,13875041.791705277,13130198.465246152,13108809.77175929,13239588.92140572,14569323.514113717,27604906.887719925 
 01/09  18:00:00,14175006.63686052,13446967.915689096,13459085.572509063,13679206.175838493,15224557.787906097,30116909.508617032 
 01/09  19:00:00,14674703.556957718,13963027.091808228,13989156.35348938,14244153.726932101,15876636.501102582,31553341.59464872 
 01/09  20:00:00,15188336.02469867,14494696.570093948,14529345.70610248,14805042.855758827,16487540.479280062,32553075.292829055 
 01/09  21:00:00,15690025.628418371,15012106.483281258,15054030.219753169,15348685.616278172,17083208.328477878,33581622.545823686 
 01/09  22:00:00,15759251.484571308,15086564.424233457,15131278.208754193,15437753.856572986,17197069.969469253,33725382.63558817 
 01/09  23:00:00,15797985.231047306,15132002.033312561,15177063.099497475,15484376.783018492,17226037.69545354,33333381.011399247 
 01/09  24:00:00,16124794.766953858,15483441.753662433,15534490.84772419,15846925.394636385,17592766.221988387,33754989.77269267 
 01/10  01:00:00,16439617.842829734,15815456.61919706,15869134.290585963,16184737.809514374,17938860.264011618,34128888.663342856 
