Time,BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Latent Heat Load [W],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Latent Cool Load [W],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Heat Load No DOAS [W],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Sens Cool Load No DOAS [W],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Latent Heat Load No DOAS [W],BATIMENT0000000240879968_PART0_F0_WHOLE::Des Latent Cool Load No DOAS [W],BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240879968_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,5.299181E+03,0.000000E+00,1.732219E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999948E+01,5.287836E+01,2.521173E+01,5.748623E+01
00:20:00,5.366450E+03,0.000000E+00,1.754208E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999948E+01,5.287977E+01,2.510648E+01,5.846086E+01
00:30:00,5.440219E+03,0.000000E+00,1.778322E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999948E+01,5.288163E+01,2.500106E+01,5.942019E+01
00:40:00,5.520598E+03,0.000000E+00,1.804596E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999948E+01,5.288337E+01,2.489777E+01,6.034823E+01
00:50:00,5.607613E+03,0.000000E+00,1.833040E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.288504E+01,2.479111E+01,6.126338E+01
01:00:00,5.701295E+03,0.000000E+00,1.863663E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.288668E+01,2.468279E+01,6.216017E+01
01:10:00,5.737833E+03,0.000000E+00,1.875606E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.288829E+01,2.456960E+01,6.305108E+01
01:20:00,5.771390E+03,0.000000E+00,1.886576E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.288926E+01,2.447704E+01,6.384019E+01
01:30:00,5.801879E+03,0.000000E+00,1.896542E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.288999E+01,2.438840E+01,6.459031E+01
01:40:00,5.829457E+03,0.000000E+00,1.905557E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.289068E+01,2.429967E+01,6.531800E+01
01:50:00,5.853900E+03,0.000000E+00,1.913547E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.289143E+01,2.421105E+01,6.602396E+01
02:00:00,5.875239E+03,0.000000E+00,1.920522E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.289209E+01,2.412224E+01,6.671050E+01
02:10:00,5.896838E+03,0.000000E+00,1.927582E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.289273E+01,2.403326E+01,6.737877E+01
02:20:00,5.918817E+03,0.000000E+00,1.934767E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.289387E+01,2.395459E+01,6.797836E+01
02:30:00,5.941259E+03,0.000000E+00,1.942103E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999947E+01,5.289511E+01,2.387843E+01,6.853696E+01
