cell,city,osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_gas_eui_kwh_m2,dhw_elec_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_fans_kgco2_m2,gwp_pumps_kgco2_m2,gwp_dhw_kgco2_m2,gwp_cooking_kgco2_m2,gwp_refrigeration_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
austin_centre,AUS,way/37417988,2898.551036296464,11.0,38.5,LargeOffice,perimeter_core,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",14.30637245061226,32.43754081327612,26.465100525964544,44.06327597200719,38.2684533896107,11.590020000417478,2.153317495778816,0.0,2.153317495778816,0.0,0.0,169.28408064766708,2.589453413560819,12.09362346633211,9.866930498894307,16.428023054091497,14.267550940341778,4.321083976715648,0.3897504667359656,0.0,0.0,59.95641581667213,0.0004547094373714,success,,-103.48874389850208,5.3214532375612515e-09
austin_centre,AUS,way/37417989,4168.517429379388,1.0,3.5,LargeOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",8.64902057477489,13.4394590140469,26.465100598399992,44.063276092609165,4.957282346912679,0.0,2.796120559572556,0.0,2.796120559572556,0.0,0.0,100.3702591863162,1.565472724034255,5.0106066252890775,9.866930525900273,16.428023099055288,1.8482136628347603,0.0,0.5060978212826326,0.0,0.0,35.22534445839628,0.0,success,,-103.48884546542531,3.946909158242506e-05
austin_centre,AUS,way/37546502,6241.528482257134,33.0,115.5,TallBuilding,one_zone_per_floor,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT,0.953414653620014,23.989514535662423,26.465100598298477,44.06327609244013,24.218139845115,7.309980040257618,40.83810798210948,0.0,40.83810798210948,0.0,0.0,167.83753374750313,0.1725680523052225,8.943962725301951,9.866930525862424,16.428023098992266,9.029200642174535,2.725365238449167,7.391697544761815,0.0,0.0,54.55774782784738,0.0029612760992397,success,,-103.4886985939367,7.097085184559973e-05
austin_centre,AUS,way/42806788,1587.6862515231055,1.0,3.5,Courthouse,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",16.25450011082444,40.71946271772861,19.67665472,28.25619005938692,6.815687701547406,0.0,4.011810270794249,0.0,4.011810270794249,0.0,0.0,115.73430558028164,2.942064520059224,15.181355846125324,7.336007825948159,10.534698827461105,2.5410792143925165,0.0,0.726137659013759,0.0,0.0,39.26134389300009,0.0,success,,-103.48874388440292,-1.6210806056409716e-11
austin_centre,AUS,way/42806812,1569.033571864679,6.0,21.0,Courthouse,perimeter_core,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",32.045932473693604,62.67169668212489,19.676654719975485,28.256190059351727,52.90677829932482,1.1702025584870157,2.3879587136573663,0.0,2.3879587136573663,0.0,0.0,199.11541350661489,5.800313777738542,23.365763330603254,7.33600782593902,10.534698827447986,19.725128339780674,0.436284279475597,0.4322205271719833,0.0,0.0,67.63041690815704,0.0002133891479544,success,,-103.48874493610246,7.273409130986929e-07
austin_centre,AUS,way/52143469,6614.754527315943,2.0,7.0,LargeOffice,perimeter_core,"generic_tag,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",10.113472728231043,31.2454920313505,26.465100676347543,44.06327622238854,37.157103945383255,10.967758480567264,2.2906534457912837,0.0,2.2906534457912837,0.0,0.0,162.3028575300594,1.830538563809819,11.649194303064345,9.866930554961302,16.428023147440673,13.853208749749347,4.089087458792932,0.4146082736882223,0.0,0.0,58.131591051506646,0.0010605021383907,success,,-103.48874388430602,3.018775485925375e-10
austin_centre,AUS,way/55932516,1562.4128466366533,45.0,157.5,HighriseApartment,one_zone_per_floor,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT,0.1444610758752153,22.89800471418761,3.965491090698295,43.39802491119833,4.259444066972848,3.818277016585318,26.762382949213507,0.0,26.762382949213507,0.0,0.0,105.24608582473113,0.0261474547334139,8.53701730158114,1.478446112362864,16.17999883159225,1.588040012601353,1.423560583539471,4.843991313807645,0.0,0.0,34.07720161021813,0.1201715294106021,success,,-103.48874388391984,-3.809561795758705e-10
austin_centre,AUS,way/55932517,941.8777955328032,1.0,3.5,FullServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",42.2361716851013,113.49867642183672,72.73404014249999,428.4509076728072,30.8767452417115,0.0,60.27869627192487,0.0,60.27869627192487,212.7839467398229,0.0,960.8591841757044,7.644747075003335,42.31548453300054,27.117286718247986,159.73849500583736,11.511715174976816,0.0,10.9104440252184,38.51389435990795,0.0,297.75206689219243,0.0,success,,-103.48874388437994,4.82573483314291e-12
austin_centre,AUS,way/55932518,2116.3210197818944,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",9.820977827284665,17.684502261518645,26.4651005984,44.06327609260916,4.807453332790089,0.0,4.262678952020806,0.0,4.262678952020806,0.0,0.0,107.10398906462336,1.7775969867385242,6.593277609157473,9.866930525900274,16.428023099055288,1.7923532111574632,0.0,0.7715448903157659,0.0,0.0,37.22972632232479,0.0,success,,-103.48874388438529,-1.7574675767948058e-11
austin_centre,AUS,way/55932520,5977.458290220164,6.0,21.0,LargeOffice,perimeter_core,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",11.307389107312938,31.37607091493156,26.46510053343483,44.06327598444489,36.583951170850135,11.119121096616956,2.1424825967154497,0.0,2.1424825967154497,0.0,0.0,163.05739140430674,2.046637428423641,11.697877767072104,9.86693050167944,16.42802305872862,13.639521347125712,4.145519680209507,0.3877893500054964,0.0,0.0,58.21229913324452,0.0012203413083256,success,,-103.48871014448632,-0.0001190530953279
