osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_gas_eui_kwh_m2,dhw_elec_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_fans_kgco2_m2,gwp_pumps_kgco2_m2,gwp_dhw_kgco2_m2,gwp_cooking_kgco2_m2,gwp_refrigeration_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/39335032,3831.2271972254916,4.0,14.0,Courthouse,perimeter_core,"generic_tag,no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",16.649743495076883,27.04464871653859,19.676655043741462,28.256190524288115,41.81504104026335,0.9319658763480898,2.478332397650368,0.0,2.478332397650368,0.0,0.0,136.85257709390686,3.0136035726089156,5.612089144466355,4.083142041436878,5.863498608076076,8.67712279634713,0.1933941029327448,0.4485781639747166,0.0,0.0,27.891428429842815,0.008969226141704135,success,,-121.4886823698658,-9.573483892836588e-05
way/202905185,5032.130875357679,7.0,24.5,MidriseApartment,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",0.12146655655882142,6.510850224379048,3.9654911318568242,43.398025361634076,5.959320653757996,0.0,0.0,31.265145894968008,31.265145894968008,0.0,0.0,91.22029982315478,0.021985446737146676,1.351079551761345,0.8228869957538734,9.00561103884341,1.2366305475026294,0.0,6.487892954956601,0.0,0.0,18.926086535555008,0.4533682570205439,success,,-121.48870375865874,-0.00011564762572488247
way/205862199,1577.5595894213461,2.0,7.0,MediumOffice,perimeter_core,"generic_tag,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",15.21614509525223,21.034828847374907,26.46510059830133,44.06327609244488,49.78270711918111,0.0,4.101634819115016,0.0,4.101634819115016,0.0,0.0,160.6636925716695,2.7541222622406534,4.364979403776462,5.491825955354706,9.143658548495422,10.330509119715511,0.0,0.7423959022598178,0.0,0.0,32.82749119184257,0.012856998526623052,success,,-121.48869582581172,4.04026080512524e-06
way/219011063,274.1878424965854,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",6.129850771153142,15.959965806574228,26.465100598399996,27.764778058354104,8.492741295844516,0.0,0.0,3.7402187374858613,3.7402187374858613,0.0,0.0,88.55265526781183,1.1095029895787185,3.3118844244538312,5.49182595537518,5.761524624445177,1.7623457317832871,0.0,0.776140270653166,0.0,0.0,18.21322399628936,3.635907974861246e-05,success,,-121.48874388439707,5.283607797935973e-12
way/262726265,102.22127047896336,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",8.87376831027114,16.098926666230284,26.465100598400003,27.764778058354107,9.976532103169163,0.0,0.0,7.965962954700038,7.965962954700038,0.0,0.0,97.14506869112473,1.6061520641590763,3.3407204703627786,5.491825955375181,5.761524624445178,2.0702501297928393,0.0,1.6530329046557144,0.0,0.0,19.923506148790768,0.00013255646625752297,success,,-121.48873815682269,-2.2936675790574698e-07
way/264685255,244.54948841745406,1.0,3.5,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",5.994601242230495,29.515253128344277,38.8044769068633,98.31766501411049,12.229516713049899,0.0,15.796839501681497,0.0,15.796839501681497,0.0,0.0,200.65835250627993,1.0850228248437195,6.124769207168978,8.052394611897018,20.402095302408096,2.5377714721584104,0.0,2.859227949804351,0.0,0.0,41.061281368280575,0.00030374191003669444,success,,-121.48874388335315,-1.634558281376554e-08
way/401698800,4603.543640868807,10.0,35.0,Courthouse,perimeter_core,"generic_tag,no_height",9.602716629165734,23.75765502171639,19.676654719887278,28.256190059225048,31.783237557208693,0.5397947117922305,2.2974213567567356,0.0,2.2974213567567356,0.0,0.0,115.91367005575209,1.7380917098789979,4.9299985088664116,4.083141974233249,5.863498511569908,6.59540319197149,0.11201388023342933,0.4158332655729691,0.0,0.0,23.737981042326457,0.0013840509068829016,success,,-121.48874388433408,1.5756571618316667e-10
way/423024468,903.5350323711664,2.0,7.0,RetailStandalone,perimeter_core,no_floors,19.123635473069836,37.29827077504231,76.10009884979813,63.94720696386001,21.37619922754304,0.0,0.0,2.983152490031512,2.983152490031512,0.0,0.0,220.82856377934485,3.46137802062564,7.73983876507058,15.79168371251931,13.269812811484519,4.4358178541059115,0.0,0.6190399395114191,0.0,0.0,45.31757110331738,0.03856949065393124,success,,-121.48878849244558,3.2857446753554887e-05
way/425993506,10775.362239251097,13.0,45.5,Courthouse,perimeter_core,"generic_tag,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT|narrow_perimeter_fallback",4.598948627505051,22.95623402227989,19.676654775639292,28.256190139286403,29.35351920833122,0.1809604397100358,2.252395780501057,0.0,2.252395780501057,0.0,0.0,107.27490299325295,0.8324097015784141,4.763694034431345,4.0831419858024605,5.8634985281836,6.0912074779592285,0.03755146276510895,0.4076836362706913,0.0,0.0,22.079186826990846,0.0011929180494403542,success,,-121.48873349827578,0.0003025053816898018
way/425993510,3109.5954886818336,16.0,56.0,LargeOffice,perimeter_core,"generic_tag,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",7.357945832933828,22.289187172245267,26.46510059205543,44.063276082045725,31.364045492960468,8.546257261561687,2.330752489991067,0.0,2.330752489991067,0.0,0.0,142.41656492379346,1.3317881957610227,4.62527380848696,5.491825954058606,9.143658546337473,6.508415808335212,1.7734509368611888,0.42186620068838315,0.0,0.0,29.296279450528846,0.0018777391016651282,success,,-121.48874442481045,-8.460819088790388e-08
way/425993511,4906.046706267225,18.0,63.0,Courthouse,perimeter_core,,12.438226201446259,23.250914656115466,19.67665565238475,28.25619139831577,33.166870149081525,0.7112716632563014,2.2652555936526335,0.0,2.2652555936526335,0.0,0.0,119.7653853142527,2.251318942461773,4.824843802119832,4.083142167737664,5.863498789447302,6.882523558376206,0.14759740538564162,0.4100112624511267,0.0,0.0,24.462935927979547,0.0017443370828705608,success,,-121.48874367604496,-1.5562709081329505e-08
