Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,10913259326.94616,55358808321.446495,55358808321.446495,10913259326.94616,10913259326.94616 
