district,building_id,area_m2,perimeter_m,n_vertices_raw,n_vertices_denoised,n_interior_rings,interior_ring_area_m2,hull_deficit_fraction,rectangularity,min_rot_rect_w_m,min_rot_rect_l_m,aspect_ratio,reflex_count,longest_edge_m,n_edges_ge_15pct_perimeter,circularity,storeys,dwellings_total,idf_state
ES-MAD-BERRUGUETE,way/100704656,313.2538227974419,73.19536828468492,13,4,0,0.0,0.0,0.9575984224039781,14.141909325816059,23.131326709353598,1.635657970676375,0,11.59017789000044,4,0.7347490666368285,4,12,MASSING_BOX
ES-MAD-BERRUGUETE,way/100704677,221.5717681508412,68.26531293951979,12,9,0,0.0,0.17158510268015145,0.7143730910908809,16.874964141937365,18.380041070922346,1.089189933461523,2,15.623897720514949,2,0.5974810238418965,7,14,MASSING_BOX
ES-MAD-BERRUGUETE,way/100704682,687.7649055017697,107.50927817892321,8,4,0,0.0,-1.6538220744288756e-16,0.9865524396483337,20.99880917288164,33.19901278259113,1.580995022587525,0,20.9756231142514,4,0.7477526888323582,3,10,MASSING_BOX
ES-MAD-BERRUGUETE,way/100704705,1449.533205031261,229.48049939303664,22,11,0,0.0,0.34634605024574894,0.6557880757215294,22.923176981446982,96.4243094577962,4.206411246392148,5,59.01706093491116,2,0.34589673270544335,4,46,MASSING_BOX
ES-MAD-BERRUGUETE,way/100704712,80.57203911571565,38.174919947189984,13,8,0,0.0,0.02634114837368786,0.9315149659674438,7.15669195069742,12.086029580810566,1.6887732019306465,0,10.97425470636831,3,0.6947650270537501,4,3,RULED
ES-MAD-BERRUGUETE,way/100704723,306.9297874822616,125.64960342967196,31,28,0,0.0,0.13645206401669144,0.8402995222398201,12.912397555602157,28.287921212984593,2.1907566810248675,12,11.86111011464715,0,0.2443017951670738,4,32,MASSING_BOX
ES-MAD-BERRUGUETE,way/100704738,170.79273150816914,59.15869423480913,9,7,0,0.0,0.13257461962826403,0.7039534130872386,12.118224137432705,20.021103447043842,1.652148303248449,1,11.979581977095602,3,0.6132563999144153,4,13,MASSING_BOX
ES-MAD-BERRUGUETE,way/100704741,362.8574714306235,83.67176672694659,9,8,0,0.0,0.009271272288530509,0.9842977692238585,18.157634024076557,20.302536998286733,1.1181267874088712,0,20.30253699800642,3,0.6513104637852437,3,10,MASSING_BOX
ES-MAD-BERRUGUETE,way/133979799,306.4347561871347,100.45558887295783,18,14,0,0.0,0.11853451576923216,0.7991639049373168,11.846341634362838,32.36815227953786,2.732333177497358,4,16.16123940676524,1,0.38159236643599853,6,21,MASSING_BOX
ES-MAD-BERRUGUETE,way/195286075,75.70490198053379,36.57818964318474,6,4,0,0.0,0.0,0.8835597264959524,6.8995343656623405,12.41841228655248,1.7998913590975845,0,12.445768270599093,4,0.711032498466512,3,2,RULED
ES-MAD-BERRUGUETE,way/198082036,205.72984100415107,66.1056609840974,5,4,0,0.0,0.0,0.9630260439279578,8.413315734634436,25.391717099097807,3.0180392487315935,0,23.983215773628054,2,0.5916022953727613,5,17,MASSING_BOX
ES-MAD-BERRUGUETE,way/198082054,483.7809191534412,88.74603097068248,9,8,0,0.0,0.017226342763905673,0.9263062520591646,22.54685368659938,23.16371396408569,1.0273590402483934,0,21.939780634092394,3,0.7718994319304259,7,32,MASSING_BOX
ES-MAD-BERRUGUETE,way/198082056,283.4933996252614,81.77305993307048,12,10,0,0.0,0.06415939263806619,0.8218523006206157,14.677170507144044,23.502170106884144,1.6012739032666121,3,14.847222358116586,2,0.5327608675390919,2,7,MASSING_BOX
ES-MAD-BERRUGUETE,way/232618736,331.2708773778018,88.3228590270912,14,9,0,0.0,0.15210047690995301,0.8506387161479451,14.650151623788494,26.582415225958048,1.8144805534158628,2,14.65045590949906,3,0.5336381677664227,7,18,MASSING_BOX
ES-MAD-BERRUGUETE,way/277649994,189.25836842890743,56.59052633050612,5,4,0,0.0,-1.5016437581787233e-16,0.9050441184768445,11.110863995663312,18.820886676197333,1.6939174742435263,0,17.084431815886205,4,0.7426385498859644,4,20,MASSING_BOX
ES-MAD-BERRUGUETE,way/277649996,185.83647574901943,55.93357872706744,6,4,0,0.0,0.0,0.9474502423247424,10.925757592987866,17.952576273461524,1.64314246592689,0,17.009455759929196,4,0.746441214049091,4,16,MASSING_BOX
ES-MAD-BERRUGUETE,way/286376565,69.88213800196387,41.088517963093906,8,6,0,0.0,0.2145048517713242,0.688480771907525,7.919504150416738,12.816453053399135,1.6183403417655526,1,9.562209753021136,4,0.5201577743305841,3,3,MASSING_BOX
ES-MAD-BERRUGUETE,way/286376566,94.965443429573,39.02264867855108,5,4,0,0.0,-1.4939495033374742e-16,0.9879175926700854,9.56224648896231,10.052751500253589,1.051296001609817,0,9.874107845020422,4,0.7836857980072045,3,8,MASSING_BOX
ES-MAD-BERRUGUETE,way/286376568,103.01738801355538,40.69955117629454,6,4,0,0.0,0.0,0.9871881818479074,9.652984786964954,10.810689241852959,1.1199322779883927,0,10.77304218458607,4,0.7815219105824457,4,8,MASSING_BOX
