osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,total_eui_kwh_m2,fans_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/270445753,1239.8590256392217,1.0,3.5,SuperMarket,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",65.63836440580219,25.728156735900683,40.77944000000001,49.97603177896539,182.12199292066828,0.6415829004733923,11.880543957450197,5.734085748043657,9.08859535168,11.138258154641575,37.84148321181543,0.0021023108915147193,success,,-79.48877276959423,7.695876967518882e-05
way/270445754,866.7123400018995,1.0,3.5,MediumOffice,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",72.34479894707178,14.290624972765068,26.465100598400003,44.063276092609165,157.163800610846,0.7278009701311823,13.094408609419991,3.184980168930096,5.898329900566605,9.820470469311989,31.998189148228683,0.0004817966605094478,success,,-79.48871333668446,-2.4829208321814503e-05
way/270445755,1420.0391860815735,1.0,3.5,MediumOffice,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",53.52081042800466,12.613472708973765,26.465100598399996,44.063276092609165,136.6626598279876,0.5355963673438922,9.687266687468842,2.8111898895944005,5.898329900566604,9.820470469311989,28.217256946941834,0.0,success,,-79.48871547516174,5.036752199050846e-05
way/270445756,129.76972150076244,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",142.8648022589542,15.688817433041123,26.465100598399996,27.764778058354104,212.78349834874942,1.318752999542458,25.85852920887071,3.496598118936741,5.898329900566604,6.187991615421495,41.44144884379555,0.021151467419366972,success,,-79.48874049090915,2.1154825843949306e-06
way/270445757,228.42351089453112,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",116.85945053562297,14.524460417806013,26.465100598400007,27.764778058354104,185.6137896101831,1.1468964646870852,21.151560546947756,3.237095542237262,5.898329900566606,6.187991615421495,36.47497760517312,0.014070397972539776,success,,-79.48873637795653,-1.2621244679630876e-05
way/270445758,255.612234541799,1.0,3.5,FullServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",72.72632251323401,37.54503494848497,72.73404014249999,85.23808021557309,268.243477819792,1.1487409565619116,13.163464374895355,8.367737029038741,16.21038099463926,18.997181413805205,56.738763812378565,0.040242708653985874,success,,-79.48872611464496,5.263351498205849e-06
way/270445759,251.44279700158518,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",128.75580973522247,15.561928953289899,26.4651005984,27.764778058354104,198.54761734526647,1.292775776416378,23.304801562075266,3.4683182296776263,5.898329900566604,6.187991615421495,38.85944130774099,0.0240572029230321,success,,-79.48875739223467,-4.667107217619811e-06
way/271121943,287.5121618107253,1.0,3.5,QuickServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",48.712630174667645,45.3890236136784,93.53587909499997,139.4909664068365,327.1284992901825,1.452342816709495,8.816986061614843,10.115942470827731,20.846528445660834,31.08863066502446,70.86808764312786,0.06860925236168881,success,,-79.4887438843876,-8.37836363443984e-12
way/304840787,1226.754861760492,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",64.21670888571758,11.761431994148152,26.465100598399996,44.06327609260917,146.5065175708749,0.5257648000258747,11.623224308314882,2.6212938713997866,5.898329900566604,9.82047046931199,29.96331854959326,0.0,success,,-79.48873557134203,1.3502006909639122e-06
way/304840794,542.7580788944645,1.0,3.5,Courthouse,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",114.1873376169031,22.078330900858045,19.67665472,28.25619005938692,184.19851329714803,0.5257422146379465,20.66790810865946,4.920641764536034,4.385375390755839,6.297513590915681,36.271438854867014,7.264362591693436e-05,success,,-79.48874889872347,1.901281594065506e-05
way/304842005,138.41396244214766,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",148.46298976243614,15.279462555797904,26.4651005984,27.764778058354104,217.97233097498813,1.3877258331575415,26.87180114700094,3.4053643787357903,5.898329900566604,6.187991615421495,42.36348704172483,0.025463240098654187,success,,-79.48874564009667,5.227573212306519e-06
way/304843764,309.853198299604,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",109.27758772739423,13.928910188259072,26.465100598399996,27.764778058354107,177.4363765724074,1.0198844768755007,19.779243378658357,3.1043640714776757,5.898329900566604,6.187991615421496,34.96992896612414,0.01214791873101122,success,,-79.48875871399342,2.236273429797054e-06
