district,building_id,building_tag,footprint_area_m2,levels_observed,height_m,year_built_observed,epc_certificate_found,blocker,district_blocker_histogram,touching_prepared_neighbours,touching_neighbour_age_bands,nearest_prepared_id,nearest_prepared_distance_m,nearest_prepared_age_band,nearest_prepared_type,nearest_prepared_levels,proposed_imputed_age_band,imputation_source
GB-LDN-STDUNSTANS,way/395173854,house,77.2,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/419435179,19.9,H,TH,3.0,H,nearest_prepared_neighbour_19.9m
GB-LDN-STDUNSTANS,way/395533905,house,45.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,2,GB.06,way/395533907,0.0,GB.06,TH,3.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/395620827,house,44.1,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,2,GB.06,way/395620829,0.0,GB.06,TH,2.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/395622187,house,47.8,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.06,way/395622186,0.0,GB.06,TH,2.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/395622188,house,56.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/395622186,4.6,GB.06,TH,2.0,GB.06,nearest_prepared_neighbour_4.6m
GB-LDN-STDUNSTANS,way/395622189,house,70.7,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/192335471,0.7,C|D,TH,2.0,C|D,nearest_prepared_neighbour_0.7m
GB-LDN-STDUNSTANS,way/395878241,house,55.0,3,,,Y,PERIOD_STRADDLE_K_GB.07_GB.08,,0,,way/395878238,11.9,I,AB,3.0,I,nearest_prepared_neighbour_11.9m
GB-LDN-STDUNSTANS,way/395878243,house,60.3,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/419435179,17.6,H,TH,3.0,H,nearest_prepared_neighbour_17.6m
GB-LDN-STDUNSTANS,way/395878247,house,61.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/419435179,17.4,H,TH,3.0,H,nearest_prepared_neighbour_17.4m
GB-LDN-STDUNSTANS,way/396164723,house,40.0,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,0,,way/396164726,7.5,GB.05,TH,3.0,GB.05,nearest_prepared_neighbour_7.5m
GB-LDN-STDUNSTANS,way/396164724,house,37.1,3,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/396164726,3.7,GB.05,TH,3.0,GB.05,nearest_prepared_neighbour_3.7m
GB-LDN-STDUNSTANS,way/396164725,house,37.5,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.05,way/396164726,0.0,GB.05,TH,3.0,GB.05,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396164738,house,38.5,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,2,GB.05,way/396164737,0.0,GB.05,TH,3.0,GB.05,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396469813,house,52.8,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,1,GB.04,way/396469814,0.0,GB.04,TH,2.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396524027,apartments,97.0,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|F|G|H|I,,2,A|GB.01,way/394093229,0.0,GB.01,AB,4.0,GB.01,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/396524034,house,47.8,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/394093229,21.8,GB.01,AB,4.0,GB.01,nearest_prepared_neighbour_21.8m
GB-LDN-STDUNSTANS,way/396524035,house,38.9,,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/396524037,4.1,I,TH,,I,nearest_prepared_neighbour_4.1m
GB-LDN-STDUNSTANS,way/396524036,house,38.2,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,,1,I,way/396524037,0.0,I,TH,,I,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396524042,apartments,235.7,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/396524043,apartments,235.7,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|F|G,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/396524044,apartments,238.9,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|F|G,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/396524045,apartments,218.3,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|G|I,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/396524046,apartments,370.3,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/396524527,house,57.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,1,GB.05,way/1432575721,0.0,GB.05,TH,,GB.05,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396524529,house,64.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|I,,1,GB.01,way/396524531,0.0,GB.01,TH,,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396524532,house,43.8,,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1432575743,11.3,A,TH,,A,nearest_prepared_neighbour_11.3m
GB-LDN-STDUNSTANS,way/396581865,house,99.5,,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/396619810,20.6,E|F,TH,2.0,E|F,nearest_prepared_neighbour_20.6m
GB-LDN-STDUNSTANS,way/396585541,apartments,526.9,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E|F,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/396586805,house,126.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/195649308,3.0,D|E,AB,4.0,D|E,nearest_prepared_neighbour_3.0m
GB-LDN-STDUNSTANS,way/396591271,house,53.0,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/1433576727,10.2,D|F,TH,2.0,D|F,nearest_prepared_neighbour_10.2m
GB-LDN-STDUNSTANS,way/396595549,apartments,141.1,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|I,,0,,way/1433576702,19.2,F|G,TH,2.0,F|G,nearest_prepared_neighbour_19.2m
GB-LDN-STDUNSTANS,way/396595550,apartments,69.2,3,,1928.0,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/396682091,24.2,GB.01,TH,3.0,GB.01,nearest_prepared_neighbour_24.2m
GB-LDN-STDUNSTANS,way/396595551,apartments,109.1,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|G|H|I,,0,,way/396682091,16.1,GB.01,TH,3.0,GB.01,nearest_prepared_neighbour_16.1m
GB-LDN-STDUNSTANS,way/396619811,house,52.2,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,1,E|F,way/396619810,0.0,E|F,TH,2.0,E|F,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396619812,house,53.6,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/396619810,5.1,E|F,TH,2.0,E|F,nearest_prepared_neighbour_5.1m
GB-LDN-STDUNSTANS,way/396619813,house,52.5,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/396619810,10.2,E|F,TH,2.0,E|F,nearest_prepared_neighbour_10.2m
GB-LDN-STDUNSTANS,way/396619814,house,51.4,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|L,,0,,way/396619816,5.2,F|G,TH,2.0,F|G,nearest_prepared_neighbour_5.2m
GB-LDN-STDUNSTANS,way/396619815,house,52.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|J,,1,F|G,way/396619816,0.0,F|G,TH,2.0,F|G,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396619819,apartments,218.2,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|F|G|I,,0,,way/1433576702,4.7,F|G,TH,2.0,F|G,nearest_prepared_neighbour_4.7m
GB-LDN-STDUNSTANS,way/396619820,house,100.7,1,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,0,,way/396682091,2.4,GB.01,TH,3.0,GB.01,nearest_prepared_neighbour_2.4m
GB-LDN-STDUNSTANS,way/396622951,house,390.8,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|G,,0,,way/396622959,11.4,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_11.4m
GB-LDN-STDUNSTANS,way/396622954,apartments,50.8,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,1,GB.04,way/396622953,0.0,GB.04,AB,2.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396622955,apartments,256.6,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/396622953,13.8,GB.04,AB,2.0,GB.04,nearest_prepared_neighbour_13.8m
GB-LDN-STDUNSTANS,way/396622956,apartments,133.7,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/396622953,18.7,GB.04,AB,2.0,GB.04,nearest_prepared_neighbour_18.7m
GB-LDN-STDUNSTANS,way/396622957,apartments,130.1,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|H,,0,,way/396622953,17.1,GB.04,AB,2.0,GB.04,nearest_prepared_neighbour_17.1m
GB-LDN-STDUNSTANS,way/396622958,house,60.0,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,1,GB.01,way/396622959,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396622961,house,61.1,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,,1,A,way/396622960,0.0,A,TH,3.0,A,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396622962,house,61.2,3,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/396622960,5.1,A,TH,3.0,A,nearest_prepared_neighbour_5.1m
GB-LDN-STDUNSTANS,way/396622963,house,54.3,3,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,1,GB.01,way/396619823,0.0,GB.01,TH,3.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396622964,house,57.6,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/396622959,5.2,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_5.2m
GB-LDN-STDUNSTANS,way/396711810,house,45.0,2,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/1430302436,17.7,GB.03,TH,2.0,GB.03,nearest_prepared_neighbour_17.7m
GB-LDN-STDUNSTANS,way/396929140,apartments,421.6,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G,,0,,way/393608227,10.0,D|F,TH,2.0,D|F,nearest_prepared_neighbour_10.0m
GB-LDN-STDUNSTANS,way/396929143,house,25.4,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,0,,way/393604893,0.7,E,AB,3.0,E,nearest_prepared_neighbour_0.7m
GB-LDN-STDUNSTANS,way/396929144,house,26.1,,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/396929146,4.8,GB.04,TH,,GB.04,nearest_prepared_neighbour_4.8m
GB-LDN-STDUNSTANS,way/396929145,house,26.0,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,1,GB.04,way/396929146,0.0,GB.04,TH,,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396940023,house,29.6,3,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,1,GB.04,way/396940022,0.0,GB.04,TH,3.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396940025,house,38.0,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,2,E|E|F,way/396940024,0.0,E,TH,2.0,E,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/396940035,house,37.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.05,way/396940034,0.0,GB.05,TH,3.0,GB.05,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396940036,house,38.5,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/396940034,3.9,GB.05,TH,3.0,GB.05,nearest_prepared_neighbour_3.9m
GB-LDN-STDUNSTANS,way/396940037,house,45.4,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.04,way/396940027,0.0,GB.04,TH,3.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/396940039,house,47.3,3,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/396940027,3.8,GB.04,TH,3.0,GB.04,nearest_prepared_neighbour_3.8m
GB-LDN-STDUNSTANS,way/396940040,house,41.9,3,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/396940027,7.8,GB.04,TH,3.0,GB.04,nearest_prepared_neighbour_7.8m
GB-LDN-STDUNSTANS,way/397131449,house,38.8,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/394358286,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/397131452,house,34.4,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1055232802,6.6,A,TH,2.0,A,nearest_prepared_neighbour_6.6m
GB-LDN-STDUNSTANS,way/397131459,house,32.1,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1055163039,4.6,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_4.6m
GB-LDN-STDUNSTANS,way/397131482,house,46.5,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/1061203026,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/397134755,house,35.2,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|H,,0,,way/892496620,4.1,A,TH,2.0,A,nearest_prepared_neighbour_4.1m
GB-LDN-STDUNSTANS,way/397134764,house,64.8,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.08,way/397134763,0.0,GB.08,TH,2.0,GB.08,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/397134766,house,52.1,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/397134763,5.3,GB.08,TH,2.0,GB.08,nearest_prepared_neighbour_5.3m
GB-LDN-STDUNSTANS,way/398158944,terrace,830.6,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I,,0,,way/398158947,12.2,G,AB,3.0,G,nearest_prepared_neighbour_12.2m
GB-LDN-STDUNSTANS,way/398158951,apartments,104.9,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|I,,0,,way/398158943,12.8,GB.06,AB,3.0,GB.06,nearest_prepared_neighbour_12.8m
GB-LDN-STDUNSTANS,way/398158953,terrace,308.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/398158959,13.6,G,TH,2.0,G,nearest_prepared_neighbour_13.6m
GB-LDN-STDUNSTANS,way/398158956,terrace,761.7,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,,0,,way/398158959,13.9,G,TH,2.0,G,nearest_prepared_neighbour_13.9m
GB-LDN-STDUNSTANS,way/398158958,apartments,171.6,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|I,,1,G,way/398158959,0.0,G,TH,2.0,G,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/398158960,terrace,322.4,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/398158948,15.6,I,TH,2.0,I,nearest_prepared_neighbour_15.6m
GB-LDN-STDUNSTANS,way/398158963,apartments,118.4,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H,,0,,way/398158969,20.0,H,TH,3.0,H,nearest_prepared_neighbour_20.0m
GB-LDN-STDUNSTANS,way/398158964,terrace,242.8,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/398158969,20.0,H,TH,3.0,H,nearest_prepared_neighbour_20.0m
GB-LDN-STDUNSTANS,way/398158965,apartments,134.6,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|G|I,,0,,way/298850494,13.3,K|L,AB,4.0,K|L,nearest_prepared_neighbour_13.3m
GB-LDN-STDUNSTANS,way/398158967,apartments,117.8,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G|I,,1,H,way/398158969,0.0,H,TH,3.0,H,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/409624878,apartments,528.3,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,,1,D|E,way/409624877,0.0,D|E,AB,4.0,D|E,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/409624879,apartments,818.6,4,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/409624880,apartments,561.7,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|I,,0,,way/396940018,17.5,G,TH,1.0,G,nearest_prepared_neighbour_17.5m
GB-LDN-STDUNSTANS,way/419435175,apartments,125.4,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/298850494,7.0,K|L,AB,4.0,K|L,nearest_prepared_neighbour_7.0m
GB-LDN-STDUNSTANS,way/419435176,terrace,396.3,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/298850494,16.7,K|L,AB,4.0,K|L,nearest_prepared_neighbour_16.7m
GB-LDN-STDUNSTANS,way/419435178,apartments,145.9,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|G|I,,1,H,way/419435179,0.0,H,TH,3.0,H,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/419435181,apartments,133.5,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|H|I,,0,,way/398158948,20.3,I,TH,2.0,I,nearest_prepared_neighbour_20.3m
GB-LDN-STDUNSTANS,way/419435182,terrace,237.2,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|I,,0,,,,,,,A,district_mode_same_type
GB-LDN-STDUNSTANS,way/419435184,terrace,1253.9,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G|J,,0,,way/395878238,17.6,I,AB,3.0,I,nearest_prepared_neighbour_17.6m
GB-LDN-STDUNSTANS,way/419435186,terrace,239.1,3,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,,,,,,A,district_mode_same_type
GB-LDN-STDUNSTANS,way/419435188,terrace,1351.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,,1,I,way/395878238,0.0,I,AB,3.0,I,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/422882741,apartments,78.7,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|I,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/422882742,house,46.0,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,,,,,,A,district_mode_same_type
GB-LDN-STDUNSTANS,way/422882744,residential,61.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/823489429,28.2,A,TH,,A,nearest_prepared_neighbour_28.2m
GB-LDN-STDUNSTANS,way/422882745,terrace,695.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|K|L,,0,,,,,,,A,district_mode_same_type
GB-LDN-STDUNSTANS,way/442591156,apartments,110.9,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|J|K,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/459203320,apartments,511.3,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/554859556,14.3,L,AB,10.0,L,nearest_prepared_neighbour_14.3m
GB-LDN-STDUNSTANS,way/484767418,house,61.8,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,2,G|I,way/484767417,0.0,I,TH,3.0,I,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/513371053,apartments,382.3,5,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|I|J|K,,2,G|I,way/393512883,0.0,I,TH,3.0,I,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/554859559,residential,63.7,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,1,H,way/1058438116,0.0,H,TH,2.0,H,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/554859562,apartments,180.3,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|K,,1,G,way/554859561,0.0,G,AB,3.0,G,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/554859563,house,43.2,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,2,H|I,way/1058252089,0.0,H,TH,2.0,H,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/554859564,house,52.4,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1058252089,10.8,H,TH,2.0,H,nearest_prepared_neighbour_10.8m
GB-LDN-STDUNSTANS,way/554859565,house,48.2,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1058252089,9.3,H,TH,2.0,H,nearest_prepared_neighbour_9.3m
GB-LDN-STDUNSTANS,way/635993719,house,32.7,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/635993728,9.9,A,TH,2.0,A,nearest_prepared_neighbour_9.9m
GB-LDN-STDUNSTANS,way/635993722,house,35.2,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/635993728,4.9,A,TH,2.0,A,nearest_prepared_neighbour_4.9m
GB-LDN-STDUNSTANS,way/635993725,house,34.7,2,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,1,A,way/635993728,0.0,A,TH,2.0,A,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/635993747,house,36.9,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/635993744,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/635993750,house,34.7,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/635993744,5.1,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_5.1m
GB-LDN-STDUNSTANS,way/635993753,house,36.1,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/635993744,10.0,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_10.0m
GB-LDN-STDUNSTANS,way/635993756,house,35.0,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/1055232802,11.1,A,TH,2.0,A,nearest_prepared_neighbour_11.1m
GB-LDN-STDUNSTANS,way/656952074,apartments,241.5,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|G|H|I|J|K,,0,,way/398158969,20.4,H,TH,3.0,H,nearest_prepared_neighbour_20.4m
GB-LDN-STDUNSTANS,way/656952077,apartments,199.4,3,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,1,GB.08,way/656952076,0.0,GB.08,AB,2.0,GB.08,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/694412122,house,50.3,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.06,way/1055232810,0.0,GB.06,TH,2.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/815865553,house,62.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/815865552,0.0,GB.01,TH,3.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/815865554,house,67.8,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/394902414,2.1,H,AB,3.0,H,nearest_prepared_neighbour_2.1m
GB-LDN-STDUNSTANS,way/815865555,house,37.0,3,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/394902414,9.7,H,AB,3.0,H,nearest_prepared_neighbour_9.7m
GB-LDN-STDUNSTANS,way/815865556,house,36.1,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/394902414,10.0,H,AB,3.0,H,nearest_prepared_neighbour_10.0m
GB-LDN-STDUNSTANS,way/815865557,house,43.0,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/394902414,8.7,H,AB,3.0,H,nearest_prepared_neighbour_8.7m
GB-LDN-STDUNSTANS,way/815865558,house,49.5,3,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/394902414,10.3,H,AB,3.0,H,nearest_prepared_neighbour_10.3m
GB-LDN-STDUNSTANS,way/820000871,residential,52.0,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,,0,,way/422882740,25.8,D|E,AB,4.0,D|E,nearest_prepared_neighbour_25.8m
GB-LDN-STDUNSTANS,way/892347463,house,31.2,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/892347462,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/892347464,house,31.3,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/892347465,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/892347484,house,65.9,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|H,,2,A|I,way/892347485,0.0,I,TH,2.0,I,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/892496554,house,34.2,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/892496553,0.0,GB.01,TH,3.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/892496591,house,65.4,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/1061203035,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/892496621,house,28.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|H,,1,A,way/892496620,0.0,A,TH,2.0,A,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/892496628,house,42.9,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/892496629,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/892496635,house,67.6,2,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,2,A|B|GB.01,way/892496636,0.0,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/892496650,house,39.2,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/892496649,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/892496651,house,33.8,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/892496649,4.7,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_4.7m
