district,building_id,stem,building_type,geometry_outcome,fallback_reason,floor_area_m2,defect_class
Madrid,relation/12586384,f37e1223ce23033c,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C5,2208.1458,undivided_rule_C5
Madrid,relation/12628571,185b31a856fe0fac,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1785.3522,undivided_rule_C10
Madrid,relation/12628572,34c7b090ab436a53,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,3644.9371,undivided_rule_C11
Madrid,relation/12702624,1d78cf9122f19e7a,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C5,986.5181,undivided_rule_C5
Madrid,relation/12702626,8912451f8d1d6584,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,922.7491,undivided_rule_C11
Madrid,relation/12707195,4a3cf6b3b80ba8ee,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,284.6124,undivided_rule_C10
Madrid,relation/12800463,b56c88c9dbd87279,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1366.1814,undivided_rule_C10
Madrid,relation/12800464,919157f68be36042,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1524.5775,undivided_rule_C10
Madrid,relation/12800465,890016e14f4ecc5e,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1216.0988,undivided_rule_C10
Madrid,relation/12803902,08e084e234959ba2,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1306.9312,undivided_rule_C10
Madrid,relation/12818819,919761afea1827b3,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1944.9748,undivided_rule_C10
Madrid,relation/12877779,d342db5179c1ac49,AB,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,3790.1006,undivided_rule_density_gt12
Madrid,relation/12993356,f734f8445bc66815,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1341.3287,undivided_rule_C10
Madrid,relation/13033801,869223a6b12365f5,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1276.3487,undivided_rule_C10
Madrid,relation/13113581,97669cf3c31f9c97,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,535.7667,undivided_rule_C4
Madrid,relation/13160791,117eaf493c1eb230,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,1697.2898,undivided_rule_C11
Madrid,relation/13255968,805223fc4e4eab99,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1134.6895,undivided_rule_C10
Madrid,relation/13307655,c77aa0929b820add,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,900.5731,undivided_rule_C4
Madrid,relation/3730743,b56bda9013da5b2d,AB,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,9343.258,undivided_rule_density_gt12
Madrid,relation/4164892,644f3f8ccf35816f,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,841.0197,undivided_rule_C10
Madrid,relation/4164894,eb2ff2e756f34846,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,4573.768,undivided_rule_C11
Madrid,relation/4164983,54513dc0adfd41dd,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,994.9023,undivided_rule_C10
Madrid,relation/4165180,9d3693dc899b5bd8,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1096.7644,undivided_rule_C10
Madrid,relation/4169236,5ebd49cba0ddc651,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C5,1774.0043,undivided_rule_C5
Madrid,relation/4172530,e637e4c600733857,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,2287.3232,undivided_rule_C10
Madrid,relation/4179135,10875c0a365889df,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,1259.665,undivided_rule_C11
Madrid,relation/4466638,fc1c83df2d9b8786,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1725.0084,undivided_rule_C10
Madrid,relation/4495684,97ab5017e7b651ba,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C5,1481.2882,undivided_rule_C5
Madrid,relation/4495685,6ffe4aadf739b0cb,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1754.9213,undivided_rule_C10
Madrid,relation/4678507,aa850c6110d831d0,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,3821.1444,undivided_rule_C10
Madrid,relation/4678509,1e49dd7b4363f3e2,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,3104.2903,undivided_rule_C10
Madrid,relation/4835801,26930365bf385bb6,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,2756.1793,undivided_rule_C10
Madrid,relation/5662803,4d588743b2a0cd3e,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C5,1270.086,undivided_rule_C5
Madrid,relation/5808693,6e8c342c111770cf,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,3612.3294,undivided_rule_C10
Madrid,relation/5808697,452fddba4059d837,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,912.8219,undivided_rule_C10
Madrid,way/1237260791,a2c94661a5028bb1,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,6490.1861,undivided_vertex_bug
Madrid,way/286376573,9ce6f992bf9e91dd,TH,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,71.8175,undivided_rule_C4
Madrid,way/286685222,c57a45184a1c34ba,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1966.2713,undivided_vertex_bug
Madrid,way/287356953,5f513531b21ddb1d,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,4231.0964,undivided_rule_C10
Madrid,way/287696590,d248f5aff396520c,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,383.3672,undivided_rule_C4
Madrid,way/288276174,b4c9c429c000d6ed,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1911.5439,undivided_vertex_bug
Madrid,way/288461989,cf9a235c4cb0250e,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,794.8599,undivided_vertex_bug
Madrid,way/288600854,12a121d5ae7a1480,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,946.1254,undivided_vertex_bug
Madrid,way/288600861,e7b81d4b0e60b668,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,5286.871,undivided_rule_C10
Madrid,way/289434337,cd09b093c31ecf78,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,984.8409,undivided_rule_C4
Madrid,way/289510893,73621377166b8b8f,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,595.3356,undivided_vertex_bug
Madrid,way/289692623,ef97f87e67e23829,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1472.4522,undivided_vertex_bug
Madrid,way/290026248,6306022d60f82cac,TH,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,60.7154,undivided_rule_C4
Madrid,way/290026258,c046106c23fd3576,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,318.6047,undivided_rule_C11
Madrid,way/290653352,f9017f97b1d8b410,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,711.3331,undivided_vertex_bug
Madrid,way/290663061,a8797397fd99014f,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,301.5687,undivided_rule_C10
Madrid,way/290820851,d5f7c70dbdb9328c,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1885.0894,undivided_vertex_bug
Madrid,way/291892249,4e4c3bfe5d179ced,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,798.3729,undivided_vertex_bug
Madrid,way/291892387,1a92206d17aa97c3,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2222.3794,undivided_vertex_bug
Madrid,way/292149912,e96c0d4a7c8746c6,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,630.17,undivided_rule_C10
Madrid,way/293591511,1186a26f4090e061,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,4216.9678,undivided_vertex_bug
Madrid,way/293596180,7f772cbfcef6ef7e,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1717.1147,undivided_vertex_bug
Madrid,way/310738150,ef851a3dbfb09d9a,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,930.5951,undivided_vertex_bug
Madrid,way/310738153,d0787f31dc827e89,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,2598.6027,undivided_rule_C10
Madrid,way/310738155,a213ecbeb217ea6e,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1506.7095,undivided_vertex_bug
Madrid,way/310771803,ea24391196520028,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1024.0037,undivided_rule_C10
Madrid,way/310774080,59231039c486b1fb,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1590.7574,undivided_vertex_bug
Madrid,way/310775064,1ba446fd104878dc,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1841.1949,undivided_vertex_bug
Madrid,way/311159684,dfd3c412acf87ad5,AB,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,536.5942,undivided_rule_density_gt12
Madrid,way/311159688,a0a118fcb1f455b8,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1624.2142,undivided_rule_C10
Madrid,way/311162663,f7ba4d676aa8ad34,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,3566.8921,undivided_vertex_bug
Madrid,way/311595045,9c1b47ca96e2aad0,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,945.3835,undivided_vertex_bug
Madrid,way/311595048,c5e730d9efda6799,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2522.8539,undivided_vertex_bug
Madrid,way/322742258,853c058128b3eff7,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2877.421,undivided_vertex_bug
Madrid,way/333138111,27a3e5e369556f87,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,2597.6731,undivided_rule_C10
Madrid,way/333138113,a6ab77197f54e1e0,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2563.4403,undivided_vertex_bug
Madrid,way/333138128,b7c2c671ceb4b302,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,3356.363,undivided_vertex_bug
Madrid,way/380242657,e98df1437d46ce90,AB,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,7393.2449,undivided_rule_density_gt12
Madrid,way/380242658,34e9e5f28b9e923e,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,427.0244,undivided_vertex_bug
Madrid,way/380242668,9006cdb09c8bfbdc,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,164.1193,undivided_vertex_bug
Madrid,way/388485191,c7a2ddbf4f24215f,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,3331.2892,undivided_vertex_bug
Madrid,way/388485193,6c4f4ed94846416b,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,533.1202,undivided_vertex_bug
Madrid,way/388485196,be41498a96bf74fc,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2041.9119,undivided_vertex_bug
Madrid,way/388485201,cbf29d1eb950a518,AB,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,1197.3073,undivided_rule_density_gt12
Madrid,way/391276766,6c550159e21467c3,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2032.0154,undivided_vertex_bug
Madrid,way/400445219,45c2472a33c88041,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,754.4889,undivided_rule_C11
Madrid,way/400445221,e22e8c71013797c5,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,881.8373,undivided_rule_C11
Madrid,way/403642584,4d69da50edc61ff7,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,396.2614,undivided_rule_C11
Madrid,way/403642586,0275c53572b2ff9f,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,608.0254,undivided_rule_C11
Madrid,way/403642589,9d2aa4108bf8a8b0,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,617.8167,undivided_rule_C4
Madrid,way/403855650,5bce5fa408cac4fb,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C6,246.2399,undivided_rule_C6
Madrid,way/420409335,d30d57ca68689a9a,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,1084.5404,undivided_rule_C10
Madrid,way/420411246,d14b3eb917a7385c,TH,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C4,81.2688,undivided_rule_C4
Madrid,way/420411321,a142c2c50c6e1f34,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,372.4813,undivided_vertex_bug
Madrid,way/428478249,37173b8828a9dd97,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,939.6183,undivided_vertex_bug
Madrid,way/432405459,2b673dd66e50307c,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,681.1048,undivided_vertex_bug
Madrid,way/432405737,55bb78129ce9131b,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,near_duplicate_vertex_tolerated_box,6159.5849,undivided_vertex_bug
Madrid,way/432411820,4b36088fc5b74126,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,717.6215,undivided_vertex_bug
Madrid,way/432412733,35c5826f31108fd9,SFH,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,125.9857,undivided_rule_density_gt12
Madrid,way/432412738,8a85ae6cc2d33dd2,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,150.7418,undivided_rule_C11
Madrid,way/432864978,e74c5297f3cfebd3,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,566.0472,undivided_vertex_bug
Madrid,way/432864982,21d00bdc8eedb226,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1270.7987,undivided_vertex_bug
Madrid,way/433014323,803d0afdbbbb83e9,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,420.5343,undivided_vertex_bug
Madrid,way/433014842,98827ae3c96ac1d0,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,936.3119,undivided_vertex_bug
Madrid,way/434049326,670ef50f59d979d0,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1390.714,undivided_vertex_bug
Madrid,way/434878287,0a8a4134ff9c076f,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2394.8898,undivided_vertex_bug
Madrid,way/434878289,8b1bec54b375e9dc,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2377.9213,undivided_vertex_bug
Madrid,way/434900093,ba2fa2bc6cb6d6ac,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1990.8813,undivided_vertex_bug
Madrid,way/435212310,bd60ce15d346468b,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,594.8619,undivided_vertex_bug
Madrid,way/435212755,7036be961de23509,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2726.042,undivided_vertex_bug
Madrid,way/435397045,a369b68379f09d1c,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,658.4777,undivided_vertex_bug
Madrid,way/435397047,3c06ed8318aaf37f,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1126.6233,undivided_vertex_bug
Madrid,way/435397049,6bf5a53b01f3f920,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C6_C10,46.188,undivided_rule_C6_C10
Madrid,way/435397050,59a6357438ad1934,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1101.9488,undivided_vertex_bug
Madrid,way/435398515,98690471d7ce5717,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,912.7293,undivided_vertex_bug
Madrid,way/435447780,166911564c2a8671,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,738.5044,undivided_vertex_bug
Madrid,way/435509266,1d9f20630df361e6,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,374.8841,undivided_vertex_bug
Madrid,way/435510861,d0d0c31584fe7ed8,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1016.47,undivided_vertex_bug
Madrid,way/435511300,2caab5144dc387d3,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1975.0312,undivided_vertex_bug
Madrid,way/435633562,d8d8c9e736c3d19b,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1067.1922,undivided_vertex_bug
Madrid,way/435637784,7307694dddf93fb6,MFH,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10_C11,73.7765,undivided_rule_C10_C11
Madrid,way/435637794,855cb63f62aa1513,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1390.5833,undivided_vertex_bug
Madrid,way/435638255,c257b891ad3c6033,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1018.6824,undivided_vertex_bug
Madrid,way/435638870,d48b6476e707231d,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1138.2521,undivided_vertex_bug
Madrid,way/435638871,00cd3161f14c60e7,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,187.636,undivided_rule_C10
Madrid,way/435822217,578401d440c3992d,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C6_C10,103.3387,undivided_rule_C6_C10
Madrid,way/435823577,c5a0e5ea1e57a409,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,935.633,undivided_vertex_bug
Madrid,way/435927686,dc10ae04eb77dc2a,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1393.988,undivided_vertex_bug
