building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,layout_state,storey_count,dwelling_count,gross_area_m2,conditioned_area_m2,circulation_pct
32334,residential,Edificio generico,88.8,,9.0,assumed 9.0 m,,ruled,4,5,207.6,199.7,3.8
31067,residential,Edificio generico,1602.4,,9.0,assumed 9.0 m,,massing_box,8,0,12812.8,12812.8,0.0
29694,residential,Edificio generico,598.4,,9.0,assumed 9.0 m,,massing_box,6,0,3707.4,3707.4,0.0
92910,residential,Edificio generico,22.6,,9.0,assumed 9.0 m,,massing_box,5,0,113.0,113.0,0.0
29998,excluded,Tettoia,51.3,,9.0,assumed 9.0 m,,,,,,,
29448,excluded,Chiesa,1711.1,,9.0,assumed 9.0 m,,,,,,,
30554,excluded,Chiesa,1207.4,,9.0,assumed 9.0 m,,,,,,,
30563,excluded,Chiesa,97.8,,9.0,assumed 9.0 m,,,,,,,
33594,excluded,Chiesa,77.1,,9.0,assumed 9.0 m,,,,,,,
96054,excluded,Edificio scolastico,475.5,,9.0,assumed 9.0 m,,,,,,,
92807,excluded,Tettoia,27.7,,9.0,assumed 9.0 m,,,,,,,
30106,excluded,Edificio scolastico,2410.4,,9.0,assumed 9.0 m,,,,,,,
31810,excluded,Tettoia,629.0,,9.0,assumed 9.0 m,,,,,,,
33152,excluded,Chiesa,149.8,,9.0,assumed 9.0 m,,,,,,,
33375,excluded,Mura storiche,52.5,,9.0,assumed 9.0 m,,,,,,,
33574,excluded,Chiesa,537.1,,9.0,assumed 9.0 m,,,,,,,
33341,excluded,Tettoia,43.4,,9.0,assumed 9.0 m,,,,,,,
32370,excluded,Baracca,52.0,,9.0,assumed 9.0 m,,,,,,,
32292,excluded,Tettoia,81.7,,9.0,assumed 9.0 m,,,,,,,
32206,excluded,Tettoia,577.3,,9.0,assumed 9.0 m,,,,,,,
96053,excluded,Edificio scolastico,180.1,,9.0,assumed 9.0 m,,,,,,,
29564,excluded,Stazione di rifornimento,173.7,,9.0,assumed 9.0 m,,,,,,,
32697,excluded,Cabina ENEL,33.1,,9.0,assumed 9.0 m,,,,,,,
28591,excluded,Chiesa,1744.3,,9.0,assumed 9.0 m,,,,,,,
29047,excluded,Mura storiche,79.6,,9.0,assumed 9.0 m,,,,,,,
27324,excluded,Chiesa,2372.3,,9.0,assumed 9.0 m,,,,,,,
33593,excluded,Mura storiche,199.1,,9.0,assumed 9.0 m,,,,,,,
33572,excluded,Chiesa,131.0,,9.0,assumed 9.0 m,,,,,,,
31448,excluded,Tettoia,31.1,,9.0,assumed 9.0 m,,,,,,,
33483,excluded,Chiesa,486.2,,9.0,assumed 9.0 m,,,,,,,
32419,excluded,Chiesa,149.3,,9.0,assumed 9.0 m,,,,,,,
32945,excluded,Baracca,39.4,,9.0,assumed 9.0 m,,,,,,,
31324,excluded,Chiesa,200.1,,9.0,assumed 9.0 m,,,,,,,
32704,excluded,Chiesa,614.2,,9.0,assumed 9.0 m,,,,,,,
92804,excluded,Chiesa,2304.0,,9.0,assumed 9.0 m,,,,,,,
92939,excluded,Chiesa,61.8,,9.0,assumed 9.0 m,,,,,,,
32994,excluded,Chiesa,3145.7,,9.0,assumed 9.0 m,,,,,,,
33281,excluded,Tettoia,33.3,,9.0,assumed 9.0 m,,,,,,,
33367,excluded,Baracca,42.4,,9.0,assumed 9.0 m,,,,,,,
33684,excluded,Mura storiche,201.2,,9.0,assumed 9.0 m,,,,,,,
29978,excluded,Tettoia,34.7,,9.0,assumed 9.0 m,,,,,,,
