Time,BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Latent Heat Load [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Latent Cool Load [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Heat Load No DOAS [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240880082_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,7.808705E+03,0.000000E+00,2.551968E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999244E+01,4.379826E+01,2.744818E+01,5.041289E+01
00:20:00,7.916366E+03,0.000000E+00,2.587147E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999239E+01,4.380465E+01,2.726774E+01,5.148836E+01
00:30:00,8.031652E+03,0.000000E+00,2.624816E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999234E+01,4.381738E+01,2.708777E+01,5.255685E+01
00:40:00,8.154683E+03,0.000000E+00,2.665016E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999230E+01,4.383527E+01,2.690802E+01,5.361204E+01
00:50:00,8.285474E+03,0.000000E+00,2.707752E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999226E+01,4.385631E+01,2.672819E+01,5.465351E+01
01:00:00,8.424050E+03,0.000000E+00,2.753032E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999223E+01,4.387889E+01,2.654814E+01,5.568187E+01
01:10:00,8.482371E+03,0.000000E+00,2.772088E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999220E+01,4.390205E+01,2.636783E+01,5.669722E+01
01:20:00,8.536139E+03,0.000000E+00,2.789657E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999219E+01,4.392341E+01,2.619954E+01,5.765827E+01
01:30:00,8.585489E+03,0.000000E+00,2.805782E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999218E+01,4.394187E+01,2.604440E+01,5.855994E+01
01:40:00,8.630379E+03,0.000000E+00,2.820450E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999216E+01,4.395777E+01,2.589666E+01,5.942133E+01
01:50:00,8.670801E+03,0.000000E+00,2.833658E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999215E+01,4.397185E+01,2.575166E+01,6.025897E+01
02:00:00,8.706741E+03,0.000000E+00,2.845402E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999213E+01,4.398471E+01,2.560755E+01,6.108018E+01
02:10:00,8.742421E+03,0.000000E+00,2.857061E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999212E+01,4.399672E+01,2.546406E+01,6.188665E+01
02:20:00,8.778271E+03,0.000000E+00,2.868776E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999210E+01,4.400990E+01,2.532853E+01,6.264392E+01
02:30:00,8.814208E+03,0.000000E+00,2.880518E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999208E+01,4.402495E+01,2.520176E+01,6.334443E+01
02:40:00,8.850244E+03,0.000000E+00,2.892294E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999206E+01,4.404146E+01,2.508037E+01,6.400047E+01
02:50:00,8.886433E+03,0.000000E+00,2.904119E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999205E+01,4.405869E+01,2.496151E+01,6.462462E+01
03:00:00,8.922772E+03,0.000000E+00,2.915993E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999204E+01,4.407615E+01,2.484397E+01,6.522374E+01
03:10:00,8.956794E+03,0.000000E+00,2.927110E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999203E+01,4.409353E+01,2.472754E+01,6.580069E+01
03:20:00,8.988340E+03,0.000000E+00,2.937418E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999202E+01,4.410849E+01,2.461283E+01,6.636350E+01
03:30:00,9.017503E+03,0.000000E+00,2.946948E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999202E+01,4.412028E+01,2.449995E+01,6.691800E+01
03:40:00,9.044294E+03,0.000000E+00,2.955702E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999201E+01,4.412948E+01,2.438858E+01,6.746743E+01
03:50:00,9.068673E+03,0.000000E+00,2.963669E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999200E+01,4.413699E+01,2.427845E+01,6.801298E+01
04:00:00,9.090657E+03,0.000000E+00,2.970852E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999199E+01,4.414343E+01,2.416940E+01,6.855484E+01
04:10:00,9.113131E+03,0.000000E+00,2.978196E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999198E+01,4.414919E+01,2.406140E+01,6.909287E+01
04:20:00,9.136300E+03,0.000000E+00,2.985767E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999197E+01,4.415545E+01,2.395797E+01,6.960622E+01
04:30:00,9.160086E+03,0.000000E+00,2.993539E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999195E+01,4.416268E+01,2.385946E+01,7.008980E+01
04:40:00,9.184515E+03,0.000000E+00,3.001521E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999194E+01,4.417069E+01,2.376520E+01,7.054563E+01
04:50:00,9.209604E+03,0.000000E+00,3.009719E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999193E+01,4.417908E+01,2.367199E+01,7.098804E+01
