Date/Time,BATIMENT0000000240880001_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880001_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880001_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880001_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1835131.7052562446,1244280.9882205925,1383254.2021234652,3973750.5751617895 
 01/01  02:00:00,2206857.2370804385,1613863.0039609564,1758318.0909618796,4629403.098873054 
 01/01  03:00:00,2411352.4288802613,1822459.2245327833,1969174.2015679933,4967888.5221108 
 01/01  04:00:00,2545245.1537094996,1962641.091598985,2111838.159712439,5219300.008962823 
 01/01  05:00:00,2644695.844261673,2067213.864369893,2216912.36841058,5390391.438827107 
 01/01  06:00:00,2793736.8323874315,2221494.768175327,2372402.9789206428,5633325.879380841 
 01/01  07:00:00,2865852.480986537,2300036.957321351,2452250.596326958,5777818.843335403 
 01/01  08:00:00,2960453.209588437,2401106.0269792927,2554835.6749201906,5957074.136970447 
 01/01  09:00:00,3147053.198647976,2594948.4802298336,2751871.7491262276,6253224.228072472 
 01/01  10:00:00,3169878.7322565275,2650218.2696273276,2814596.9932046444,6172232.197755664 
 01/01  11:00:00,2205911.9560754295,1798892.9722523945,1975172.2588222066,4291637.973701546 
 01/01  12:00:00,761358.1509463505,469882.56549301586,634846.2624084757,1581968.7088111634 
 01/01  13:00:00,14054.84728984593,0.0,0.0,84566.90814165777 
 01/01  14:00:00,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0 
 01/01  18:00:00,247997.19600337418,0.0,0.0,1512009.5875676272 
 01/01  19:00:00,745434.9464752683,193889.7208607581,346843.33743246534,2124771.852363755 
 01/01  20:00:00,1028023.7326022122,486286.06210340804,606121.5942543698,2566008.0269475398 
 01/01  21:00:00,1214658.4630266384,649941.6417915475,778338.7788108652,2835259.5190778375 
 01/01  22:00:00,1312518.3198249696,736341.7080779256,868855.1339747559,2985735.933175868 
 01/01  23:00:00,1416598.2933949518,831036.9315929844,964911.4758706552,3215868.089610927 
 01/01  24:00:00,1482398.138186368,894262.4758701292,1028654.3174445657,3354600.881369844 
 01/02  01:00:00,1549660.5574373812,966824.9743309979,1099745.3132399463,3408114.3113469216 
 01/02  02:00:00,1587640.4843035839,1012099.766790519,1143329.9924201986,3411608.5224320693 
 01/02  03:00:00,1706894.5565971504,1137814.989709876,1267299.3516838644,3549448.8527272176 
 01/02  04:00:00,1908382.7561255125,1346992.8923703178,1477242.9727334836,3798581.503257554 
 01/02  05:00:00,2111578.24732415,1558738.2957430426,1689574.2906574176,4055291.071872796 
 01/02  06:00:00,2261111.0754117686,1714526.2207426769,1846045.2747825666,4273184.696650307 
 01/02  07:00:00,2294555.2475600988,1754467.6600729567,1885308.5308333933,4320239.684796428 
 01/02  08:00:00,2372229.6876091235,1838458.8168051387,1968685.5987028657,4426516.3932787655 
 01/02  09:00:00,2514726.907726795,1988258.357294262,2119879.862775392,4627428.663542432 
 01/02  10:00:00,2550699.3636163287,2042357.239533587,2175436.527192248,4577783.643107787 
 01/02  11:00:00,2215813.416652061,1762273.7713876269,1895369.4443046497,3687458.073180971 
 01/02  12:00:00,1504909.045632568,1116968.791765113,1239975.6966113592,2131515.6740358435 
 01/02  13:00:00,977283.911434989,616388.9011100197,719728.0379460907,1000161.7886602922 
