Time,RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12628570_F0_WHOLE::Des Latent Heat Load [W],RELATION_12628570_F0_WHOLE::Des Latent Cool Load [W],RELATION_12628570_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12628570_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12628570_F0_WHOLE::Des Heat Load No DOAS [W],RELATION_12628570_F0_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12628570_F0_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12628570_F0_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12628570_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12628570_F1_WHOLE::Des Latent Heat Load [W],RELATION_12628570_F1_WHOLE::Des Latent Cool Load [W],RELATION_12628570_F1_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12628570_F1_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12628570_F1_WHOLE::Des Heat Load No DOAS [W],RELATION_12628570_F1_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12628570_F1_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12628570_F1_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12628570_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12628570_F2_WHOLE::Des Latent Heat Load [W],RELATION_12628570_F2_WHOLE::Des Latent Cool Load [W],RELATION_12628570_F2_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12628570_F2_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12628570_F2_WHOLE::Des Heat Load No DOAS [W],RELATION_12628570_F2_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12628570_F2_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12628570_F2_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12628570_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12628570_F3_WHOLE::Des Latent Heat Load [W],RELATION_12628570_F3_WHOLE::Des Latent Cool Load [W],RELATION_12628570_F3_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12628570_F3_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12628570_F3_WHOLE::Des Heat Load No DOAS [W],RELATION_12628570_F3_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12628570_F3_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12628570_F3_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12628570_F3_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,1.285183E+04,0.000000E+00,4.200029E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999155E+01,3.424807E+01,2.816497E+01,1.740855E+01,1.274059E+04,0.000000E+00,4.163672E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999154E+01,3.416706E+01,3.185754E+01,1.407003E+01,1.360452E+04,0.000000E+00,4.445992E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999141E+01,3.476305E+01,3.362085E+01,1.273548E+01,2.579488E+04,0.000000E+00,8.429521E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999029E+01,4.011851E+01,3.362844E+01,1.272537E+01
00:20:00,1.301023E+04,0.000000E+00,4.251775E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999157E+01,3.435116E+01,2.809516E+01,1.748340E+01,1.291162E+04,0.000000E+00,4.219548E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999156E+01,3.427785E+01,3.177899E+01,1.413760E+01,1.378132E+04,0.000000E+00,4.503749E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999144E+01,3.487333E+01,3.352683E+01,1.280773E+01,2.598420E+04,0.000000E+00,8.491349E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999033E+01,4.020866E+01,3.344424E+01,1.286284E+01
00:30:00,1.313341E+04,0.000000E+00,4.292013E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999159E+01,3.443652E+01,2.802656E+01,1.756072E+01,1.304676E+04,0.000000E+00,4.263695E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999158E+01,3.437017E+01,3.170246E+01,1.420644E+01,1.392119E+04,0.000000E+00,4.549438E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999146E+01,3.496511E+01,3.343475E+01,1.288127E+01,2.611757E+04,0.000000E+00,8.534901E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999037E+01,4.027890E+01,3.327007E+01,1.299686E+01
00:40:00,1.322097E+04,0.000000E+00,4.320612E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999161E+01,3.450577E+01,2.795849E+01,1.763835E+01,1.314556E+04,0.000000E+00,4.295967E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999160E+01,3.444567E+01,3.162721E+01,1.427485E+01,1.402362E+04,0.000000E+00,4.582898E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999147E+01,3.504021E+01,3.334401E+01,1.295442E+01,2.619416E+04,0.000000E+00,8.559902E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999040E+01,4.033309E+01,3.310314E+01,1.312717E+01
00:50:00,1.327263E+04,0.000000E+00,4.337483E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999161E+01,3.456281E+01,2.788999E+01,1.771686E+01,1.320772E+04,0.000000E+00,4.316267E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999160E+01,3.450839E+01,3.155236E+01,1.434316E+01,1.408831E+04,0.000000E+00,4.604025E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999148E+01,3.510275E+01,3.325371E+01,1.302753E+01,2.621340E+04,0.000000E+00,8.566165E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999041E+01,4.037681E+01,3.293999E+01,1.325587E+01
01:00:00,1.328812E+04,0.000000E+00,4.342533E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999161E+01,3.461119E+01,2.782115E+01,1.779623E+01,1.323292E+04,0.000000E+00,4.324492E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999160E+01,3.456200E+01,3.147737E+01,1.441191E+01,1.411492E+04,0.000000E+00,4.612710E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999148E+01,3.515642E+01,3.316320E+01,1.310114E+01,2.617469E+04,0.000000E+00,8.553492E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999041E+01,4.041430E+01,3.277841E+01,1.338464E+01
01:10:00,1.334508E+04,0.000000E+00,4.361148E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999161E+01,3.465339E+01,2.775245E+01,1.787599E+01,1.329536E+04,0.000000E+00,4.344899E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999160E+01,3.460908E+01,3.140207E+01,1.448128E+01,1.418408E+04,0.000000E+00,4.635314E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999147E+01,3.520378E+01,3.307229E+01,1.317546E+01,2.630489E+04,0.000000E+00,8.596046E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999040E+01,4.044803E+01,3.261784E+01,1.351394E+01
01:20:00,1.340302E+04,0.000000E+00,4.380086E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999159E+01,3.468848E+01,2.764808E+01,1.802094E+01,1.335872E+04,0.000000E+00,4.365606E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999159E+01,3.464876E+01,3.129011E+01,1.460366E+01,1.425408E+04,0.000000E+00,4.658191E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999146E+01,3.524394E+01,3.294436E+01,1.329816E+01,2.643670E+04,0.000000E+00,8.639122E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999039E+01,4.047714E+01,3.241554E+01,1.369767E+01
01:30:00,1.346171E+04,0.000000E+00,4.399266E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999158E+01,3.471655E+01,2.750073E+01,1.825087E+01,1.342275E+04,0.000000E+00,4.386531E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999157E+01,3.468121E+01,3.113386E+01,1.479537E+01,1.432467E+04,0.000000E+00,4.681257E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999145E+01,3.527707E+01,3.277151E+01,1.348441E+01,2.656941E+04,0.000000E+00,8.682489E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999038E+01,4.050178E+01,3.216725E+01,1.394952E+01
01:40:00,1.352126E+04,0.000000E+00,4.418725E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999156E+01,3.473878E+01,2.732329E+01,1.854997E+01,1.348759E+04,0.000000E+00,4.407719E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999155E+01,3.470764E+01,3.094717E+01,1.504305E+01,1.439600E+04,0.000000E+00,4.704566E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999143E+01,3.530437E+01,3.256604E+01,1.372353E+01,2.670333E+04,0.000000E+00,8.726250E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999036E+01,4.052294E+01,3.189250E+01,1.425348E+01
