Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,170142039958.17383,500935347676.5925,500935347676.5925,170142039958.17383,170142039958.17383 
