Time,3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_0::Des Latent Heat Load [W],3919EA621056D864_F0_DWELLING_0::Des Latent Cool Load [W],3919EA621056D864_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_0::Des Heat Load No DOAS [W],3919EA621056D864_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],3919EA621056D864_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],3919EA621056D864_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3919EA621056D864_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3919EA621056D864_F1_DWELLING_0::Des Latent Heat Load [W],3919EA621056D864_F1_DWELLING_0::Des Latent Cool Load [W],3919EA621056D864_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3919EA621056D864_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3919EA621056D864_F1_DWELLING_0::Des Heat Load No DOAS [W],3919EA621056D864_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],3919EA621056D864_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],3919EA621056D864_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3919EA621056D864_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3919EA621056D864_F2_DWELLING_0::Des Latent Heat Load [W],3919EA621056D864_F2_DWELLING_0::Des Latent Cool Load [W],3919EA621056D864_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3919EA621056D864_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3919EA621056D864_F2_DWELLING_0::Des Heat Load No DOAS [W],3919EA621056D864_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],3919EA621056D864_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],3919EA621056D864_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3919EA621056D864_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3919EA621056D864_F3_DWELLING_0::Des Latent Heat Load [W],3919EA621056D864_F3_DWELLING_0::Des Latent Cool Load [W],3919EA621056D864_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3919EA621056D864_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3919EA621056D864_F3_DWELLING_0::Des Heat Load No DOAS [W],3919EA621056D864_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],3919EA621056D864_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],3919EA621056D864_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3919EA621056D864_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_1::Des Latent Heat Load [W],3919EA621056D864_F0_DWELLING_1::Des Latent Cool Load [W],3919EA621056D864_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],3919EA621056D864_F0_DWELLING_1::Des Heat Load No DOAS [W],3919EA621056D864_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],3919EA621056D864_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],3919EA621056D864_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3919EA621056D864_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
05:55:00,7.759446E+02,0.000000E+00,2.536189E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999655E+01,3.380068E+01,2.401575E+01,5.248065E+01,8.955477E+02,0.000000E+00,2.927105E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999646E+01,3.516994E+01,2.681941E+01,4.441900E+01,9.617310E+02,0.000000E+00,3.143417E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.585696E+01,2.710347E+01,4.368328E+01,2.215714E+03,0.000000E+00,7.241838E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999549E+01,4.349310E+01,2.496053E+01,4.959251E+01,1.948522E+03,0.000000E+00,6.368511E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999532E+01,4.242075E+01,2.128080E+01,6.196715E+01
06:00:00,7.759223E+02,0.000000E+00,2.536117E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999656E+01,3.385217E+01,2.401064E+01,5.253612E+01,8.956061E+02,0.000000E+00,2.927296E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999647E+01,3.521945E+01,2.681469E+01,4.446539E+01,9.617767E+02,0.000000E+00,3.143568E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.590491E+01,2.709821E+01,4.373033E+01,2.215077E+03,0.000000E+00,7.239761E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999550E+01,4.352093E+01,2.494695E+01,4.967023E+01,1.947755E+03,0.000000E+00,6.366008E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.245017E+01,2.126280E+01,6.208119E+01
06:05:00,7.761400E+02,0.000000E+00,2.536829E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999657E+01,3.390394E+01,2.400564E+01,5.260314E+01,8.959268E+02,0.000000E+00,2.928346E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999648E+01,3.526921E+01,2.681008E+01,4.452158E+01,9.620875E+02,0.000000E+00,3.144584E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.595307E+01,2.709305E+01,4.378708E+01,2.215047E+03,0.000000E+00,7.239662E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999551E+01,4.354879E+01,2.493344E+01,4.975906E+01,1.947597E+03,0.000000E+00,6.365493E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999534E+01,4.247964E+01,2.124473E+01,6.220956E+01
06:10:00,7.766036E+02,0.000000E+00,2.538345E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999656E+01,3.395591E+01,2.400563E+01,5.266484E+01,8.965177E+02,0.000000E+00,2.930278E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999648E+01,3.531915E+01,2.681075E+01,4.457280E+01,9.626751E+02,0.000000E+00,3.146506E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.600133E+01,2.709315E+01,4.383900E+01,2.215700E+03,0.000000E+00,7.241800E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999551E+01,4.357723E+01,2.492995E+01,4.982806E+01,1.948133E+03,0.000000E+00,6.367249E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999534E+01,4.250998E+01,2.123744E+01,6.230923E+01
06:15:00,7.773132E+02,0.000000E+00,2.540665E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999656E+01,3.400800E+01,2.401240E+01,5.271424E+01,8.973780E+02,0.000000E+00,2.933090E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999647E+01,3.536922E+01,2.681843E+01,4.461345E+01,9.635399E+02,0.000000E+00,3.149333E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.604964E+01,2.710013E+01,4.388094E+01,2.217035E+03,0.000000E+00,7.246165E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999550E+01,4.360677E+01,2.493977E+01,4.986620E+01,1.949363E+03,0.000000E+00,6.371270E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.254191E+01,2.124523E+01,6.236211E+01
06:20:00,7.782694E+02,0.000000E+00,2.543790E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999656E+01,3.406011E+01,2.402502E+01,5.275345E+01,8.985084E+02,0.000000E+00,2.936785E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999647E+01,3.541935E+01,2.683183E+01,4.464619E+01,9.646826E+02,0.000000E+00,3.153068E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999640E+01,3.609796E+01,2.711253E+01,4.391585E+01,2.219058E+03,0.000000E+00,7.252779E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999550E+01,4.363746E+01,2.495992E+01,4.988151E+01,1.951291E+03,0.000000E+00,6.377573E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.257551E+01,2.126608E+01,6.237480E+01
06:25:00,7.794725E+02,0.000000E+00,2.547723E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999655E+01,3.411218E+01,2.404198E+01,5.278653E+01,8.999095E+02,0.000000E+00,2.941365E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999647E+01,3.546946E+01,2.684904E+01,4.467536E+01,9.661040E+02,0.000000E+00,3.157715E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.614622E+01,2.712842E+01,4.394813E+01,2.221773E+03,0.000000E+00,7.261657E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999550E+01,4.366912E+01,2.498638E+01,4.988524E+01,1.953920E+03,0.000000E+00,6.386168E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999532E+01,4.261055E+01,2.129646E+01,6.236003E+01
06:30:00,7.809227E+02,0.000000E+00,2.552463E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999655E+01,3.416413E+01,2.406224E+01,5.281619E+01,9.015818E+02,0.000000E+00,2.946831E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999646E+01,3.551947E+01,2.686879E+01,4.470382E+01,9.678048E+02,0.000000E+00,3.163274E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.619435E+01,2.714652E+01,4.398059E+01,2.225186E+03,0.000000E+00,7.272813E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999550E+01,4.370150E+01,2.501650E+01,4.988471E+01,1.957254E+03,0.000000E+00,6.397066E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999532E+01,4.264670E+01,2.133341E+01,6.232846E+01
06:35:00,7.826202E+02,0.000000E+00,2.558012E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999654E+01,3.421589E+01,2.408532E+01,5.284333E+01,9.035257E+02,0.000000E+00,2.953185E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999646E+01,3.556930E+01,2.689052E+01,4.473250E+01,9.697856E+02,0.000000E+00,3.169749E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999639E+01,3.624228E+01,2.716621E+01,4.401430E+01,2.229301E+03,0.000000E+00,7.286264E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999549E+01,4.373439E+01,2.504918E+01,4.988269E+01,1.961296E+03,0.000000E+00,6.410278E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999531E+01,4.268368E+01,2.137513E+01,6.228628E+01
06:40:00,7.845654E+02,0.000000E+00,2.564370E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999654E+01,3.426738E+01,2.411027E+01,5.287040E+01,9.057417E+02,0.000000E+00,2.960429E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999646E+01,3.561889E+01,2.691445E+01,4.476039E+01,9.720471E+02,0.000000E+00,3.177141E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.628995E+01,2.718743E+01,4.404895E+01,2.234123E+03,0.000000E+00,7.302023E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999549E+01,4.376762E+01,2.508338E+01,4.988165E+01,1.966050E+03,0.000000E+00,6.425815E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999531E+01,4.272125E+01,2.142091E+01,6.223559E+01
06:45:00,7.867585E+02,0.000000E+00,2.571538E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999654E+01,3.431856E+01,2.413644E+01,5.289897E+01,9.082304E+02,0.000000E+00,2.968563E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999645E+01,3.566818E+01,2.693986E+01,4.478891E+01,9.745899E+02,0.000000E+00,3.185452E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.633731E+01,2.721030E+01,4.408381E+01,2.239655E+03,0.000000E+00,7.320106E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999549E+01,4.380108E+01,2.511878E+01,4.988208E+01,1.971518E+03,0.000000E+00,6.443688E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999531E+01,4.275925E+01,2.147037E+01,6.217727E+01
06:50:00,7.891997E+02,0.000000E+00,2.579517E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999653E+01,3.436937E+01,2.416336E+01,5.292997E+01,9.109922E+02,0.000000E+00,2.977590E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999645E+01,3.571713E+01,2.696630E+01,4.481881E+01,9.774148E+02,0.000000E+00,3.194685E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.638433E+01,2.723473E+01,4.411866E+01,2.245903E+03,0.000000E+00,7.340528E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999549E+01,4.383466E+01,2.515535E+01,4.988360E+01,1.977704E+03,0.000000E+00,6.463906E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.279753E+01,2.152186E+01,6.211702E+01
06:55:00,7.918894E+02,0.000000E+00,2.588308E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999653E+01,3.441978E+01,2.419074E+01,5.296384E+01,9.140275E+02,0.000000E+00,2.987511E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999644E+01,3.576570E+01,2.699321E+01,4.485113E+01,9.805223E+02,0.000000E+00,3.204842E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.643096E+01,2.726085E+01,4.415273E+01,2.252871E+03,0.000000E+00,7.363302E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999549E+01,4.386828E+01,2.519312E+01,4.988566E+01,1.984611E+03,0.000000E+00,6.486480E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.283598E+01,2.157410E+01,6.205915E+01
07:00:00,7.948277E+02,0.000000E+00,2.597912E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999652E+01,3.446974E+01,2.421846E+01,5.300056E+01,9.173369E+02,0.000000E+00,2.998327E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999644E+01,3.581384E+01,2.702037E+01,4.488607E+01,9.839131E+02,0.000000E+00,3.215925E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.647717E+01,2.728788E+01,4.418770E+01,2.260564E+03,0.000000E+00,7.388443E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999549E+01,4.390189E+01,2.523217E+01,4.988757E+01,1.992242E+03,0.000000E+00,6.511421E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.287450E+01,2.162647E+01,6.200544E+01
07:05:00,7.974845E+02,0.000000E+00,2.606595E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999652E+01,3.451921E+01,2.424632E+01,5.304028E+01,9.203366E+02,0.000000E+00,3.008131E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999644E+01,3.586153E+01,2.704783E+01,4.492313E+01,9.869958E+02,0.000000E+00,3.226000E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999637E+01,3.652293E+01,2.731521E+01,4.422472E+01,2.267542E+03,0.000000E+00,7.411251E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999548E+01,4.393542E+01,2.527249E+01,4.988893E+01,1.999135E+03,0.000000E+00,6.533947E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.291301E+01,2.167876E+01,6.195620E+01
07:10:00,7.998439E+02,0.000000E+00,2.614307E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999653E+01,3.456722E+01,2.427081E+01,5.308460E+01,9.230030E+02,0.000000E+00,3.016846E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999645E+01,3.590770E+01,2.707256E+01,4.496214E+01,9.897361E+02,0.000000E+00,3.234956E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999638E+01,3.656723E+01,2.733943E+01,4.426467E+01,2.273609E+03,0.000000E+00,7.431079E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999550E+01,4.396671E+01,2.530894E+01,4.989602E+01,2.005073E+03,0.000000E+00,6.553354E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999532E+01,4.294887E+01,2.172548E+01,6.192108E+01
