cell,city,mode,osm_id,archetype_id,floor_area_m2,status,has_fatal,vintage_standard,zoning_strategy,num_zones,heating_eui,cooling_eui,lighting_eui,equipment_eui,fans_eui,pumps_eui,dhw_eui,cooking_eui,refrig_eui,total_eui
la_rural,LA,auto,way/222366800,SmallOffice,149.9448426763864,success,False,DOERefPre1980,single_zone,1,20.622622149654916,22.524977716800464,26.46510075498862,27.76477822262252,14.095185292018163,0.0,5.8165019784152285,0.0,0.0,117.28916611449993
la_rural,LA,auto,way/472960895,MidriseApartment,206.87808321489024,success,False,DOERefPre1980,one_zone_per_floor,2,52.34947472642389,14.526326673442016,3.965491144412252,43.39802549901695,9.993677847171302,0.0,34.67259068069506,0.0,0.0,158.90558657116148
la_rural,LA,auto,way/472960930,Warehouse,30.457532800081186,success,False,DOERefPre1980,single_zone,1,11.504677574355812,0.0,4.863584254753208,11.300398658772329,0.8258985050426727,0.0,22.703758198990723,0.0,0.0,51.19831719191475
la_rural,LA,auto,way/472960931,Warehouse,60.01566953881015,success,False,DOERefPre1980,one_zone_per_floor,2,14.571734316956972,0.0,4.863584831768424,11.3003999994652,1.0170459725504508,0.0,11.841215145836536,0.0,0.0,43.59398026657759
la_rural,LA,auto,way/472960932,Warehouse,68.43938898138516,success,False,DOERefPre1980,one_zone_per_floor,2,13.347383693238065,0.0,4.863584822382583,11.300399977663512,0.9009234660437463,0.0,10.450449017337364,0.0,0.0,40.86274097666527
la_rural,LA,auto,way/472960933,Warehouse,946.4952524328913,success,False,DOERefPre1980,one_zone_per_floor,2,4.261394141861625,0.0,4.863584811273934,11.300399951831318,0.21912991811730254,0.0,1.225652222074789,0.0,0.0,21.870161045158966
la_rural,LA,auto,way/472960934,Warehouse,174.4636292176108,success,False,DOERefPre1980,one_zone_per_floor,2,7.5635268138819205,0.0,4.863584858987708,11.300400062709636,0.44406669723294623,0.0,4.364650916891236,0.0,0.0,28.53622934970345
la_rural,LA,auto,way/472960935,Warehouse,1711.00678015437,success,False,DOERefPre1980,perimeter_core,2,3.492460236236101,0.0,4.86358483236576,11.300400000858884,0.1676303527584976,0.0,0.906807445239469,0.0,0.0,20.73088286745871
la_rural,LA,auto,way/472960936,MediumOffice,4367.916319519762,success,False,DOERefPre1980,perimeter_core,15,40.293432727377656,30.212510890692254,26.465099718836637,44.063274628203644,67.25950542763886,0.0,3.8064367528630787,0.0,0.0,212.1002601456121
la_rural,LA,auto,way/472960937,SmallOffice,2702.646676062805,success,False,DOERefPre1980,perimeter_core,10,23.787564982047837,25.771706594730933,26.465101457605247,27.76477895975753,15.533459439885657,0.0,1.4930973318862653,0.0,0.0,120.81570876591347
la_rural,LA,auto,way/472960938,SmallOffice,2800.8747060312403,success,False,DOERefPre1980,perimeter_core,10,23.23293889070515,25.39289676359837,26.46510086020213,27.764778333018363,15.269194285684668,0.0,1.4841101689750418,0.0,0.0,119.60901930218373
la_rural,LA,auto,way/472960939,MediumOffice,6158.351343005428,success,False,DOERefPre1980,perimeter_core,10,25.237090012616736,24.42660908255742,26.4651006819986,44.06327623180743,51.66238151203569,0.0,3.587707601409843,0.0,0.0,175.44216512242568
la_rural,LA,auto,way/472960940,SmallOffice,2811.8654802912624,success,False,DOERefPre1980,perimeter_core,10,23.1094047397448,25.31887820456769,26.46510030110707,27.76477774646388,15.219629151156285,0.0,1.4831712709045748,0.0,0.0,119.36096141394428
la_rural,LA,auto,way/472960941,SmallOffice,2594.580521510832,success,False,DOERefPre1980,perimeter_core,10,23.381351901181915,25.507818321710044,26.465100598340126,27.764778058285998,15.336872961289533,0.0,1.503489382065897,0.0,0.0,119.95941122287353
la_rural,LA,auto,way/472960942,MediumOffice,4799.77431560014,success,False,DOERefPre1980,perimeter_core,10,31.057802590590537,26.877466260811733,26.46510059833355,44.06327609249308,58.22068928689361,0.0,3.7365600278017603,0.0,0.0,190.42089485692426
la_rural,LA,auto,way/472960943,SmallOffice,2995.810559522939,success,False,DOERefPre1980,perimeter_core,10,21.049879320515046,23.940498268841605,26.465100598326394,27.764778058297505,14.25707991439737,0.0,1.4676924616597613,0.0,0.0,114.94502862203768
la_rural,LA,auto,way/472960944,SmallOffice,2471.3435569975995,success,False,DOERefPre1980,perimeter_core,10,29.729410045719774,29.597083184543546,26.46509987572871,27.764777300196577,18.48501077511873,0.0,1.5184559244324534,0.0,0.0,133.55983710573983
la_rural,LA,auto,way/472960965,Courthouse,947.176674603664,success,False,DOERefPre1980,one_zone_per_floor,2,34.04644937878189,39.327014043496554,19.676654976536028,28.256190427785263,50.65897132403921,1.1347656173411949,5.630211425766043,0.0,0.0,178.73025719374618
la_rural,LA,auto,way/472960967,SmallOffice,442.4795235405207,success,False,DOERefPre1980,one_zone_per_floor,2,18.076427658826848,22.78386271666096,26.465100598225703,27.764778058149997,12.500303097523814,0.0,2.781773813045034,0.0,0.0,110.37224594243236
la_rural,LA,auto,way/472960970,SmallOffice,29.402080372202413,success,False,DOERefPre1980,single_zone,1,51.944356339713735,48.89268721541216,26.465099511027308,27.76477691756473,29.13461125500305,0.0,24.591600082281886,0.0,0.0,208.7931313210029
