osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_gas_eui_kwh_m2,dhw_elec_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,elevators_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_fans_kgco2_m2,gwp_pumps_kgco2_m2,gwp_dhw_kgco2_m2,gwp_cooking_kgco2_m2,gwp_refrigeration_kgco2_m2,gwp_elevators_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/222366800,149.9448426763864,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_function,no_height,no_year|HOTDECK_NEIGHBOR_HIGH",20.622622149654916,22.524977716800464,26.465100754985368,27.764778222629236,14.095185292018163,0.0,0.0,5.8165019784152285,5.8165019784152285,0.0,0.0,0.0,117.28916611450337,3.7326946090875395,4.674203175968698,5.491825987868523,5.761524658534238,2.924920090317273,0.0,1.206993958544901,0.0,0.0,0.0,23.792162480321174,0.0,success,,-121.48874388438703,-1.9522738459850797e-12
way/472960895,103.43904160744512,2.0,7.0,MidriseApartment,one_zone_per_floor,no_floors,52.2804287588475,14.538877616000462,3.9654911444110037,43.39802549902549,10.005357789743442,0.0,0.0,34.67164034039246,34.67164034039246,0.0,0.0,3.1581254226986464,162.017946571119,9.462757605351397,3.016991571851488,0.8228869983590162,9.005611067353778,2.076231805665241,0.0,7.19478143031552,0.0,0.0,0.6553489227150415,32.23460940161148,0.17265341516541535,success,,-121.48873263854128,3.3394542381410837e-06
way/472960930,30.457532800081186,1.0,3.5,Warehouse,single_zone,no_floors,11.504677574355812,0.0,4.86358425475001,11.300398658776185,0.8258985050426727,0.0,0.0,22.703758198990723,22.703758198990723,0.0,0.0,0.0,51.19831719191541,2.0823466409584017,0.0,1.009252095871684,2.3449683264799637,0.1713838505784151,0.0,4.711302271388963,0.0,0.0,0.0,10.319253185277427,8.709422672806507,success,,-121.48874388438848,4.028040855850104e-12
way/472960931,30.007834769405076,2.0,7.0,Warehouse,one_zone_per_floor,no_floors,14.571734316956972,0.0,4.863584831770343,11.3003999994664,1.0170459725504508,0.0,0.0,11.841215145836536,11.841215145836536,0.0,0.0,0.0,43.5939802665807,2.6374839113692117,0.0,1.0092522156103274,2.3449686046892717,0.21104924385588916,0.0,2.457194237342831,0.0,0.0,0.0,8.659948212867532,8.518812603606994,success,,-121.48874388598108,3.647581531397764e-10
way/472960932,34.21969449069258,2.0,7.0,Warehouse,one_zone_per_floor,no_floors,13.347383693238065,0.0,4.863584822386046,11.300399977662254,0.9009234660437463,0.0,0.0,10.450449017337364,10.450449017337364,0.0,0.0,0.0,40.862740976667475,2.4158764484760895,0.0,1.0092522136629731,2.3449686001646497,0.18695243028566988,0.0,2.168593576485711,0.0,0.0,0.0,8.125643269075095,8.478195090831042,success,,-121.48874522812717,-4.930791803261185e-06
way/472960933,473.24762621644567,2.0,7.0,Warehouse,one_zone_per_floor,no_floors,4.261394141861622,0.0,4.863584811269604,11.30039995183352,0.21912991811730237,0.0,0.0,1.22565222207479,1.22565222207479,0.0,0.0,0.0,21.870161045156838,0.7713123396769536,0.0,1.0092522113561782,2.344968594804877,0.04547208756835765,0.0,0.2543375439071838,0.0,0.0,0.0,4.425342777313551,7.778795693089578,success,,-121.48874065409863,1.9853385142459382e-05
way/472960934,87.2318146088054,2.0,7.0,Warehouse,one_zone_per_floor,no_floors,7.563526813881923,0.0,4.863584858987017,11.300400062703563,0.44406669723294623,0.0,0.0,4.364650916891242,4.364650916891242,0.0,0.0,0.0,28.53622934969669,1.368998353312628,0.0,1.0092522212581139,2.344968617811742,0.09214916847620314,0.0,0.9057174410659354,0.0,0.0,0.0,5.721085801924621,8.706714108835259,success,,-121.48873523562573,4.72909647430532e-06
way/472960935,855.503390077185,2.0,7.0,Warehouse,perimeter_core,no_floors|narrow_perimeter_fallback,3.492460236236099,0.0,4.86358483237021,11.300400000860176,0.16763035275849766,0.0,0.0,0.9068074452394682,0.9068074452394682,0.0,0.0,0.0,20.73088286746445,0.6321353027587339,0.0,1.0092522157348072,2.344968604978497,0.03478530976162137,0.0,0.18817342657653252,0.0,0.0,0.0,4.209314859810191,6.843104038350582,success,,-121.48872987878687,-2.3545021306482314e-05
way/472960936,1455.9721065065871,3.0,10.5,MediumOffice,perimeter_core,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",39.65142479434114,30.52201934115628,26.4650997188485,44.06327462819437,67.75360293382565,0.0,3.8031643678188414,0.0,3.8031643678188414,0.0,0.0,3.538775964300884,215.79736174848568,7.176907887775746,6.333685277522022,5.49182577285769,9.14365824464587,14.059685652004028,0.0,0.6883727505752103,0.0,0.0,0.734338477904005,43.62847406328457,0.0023813350169059164,success,,-121.48874389300587,-2.223890372180052e-09
way/472960937,1351.3233380314025,2.0,7.0,SmallOffice,perimeter_core,"generic_tag,no_floors,no_function",23.787564982047837,25.771706594730933,26.465101457597715,27.76477895974625,15.533459439885657,0.0,0.0,1.4930973318862653,1.4930973318862653,0.0,0.0,0.0,120.81570876589466,4.3055492617506586,5.3479383788858055,5.491826133669017,5.761524811494864,3.2233792352895527,0.0,0.30983561353438266,0.0,0.0,0.0,24.44005343462428,0.0031817520758589558,success,,-121.48874385014197,1.0776829444793306e-08
