Date/Time,BATIMENT0000000240879934_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879934_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879934_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,3047373.6608979832,2738054.632983734,4070328.4704523203 
 01/01  02:00:00,3441542.469987044,3154756.827450812,4642525.356131742 
 01/01  03:00:00,3653948.9352202117,3384174.5411613565,4932543.332813619 
 01/01  04:00:00,3799348.1503633405,3544504.2240861813,5143110.51400746 
 01/01  05:00:00,3900209.8881967664,3659115.8311740477,5284465.517400581 
 01/01  06:00:00,4047092.4432305666,3821679.160795165,5488815.113806649 
 01/01  07:00:00,4121273.1158897453,3907750.6250506914,5603422.220414203 
 01/01  08:00:00,4212463.1341051385,4010684.06741326,5744439.474644753 
 01/01  09:00:00,4381196.713218659,4195843.491386147,5981422.252233234 
 01/01  10:00:00,4194944.140844138,4055853.2731812447,5756479.876603524 
 01/01  11:00:00,2357049.2406698004,2326101.9800779596,3460445.32757514 
 01/01  12:00:00,217808.177616616,251311.64015753387,603916.2833535208 
 01/01  13:00:00,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,43675.82719914354 
 01/01  18:00:00,1451858.5010624588,1025731.4942946555,1900853.188480428 
 01/01  19:00:00,1809842.6770184613,1435588.9718607469,2390765.274011568 
 01/01  20:00:00,2116989.219471612,1742896.1562358993,2787647.6277724877 
 01/01  21:00:00,2318815.7535176757,1956719.5145276885,3034207.357682798 
 01/01  22:00:00,2439256.5998916,2089710.3200451208,3181184.1934919027 
 01/01  23:00:00,2589598.8295351896,2248980.9483887255,3404778.59126198 
 01/01  24:00:00,2678898.021074854,2349468.629383004,3533483.0582241104 
 01/02  01:00:00,2731087.9738880657,2416111.0819148635,3573272.1588758477 
 01/02  02:00:00,2752101.0628017797,2450897.3014672585,3569987.563272379 
 01/02  03:00:00,2851840.0491861333,2563317.162150198,3683012.721341811 
 01/02  04:00:00,3020783.3003625306,2750454.26732922,3884784.3355192808 
 01/02  05:00:00,3194712.288658429,2941969.49945846,4097088.7845230056 
 01/02  06:00:00,3336391.3849382782,3096979.3585015936,4283403.03748528 
 01/02  07:00:00,3369473.219375431,3138463.630368749,4323552.337505246 
 01/02  08:00:00,3437963.762067325,3214810.874756924,4410178.376402093 
 01/02  09:00:00,3561618.9813818214,3350931.9926179084,4572414.708965753 
 01/02  10:00:00,3504943.8911084696,3316786.9097248204,4471169.511674982 
 01/02  11:00:00,2757265.517729496,2623726.8611581204,3431224.0824021986 
 01/02  12:00:00,1480469.8956392992,1365671.6202483482,1692813.921769063 
 01/02  13:00:00,732860.6179312731,585943.1024370941,630229.0259473587 
 01/02  14:00:00,1649623.1466097846,1454905.8429232729,1710181.5786772328 
 01/02  15:00:00,2460083.714659925,2262514.6683134977,2851152.0917949337 
 01/02  16:00:00,3136854.952354879,2947398.032301721,3835562.892319753 
 01/02  17:00:00,3640084.4604147268,3463401.859983272,4606307.550868256 
 01/02  18:00:00,4845997.0866489215,4715200.202753701,6238245.888278021 
 01/02  19:00:00,5271039.989001541,5164555.240149136,6754331.525750571 
 01/02  20:00:00,5432178.353904024,5340963.617975974,6958781.659947439 
 01/02  21:00:00,5544705.0981448935,5466771.2944318615,7106307.934507729 
 01/02  22:00:00,5756174.339650556,5692875.9215094,7368016.034642832 
 01/02  23:00:00,6005053.046680819,5957602.107061122,7682096.829366285 
 01/02  24:00:00,6339600.86027203,6314076.26013791,8131900.746162852 
 01/03  01:00:00,6721477.372884245,6721754.798665943,8656738.128245201 
 01/03  02:00:00,6789040.588957705,6816259.925934951,8992476.325154748 
 01/03  03:00:00,6983798.569363983,7032776.810254583,9334992.294002619 
 01/03  04:00:00,7158865.196855386,7224526.545808998,9597981.36885551 
 01/03  05:00:00,7276791.7711199485,7356263.548436262,9783117.156195257 
 01/03  06:00:00,7331658.336892703,7420480.380121819,9887511.28825519 
 01/03  07:00:00,7388248.019476867,7485545.612740548,9995907.22863748 
 01/03  08:00:00,7437695.052725061,7542493.2510071425,10083697.77998608 
 01/03  09:00:00,7491302.588528683,7603309.001959592,10162949.33948735 
 01/03  10:00:00,7416061.899412199,7530928.772594269,10029418.791757427 
 01/03  11:00:00,6989725.95880833,7087689.017356502,9247610.580595225 
 01/03  12:00:00,6146757.789188861,6192834.361099077,7703716.1930966135 
 01/03  13:00:00,5161499.636801543,5159063.592545843,6081976.07499905 
 01/03  14:00:00,4569064.907196684,4555724.408710171,5272729.427178322 
 01/03  15:00:00,4212886.771730872,4170583.3371054027,4783444.8499579355 
 01/03  16:00:00,3516533.5012155576,3434252.277506543,4105443.648673268 
 01/03  17:00:00,3703788.389614167,3622237.366071616,4983291.360883514 
 01/03  18:00:00,6470019.394490545,6484534.142611014,9032143.44906022 
 01/03  19:00:00,7323596.635006035,7383981.257354989,10259085.130946737 
 01/03  20:00:00,7569269.131714854,7655828.015180906,10652618.67036178 
 01/03  21:00:00,7933564.942531523,8043601.351294794,11164524.544248685 
 01/03  22:00:00,8361771.010455642,8501828.613138959,11775881.79498738 
 01/03  23:00:00,8533842.371183978,8696160.61215147,12099943.880051296 
 01/03  24:00:00,8959752.70561288,9158067.346306328,12827010.27429401 
 01/04  01:00:00,9468450.606051521,9706355.657755746,13564324.267906845 
 01/04  02:00:00,9801336.00982912,10066295.98420645,13978887.267782785 
 01/04  03:00:00,9914175.747637417,10185667.067492245,13887495.033363864 
 01/04  04:00:00,9958248.685561188,10225546.178896975,13755640.766762393 
 01/04  05:00:00,10081111.33252038,10356250.40953168,13920598.105847608 
 01/04  06:00:00,10236669.629792197,10526060.492672976,14117418.242440056 
 01/04  07:00:00,10388730.195306467,10691195.19759562,14311108.213058356 
 01/04  08:00:00,10404232.333898656,10712309.363874711,14332282.754198335 
 01/04  09:00:00,10396285.91640459,10707248.908539193,14298364.614520261 
 01/04  10:00:00,10223642.319489397,10526823.50053392,13889860.568866983 
 01/04  11:00:00,9186156.11252618,9429240.19884471,12011630.680859618 
 01/04  12:00:00,7544747.623471557,7675591.409942055,9323653.404600913 
 01/04  13:00:00,5507838.298116356,5476529.742459027,6157264.977006501 
 01/04  14:00:00,4605792.043743484,4497980.643546658,4791863.914496397 
 01/04  15:00:00,4231919.478309904,4081041.453912109,4309461.418357198 
 01/04  16:00:00,3623104.1705286405,3428529.9651759425,3756606.9916311903 
 01/04  17:00:00,3374450.8636404136,3198214.8516305066,4058363.632336303 
 01/04  18:00:00,5881493.787432477,5845603.715401825,7820429.137842536 
 01/04  19:00:00,6326220.782960917,6317756.346810633,8451551.767812964 
 01/04  20:00:00,6610875.220470443,6625742.066942906,8861679.42535932 
 01/04  21:00:00,6640100.127560065,6666421.4155588,8941039.96433587 
