Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
00:15:00,6.704937E-03,2.872226E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.467586E+01,1.635879E-02,1.764985E+02,2.515091E+02,5.602910E-02,1.184824E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.660914E+01,2.425703E-02,2.659090E+02,3.430899E+02,3.360322E-02,7.098037E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.358127E+01,1.909992E-02,2.102289E+02,2.591432E+02,5.365150E-02,1.139692E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.660914E+01,1.808425E-02,1.971239E+02,2.706878E+02,3.422501E-02,7.216069E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.358127E+01,2.239614E-02,2.469597E+02,2.969765E+02
00:30:00,6.698842E-03,2.871069E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.527231E+01,1.634914E-02,1.757945E+02,2.507704E+02,5.602458E-02,1.184739E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.706128E+01,2.391176E-02,2.616095E+02,3.386095E+02,3.360054E-02,7.097529E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.384949E+01,1.883175E-02,2.069724E+02,2.557809E+02,5.364698E-02,1.139606E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.706128E+01,1.785438E-02,1.941102E+02,2.674943E+02,3.422234E-02,7.215561E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.384949E+01,2.214439E-02,2.438862E+02,2.938197E+02
00:45:00,6.692757E-03,2.869914E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.586876E+01,1.633939E-02,1.750895E+02,2.500306E+02,5.602007E-02,1.184653E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.751343E+01,2.356675E-02,2.573128E+02,3.341247E+02,3.359787E-02,7.097021E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.411771E+01,1.856426E-02,2.037235E+02,2.524224E+02,5.364247E-02,1.139520E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.751343E+01,1.762402E-02,1.910912E+02,2.642882E+02,3.421967E-02,7.215054E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.411771E+01,2.189011E-02,2.407844E+02,2.906307E+02
01:00:00,6.686682E-03,2.868761E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.646521E+01,1.632955E-02,1.743833E+02,2.492897E+02,5.601557E-02,1.184568E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.796558E+01,2.322219E-02,2.530211E+02,3.296401E+02,3.359520E-02,7.096515E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.438593E+01,1.829755E-02,2.004833E+02,2.490706E+02,5.363796E-02,1.139435E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.796558E+01,1.739314E-02,1.880663E+02,2.610710E+02,3.421700E-02,7.214547E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.438593E+01,2.163322E-02,2.376536E+02,2.874105E+02
01:15:00,6.680618E-03,2.867610E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.686284E+01,1.631960E-02,1.738748E+02,2.487510E+02,5.601107E-02,1.184482E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.826701E+01,2.288343E-02,2.489448E+02,3.253818E+02,3.359253E-02,7.096009E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.456474E+01,1.803464E-02,1.973748E+02,2.458564E+02,5.363346E-02,1.139350E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.826701E+01,1.716634E-02,1.852377E+02,2.580611E+02,3.421433E-02,7.214042E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.456474E+01,2.137675E-02,2.346169E+02,2.842896E+02
01:30:00,6.674563E-03,2.866461E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.726047E+01,1.630954E-02,1.733651E+02,2.482111E+02,5.600659E-02,1.184397E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.856844E+01,2.255095E-02,2.449385E+02,3.211896E+02,3.358987E-02,7.095504E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.474355E+01,1.777577E-02,1.943114E+02,2.426842E+02,5.362897E-02,1.139264E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.856844E+01,1.694390E-02,1.824575E+02,2.550977E+02,3.421167E-02,7.213537E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.474355E+01,2.112102E-02,2.315884E+02,2.811727E+02
01:45:00,6.674999E-03,2.866543E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.765811E+01,1.631164E-02,1.729909E+02,2.478287E+02,5.600691E-02,1.184403E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.886987E+01,2.223116E-02,2.410736E+02,3.171453E+02,3.359006E-02,7.095540E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.492237E+01,1.752479E-02,1.913358E+02,2.396022E+02,5.362929E-02,1.139270E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.886987E+01,1.673239E-02,1.797992E+02,2.522679E+02,3.421187E-02,7.213573E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.492237E+01,2.087002E-02,2.286126E+02,2.781095E+02
02:00:00,6.675434E-03,2.866626E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.805574E+01,1.631361E-02,1.726152E+02,2.474448E+02,5.600723E-02,1.184409E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.917130E+01,2.191574E-02,2.372573E+02,3.131459E+02,3.359026E-02,7.095576E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.510118E+01,1.727678E-02,1.883934E+02,2.365518E+02,5.362962E-02,1.139277E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.917130E+01,1.652335E-02,1.771684E+02,2.494614E+02,3.421206E-02,7.213610E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.510118E+01,2.061880E-02,2.256344E+02,2.750417E+02
02:15:00,6.675869E-03,2.866709E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.835396E+01,1.631545E-02,1.723375E+02,2.471611E+02,5.600755E-02,1.184416E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.939738E+01,2.160754E-02,2.335969E+02,3.093110E+02,3.359045E-02,7.095613E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.523529E+01,1.703336E-02,1.855468E+02,2.336020E+02,5.362994E-02,1.139283E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.939738E+01,1.631927E-02,1.746681E+02,2.467936E+02,3.421225E-02,7.213646E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.523529E+01,2.036916E-02,2.227185E+02,2.720404E+02
02:30:00,6.676303E-03,2.866791E+02,4.254948E-03,0.000000E+00,0.000000E+00,4.254948E-03,7.865219E+01,1.631715E-02,1.720582E+02,2.468758E+02,5.600788E-02,1.184422E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.962345E+01,2.130695E-02,2.300213E+02,3.055648E+02,3.359064E-02,7.095649E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.536940E+01,1.679474E-02,1.827536E+02,2.307071E+02,5.363026E-02,1.139289E+03,3.225526E-03,0.000000E+00,0.000000E+00,3.225526E-03,5.962345E+01,1.612042E-02,1.722263E+02,2.441886E+02,3.421244E-02,7.213682E+02,1.913424E-03,0.000000E+00,0.000000E+00,1.913424E-03,3.536940E+01,2.012151E-02,2.198248E+02,2.690615E+02
