building_id,stage,blocker,detail
way/1503016147,base_mapping,MISSING_OBSERVED_YEAR_BUILT;MISSING_OBSERVED_DWELLING_COUNT,
way/340701292,base_mapping,TYPOLOGY_SIGNALS_DISAGREE,
way/391276770,base_mapping,MISSING_OBSERVED_YEAR_BUILT,
way/433014840,base_mapping,MISSING_OBSERVED_YEAR_BUILT,
way/435508455,base_mapping,MISSING_OBSERVED_YEAR_BUILT,
way/435508458,base_mapping,MISSING_OBSERVED_YEAR_BUILT,
way/435823583,base_mapping,MISSING_OBSERVED_YEAR_BUILT;MISSING_OBSERVED_DWELLING_COUNT,
way/435927688,base_mapping,MISSING_OBSERVED_YEAR_BUILT,
way/435927689,base_mapping,MISSING_OBSERVED_YEAR_BUILT,
way/435929955,base_mapping,MISSING_OBSERVED_YEAR_BUILT;MISSING_OBSERVED_DWELLING_COUNT,
way/941927256,base_mapping,MISSING_OBSERVED_DWELLING_COUNT,
way/987123379,base_mapping,MISSING_OBSERVED_YEAR_BUILT;MISSING_OBSERVED_DWELLING_COUNT,
way/988302825,base_mapping,MISSING_OBSERVED_YEAR_BUILT,
relation/12707193,idf_build,IDF_ASSEMBLY_FAILED_RuntimeError,"interzone_vertex_mismatch_unresolved: mismatched=[('Block 70c09d03c00aaeb5_2 Storey 0 Ceiling 0001_3', 'Block 70c09d03c00aaeb5_5 Storey 1 Floor 0001_1'), ('Block 70c09d03c00aaeb5_5 Storey 1 Floor 0001_1', 'Block 70c09d03c00aaeb5_6 Storey 0 Roof 0001_1')] near_duplicate_vertex=True"
relation/12803902,idf_build,IDF_ASSEMBLY_FAILED_RuntimeError,"interzone_vertex_mismatch_unresolved: mismatched=[('Block 08e084e234959ba2_1 Storey 0 Ceiling 0001_1', 'Block 08e084e234959ba2_1 Storey 1 Floor 0001_1'), ('Block 08e084e234959ba2_1 Storey 0 Ceiling 0001_3', 'Block 08e084e234959ba2_1 Storey 1 Floor 0001_4'), ('Block 08e084e234959ba2_1 Storey 1 Ceiling 0001_1', 'Block 08e084e234959ba2_1 Storey 2 Floor 0001_1'), ('Block 08e084e234959ba2_1 Storey 1 Ceiling 0001_3', 'Block 08e084e234959ba2_1 Storey 2 Floor 0001_4'), ('Block 08e084e234959ba2_1 Storey 2 Ceiling 0001_1', 'Block 08e084e234959ba2_1 Storey 3 Floor 0001_1'), ('Block 08e084e234959ba2_1 Storey 2 Ceiling 0001_3', 'Block 08e084e234959ba2_1 Storey 3 Floor 0001_4')] near_duplicate_vertex=True"
relation/12837456,idf_build,IDF_ASSEMBLY_FAILED_RuntimeError,"interzone_vertex_mismatch_unresolved: mismatched=[('Block f039875e129dcd1c_0 Storey 0 Ceiling 0001_1', 'Block f039875e129dcd1c_2 Storey 1 Floor 0001_1'), ('Block f039875e129dcd1c_1 Storey 0 Ceiling 0001_1', 'Block f039875e129dcd1c_2 Storey 1 Floor 0001_1')] near_duplicate_vertex=True"
relation/12876437,idf_build,IDF_ASSEMBLY_FAILED_RuntimeError,"interzone_vertex_mismatch_unresolved: mismatched=[('Block 9e05613344663735_0 Storey 0 Ceiling 0001_2', 'Block 9e05613344663735_1 Storey 1 Floor 0001_3'), ('Block 9e05613344663735_2 Storey 1 Floor 0001_2', 'Block 9e05613344663735_0 Storey 0 Ceiling 0001_2')] near_duplicate_vertex=True"
relation/12882211,idf_build,IDF_ASSEMBLY_FAILED_RuntimeError,"interzone_vertex_mismatch_unresolved: mismatched=[('Block 04c3d8bc97b3aa32_0 Storey 0 Ceiling 0001_5', 'Block 04c3d8bc97b3aa32_1 Storey 1 Floor 0001_3'), ('Block 04c3d8bc97b3aa32_0 Storey 1 Ceiling 0001_2', 'Block 04c3d8bc97b3aa32_1 Storey 2 Floor 0001_3')] near_duplicate_vertex=True"
relation/13430481,idf_build,IDF_ASSEMBLY_FAILED_RuntimeError,"interzone_vertex_mismatch_unresolved: mismatched=[('Block 02fb1e2d3fc8a1d7_1 Storey 0 Ceiling 0001_2', 'Block 02fb1e2d3fc8a1d7_2 Storey 1 Floor 0001_1'), ('Block 02fb1e2d3fc8a1d7_1 Storey 0 Ceiling 0001_3', 'Block 02fb1e2d3fc8a1d7_2 Storey 1 Floor 0001_4')] near_duplicate_vertex=True"
relation/5662802,idf_build,IDF_ASSEMBLY_FAILED_RuntimeError,"interzone_vertex_mismatch_unresolved: mismatched=[('Block 64543fc5f6492143_0 Storey 0 Ceiling 0001_2', 'Block 64543fc5f6492143_1 Storey 1 Floor 0001_2'), ('Block 64543fc5f6492143_2 Storey 0 Ceiling 0001_1', 'Block 64543fc5f6492143_1 Storey 1 Floor 0001_2'), ('Block 64543fc5f6492143_0 Storey 1 Ceiling 0001_2', 'Block 64543fc5f6492143_1 Storey 2 Floor 0001_2'), ('Block 64543fc5f6492143_2 Storey 1 Ceiling 0001_1', 'Block 64543fc5f6492143_1 Storey 2 Floor 0001_2'), ('Block 64543fc5f6492143_0 Storey 2 Ceiling 0001_2', 'Block 64543fc5f6492143_1 Storey 3 Floor 0001_2'), ('Block 64543fc5f6492143_2 Storey 2 Ceiling 0001_1', 'Block 64543fc5f6492143_1 Storey 3 Floor 0001_2'), ('Block 64543fc5f6492143_0 Storey 3 Ceiling 0001_2', 'Block 64543fc5f6492143_1 Storey 4 Floor 0001_2'), ('Block 64543fc5f6492143_2 Storey 3 Ceiling 0001_1', 'Block 64543fc5f6492143_1 Storey 4 Floor 0001_2')] near_duplicate_vertex=True"
