building_id,stem,reason
relation/12628571,185b31a856fe0fac,HASH_CHANGED
relation/12702626,8912451f8d1d6584,HASH_CHANGED
relation/12707195,4a3cf6b3b80ba8ee,HASH_CHANGED
relation/12800463,b56c88c9dbd87279,HASH_CHANGED
relation/12800464,919157f68be36042,HASH_CHANGED
relation/12800465,890016e14f4ecc5e,HASH_CHANGED
relation/12818819,919761afea1827b3,HASH_CHANGED
relation/12993356,f734f8445bc66815,HASH_CHANGED
relation/13033801,869223a6b12365f5,HASH_CHANGED
relation/13160791,117eaf493c1eb230,HASH_CHANGED
relation/13255968,805223fc4e4eab99,HASH_CHANGED
relation/4164892,644f3f8ccf35816f,HASH_CHANGED
relation/4164894,eb2ff2e756f34846,HASH_CHANGED
relation/4164983,54513dc0adfd41dd,HASH_CHANGED
relation/4165180,9d3693dc899b5bd8,HASH_CHANGED
relation/4172530,e637e4c600733857,HASH_CHANGED
relation/4179135,10875c0a365889df,HASH_CHANGED
relation/4466638,fc1c83df2d9b8786,HASH_CHANGED
relation/4495685,6ffe4aadf739b0cb,HASH_CHANGED
relation/4678507,aa850c6110d831d0,HASH_CHANGED
relation/4678509,1e49dd7b4363f3e2,HASH_CHANGED
relation/4835801,26930365bf385bb6,HASH_CHANGED
relation/5808693,6e8c342c111770cf,HASH_CHANGED
relation/5808697,452fddba4059d837,HASH_CHANGED
way/287356953,5f513531b21ddb1d,HASH_CHANGED
way/288600861,e7b81d4b0e60b668,HASH_CHANGED
way/290026258,c046106c23fd3576,HASH_CHANGED
way/290663061,a8797397fd99014f,HASH_CHANGED
way/292149912,e96c0d4a7c8746c6,HASH_CHANGED
way/310738153,d0787f31dc827e89,HASH_CHANGED
way/310771803,ea24391196520028,HASH_CHANGED
way/311159688,a0a118fcb1f455b8,HASH_CHANGED
way/333138111,27a3e5e369556f87,HASH_CHANGED
way/400445219,45c2472a33c88041,HASH_CHANGED
way/400445221,e22e8c71013797c5,HASH_CHANGED
way/403642584,4d69da50edc61ff7,HASH_CHANGED
way/403642586,0275c53572b2ff9f,HASH_CHANGED
way/403855650,5bce5fa408cac4fb,HASH_CHANGED
way/420409335,d30d57ca68689a9a,HASH_CHANGED
way/432412738,8a85ae6cc2d33dd2,HASH_CHANGED
way/435397049,6bf5a53b01f3f920,HASH_CHANGED
way/435637784,7307694dddf93fb6,HASH_CHANGED
way/435638871,00cd3161f14c60e7,HASH_CHANGED
way/435822217,578401d440c3992d,HASH_CHANGED
way/435943790,95c8495d8b8b02c0,HASH_CHANGED
way/681360944,3369aeaa97e3b7d5,HASH_CHANGED
way/942352873,ac73fdd0fb951013,HASH_CHANGED
way/950132500,30c726db2a7b8840,HASH_CHANGED
way/965605236,bdc9c0efb053006e,HASH_CHANGED
way/977828100,26849e4dd81b972e,HASH_CHANGED
way/987123378,62743c5ad1fbc8d5,HASH_CHANGED
way/1503016147,1ccf53aa96c58223,NET_NEW
way/340701292,36b73642c915869d,NET_NEW
way/391276770,88df8e48213666eb,NET_NEW
way/433014840,b38d07c7ec4fb7f2,NET_NEW
way/435508455,38f7e4db9b66c363,NET_NEW
way/435508458,c66ac38001806888,NET_NEW
way/435823583,6a119a4b34050f9e,NET_NEW
way/435927688,2542f2907e276cf1,NET_NEW
way/435927689,6881bb4e2bfedcdb,NET_NEW
way/435929955,2cc2f9f8ef6ebf24,NET_NEW
way/941927256,25193d9171cb14a2,NET_NEW
way/987123379,30c2677bd279e1bb,NET_NEW
way/988302825,a892ad05d1759ebd,NET_NEW
