building_id,archetype_id,building_type,age_band,geometry_outcome,construction_period_provenance,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds,platform,energyplus_version,layout_json
way/435638871,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,7aa19e7012aa8db12a44ced20aa674d91019537dcbd33fd6a390b57fcdd93ab1,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,46988.962357,187.5804,250.500385,410,hostname=speed-29.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:07",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/435638871.json
way/435822217,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,ee104304a7ba161fea47948f40e6ac5a1a10869da116da60c755f81a695d6520,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,9533.207525,103.3262,92.263216,464,hostname=magic-node-10.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:08",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/435822217.json
way/435943790,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,88499fc11b404d055c584e52aa96e23948e44058f762c7ad3cca976c10e24ad4,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,24265.841111,527.7384,45.980814,146,hostname=speed-35.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:09",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/435943790.json
way/681360944,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT_IMPUTED_COUNT,,3e1d81c28e85ad1a4c0790e62fd3120828389ec46a865c4f7c246b9f5558282a,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,16690.551364,55.1508,302.634801,447,hostname=speed-35.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:11",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/681360944.json
way/942352873,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,00cc0eabed6ceb898a0af3217f019506873e713e1465915ae9f412456f6d5c38,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,170857.523969,2400.6134,71.172444,361,hostname=speed-24.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:12",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/942352873.json
way/950132500,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,7f314152174179ae581dc6f61d850c858342083838af03ddc47ab947e9d2f1d6,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,10290.82662,121.5072,84.693143,971,hostname=speed-21.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:13",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/950132500.json
way/965605236,ES.ME.AB.01.Gen.ReEx.001.001,AB,ES.01,DWELLING_LAYOUT_EMITTED_BEST_EFFORT_IMPUTED_COUNT,,159c1268a2ec1d57dfc88df0056df165c6f1dff4769ea702bf3b0b112019b394,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,23918.012028,222.4079,107.541198,474,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:14",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/965605236.json
way/977828100,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,6d717987c9fbb047355206aeff8f8f518470aad77cb79b61db3689bfba3ca94d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,7613.33312,150.5089,50.58394,57,hostname=speed-29.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:14",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/977828100.json
way/987123378,ES.ME.MFH.02.Gen.ReEx.001.001,MFH,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,5d6df42921c440d56fe35331ce76045f6701301dca0a859a863a63d62480c6f8,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,27048.249905,153.858,175.800088,922,hostname=speed-08.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:14",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/987123378.json
way/1503016147,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,IMPUTED_NEIGHBOUR_NEAREST_16.7M,17a2187ea282df862f8e006069daf218a18cbcecb478161edf7cc27d133ec582,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,32777.312661,221.0541,148.277334,20,hostname=magic-node-02.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:15",
way/340701292,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,69681b4156243d58c62ce3050e9e5dce056363143b61e18a1ad032d9b5a9f942,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,19698.896722,81.0347,243.092116,636,hostname=magic-node-02.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:15",
way/391276770,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,6d637eea3b16f50b6f24f5144b785bc3e1317afa44ce9b99d24c9ac80f311195,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,174178.72171,5664.1609,30.751019,355,hostname=speed-29.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:15",
way/433014840,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,e5ad2fafbe051bcec6813ef77fa7a5530944c4761cfa55fbef1284d57b75fdac,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,76614.367529,458.0326,167.268372,1760,hostname=speed-23.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:15",
way/435508455,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,1398d8f25721ae2e44249ac27d98fd5475ce358ed85150f1d0c711a23634516f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,13853.9947,247.5683,55.960293,312,hostname=speed-12.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:15",
way/435508458,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,b6785da67787637324dfcc681b57f24c3b109ac18f4e7955e445e4c94bd0f212,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,84840.110375,679.0501,124.939398,670,hostname=magic-node-10.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:15",
way/435823583,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,3330c11169081b67a90da1dffd368c6f3c8d3d9213bcc40bf4db8a96fa75ec49,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,5186.932272,53.8791,96.269839,106,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:16",
way/435927688,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,IMPUTED_NEIGHBOUR_TOUCHING,0fc62bc6c9ff1324ba131ffb5da22c21a671e4495bda04daf8fc519f21bca5a0,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,38914.012675,958.7522,40.588186,497,hostname=speed-23.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:16",
way/435927689,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,IMPUTED_NEIGHBOUR_NEAREST_6.4M,c71c6989928025b273d6e0be746f181677df4bc945c39819b1874227da4848bc,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,175101.20516,1827.5252,95.813292,1112,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:18",
way/435929955,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,IMPUTED_NEIGHBOUR_NEAREST_8.3M,12c74fc3ec05cea3ac115ff48274d3881a7f134d997b5a20465151e1b0fb375c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,16696.665199,379.1413,44.038107,39,hostname=speed-24.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:18",
way/941927256,ES.ME.TH.02.Gen.ReEx.001.001,TH,ES.02,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,IMPUTED_NEIGHBOUR_NEAREST_0.0M,d8b5660b38754ce8adc851be7fb785d3026b53ce8dc6e7d085a6be769347c399,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,16923.424768,67.7235,249.88999,2044,hostname=magic-node-08.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:18",
way/987123379,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,03609a70c4bc62db28ed6b11b1b7993d88638509ab6c48573891588540fd6563,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,21430.68479,448.0766,47.828172,773,hostname=speed-24.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:18",
way/988302825,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,IMPUTED_NEIGHBOUR_TOUCHING,ac51d6583ba7f7fb5737add8dd64358ff286aff0be47b117bb67973ec8c502ca,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,24592.56557,118.3208,207.846512,656,hostname=speed-35.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:19",
