Time,CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_0::Des Latent Heat Load [W],CCCFD212C5759573_F0_DWELLING_0::Des Latent Cool Load [W],CCCFD212C5759573_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_0::Des Heat Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],CCCFD212C5759573_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],CCCFD212C5759573_F1_DWELLING_0::Des Latent Heat Load [W],CCCFD212C5759573_F1_DWELLING_0::Des Latent Cool Load [W],CCCFD212C5759573_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],CCCFD212C5759573_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],CCCFD212C5759573_F1_DWELLING_0::Des Heat Load No DOAS [W],CCCFD212C5759573_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],CCCFD212C5759573_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],CCCFD212C5759573_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],CCCFD212C5759573_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],CCCFD212C5759573_F2_DWELLING_0::Des Latent Heat Load [W],CCCFD212C5759573_F2_DWELLING_0::Des Latent Cool Load [W],CCCFD212C5759573_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],CCCFD212C5759573_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],CCCFD212C5759573_F2_DWELLING_0::Des Heat Load No DOAS [W],CCCFD212C5759573_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],CCCFD212C5759573_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],CCCFD212C5759573_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],CCCFD212C5759573_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],CCCFD212C5759573_F3_DWELLING_0::Des Latent Heat Load [W],CCCFD212C5759573_F3_DWELLING_0::Des Latent Cool Load [W],CCCFD212C5759573_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],CCCFD212C5759573_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],CCCFD212C5759573_F3_DWELLING_0::Des Heat Load No DOAS [W],CCCFD212C5759573_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],CCCFD212C5759573_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],CCCFD212C5759573_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],CCCFD212C5759573_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_1::Des Latent Heat Load [W],CCCFD212C5759573_F0_DWELLING_1::Des Latent Cool Load [W],CCCFD212C5759573_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],CCCFD212C5759573_F0_DWELLING_1::Des Heat Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],CCCFD212C5759573_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
05:45:00,1.281176E+03,0.000000E+00,4.187429E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999571E+01,3.944679E+01,2.422070E+01,6.250660E+01,1.295086E+03,0.000000E+00,4.232911E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999586E+01,3.954534E+01,2.771685E+01,4.210713E+01,1.342559E+03,0.000000E+00,4.388070E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999582E+01,3.988059E+01,2.787391E+01,4.172239E+01,2.448228E+03,0.000000E+00,8.001726E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,4.498862E+01,2.563983E+01,4.758931E+01,2.396810E+03,0.000000E+00,7.833621E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999506E+01,4.483042E+01,2.070601E+01,7.741058E+01
05:50:00,1.281217E+03,0.000000E+00,4.187563E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999572E+01,3.948681E+01,2.421201E+01,6.246758E+01,1.295208E+03,0.000000E+00,4.233311E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999587E+01,3.958573E+01,2.770632E+01,4.214469E+01,1.342663E+03,0.000000E+00,4.388409E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999583E+01,3.992006E+01,2.786352E+01,4.175927E+01,2.447639E+03,0.000000E+00,7.999803E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999527E+01,4.501344E+01,2.562313E+01,4.764921E+01,2.396105E+03,0.000000E+00,7.831319E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999507E+01,4.485523E+01,2.069090E+01,7.739411E+01
05:55:00,1.281299E+03,0.000000E+00,4.187833E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999573E+01,3.952700E+01,2.420425E+01,6.242905E+01,1.295369E+03,0.000000E+00,4.233839E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999588E+01,3.962626E+01,2.769634E+01,4.219168E+01,1.342806E+03,0.000000E+00,4.388880E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999584E+01,3.995966E+01,2.785371E+01,4.180542E+01,2.447109E+03,0.000000E+00,7.998073E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999528E+01,4.503829E+01,2.560708E+01,4.771944E+01,2.395464E+03,0.000000E+00,7.829226E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.488007E+01,2.067699E+01,7.737668E+01
06:00:00,1.281423E+03,0.000000E+00,4.188239E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,3.956731E+01,2.419712E+01,6.239190E+01,1.295569E+03,0.000000E+00,4.234496E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.966691E+01,2.768670E+01,4.224800E+01,1.342990E+03,0.000000E+00,4.389482E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,3.999938E+01,2.784425E+01,4.186083E+01,2.446638E+03,0.000000E+00,7.996538E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.506316E+01,2.559139E+01,4.780020E+01,2.394887E+03,0.000000E+00,7.827344E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.490494E+01,2.066391E+01,7.735987E+01
06:05:00,1.281874E+03,0.000000E+00,4.189714E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,3.960774E+01,2.419043E+01,6.235660E+01,1.296076E+03,0.000000E+00,4.236152E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.970766E+01,2.767731E+01,4.231339E+01,1.343483E+03,0.000000E+00,4.391094E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999586E+01,4.003919E+01,2.783502E+01,4.192524E+01,2.446799E+03,0.000000E+00,7.997068E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.508805E+01,2.557591E+01,4.789127E+01,2.395025E+03,0.000000E+00,7.827798E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999511E+01,4.492984E+01,2.065143E+01,7.734449E+01
06:10:00,1.282659E+03,0.000000E+00,4.192283E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,3.964832E+01,2.419057E+01,6.230617E+01,1.296896E+03,0.000000E+00,4.238833E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.974842E+01,2.767419E+01,4.237170E+01,1.344294E+03,0.000000E+00,4.393747E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999586E+01,4.007896E+01,2.783210E+01,4.198256E+01,2.447650E+03,0.000000E+00,7.999851E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.511348E+01,2.557151E+01,4.796043E+01,2.395931E+03,0.000000E+00,7.830763E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999511E+01,4.495566E+01,2.065058E+01,7.728643E+01
06:15:00,1.283789E+03,0.000000E+00,4.195977E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,3.968906E+01,2.420017E+01,6.223464E+01,1.298035E+03,0.000000E+00,4.242559E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.978909E+01,2.767935E+01,4.241697E+01,1.345432E+03,0.000000E+00,4.397466E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999586E+01,4.011863E+01,2.783740E+01,4.202714E+01,2.449204E+03,0.000000E+00,8.004932E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.513984E+01,2.558160E+01,4.799675E+01,2.397635E+03,0.000000E+00,7.836336E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.498295E+01,2.066568E+01,7.716995E+01
06:20:00,1.285253E+03,0.000000E+00,4.200762E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,3.972997E+01,2.421808E+01,6.214713E+01,1.299488E+03,0.000000E+00,4.247310E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.982970E+01,2.769113E+01,4.245258E+01,1.346888E+03,0.000000E+00,4.402228E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.015820E+01,2.784909E+01,4.206271E+01,2.451450E+03,0.000000E+00,8.012276E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.516719E+01,2.560252E+01,4.800977E+01,2.400109E+03,0.000000E+00,7.844424E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.501182E+01,2.069420E+01,7.700819E+01
06:25:00,1.287063E+03,0.000000E+00,4.206679E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,3.977094E+01,2.424204E+01,6.205118E+01,1.301264E+03,0.000000E+00,4.253115E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.987014E+01,2.770708E+01,4.248398E+01,1.348675E+03,0.000000E+00,4.408068E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.019761E+01,2.786469E+01,4.209478E+01,2.454412E+03,0.000000E+00,8.021960E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.519531E+01,2.562967E+01,4.801201E+01,2.403391E+03,0.000000E+00,7.855152E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.504189E+01,2.073215E+01,7.681931E+01
06:30:00,1.289209E+03,0.000000E+00,4.213692E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,3.981191E+01,2.427016E+01,6.195274E+01,1.303356E+03,0.000000E+00,4.259952E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.991041E+01,2.772548E+01,4.251495E+01,1.350783E+03,0.000000E+00,4.414959E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.023683E+01,2.788253E+01,4.212699E+01,2.458077E+03,0.000000E+00,8.033940E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.522400E+01,2.566007E+01,4.801135E+01,2.407450E+03,0.000000E+00,7.868418E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.507289E+01,2.077632E+01,7.661727E+01
06:35:00,1.291702E+03,0.000000E+00,4.221844E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,3.985276E+01,2.430124E+01,6.185525E+01,1.305773E+03,0.000000E+00,4.267852E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.995042E+01,2.774548E+01,4.254717E+01,1.353223E+03,0.000000E+00,4.422936E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.027579E+01,2.790178E+01,4.216084E+01,2.462468E+03,0.000000E+00,8.048292E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.525303E+01,2.569244E+01,4.801092E+01,2.412323E+03,0.000000E+00,7.884349E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.510447E+01,2.082479E+01,7.640994E+01
06:40:00,1.294533E+03,0.000000E+00,4.231096E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,3.989347E+01,2.433505E+01,6.175857E+01,1.308507E+03,0.000000E+00,4.276791E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.999015E+01,2.776695E+01,4.258045E+01,1.355988E+03,0.000000E+00,4.431972E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.031449E+01,2.792233E+01,4.219621E+01,2.467571E+03,0.000000E+00,8.064971E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.528231E+01,2.572642E+01,4.801126E+01,2.417981E+03,0.000000E+00,7.902839E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.513649E+01,2.087687E+01,7.619949E+01
06:45:00,1.297714E+03,0.000000E+00,4.241493E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,3.993392E+01,2.437155E+01,6.166204E+01,1.311570E+03,0.000000E+00,4.286799E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,4.002955E+01,2.778997E+01,4.261420E+01,1.359087E+03,0.000000E+00,4.442103E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.035284E+01,2.794427E+01,4.223241E+01,2.473409E+03,0.000000E+00,8.084055E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.531167E+01,2.576218E+01,4.801138E+01,2.424460E+03,0.000000E+00,7.924018E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.516870E+01,2.093242E+01,7.598570E+01
06:50:00,1.301233E+03,0.000000E+00,4.252996E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,3.997412E+01,2.441055E+01,6.156560E+01,1.314952E+03,0.000000E+00,4.297854E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999588E+01,4.006860E+01,2.781448E+01,4.264811E+01,1.362513E+03,0.000000E+00,4.453301E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.039087E+01,2.796760E+01,4.226905E+01,2.479969E+03,0.000000E+00,8.105496E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.534110E+01,2.579983E+01,4.801051E+01,2.431730E+03,0.000000E+00,7.947778E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.520109E+01,2.099119E+01,7.576874E+01
06:55:00,1.305104E+03,0.000000E+00,4.265648E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999573E+01,4.001399E+01,2.445182E+01,6.146937E+01,1.318664E+03,0.000000E+00,4.309987E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999588E+01,4.010727E+01,2.784038E+01,4.268205E+01,1.366277E+03,0.000000E+00,4.465603E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999585E+01,4.042851E+01,2.799221E+01,4.230599E+01,2.487275E+03,0.000000E+00,8.129375E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.537048E+01,2.583936E+01,4.800819E+01,2.439829E+03,0.000000E+00,7.974249E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.523345E+01,2.105291E+01,7.554905E+01
07:00:00,1.309316E+03,0.000000E+00,4.279412E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999573E+01,4.005352E+01,2.449515E+01,6.137345E+01,1.322698E+03,0.000000E+00,4.323172E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999588E+01,4.014555E+01,2.786763E+01,4.271574E+01,1.370369E+03,0.000000E+00,4.478979E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999584E+01,4.046577E+01,2.801804E+01,4.234303E+01,2.495311E+03,0.000000E+00,8.155640E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.539980E+01,2.588061E+01,4.800452E+01,2.448725E+03,0.000000E+00,8.003322E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.526580E+01,2.111716E+01,7.532784E+01
