Time,BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],BACK_SPACE::Des Latent Heat Load [W],BACK_SPACE::Des Latent Cool Load [W],BACK_SPACE::Des Latent Heat Mass Flow [kg/s],BACK_SPACE::Des Latent Cool Mass Flow [kg/s],BACK_SPACE::Des Heat Load No DOAS [W],BACK_SPACE::Des Sens Cool Load No DOAS [W],BACK_SPACE::Des Latent Heat Load No DOAS [W],BACK_SPACE::Des Latent Cool Load No DOAS [W],BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],BACK_SPACE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_RETAIL::Des Latent Heat Load [W],CORE_RETAIL::Des Latent Cool Load [W],CORE_RETAIL::Des Latent Heat Mass Flow [kg/s],CORE_RETAIL::Des Latent Cool Mass Flow [kg/s],CORE_RETAIL::Des Heat Load No DOAS [W],CORE_RETAIL::Des Sens Cool Load No DOAS [W],CORE_RETAIL::Des Latent Heat Load No DOAS [W],CORE_RETAIL::Des Latent Cool Load No DOAS [W],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],CORE_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],POINT_OF_SALE::Des Latent Heat Load [W],POINT_OF_SALE::Des Latent Cool Load [W],POINT_OF_SALE::Des Latent Heat Mass Flow [kg/s],POINT_OF_SALE::Des Latent Cool Mass Flow [kg/s],POINT_OF_SALE::Des Heat Load No DOAS [W],POINT_OF_SALE::Des Sens Cool Load No DOAS [W],POINT_OF_SALE::Des Latent Heat Load No DOAS [W],POINT_OF_SALE::Des Latent Cool Load No DOAS [W],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],POINT_OF_SALE:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],FRONT_RETAIL::Des Latent Heat Load [W],FRONT_RETAIL::Des Latent Cool Load [W],FRONT_RETAIL::Des Latent Heat Mass Flow [kg/s],FRONT_RETAIL::Des Latent Cool Mass Flow [kg/s],FRONT_RETAIL::Des Heat Load No DOAS [W],FRONT_RETAIL::Des Sens Cool Load No DOAS [W],FRONT_RETAIL::Des Latent Heat Load No DOAS [W],FRONT_RETAIL::Des Latent Cool Load No DOAS [W],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],FRONT_RETAIL:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],FRONT_ENTRY::Des Latent Heat Load [W],FRONT_ENTRY::Des Latent Cool Load [W],FRONT_ENTRY::Des Latent Heat Mass Flow [kg/s],FRONT_ENTRY::Des Latent Cool Mass Flow [kg/s],FRONT_ENTRY::Des Heat Load No DOAS [W],FRONT_ENTRY::Des Sens Cool Load No DOAS [W],FRONT_ENTRY::Des Latent Heat Load No DOAS [W],FRONT_ENTRY::Des Latent Cool Load No DOAS [W],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],FRONT_ENTRY:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
01:50:00,1.093010E+04,0.000000E+00,4.385566E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555879E+01,5.488838E+01,2.791187E+01,4.428349E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.715249E+01,5.779260E+01,2.836160E+01,5.156715E+01,8.459148E+03,4.146880E+03,3.394049E-01,2.442000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555825E+01,5.845246E+01,2.943796E+01,4.400924E+01,8.449465E+03,0.000000E+00,3.390164E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555825E+01,5.844336E+01,2.760695E+01,5.628508E+01,1.892659E+03,0.000000E+00,7.593604E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555743E+01,6.279210E+01,2.927118E+01,8.652676E+01
02:00:00,1.113468E+04,0.000000E+00,4.467644E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555875E+01,5.477033E+01,2.792327E+01,4.448193E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.712349E+01,5.775361E+01,2.838502E+01,5.205980E+01,8.560861E+03,4.166356E+03,3.434856E-01,2.453475E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555822E+01,5.844309E+01,2.943793E+01,4.412972E+01,8.551199E+03,0.000000E+00,3.430979E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555822E+01,5.843382E+01,2.760712E+01,5.682650E+01,1.895421E+03,0.000000E+00,7.604686E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555743E+01,6.280828E+01,2.924907E+01,8.736256E+01
02:10:00,1.132844E+04,0.000000E+00,4.545380E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555871E+01,5.466638E+01,2.793422E+01,4.467811E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.709492E+01,5.771318E+01,2.840798E+01,5.255173E+01,8.659847E+03,4.184786E+03,3.474567E-01,2.464334E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555820E+01,5.844294E+01,2.943789E+01,4.424047E+01,8.650138E+03,0.000000E+00,3.470672E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555820E+01,5.843354E+01,2.760690E+01,5.736026E+01,1.898230E+03,0.000000E+00,7.615959E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555743E+01,6.282345E+01,2.922698E+01,8.817776E+01
02:20:00,1.151042E+04,0.000000E+00,4.618390E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555868E+01,5.457542E+01,2.794481E+01,4.487183E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.706674E+01,5.767145E+01,2.843051E+01,5.304286E+01,8.756768E+03,4.202446E+03,3.513451E-01,2.474739E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555818E+01,5.845109E+01,2.943786E+01,4.434205E+01,8.747012E+03,0.000000E+00,3.509537E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555818E+01,5.844156E+01,2.760652E+01,5.788581E+01,1.901082E+03,0.000000E+00,7.627400E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.283782E+01,2.920530E+01,8.897084E+01
02:30:00,1.168061E+04,0.000000E+00,4.686671E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555864E+01,5.449618E+01,2.795511E+01,4.506303E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.703892E+01,5.762853E+01,2.845265E+01,5.353310E+01,8.852028E+03,4.219517E+03,3.551669E-01,2.484797E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555817E+01,5.846690E+01,2.943783E+01,4.443502E+01,8.842214E+03,0.000000E+00,3.547732E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555817E+01,5.845725E+01,2.760604E+01,5.840301E+01,1.903970E+03,0.000000E+00,7.638989E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.285154E+01,2.918414E+01,8.974173E+01
02:40:00,1.184508E+04,0.000000E+00,4.752654E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555861E+01,5.442749E+01,2.796511E+01,4.525175E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.701141E+01,5.758458E+01,2.847443E+01,5.402236E+01,8.945936E+03,4.236026E+03,3.589345E-01,2.494524E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555816E+01,5.848974E+01,2.943780E+01,4.451998E+01,8.936056E+03,0.000000E+00,3.585381E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555816E+01,5.847997E+01,2.760546E+01,5.891209E+01,1.906889E+03,0.000000E+00,7.650701E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.286475E+01,2.916337E+01,9.049157E+01
02:50:00,1.200563E+04,0.000000E+00,4.817065E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555860E+01,5.436932E+01,2.797482E+01,4.543803E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.698417E+01,5.753978E+01,2.849589E+01,5.451053E+01,9.038835E+03,4.252055E+03,3.626616E-01,2.503967E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555815E+01,5.851896E+01,2.943778E+01,4.459749E+01,9.028875E+03,0.000000E+00,3.622620E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555815E+01,5.850908E+01,2.760472E+01,5.941331E+01,1.909833E+03,0.000000E+00,7.662516E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.287755E+01,2.914285E+01,9.122170E+01
03:00:00,1.216411E+04,0.000000E+00,4.880650E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555859E+01,5.432173E+01,2.798424E+01,4.562190E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.695715E+01,5.749428E+01,2.851707E+01,5.499753E+01,9.131171E+03,4.267640E+03,3.663662E-01,2.513149E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555814E+01,5.855395E+01,2.943775E+01,4.466808E+01,9.121089E+03,0.000000E+00,3.659617E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555814E+01,5.854397E+01,2.760381E+01,5.990693E+01,1.912799E+03,0.000000E+00,7.674414E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.289001E+01,2.912245E+01,9.193318E+01
03:10:00,1.232291E+04,0.000000E+00,4.944359E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555857E+01,5.428445E+01,2.799338E+01,4.580342E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.693036E+01,5.744811E+01,2.853799E+01,5.548331E+01,9.222652E+03,4.282476E+03,3.700365E-01,2.521890E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555813E+01,5.859406E+01,2.943773E+01,4.473226E+01,9.212514E+03,0.000000E+00,3.696297E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555813E+01,5.858400E+01,2.760269E+01,6.039317E+01,1.915781E+03,0.000000E+00,7.686377E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.290221E+01,2.910215E+01,9.262669E+01
03:20:00,1.248504E+04,0.000000E+00,5.009407E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555855E+01,5.425707E+01,2.800224E+01,4.598263E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.690377E+01,5.740130E+01,2.855866E+01,5.596785E+01,9.313095E+03,4.296663E+03,3.736651E-01,2.530248E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555812E+01,5.863872E+01,2.943771E+01,4.479052E+01,9.302901E+03,0.000000E+00,3.732561E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555812E+01,5.862859E+01,2.760136E+01,6.087221E+01,1.918774E+03,0.000000E+00,7.698389E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.291419E+01,2.908192E+01,9.330276E+01
03:30:00,1.265207E+04,0.000000E+00,5.076421E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555854E+01,5.423913E+01,2.801084E+01,4.615953E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.687737E+01,5.735392E+01,2.857909E+01,5.645109E+01,9.402425E+03,4.310229E+03,3.772491E-01,2.538241E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555812E+01,5.868738E+01,2.943769E+01,4.484330E+01,9.392183E+03,0.000000E+00,3.768382E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555812E+01,5.867719E+01,2.759982E+01,6.134416E+01,1.921776E+03,0.000000E+00,7.710433E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.292598E+01,2.906177E+01,9.396182E+01
03:40:00,1.281924E+04,0.000000E+00,5.143494E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555852E+01,5.423014E+01,2.801921E+01,4.633408E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.685114E+01,5.730607E+01,2.859933E+01,5.693298E+01,9.490595E+03,4.323180E+03,3.807866E-01,2.545871E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555811E+01,5.873956E+01,2.943767E+01,4.489102E+01,9.480310E+03,0.000000E+00,3.803739E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555811E+01,5.872932E+01,2.759810E+01,6.180909E+01,1.924783E+03,0.000000E+00,7.722496E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.293761E+01,2.904170E+01,9.460431E+01
03:50:00,1.298578E+04,0.000000E+00,5.210310E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555850E+01,5.422959E+01,2.802736E+01,4.650629E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.682506E+01,5.725781E+01,2.861937E+01,5.741346E+01,9.577477E+03,4.335527E+03,3.842724E-01,2.553145E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555810E+01,5.879481E+01,2.943765E+01,4.493407E+01,9.567153E+03,0.000000E+00,3.838582E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555810E+01,5.878454E+01,2.759619E+01,6.226710E+01,1.927790E+03,0.000000E+00,7.734563E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.294912E+01,2.902170E+01,9.523066E+01
04:00:00,1.315079E+04,0.000000E+00,5.276512E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555848E+01,5.423695E+01,2.803531E+01,4.667618E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.679912E+01,5.720917E+01,2.863924E+01,5.789252E+01,9.663135E+03,4.347357E+03,3.877091E-01,2.560115E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555810E+01,5.885268E+01,2.943763E+01,4.497280E+01,9.652777E+03,0.000000E+00,3.872935E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555810E+01,5.884239E+01,2.759411E+01,6.271829E+01,1.930797E+03,0.000000E+00,7.746624E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.296050E+01,2.900178E+01,9.584129E+01
04:10:00,1.331444E+04,0.000000E+00,5.342173E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555846E+01,5.425163E+01,2.804306E+01,4.684379E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.677332E+01,5.716012E+01,2.865893E+01,5.837015E+01,9.747590E+03,4.359017E+03,3.910975E-01,2.566985E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555809E+01,5.891277E+01,2.943761E+01,4.500754E+01,9.737201E+03,0.000000E+00,3.906807E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555809E+01,5.890246E+01,2.759186E+01,6.316278E+01,1.933798E+03,0.000000E+00,7.758668E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.555744E+01,6.297178E+01,2.898192E+01,9.643660E+01
