Date/Time,BATIMENT0000000240880050_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880050_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880050_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880050_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,2886225.692216324,2475070.4111381453,2564466.0678906636,3687655.956304616 
 01/01  02:00:00,3314043.1310848887,2925738.4387485934,3017133.768307466,4255257.97658084 
 01/01  03:00:00,3557768.001321663,3191478.0967102335,3281904.310132118,4558579.474032294 
 01/01  04:00:00,3732448.8958752556,3387585.250961542,3477517.3632029854,4784944.987049529 
 01/01  05:00:00,3855274.5307086133,3530033.989585808,3619334.0007269587,4939462.242142441 
 01/01  06:00:00,4014687.646823309,3707047.4842373384,3796029.021196622,5141393.945898426 
 01/01  07:00:00,4103158.1185557833,3811191.1769774775,3900247.9773452333,5261487.686055151 
 01/01  08:00:00,4205725.808735068,3928638.911366724,4018343.427424058,5403683.016799847 
 01/01  09:00:00,4376431.7313639475,4118660.796250252,4212167.905102941,5634491.590210804 
 01/01  10:00:00,4170947.4692667155,3966566.8208140554,4083096.77784163,5435779.117600547 
 01/01  11:00:00,2250697.899098794,2171494.8940883777,2362578.6566332965,3270428.581105861 
 01/01  12:00:00,128325.61142645063,139196.4480053699,227495.73298265244,493866.817604861 
 01/01  13:00:00,0.0,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0 
 01/01  18:00:00,483318.53249292617,126269.54730916985,191962.74691111976,932600.4139744757 
 01/01  19:00:00,1342118.7284857605,744228.148245335,887106.2571073003,1842813.8670891484 
 01/01  20:00:00,1732287.8825796023,1212441.099565784,1329825.9387892818,2280840.604323053 
 01/01  21:00:00,1967476.805543049,1516013.856058912,1618370.4483640417,2543039.9354732134 
