building_id,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds,platform,energyplus_version,layout_json
27410,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,c929e904a478d92caaf4c942e9634ea60ed174a87a29be2e824498f789980c7b,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,3754.5368,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27410.json
27550,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,ee68caf9129aedd5039bc7e5f80c35f5bf06421d6be81d74559e24adf9b96fb2,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,589.2873,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27550.json
27610,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,c0753deef779d56954b2ce7be78f5124deaf3280bed7d2da0616d0b0754874aa,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,34570.7193,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27610.json
27683,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,9870ce03c3c08fd028f0c2bea86e42ea9707b84ba99b136069eee72501be3e2f,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,7442.7051,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27683.json
27746,IT.MidClim.MFH.01.Gen.ReEx.001.001,MFH,IT.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,ce879d58f36a030f7b6a921db3b96a05ebad825606f234b311bf348afe11935e,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,136.8679,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27746.json
27816,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,cb59f113e7978469a34c809fe976633a7d38c546964ecb94f8665a5b90a0b630,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,574.5273,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27816.json
27931,IT.MidClim.AB.05.Gen.ReEx.001.001,AB,IT.05,FALLBACK_PENDING_LAYOUT,e550ddce75265ff4b76dec7593c3c2390835bde1ee37ab3911b4b3b616e604b1,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,30520.057,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27931.json
27997,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,d77c9efac56e50a6df7d184f68126a285469cf4c33d5f98e4b2d08841fbd50d2,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,5345.9009,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/27997.json
28000,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,356f0068581be3920fd73b3db80a5c01726dd68601ee82d735b58be5a74afa84,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,4458.1636,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28000.json
28004,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,261c23c00c93721d797af3e7fcfd186c3765edda09c1cf3b3cc0070da087c282,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,1144.1828,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28004.json
28014,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,6a2d3e8239a81ad9672bd0ff0501cb70095dd9aea21b8dd308105e95be78d759,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,2757.3574,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28014.json
28020,IT.MidClim.MFH.01.Gen.ReEx.001.001,MFH,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,3c05c00b88b78d92f8708e6199384f952b9d6f32577afc7c03b8778c0d3e1b35,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,141.6255,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28020.json
28025,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,92758b572a35b37df6ed7539ecfbcfc63e75751654875c45429652ad8e814fc1,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,1266.7512,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28025.json
28026,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,4b06919ced687fbe1b9203751fcd8dd846e7aea563143ca19909aa819cc4f957,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,1852.1513,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28026.json
28033,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,1eccc715fc79091f7f6f907c315ec751bed98ace777867e1b48d11f0fe7a0b99,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,2619.36,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28033.json
28036,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,e06fcf76851df4809d5f23a2cb7e2589cb0d866663d0d74d6f6b5dec42deaa13,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,1644.5371,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28036.json
28050,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,22c31ae7f4ff3f8791762bf5a8e59081abf3e69f669c83608d25e28ce596d2a6,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,2619.0192,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28050.json
28061,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7b774863c46060ac73092ab4c2b8935b6f78459acab7c5cf6e03bc917df3e2a2,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,6769.1795,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28061.json
28074,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,a04016a63de99199c44d2ac89c00633dfc860f72db0e7c860d2c67303069c461,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,11946.3191,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28074.json
28081,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,c9287ab50f2755598758af1b21b077b448f16a1dee2b5351977e67fa9736ff57,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,5997.7958,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28081.json
28108,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,d08ffe5c50df46219973fd30205da49cec438ea64f311fdd70b29006bd04dcf4,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,5189.3475,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28108.json
28111,IT.MidClim.AB.05.Gen.ReEx.001.001,AB,IT.05,FALLBACK_PENDING_LAYOUT,b6261f690f715540b91247108f185fb88fe1316654fab7a55cb5cab62dfcead4,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,8967.0201,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28111.json
28125,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,b5a1964d1374daab4d8f8419a50ed7d96fffbd10c75e4f4502a5782089d786a0,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,6524.5554,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28125.json
28134,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,2008737fa6da0ceeba1bea9b92cf1cb02a78aa750f7182e27c3f5997bc8748dc,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,3899.3581,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28134.json
28153,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,7801eee74257f2df098a09b74de9db4fd08d5fcfecf7b6a1bd55ba5951d70b3a,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,1010.2387,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28153.json
28175,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,564444f0e181caef27caa2c58ffac3fb3a790e61daa4d0083596d5a792dd2330,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,6580.925,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28175.json
28192,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,970eec7352c796a87be205fc626ecd972f6f4a6372caef12b015ff5102e492f8,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,2638.0437,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28192.json
28205,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,cf659a0eee69c42c81d27135f54c0676959e7c5063319eb3b43d7da34de5b33c,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,6131.3147,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28205.json
28217,IT.MidClim.AB.05.Gen.ReEx.001.001,AB,IT.05,FALLBACK_PENDING_LAYOUT,136a108293058bc3e18b733bdf3608601cc8cc32daf56cf5faf6ee853539b55a,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,9454.4863,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28217.json
28237,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,97119225d3ac8e07693be0e0f2731e7eff4620a29209e06a49d4428d90339f14,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,38995.8536,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28237.json
28273,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,c0c3c9d859bf897eb3959f408b86317cfe734e677acbcdf26b1dc268a4b526fe,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,652.9443,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28273.json
28287,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,806fe105911136918c70423df1f9a3190d89ab46cb6dde0901133884c5973af3,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,16917.1015,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28287.json
28304,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,88c34f8825444477f3dd205726d1693fb30fe964e155e334614493d298066412,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,765.1793,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28304.json
28308,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,6303acf4a19dc7307d166dfbb5626af1ea6bdef817f80720a437649a02506b32,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,5304.5899,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28308.json
28333,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT,f304229aab75979ef32fa98a351710a25749d9084e6c4ff1e5183374496227af,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,2342.3235,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28333.json
28350,IT.MidClim.AB.05.Gen.ReEx.001.001,AB,IT.05,FALLBACK_PENDING_LAYOUT,d3c6703a464698fdf70cd7fc1c1b978b378ccb80c85c1a7d8e961617fe7cd9c9,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,,,,,17476.1819,,,,,openubem/outputs/eu_evidence/EU-17/IT-BOL-GALVANI2/layouts/28350.json
