Date/Time,Cooling:Electricity [J](RunPeriod),Heating:Electricity [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),Fans:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Electricity:Facility [J](RunPeriod),NaturalGas:Facility [J](RunPeriod) 
simdays=365,2566338482.4976645,0.0,72294082298.63011,5439908069.582528,13037685037.80378,1679271728.5418165,12384462534.87682,35776441035.58006,72294082298.63011 
