osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_gas_eui_kwh_m2,dhw_elec_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_fans_kgco2_m2,gwp_pumps_kgco2_m2,gwp_dhw_kgco2_m2,gwp_cooking_kgco2_m2,gwp_refrigeration_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/220649876,38.96459194168988,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",67.32848486559752,19.62289240700876,26.465100455951056,27.76477790890963,22.149979950894195,0.0,0.0,19.073494749237156,19.073494749237156,0.0,0.0,182.40473033759832,12.18645576067315,4.3733932765348555,5.898329868818723,6.187991582114506,4.93661033161569,0.0,4.250947921751983,0.0,0.0,37.83372874150891,0.010314538803134555,success,,-79.48874388232787,-1.001331255039938e-09
way/221190748,430.0666419658976,4.0,14.0,Courthouse,one_zone_per_floor,"generic_tag,no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",66.27733445160234,23.311978286517242,19.676655149738426,28.256190676502523,38.488317407518586,1.5238773155303589,4.416699891492822,0.0,4.416699891492822,0.0,0.0,181.9510531789023,11.996197535740023,5.19558722467267,4.385375486532502,6.29751372845347,8.577968277248482,0.3396295850668821,0.7994226803602008,0.0,0.0,37.591694518074235,0.031262222868067124,success,,-79.48872310236221,2.177733343344618e-05
way/232050809,1524.2045743341253,7.0,24.5,LargeOffice,perimeter_core,"generic_tag,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",49.19244740396868,19.09652140151675,26.46510059837519,44.06327609256786,37.13412897672158,8.745706831385899,2.8245120947539317,0.0,2.8245120947539317,0.0,0.0,187.52169339928986,8.903832980118331,4.256079917798841,5.898329900561075,9.820470469302784,8.27615759329989,1.949173172924638,0.5112366891504616,0.0,0.0,39.615280723156026,0.002984447613202071,success,,-79.48871623716963,1.5785738080819802e-05
way/241836437,96.65106703238675,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",47.32865124532128,11.050189001528643,26.46510040852298,27.764777859152392,12.95241209437398,0.0,0.0,3.7670350674498874,3.7670350674498874,0.0,0.0,129.32816567634916,8.566485875403151,2.4627777231486916,5.898329858248333,6.1879915710250115,2.886729988297317,0.0,0.8395666395526913,0.0,0.0,26.841881655675195,0.00020226619603679692,success,,-79.48873748527984,8.241684640804008e-06
way/241836438,240.2108551925783,5.0,17.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",37.03174649917678,11.213314720800746,26.465100598023557,27.764778057959177,12.051647094202307,0.0,0.0,1.9632207472119336,1.9632207472119336,0.0,0.0,116.4898077173745,6.702746116350998,2.4991338784543036,5.898329900482706,6.187991615333477,2.6859746911790565,0.0,0.43754693437261805,0.0,0.0,24.41172313617316,0.0011152641365767056,success,,-79.48874539843645,-1.207988788421999e-05
way/241836439,139.0903355254085,5.0,17.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",57.688852343182894,12.15595088946455,26.46510059782825,27.764778057754278,15.087041172886403,0.0,0.0,2.382749679789722,2.382749679789722,0.0,0.0,141.54447274090612,10.441682274116104,2.709221086636743,5.898329900439178,6.187991615287811,3.3624790402835383,0.0,0.5310481866340948,0.0,0.0,29.13075210339747,0.0025350941821865466,success,,-79.48873803161457,-3.34842877730046e-06
way/241836442,126.65120977093225,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",53.16665923649353,13.703095521019808,26.465100598165378,27.764778058107968,16.225728977339937,0.0,0.0,3.2058420408387986,3.2058420408387986,0.0,0.0,140.53120443196542,9.62316532180533,3.0540363049607264,5.898329900514314,6.187991615366639,3.616260668637706,0.0,0.7144924273258247,0.0,0.0,29.09427623861054,0.0063936657020396675,success,,-79.48874315994617,-3.751537859470001e-06
way/241836443,147.61639128835293,5.0,17.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",54.35836138244374,11.592688006787538,26.465100227758036,27.764777669510238,14.68043824512831,0.0,0.0,2.3254040047750575,2.3254040047750575,0.0,0.0,137.18676953640292,9.838863410222316,2.583685561448752,5.898329817960889,6.187991528759086,3.2718586325682364,0.0,0.5182674413522266,0.0,0.0,28.2989963923115,0.0021050993495897188,success,,-79.48875100213257,3.15813053996335e-06
way/241836444,103.9165423605067,4.0,14.0,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",51.077779347408736,12.65916092641292,26.465100598308283,27.764778058257885,14.818394656789971,0.0,0.0,3.0484656838891904,3.0484656838891904,0.0,0.0,135.83367927106698,9.245078061880982,2.8213725139915002,5.898329900546163,6.187991615400051,3.3026052539480943,0.0,0.6794176438997516,0.0,0.0,28.134794989666542,0.0032188618955125725,success,,-79.4887365842672,-3.1643234379353752e-06
way/241836445,87.4144085014093,2.0,7.0,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",87.04523235821252,24.33229282110795,34.929754231573206,52.091092171911086,58.66559927116422,1.870487514922352,21.860849625133117,0.0,21.860849625133117,0.0,0.0,280.7953079940245,15.755187056836466,5.4229867656259705,7.784864185099183,11.609645894538167,13.07491944076291,0.41687929342577446,3.956813782149094,0.0,0.0,58.021296418437565,0.0015910223000179,success,,-79.48874848330048,-1.6232051112130987e-05
way/241836446,57.02365949746482,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",70.07962061758452,13.01764095065653,26.46510060770491,27.764778068115977,16.488700503529397,0.0,0.0,5.442335361145956,5.442335361145956,0.0,0.0,159.2581761087373,12.6844113317828,2.901267673954722,5.898329902640408,6.1879916175971434,3.6748696586226037,0.0,1.2129441666093215,0.0,0.0,32.559814351206995,0.0004817766272215931,success,,-79.48873619389686,-2.1955124220647526e-06
way/241836447,87.92305086898568,2.0,7.0,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",53.99689116893956,14.308236139458192,26.46510059832812,27.76477805827869,16.539114704220975,0.0,0.0,5.306767255340891,5.306767255340891,0.0,0.0,144.38088792456645,9.77343730157806,3.188905204873326,5.898329900550585,6.1879916154046875,3.686105572359137,0.0,1.1827298317323351,0.0,0.0,29.91749942649813,0.0043115228818510504,success,,-79.48875075172703,-1.9733099476624725e-06
way/241836449,223.34931539026755,2.0,7.0,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",40.95796708905166,8.402530485269915,26.465100337219898,27.764777784347682,9.1138643591569,0.0,0.0,2.9302904418757527,2.9302904418757527,0.0,0.0,115.63453049692181,7.41339204311835,1.8726887743130765,5.898329842356873,6.187991554353136,2.0312251774540164,0.0,0.6530796913617327,0.0,0.0,24.056707082957182,0.0,success,,-79.48875749008802,-2.4193021482215567e-05
way/241836450,93.54044733045589,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",46.918637566099854,12.623877604071813,26.4651006356903,27.764778097475695,13.642178171526934,0.0,0.0,3.847062216595686,3.847062216595686,0.0,0.0,131.2616342914603,8.492273399464073,2.813508849374693,5.898329908877567,6.1879916241406026,3.0404595334445506,0.0,0.8574024503371137,0.0,0.0,27.289965765638602,0.0013470756202451832,success,,-79.48873749392095,8.157449033254966e-06
way/241836451,129.52527692119997,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",44.55042676359451,10.849925868646746,26.46510090029243,27.76477837507221,13.32929591268166,0.0,0.0,3.1524809833883345,3.1524809833883345,0.0,0.0,126.11200880367588,8.063627244210606,2.4181446781970375,5.898329967849974,6.187991686009093,2.9707268386511867,0.0,0.7025997417297248,0.0,0.0,26.241420156647624,0.0020306448685543186,success,,-79.48873850247267,7.68973082968567e-06
way/241836452,87.50049536463239,4.0,14.0,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",55.49756585419934,13.090813619428843,26.465100682477246,27.764778146560314,15.71731392632737,0.0,0.0,3.3462734739044673,3.3462734739044673,0.0,0.0,141.88184570289758,10.04505941961008,2.917575812989345,5.898329919305068,6.18799163508019,3.5029491893884335,0.0,0.7457906616760364,0.0,0.0,29.297696638049153,0.004952442804830699,success,,-79.48873480060242,-1.689033874258201e-06
way/241836455,100.20762984734884,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",48.88180914920498,9.600176296858603,26.465100614572016,27.76477807532031,10.922553175612652,0.0,0.0,3.669836746256882,3.669836746256882,0.0,0.0,127.30425405782543,8.847607456006102,2.1396104916334706,5.898329904170894,6.187991619202788,2.434331271355143,0.0,0.8179038553117638,0.0,0.0,26.32577459768016,0.0,success,,-79.48874388520889,-1.0607452666352688e-09
