Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,5241215070.339013,27590421932.410618,27590421932.410618,5241215070.339013,5241215070.339013 
