eplus_return_code,severe_errors,fatal_errors,heating_kwh,platform,energyplus_version,run_seconds,building_id,archetype_id,building_type,age_band,geometry_outcome,construction_period_provenance,floor_area_m2,eui_kwh_m2
0,0,0,31944.653674258338,,,100,way/1054785374,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,448.8596,71.16847600955474
0,0,0,15476.722491061379,,,304,way/1054785381,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,203.7356,75.9647429858178
0,0,0,15925.401927866933,,,1016,way/1054785382,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,209.211,76.12124567000268
0,0,0,15976.118180741918,,,785,way/1057093131,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,205.6941,77.66930690156849
0,0,0,36030.95536565517,,,226,way/1057093136,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,506.2655,71.17007847790374
0,0,0,18287.41471994361,,,102,way/1057529442,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,243.1459,75.21169273240308
0,0,0,16585.681416998472,,,213,way/1057529443,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,213.9742,77.51252916005048
0,0,0,26515.071334949476,,,167,way/1057823423,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,412.3748,64.29847637379751
0,0,0,36118.956879707264,,,378,way/1058252118,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,510.3249,70.7763953507016
0,0,0,35481.16237712918,,,342,way/1058252123,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,498.2733,71.20823527395342
0,0,0,258927.45687686472,,,574,way/14325891,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2557.0208,101.2613807744015
0,0,0,239374.51215426295,,,75,way/190348384,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,5283.3187,45.3076041303855
0,0,0,67181.53080686298,,,87,way/190837474,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1322.9394,50.78201677783804
0,0,0,220643.9823397933,,,391,way/195649308,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2200.652,100.26300493662482
0,0,0,232909.23670385513,,,50,way/29093543,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2628.5395,88.60785112944095
0,0,0,200584.06145775117,,,116,way/298782430,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1872.5247,107.11958109698162
0,0,0,80845.4482308782,,,111,way/298782432,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,861.3921,93.85441105261843
0,0,0,22918.429157707506,,,27,way/298850491,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,982.276,23.331964903659976
0,0,0,22923.61978266614,,,23,way/298850492,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,982.4961,23.33202114763218
0,0,0,72987.12250272505,,,52,way/298850494,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1363.5885,53.5257685898092
0,0,0,35924.96322146716,,,149,way/328227197,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,504.2478,71.2446603068316
0,0,0,16389.54761734863,,,412,way/328227198,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,215.8912,75.91577432219854
0,0,0,48145.5081899037,,,953,way/328227199,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,611.2855,78.76108330706963
0,0,0,161603.29874650596,,,72,way/381441241,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,3275.3169,49.33974442183166
0,0,0,143403.79243020678,,,274,way/381466697,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2836.0216,50.5651270181464
0,0,0,14627.880230787976,,,37,way/384337387,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,188.9266,77.42626094360442
0,0,0,81137.75514819495,,,49,way/387107361,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1869.2153,43.40738873055177
0,0,0,40233.762350484285,,,58,way/388460383,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,522.1615,77.05233409679626
0,0,0,30921.23776716623,,,113,way/388460386,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,447.3878,69.11506698923445
0,0,0,31217.197748221402,,,66,way/388460387,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,450.682,69.26657321175774
0,0,0,33926.460012170566,,,24,way/388460388,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,208.2964,162.87588269490286
0,0,0,13105.224888889843,,,168,way/393505346,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,160.7175,81.54199069105631
0,0,0,23873.80844480915,,,100,way/393510994,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,369.7752,64.5630330125145
0,0,0,63949.7540511117,,,205,way/393604893,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,550.6503,116.13496633182929
0,0,0,8188.04647101602,,,127,way/394093228,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,AB,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,258.1133,31.72268329844305
0,0,0,100085.64369821672,,,596,way/394093232,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,2216.5602,45.15358693989756
0,0,0,11468.48077915513,,,122,way/394093233,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,AB,A,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,143.1876,80.09409180093199
0,0,0,17536.089423414825,,,1321,way/394093240,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,135.2199,129.6857150716339
0,0,0,75081.09988270808,,,1263,way/394682356,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1002.397,74.9015608413713
0,0,0,43640.6673708767,,,451,way/394902414,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,740.4205,58.94038235148365
0,0,0,35066.43110984683,,,288,way/395533898,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,436.1813,80.39416432993994
0,0,0,30959.462509772402,,,294,way/395632068,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,445.9712,69.42031797069497
0,0,0,16297.245014809547,,,442,way/395632424,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,213.0489,76.49532579050887
0,0,0,29552.347789103846,,,43,way/395878238,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,413.0019,71.55499233563779
0,0,0,15982.100819841797,,,467,way/396524027,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,388.1408,41.1760392616334
0,0,0,27442.320470610226,,,134,way/396595549,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,423.5657,64.78881663602654
0,0,0,20991.345295179734,,,201,way/396595551,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,327.2435,64.14595032500182
0,0,0,42235.47456904146,,,1250,way/396619819,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,436.4018,96.78116490133968
0,0,0,30386.28806609268,,,36,way/396622952,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,253.1954,120.01121689451182
0,0,0,117283.82530832122,,,71,way/396929140,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1264.8656,92.72433791251909
0,1,0,47554.19686375,,,713,way/397131470,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,398.3063,119.39102360105778
0,0,0,186369.3690959671,,,35,way/398158944,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,830.5432,224.39455177764034
0,0,0,31190.676159489914,,,34,way/398158947,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,567.308,54.980145105462846
0,0,0,53184.06853964467,,,37,way/398158948,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,331.0574,160.6490854445322
0,0,0,26739.544864614883,,,46,way/398158951,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,209.8337,127.43208009302073
0,0,0,114186.72378875251,,,40,way/398158956,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,761.6361,149.9229406126528
0,0,0,50222.249969090335,,,28,way/398158958,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,514.9036,97.53718942553584
0,0,0,60805.881731039015,,,44,way/398158959,GB.ENG.TH.05.Gen.ReEx.001.001,TH,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,336.1185,180.90608440487213
0,0,0,42698.437131415216,,,223,way/398158963,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,355.1349,120.2315996862466
0,0,0,24239.18710345772,,,41,way/398158965,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,404.0031,59.99752750277837
0,0,0,22803.622102708523,,,34,way/398158967,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,353.2456,64.55458214542098
0,0,0,46454.922798529115,,,24,way/398158969,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,221.4181,209.8063473515901
0,0,0,140323.8325405463,,,46,way/409624877,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1422.91,98.61750394652248
0,0,0,209670.80282905497,,,78,way/409624878,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2113.3635,99.21189744644259
0,0,0,59035.627127242085,,,58,way/419435179,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,251.6964,234.55093965285988
0,0,0,26360.60704470489,,,60,way/419435181,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,400.4823,65.82215255132347
0,0,0,258704.784693865,,,62,way/419435184,GB.ENG.TH.04.Gen.ReEx.001.001,TH,E,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1253.8741,206.32437075928516
0,0,0,184001.95513462843,,,35,way/419435188,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1351.5173,136.14472795474273
0,0,0,98180.3714709463,,,52,way/442591154,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,919.3078,106.79814907580061
0,0,0,426191.18746409117,,,109,way/51781396,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,5307.4527,80.30051543635824
0,0,0,435206.2229345814,,,146,way/51781397,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,5481.6814,79.39283427427603
0,0,0,555716.6317270208,,,1261,way/51781407,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,6124.5527,90.73587230738023
0,0,0,70730.56152307459,,,59,way/554859553,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,940.0947,75.2376984181217
0,0,0,94829.19000121825,,,140,way/554859554,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,2161.9991,43.86180826866128
0,0,0,67832.12780095472,,,86,way/554859555,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,1475.0406,45.98661745375329
0,0,0,151450.831172874,,,294,way/554859556,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,3097.0698,48.901329628694185
0,0,0,34613.081828936105,,,113,way/554859561,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,471.0938,73.4738640774642
0,0,0,18163.474435863656,,,44,way/656952078,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,711.1723,25.540188272045548
0,0,0,16054.313234631401,,,383,way/701972626,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,212.6469,75.49751834911021
0,0,0,27822.14638280037,,,1075,way/952012484,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,277.3136,100.32737803988108
0,0,0,35441.71555907896,,,1725,way/952012485,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,276.1529,128.34091388893242
0,0,0,24444.94143440043,,,37,way/952012486,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,331.8941,73.6528351495264
