Time,BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Heat Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Cool Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Heat Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Sens Cool Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Heat Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Cool Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,2.421134E+03,0.000000E+00,7.912632E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999288E+01,4.507544E+01,2.740246E+01,5.053120E+01
00:20:00,2.453692E+03,0.000000E+00,8.019018E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999284E+01,4.507673E+01,2.723734E+01,5.156487E+01
00:30:00,2.488315E+03,0.000000E+00,8.132154E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999280E+01,4.508426E+01,2.707020E+01,5.259712E+01
00:40:00,2.525034E+03,0.000000E+00,8.252134E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999276E+01,4.509664E+01,2.690227E+01,5.361747E+01
00:50:00,2.563848E+03,0.000000E+00,8.378965E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999273E+01,4.511184E+01,2.673374E+01,5.462419E+01
01:00:00,2.604764E+03,0.000000E+00,8.512661E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999270E+01,4.512832E+01,2.656436E+01,5.561826E+01
01:10:00,2.620616E+03,0.000000E+00,8.564457E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999268E+01,4.514525E+01,2.639397E+01,5.660041E+01
01:20:00,2.635168E+03,0.000000E+00,8.612006E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999267E+01,4.516045E+01,2.623617E+01,5.752515E+01
01:30:00,2.648459E+03,0.000000E+00,8.655436E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999266E+01,4.517296E+01,2.609237E+01,5.838639E+01
01:40:00,2.660477E+03,0.000000E+00,8.694708E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999265E+01,4.518321E+01,2.595629E+01,5.920507E+01
