Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,311590358615.07776,490583689974.1791,490583689974.1791,311590358615.07776,311590358615.07776 
