Date/Time,RELATION_12586384_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12586384_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12586384_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12586384_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12586384_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12586384_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12586384_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,26377482.887409262,26231652.398647487,26354529.4886783,26489885.037990585,26767795.93629463,28785444.44700846,54688103.890803136 
 01/01  02:00:00,27548080.137737166,27450570.56890175,27568025.278782003,27696535.90223265,27974073.003259912,30055120.991369322,57085909.31883073 
 01/01  03:00:00,27659685.318047382,27583815.544526786,27697880.852770068,27822267.877552003,28098430.631268013,30194010.73017651,57299214.784231655 
 01/01  04:00:00,28111856.61426475,28065417.383834332,28177794.023720223,28299053.864586,28575258.778323065,30698199.91278942,58148056.30922415 
 01/01  05:00:00,28533254.133965883,28520898.680678733,28635812.798155516,28756767.13692981,29034529.792845316,31179480.383260764,58872102.87118248 
 01/01  06:00:00,28422182.770231687,28418349.521120556,28527390.781113017,28642922.74303575,28917720.171869498,31068748.11885748,58732796.57783133 
 01/01  07:00:00,28329148.799729,28331740.023288455,28437268.72586684,28549347.45149302,28822074.18269203,30972439.97121928,58518396.797504716 
 01/01  08:00:00,28442426.285261884,28462107.993188865,28569240.76741808,28681195.287897516,28954377.093328293,31109619.88700296,58659910.311459996 
 01/01  09:00:00,28529324.443464264,28569218.364898413,28680583.96124341,28794212.3210298,29068968.639680378,31226008.52662853,58665766.06977552 
 01/01  10:00:00,27864213.5079695,27934340.1395357,28065276.981713265,28190930.56866397,28472026.911581956,30586472.611217234,56929476.407482415 
