Date/Time,Cooling:Electricity [J](RunPeriod),Heating:Electricity [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:NaturalGas [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Electricity:Facility [J](RunPeriod),NaturalGas:Facility [J](RunPeriod) 
simdays=365,4230266.006568748,797563431712.132,1238878111767.0745,62418724354.32914,146559499.08172256,135333669535.86563,166270601135.09293,647750486858.2894,1720193158945.7358,1374211781302.6272 
