district,building_id,stem,n_flagged_surfaces,defect_kind,defect_on,refused_by,min_edge_len_m,perp_dist_m,rel_area_change,would_clear_chord_0.020m
Lyon,BATIMENT0000000013365727_part0,489894ba3d990787,15,near_duplicate,cut_edge,not_on_ring,0.0005163331930169822,,,False
Lyon,BATIMENT0000000240879975_part0,70310cca6f2ddaca,4,near_duplicate,cut_edge,not_on_ring,0.0002908355582549142,,,False
Lyon,BATIMENT0000000240879976_part0,cd79f626ce3e79fa,80,near_duplicate,cut_edge,not_on_ring,0.0005240796174370521,,,False
Lyon,BATIMENT0000000240879983_part0,560ea001cad65113,48,near_duplicate,cut_edge,not_on_ring,0.0002546020689247566,,,False
Lyon,BATIMENT0000000240880013_part0,3188f5280f11c5af,4,near_duplicate,cut_edge,not_on_ring,8.763659766809898e-06,,,False
Lyon,BATIMENT0000000240880017_part0,f2f95e2f96f9512e,58,collinear,cut_edge,not_on_ring,1.572498163694464,,,False
Lyon,BATIMENT0000000240880212_part0,0638099d22e11b0f,2,near_duplicate,footprint_ring,not_on_ring,0.004999999888241291,,,False
Lyon,BATIMENT0000000240880244_part0,a77225fbd2ff3aa9,51,near_duplicate,cut_edge,not_on_ring,3.775514448994628e-05,,,False
Lyon,BATIMENT0000000240880246_part0,ec290b6c77696dec,56,near_duplicate,footprint_ring,not_on_ring,1.1641532182693481e-10,,,False
Lyon,BATIMENT0000000240880370_part0,361feba76b148091,100,near_duplicate,cut_edge,not_on_ring,8.206098750934186e-05,,,False
Lyon,BATIMENT0000000240880372_part0,a585de39a07bcd04,132,near_duplicate,interzone_pair,not_on_ring,0.0008230782107599173,,,False
Lyon,BATIMENT0000000240880408_part0,4d9322593e27efa0,14,near_duplicate,cut_edge,not_on_ring,9.313225746154785e-10,,,False
Lyon,BATIMENT0000000240881096_part0,5b741e62fd695e67,84,near_duplicate,interzone_pair,not_on_ring,0.0004225241153959883,,,False
Lyon,BATIMENT0000000240881122_part0,ad9c5c65f101b370,4,near_duplicate,cut_edge,not_on_ring,0.00013935054561041668,,,False
Lyon,BATIMENT0000000240881136_part0,148e207e6faba69f,4,near_duplicate,cut_edge,not_on_ring,0.00026627281902333354,,,False
Lyon,BATIMENT0000000240881139_part0,e10a7e7018fc589d,42,collinear,interzone_pair,not_on_ring,2.480013566393851,,,False
Lyon,BATIMENT0000000240881148_part0,2e4860558c4f546c,4,near_duplicate,cut_edge,not_on_ring,4.3707393751101596e-05,,,False
Lyon,BATIMENT0000000240881167_part0,93647659bf673ce1,104,near_duplicate,cut_edge,not_on_ring,0.00045272403136015086,,,False
Lyon,BATIMENT0000000240881211_part0,a91391a979249824,95,near_duplicate,interzone_pair,not_on_ring,0.0006300243117270876,,,False
Lyon,BATIMENT0000000240881222_part0,ce9f6895a85af257,41,collinear,interzone_pair,not_on_ring,1.3306419026591845,,,False
Lyon,BATIMENT0000000240881230_part0,1bcd3cc6b791681e,73,near_duplicate,cut_edge,not_on_ring,5.866808443241901e-07,,,False
Lyon,BATIMENT0000000240881271_part0,2a197dac889ada83,90,near_duplicate,cut_edge,not_on_ring,0.0005071295014086738,,,False
Lyon,BATIMENT0000000240881318_part0,5e6d3e0886d7c12d,55,collinear,interzone_pair,not_on_ring,2.519178438167881,,,False
Lyon,BATIMENT0000000240881322_part0,89deec948bdd6de4,44,collinear,interzone_pair,not_on_ring,3.511232404672989,,,False
Lyon,BATIMENT0000000240881558_part0,698a8fc253c56007,48,near_duplicate,cut_edge,not_on_ring,0.00023710377505851282,,,False
