district,building_id,stem,n_flagged_surfaces,defect_kind,defect_on,refused_by,min_edge_len_m,perp_dist_m,rel_area_change,would_clear_chord_0.020m
London,way/1057093131,acd9800057059025,2,near_duplicate,footprint_ring,not_on_ring,0.004999999888241291,,,False
London,way/298850491,38af7df582b30cb7,17,near_duplicate,interzone_pair,not_on_ring,0.00014950206147230954,,,False
London,way/393505346,9ff518bfd78678e6,34,near_duplicate,cut_edge,not_on_ring,0.0006865256301326144,,,False
London,way/393614546,ae0905443cbb00a3,28,near_duplicate,cut_edge,not_on_ring,0.0001626128742050956,,,False
London,way/395632424,b252db3f9c37aa60,49,near_duplicate,cut_edge,not_on_ring,0.00038878202311628553,,,False
London,way/395878238,c4f639a0c5d6edcc,50,near_duplicate,cut_edge,not_on_ring,0.00040934015885836576,,,False
London,way/398158943,10b41373665138c3,33,near_duplicate,cut_edge,not_on_ring,0.0004106712151929014,,,False
