Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,12107257654.16753,45145447599.04486,45145447599.04486,12107257654.16753,12107257654.16753 
