Time,BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Heat Load [W],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0::Des Latent Heat Load [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Cool Load [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Heat Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0::Des Latent Cool Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0::Des Heat Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0::Des Sens Cool Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Heat Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Cool Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
15:40:00,9.198752E+04,3.866208E+04,3.104372E+00,3.802085E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094089E+01,3.050405E+01,2.397107E+01,6.091993E+01
15:50:00,9.211126E+04,3.854341E+04,3.108535E+00,3.790576E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094080E+01,3.052344E+01,2.396996E+01,6.175316E+01
16:00:00,9.225373E+04,3.832180E+04,3.113331E+00,3.769002E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094072E+01,3.054291E+01,2.396885E+01,6.255571E+01
16:10:00,9.253328E+04,3.809179E+04,3.122754E+00,3.746655E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094062E+01,3.056325E+01,2.396778E+01,6.335247E+01
16:20:00,9.295136E+04,3.785250E+04,3.136846E+00,3.723466E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094018E+01,3.061075E+01,2.396676E+01,6.402809E+01
16:30:00,9.350895E+04,3.760426E+04,3.155639E+00,3.699423E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093969E+01,3.067735E+01,2.396590E+01,6.461679E+01
16:40:00,9.420717E+04,3.734711E+04,3.179171E+00,3.674487E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093923E+01,3.074843E+01,2.396519E+01,6.518391E+01
16:50:00,9.504713E+04,3.708058E+04,3.207480E+00,3.648592E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093879E+01,3.081853E+01,2.396457E+01,6.575440E+01
17:00:00,9.602997E+04,3.680429E+04,3.240603E+00,3.621701E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093836E+01,3.088839E+01,2.396399E+01,6.632590E+01
17:10:00,9.689580E+04,3.651953E+04,3.269771E+00,3.593942E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093792E+01,3.095935E+01,2.396343E+01,6.689340E+01
17:20:00,9.764381E+04,3.622600E+04,3.294969E+00,3.565286E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093784E+01,3.100044E+01,2.396290E+01,6.709794E+01
17:30:00,9.827436E+04,3.592410E+04,3.316210E+00,3.535758E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093778E+01,3.102152E+01,2.396278E+01,6.705157E+01
17:40:00,9.878747E+04,3.561403E+04,3.333496E+00,3.505367E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093768E+01,3.103997E+01,2.396305E+01,6.695680E+01
17:50:00,9.918300E+04,3.529579E+04,3.346819E+00,3.474108E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093756E+01,3.106214E+01,2.396349E+01,6.688914E+01
18:00:00,9.946062E+04,3.496929E+04,3.356170E+00,3.441975E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093745E+01,3.108713E+01,2.396395E+01,6.683977E+01
18:10:00,9.983880E+04,3.463369E+04,3.368920E+00,3.408890E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093734E+01,3.111340E+01,2.396440E+01,6.679181E+01
18:20:00,1.003184E+05,3.428900E+04,3.385085E+00,3.374853E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093701E+01,3.116357E+01,2.396486E+01,6.696794E+01
18:30:00,1.008990E+05,3.393409E+04,3.404657E+00,3.339793E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093668E+01,3.123014E+01,2.396509E+01,6.730546E+01
18:40:00,1.015803E+05,3.356827E+04,3.427621E+00,3.303674E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093639E+01,3.130019E+01,2.396512E+01,6.767967E+01
18:50:00,1.023617E+05,3.319107E+04,3.453957E+00,3.266464E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093611E+01,3.136899E+01,2.396507E+01,6.804137E+01
19:00:00,1.032424E+05,3.280233E+04,3.483643E+00,3.228147E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093585E+01,3.143710E+01,2.396502E+01,6.839524E+01
19:10:00,1.040003E+05,3.217163E+04,3.509180E+00,3.166046E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093558E+01,3.150550E+01,2.396500E+01,6.875231E+01
19:20:00,1.046333E+05,3.129873E+04,3.530511E+00,3.080081E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093565E+01,3.153887E+01,2.396615E+01,6.858717E+01
19:30:00,1.051402E+05,3.018276E+04,3.547597E+00,2.970127E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093574E+01,3.154907E+01,2.396814E+01,6.804135E+01
19:40:00,1.055199E+05,2.882286E+04,3.560395E+00,2.836076E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093577E+01,3.155578E+01,2.397066E+01,6.740426E+01
19:50:00,1.057711E+05,2.721795E+04,3.568865E+00,2.677829E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093578E+01,3.156565E+01,2.397334E+01,6.679716E+01
20:00:00,1.058927E+05,2.536684E+04,3.572968E+00,2.495286E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093579E+01,3.157736E+01,2.397597E+01,6.621535E+01
20:10:00,1.061093E+05,2.376646E+04,3.580279E+00,2.337338E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093580E+01,3.158919E+01,2.397851E+01,6.563276E+01
20:20:00,1.064208E+05,2.241611E+04,3.590790E+00,2.204019E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093559E+01,3.162449E+01,2.397964E+01,6.567185E+01
20:30:00,1.068266E+05,2.131761E+04,3.604473E+00,2.095560E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093536E+01,3.167546E+01,2.398008E+01,6.622543E+01
20:40:00,1.073260E+05,2.047242E+04,3.621312E+00,2.012132E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093517E+01,3.172900E+01,2.398005E+01,6.695174E+01
20:50:00,1.079187E+05,1.988255E+04,3.641294E+00,1.953928E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093500E+01,3.178062E+01,2.397984E+01,6.766946E+01
21:00:00,1.086043E+05,1.955014E+04,3.664406E+00,1.921138E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093483E+01,3.183108E+01,2.397962E+01,6.835968E+01
21:10:00,1.092524E+05,1.920918E+04,3.686250E+00,1.887602E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093466E+01,3.188142E+01,2.397943E+01,6.905040E+01
21:20:00,1.098622E+05,1.886170E+04,3.706802E+00,1.853467E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093459E+01,3.192361E+01,2.397927E+01,6.952543E+01
21:30:00,1.104332E+05,1.850832E+04,3.726053E+00,1.818767E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093453E+01,3.196024E+01,2.397928E+01,6.981928E+01
21:40:00,1.109653E+05,1.814996E+04,3.743990E+00,1.783570E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093446E+01,3.199572E+01,2.397943E+01,7.005354E+01
21:50:00,1.114580E+05,1.778718E+04,3.760600E+00,1.747927E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093438E+01,3.203150E+01,2.397966E+01,7.029614E+01
22:00:00,1.119110E+05,1.742053E+04,3.775873E+00,1.711889E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093431E+01,3.206730E+01,2.397991E+01,7.055381E+01
22:10:00,1.122578E+05,1.708747E+04,3.787566E+00,1.679140E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093423E+01,3.210275E+01,2.398016E+01,7.081682E+01
22:20:00,1.124982E+05,1.678826E+04,3.795672E+00,1.649713E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093440E+01,3.210490E+01,2.398018E+01,7.100853E+01
22:30:00,1.126320E+05,1.652341E+04,3.800188E+00,1.623661E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093456E+01,3.208524E+01,2.398022E+01,7.113847E+01
22:40:00,1.126592E+05,1.629337E+04,3.801109E+00,1.601032E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093466E+01,3.206191E+01,2.398030E+01,7.124819E+01
22:50:00,1.125796E+05,1.609862E+04,3.798432E+00,1.581876E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093473E+01,3.204072E+01,2.398040E+01,7.136177E+01
23:00:00,1.123932E+05,1.593963E+04,3.792152E+00,1.566237E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093480E+01,3.202033E+01,2.398050E+01,7.148235E+01
23:10:00,1.123052E+05,1.581678E+04,3.789199E+00,1.554154E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093487E+01,3.199925E+01,2.398060E+01,7.160580E+01
23:20:00,1.123163E+05,1.573040E+04,3.789578E+00,1.545659E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093470E+01,3.201071E+01,2.398046E+01,7.165383E+01
23:30:00,1.124258E+05,1.568081E+04,3.793274E+00,1.540784E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093454E+01,3.204359E+01,2.398033E+01,7.163397E+01
23:40:00,1.126338E+05,1.566831E+04,3.800285E+00,1.539557E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093443E+01,3.207965E+01,2.398024E+01,7.158801E+01
23:50:00,1.129399E+05,1.569317E+04,3.810606E+00,1.542006E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093435E+01,3.211290E+01,2.398016E+01,7.154117E+01
24:00:00,1.133442E+05,1.575564E+04,3.824234E+00,1.548156E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093428E+01,3.214461E+01,2.398009E+01,7.149736E+01
Peak,1.243962E+05,3.867824E+04,4.196764E+00,3.803573E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,3.569027E+00,3.234648E+00,,,0.000000E+00,0.000000E+00,,,,,,,,
