Date/Time,BATIMENT0000000240879467_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 02/07  19:00:00,12184731.656366829,11216051.66341808,12842151.142476138,14065070.523090353 
 02/07  20:00:00,13345943.759961272,12139268.36382006,13932909.842257837,15391746.129229536 
 02/07  21:00:00,14205576.07729606,12817009.545344038,14732554.359370064,16369583.450947339 
 02/07  22:00:00,14997471.000598816,13449891.1574043,15477422.255560495,17270757.25616214 
 02/07  23:00:00,15815892.493957497,14115027.253407095,16260882.932382438,18208411.77058271 
 02/07  24:00:00,16694171.418368328,14843743.54921792,17115099.43182297,19215685.468992215 
 02/08  01:00:00,17479341.870567694,15498440.039349215,17882348.434666295,20117197.8368247 
 02/08  02:00:00,18023659.656988397,15952739.883469563,18411018.349364344,20735632.683811095 
 02/08  03:00:00,18396725.366755538,16266354.87931545,18770349.115128,21151606.382298026 
 02/08  04:00:00,18988650.702071022,16769249.700638063,19356195.541678946,21830976.47886089 
 02/08  05:00:00,19694597.85342038,17372998.61565695,20061619.013553403,22646204.712844953 
 02/08  06:00:00,20208683.050685953,17815707.260946803,20574088.806148496,23233801.146933205 
 02/08  07:00:00,20473773.99193189,18042540.26828031,20835087.56264981,23533494.796198953 
 02/08  08:00:00,20849990.43310063,18363710.06217992,21210720.909077756,23968709.66263721 
 02/08  09:00:00,21121093.747341286,18628006.038587622,21482182.636685416,24259690.673883952 
 02/08  10:00:00,19842140.50968502,17599202.369520295,19781707.475244828,22409547.27668649 
 02/08  11:00:00,17215589.08042086,15221133.839281324,15938875.30887154,18266343.250056457 
 02/08  12:00:00,14698157.95065051,13150339.313196205,13563271.892670974,15426523.236335326 
 02/08  13:00:00,12887389.601512173,11768491.697169002,12782090.691524923,14232255.012368256 
 02/08  14:00:00,10531149.908494197,10601658.331984248,11939408.523546916,12135382.725516908 
 02/08  15:00:00,8513009.576478086,9685889.686722428,11241373.259944048,10237787.99441237 
 02/08  16:00:00,7351577.892656714,9373255.449638968,11151695.014369378,9701649.23650433 
 02/08  17:00:00,7732160.643628646,9891836.090573695,11429389.044600992,10763307.48639207 
 02/08  18:00:00,10946941.490350619,10810213.623859184,12241623.215431146,12945447.265989657 
 02/08  19:00:00,12498651.356571293,11490140.635519288,13169951.455627,14445234.659591902 
 02/08  20:00:00,13930228.099051703,12648702.290839612,14530245.680496998,16079680.15965537 
 02/08  21:00:00,15562957.122324089,14001551.82205299,16112433.259129299,17946940.224766396 
 02/08  22:00:00,16877169.04554432,15091036.509978086,17384681.243290093,19447741.358737327 
 02/08  23:00:00,17917016.433193248,15953825.798081534,18394071.635292694,20636378.967388164 
 02/08  24:00:00,18582005.53960628,16492191.197837057,19034986.595483042,21404995.27336771 
 02/09  01:00:00,19213819.739953253,17011024.870838966,19646185.85851282,22130763.05123096 
 02/09  02:00:00,19738374.89500247,17443759.342119474,20154874.498084243,22732218.636250775 
 02/09  03:00:00,20134738.849409442,17769709.468884196,20537913.05893737,23186036.977602236 
 02/09  04:00:00,20440855.168805912,18021939.057352178,20833391.485324398,23535048.79631581 
 02/09  05:00:00,20706217.095629707,18241036.7125364,21090454.69487856,23838664.479573503 
 02/09  06:00:00,21003236.866012715,18493301.96137451,21382259.760383934,24175957.11189234 
 02/09  07:00:00,21270470.494431872,18725086.00629934,21645327.983406473,24474262.422045294 
 02/09  08:00:00,21311401.844281446,18762212.82497591,21679583.68172769,24508577.32518472 
 02/09  09:00:00,21274001.107954267,18761552.21798894,21638856.907304596,24437018.225571897 
 02/09  10:00:00,19846800.517298713,17620172.325994946,19885716.92397085,22484587.79670039 
 02/09  11:00:00,17159963.714851998,15262248.243263703,16275672.648629924,18516121.65517239 
 02/09  12:00:00,14454001.55162596,13086716.614068676,13816999.682381367,15520207.429065034 
 02/09  13:00:00,12161466.351721497,11265236.878865097,12171678.25328716,13421975.335979471 
 02/09  14:00:00,10280589.054874502,10292991.090190222,11296950.891161714,11613687.882319499 
 02/09  15:00:00,8954462.717661783,9775639.942028034,10905555.110284898,10331972.239431867 
 02/09  16:00:00,7748256.3584102485,9401349.895975692,10895541.822674656,9732572.22207293 
 02/09  17:00:00,7997989.030572992,9750490.527026253,11165737.888616018,10722484.503395233 
 02/09  18:00:00,10932879.307060761,10748486.694541844,12133415.518357283,12890708.602480061 
 02/09  19:00:00,12221233.66977108,11226852.567470547,12800011.733003166,14043042.211168937 
 02/09  20:00:00,13065861.711300598,11898222.336300392,13577902.181889275,14976146.13236703 
 02/09  21:00:00,14231070.910322933,12857194.353321929,14700812.701265203,16301017.315417176 
 02/09  22:00:00,15345071.09252426,13776273.779457452,15784383.945213692,17582911.03930929 
 02/09  23:00:00,16929643.162602406,15114115.592520006,17357965.985828754,19421140.68933936 
 02/09  24:00:00,17708120.16605336,15734624.808025543,18121181.54081235,20357803.020298816 
 02/10  01:00:00,17917612.61500786,15868139.025906464,18309969.54671572,20629156.31441889 
 02/10  02:00:00,18556652.736301266,16408436.753395624,18937902.84189792,21355125.16421675 
 02/10  03:00:00,19122470.268506296,16894345.888877198,19495045.7585068,21987324.73250443 
 02/10  04:00:00,19490855.675771367,17198288.657953992,19856753.937367186,22416467.731850848 
 02/10  05:00:00,19832495.502260026,17488364.30729669,20193419.72475231,22804784.730975516 
 02/10  06:00:00,20013588.92010038,17644991.30820369,20368666.32511078,23000108.201723203 
 02/10  07:00:00,20173982.78849001,17772949.43958265,20524922.63994194,23190503.94733907 
 02/10  08:00:00,20312044.44646261,17878844.25808408,20660128.78235671,23361106.600194663 
 02/10  09:00:00,20650268.23814033,18198762.95420031,20987557.46168545,23727917.140719168 
 02/10  10:00:00,19282781.109994717,17082468.959765583,19127037.28000435,21674134.727165356 
 02/10  11:00:00,16439308.930564974,14551108.355536759,15123752.215018086,17311215.69009504 
 02/10  12:00:00,14014779.611306053,12520574.398647023,12866139.185864132,14642926.34131392 
 02/10  13:00:00,12075564.545436064,10971419.965374846,11956192.768522233,13342867.976889964 
 02/10  14:00:00,9783565.583654072,9917797.635793561,11186725.798931627,11293843.658431813 
 02/10  15:00:00,8002063.883304174,9323669.371984359,10749974.08082774,9587819.38889801 
 02/10  16:00:00,6742697.270769104,9076930.27929422,10693096.984490767,8644053.369744707 
 02/10  17:00:00,6588096.015945278,9378472.896060554,10957956.16191383,9511894.95702826 
 02/10  18:00:00,9389322.608522417,10501141.077815715,11990627.800988149,12005762.1184312 
 02/10  19:00:00,13458101.758277783,12415288.4883691,14277827.590710843,15636763.04026268 
 02/10  20:00:00,15245027.05442847,13849556.062208401,15983072.581889115,17706123.806895044 
 02/10  21:00:00,16448540.242727242,14814448.683904624,17110382.37365486,19065514.66032608 
 02/10  22:00:00,17222888.003733013,15424135.188281264,17819040.784982566,19927242.393801708 
 02/10  23:00:00,17539818.004085932,15647877.939386886,18077362.247626755,20265202.372960374 
 02/10  24:00:00,17905168.223408714,15924904.050787091,18397337.250644207,20664255.101740967 
 02/11  01:00:00,18508767.756466407,16429912.323777126,18969052.78801105,21326128.559801683 
 02/11  02:00:00,19045009.95820681,16878830.929623667,19480858.742369212,21919648.488159824 
 02/11  03:00:00,19423993.723710176,17185625.24284618,19839641.756687034,22349528.645624585 
 02/11  04:00:00,19804187.13507181,17500873.96352957,20205003.410899702,22779262.695086177 
 02/11  05:00:00,20098594.73815438,17745968.52433116,20487401.978713732,23109758.88049577 
 02/11  06:00:00,20423027.00011519,18017159.975002088,20803545.916694865,23480712.195307255 
 02/11  07:00:00,20427941.11167992,18003203.279553074,20799038.897976056,23497083.6754377 
 02/11  08:00:00,20095030.484892715,17674576.16297196,20454738.966838382,23158887.648333203 
 02/11  09:00:00,20118641.908687484,17716815.94648671,20456420.285896733,23161456.70785919 
 02/11  10:00:00,19025438.330610976,16865762.59962821,18835916.192738328,21360065.74277704 
 02/11  11:00:00,16477785.856649168,14623058.146834746,15171985.318174422,17342721.774115525 
 02/11  12:00:00,14139890.995331379,12705098.71161876,12959487.99781245,14696567.292742535 
 02/11  13:00:00,12228842.405039273,11231920.693219736,12098263.683221534,13400019.160041722 
 02/11  14:00:00,9689929.681856984,10041807.231622264,11176151.887543477,11068019.516937299 
 02/11  15:00:00,7690423.486706387,9283154.63585526,10540272.27924604,9107749.644180166 
 02/11  16:00:00,6214511.9412846835,8882504.064901285,10336009.373738348,7968734.266455524 
 02/11  17:00:00,5844938.737820872,8987163.505060874,10406156.007425709,8682143.492776586 
 02/11  18:00:00,8589031.644033933,9871948.27714008,11177478.136774907,10988714.387351463 
 02/11  19:00:00,11396887.93675127,10698924.924802791,12200886.496524218,13160265.739267495 
 02/11  20:00:00,12830178.389958838,11841673.497994406,13538821.012380593,14783444.243581474 
 02/11  21:00:00,14341351.718738705,13067160.844674814,14977993.980808666,16509365.729886675 
 02/11  22:00:00,15473667.102445755,13984480.944272522,16049343.783100514,17792778.4504032 
 02/11  23:00:00,16394693.805902448,14721779.612022247,16922645.562570065,18853368.993091498 
 02/11  24:00:00,17140911.467800498,15314244.922253843,17629297.381091528,19718097.870158706 
 02/12  01:00:00,17916368.568603527,15959117.433784299,18374071.055979993,20590214.70467155 
 02/12  02:00:00,18488104.57333282,16432564.134764148,18920254.114893164,21230824.046951644 
 02/12  03:00:00,18878288.18987631,16744986.861994632,19289058.832928233,21677211.576023806 
 02/12  04:00:00,19260455.984144572,17057031.79201932,19655110.285402592,22113886.12167857 
 02/12  05:00:00,19527540.480291605,17275821.091395177,19908243.94782808,22413910.341733593 
 02/12  06:00:00,19685682.29152655,17402002.832092285,20054143.57589976,22589900.384075113 
 02/12  07:00:00,19773890.7427869,17467370.733012576,20133043.902129397,22690455.141799644 
 02/12  08:00:00,19891871.365325917,17559587.267100632,20244325.365255952,22827942.16906874 
 02/12  09:00:00,20004780.50018054,17688313.30871643,20329747.688723866,22921168.16436701 
 02/12  10:00:00,18665653.980847005,16600595.090401348,18438079.58670461,20852458.89904436 
 02/12  11:00:00,16039634.254165407,14291660.064085888,14706616.138377482,16747299.021074707 
 02/12  12:00:00,13824547.792278852,12480479.581394963,12604309.283865193,14231045.990974175 
 02/12  13:00:00,11879101.73473456,10964735.415539453,11705844.381696224,12911000.483578078 
 02/12  14:00:00,9267641.943767935,9668526.59838901,10685759.309364289,10518706.189664466 
 02/12  15:00:00,7128612.970602302,8747219.327527398,9900847.695612438,8432219.201867968 
 02/12  16:00:00,5549436.49097605,8223887.908392191,9558719.211829828,7175842.119640281 
 02/12  17:00:00,5081265.745678654,8325098.710482148,9622065.665673867,7813486.884268377 
 02/12  18:00:00,7673091.266208342,9087107.977624439,10241605.365028024,9911985.862501815 
 02/12  19:00:00,10807911.678734867,10189623.600611314,11597946.875633094,12467618.67612227 
 02/12  20:00:00,12456035.35712926,11519266.839926254,13157308.651083518,14344757.770579651 
 02/12  21:00:00,14017637.13409718,12802099.045352757,14648873.042108186,16109768.028868513 
 02/12  22:00:00,15587344.547226701,14107121.292686176,16166845.181644104,17896360.63038426 
 02/12  23:00:00,16883278.87364903,15169916.938276522,17420479.55491587,19392006.085054066 
 02/12  24:00:00,17734075.572013915,15854442.701146085,18232531.882554792,20373975.51333314 
 02/13  01:00:00,18503086.589894176,16479886.233550483,18971358.019240107,21259881.600340202 
 02/13  02:00:00,19155470.764167637,17013875.35808276,19599781.744734026,22009185.294705573 
 02/13  03:00:00,19561421.63438688,17340917.21577012,19984082.61728811,22471627.767906163 
 02/13  04:00:00,19597510.685767557,17350839.469608307,19998965.593033653,22507177.410986293 
 02/13  05:00:00,19534454.59723821,17277469.97145638,19917150.758735925,22430020.32581713 
 02/13  06:00:00,19694923.69083835,17403884.55170641,20065364.97478246,22611051.072267514 
 02/13  07:00:00,19844012.78769424,17524147.794013143,20205649.58964622,22779381.316931963 
 02/13  08:00:00,19956172.565538384,17610784.69217166,20310849.641761612,22910549.293433495 
 02/13  09:00:00,19979156.600405175,17659900.15520683,20291841.84391538,22895864.277403634 
 02/13  10:00:00,18203117.11836444,16185224.871780165,17902063.29561777,20273067.68352833 
 02/13  11:00:00,15189812.047584439,13538879.722273078,13792235.538955819,15720119.994806271 
 02/13  12:00:00,12585477.83271794,11352264.47778225,11317125.714015134,12806887.158711407 
 02/13  13:00:00,10208981.516457167,9446005.96075568,9979193.374333829,10993921.262034016 
 02/13  14:00:00,7178549.877827551,7699023.638884325,8439902.527256694,8102142.399306575 
 02/13  15:00:00,4596995.707964957,6315793.529734562,7137716.948854601,5539927.241405686 
 02/13  16:00:00,2741326.0031167497,5504127.982824578,6468298.403171053,3950386.05173151 
 02/13  17:00:00,2298296.296955584,5615381.111037767,6471748.248618981,4551051.471404341 
 02/13  18:00:00,5365235.660212267,6927432.69761556,7751937.783296236,7197493.239635065 
 02/13  19:00:00,9617847.976254856,9130033.704099447,10382453.083153572,11097848.524379218 
 02/13  20:00:00,11886930.186838614,11006626.209347501,12578605.186131861,13699622.640741887 
 02/13  21:00:00,13220515.82234699,12083383.137466567,13834155.676830668,15208328.823060483 
 02/13  22:00:00,14278080.134787053,12942131.742024632,14827984.012411,16395254.27044271 
 02/13  23:00:00,15355657.186177213,13823100.899598083,15861124.04791574,17627235.24551103 
 02/13  24:00:00,16107649.065090522,14421915.237328662,16574537.743257485,18496748.445540797 
 02/14  01:00:00,16699738.14870228,14892810.584422732,17134479.106991615,19179424.252745155 
 02/14  02:00:00,17064246.855798095,15177419.793443859,17471394.725385882,19593563.363063052 
 02/14  03:00:00,17384239.519071538,15428650.562408244,17768858.45934306,19958725.51908279 
 02/14  04:00:00,17748148.465396445,15722142.380003657,18116882.380794533,20378437.57544671 
 02/14  05:00:00,17996607.54253305,15919147.883138975,18352017.005039766,20665519.45555545 
 02/14  06:00:00,18279842.078315217,16149833.601766534,18625812.07714247,20993924.596808355 
 02/14  07:00:00,18397237.49316085,16240941.065020084,18734313.0387813,21127671.61841977 
 02/14  08:00:00,18483796.069574207,16309665.728754133,18813123.065616436,21222829.095132828 
 02/14  09:00:00,18515777.257269666,16366953.305051995,18802734.3266251,21217297.148586314 
 02/14  10:00:00,16687334.73986755,14843467.90336584,16377542.048014222,18552393.546655275 
 02/14  11:00:00,13635400.957925692,12160256.581123758,12271950.086355025,13986584.059679091 
 02/14  12:00:00,10890073.216533318,9828918.462582652,9636635.57405823,10920619.340653377 
 02/14  13:00:00,8227985.395419214,7664287.024960352,7972957.524275743,8750867.177714549 
 02/14  14:00:00,5356638.118225034,5941098.008651954,6466086.4603677485,6032253.871057216 
 02/14  15:00:00,3140243.5033982284,4844624.996755173,5493416.813135329,3886351.930946228 
 02/14  16:00:00,1585030.7979013554,4299475.699672986,5117871.8409007285,2619727.6838768823 
 02/14  17:00:00,1231165.864094824,4521869.884043807,5252730.794605962,3327681.369957662 
 02/14  18:00:00,3998650.348415669,5616080.383490076,6223660.172019195,5542385.911385866 
 02/14  19:00:00,7967301.932367256,7673198.570147398,8683407.487738512,9170348.099544188 
 02/14  20:00:00,10320303.316123813,9616871.364704214,10970147.902504286,11888068.144552277 
 02/14  21:00:00,12022429.181321591,11015319.236440938,12610412.105094481,13840586.38205329 
 02/14  22:00:00,13423589.02729392,12164845.698197834,13959103.730175953,15447031.75612812 
 02/14  23:00:00,14293609.385749334,12862773.986075496,14779532.142571924,16438155.66084195 
 02/14  24:00:00,14413810.258123204,12916233.995624669,14851908.495451836,16568242.612005688 
 02/15  01:00:00,14588906.909434032,13029408.338214798,14988184.537317554,16759244.286856212 
 02/15  02:00:00,15044294.794309454,13395851.136422826,15416825.365457844,17275398.384375133 
 02/15  03:00:00,15434282.567076925,13710776.558318019,15785106.172360104,17717484.447888598 
 02/15  04:00:00,15682912.080672141,13908757.23812937,16014313.618851107,17994978.609829277 
 02/15  05:00:00,15926195.769106861,14106386.49513961,16244067.892258674,18269274.53038836 
 02/15  06:00:00,16206552.76667625,14338067.47540475,16515275.34139175,18589862.57975503 
 02/15  07:00:00,16516536.020942405,14598205.674461102,16819388.241792105,18945940.805832937 
 02/15  08:00:00,16854583.646070015,14886342.65862187,17154614.819341507,19334066.067830123 
 02/15  09:00:00,16969848.025159735,15018530.29807122,17222273.002141993,19418695.499592166 
 02/15  10:00:00,15344125.477292439,13664469.924427237,14984997.886419334,16979701.78076808 
 02/15  11:00:00,12429207.073156947,11084232.155415019,11015659.748799153,12592028.127801487 
 02/15  12:00:00,9736409.174329678,8802149.846222878,8480167.150758691,9621935.914052881 
 02/15  13:00:00,7157042.808891648,6685078.576230354,6890659.174012958,7572807.778284878 
 02/15  14:00:00,4160374.7732560686,4773349.8897686545,5184922.867573224,4723544.82129504 
 02/15  15:00:00,1644744.5575816273,3370899.8915159707,3868958.4175817855,2250854.4382349416 
 02/15  16:00:00,168926.07195373715,2675173.8428362836,3355736.095220946,942846.9533421709 
 02/15  17:00:00,0.0,2948346.5777121596,3603913.8285920452,1709366.3487988585 
 02/15  18:00:00,2495282.920594979,4194520.200652039,4706404.97799799,4034377.2717298847 
 02/15  19:00:00,6366084.684766079,6201853.497698763,7060436.446079848,7448313.621291565 
 02/15  20:00:00,8609475.83793526,8052214.634437736,9238263.79630653,10042142.033905916 
 02/15  21:00:00,10139261.707715262,9304611.446233492,10703591.228005407,11787595.655024964 
 02/15  22:00:00,11044571.460163238,10023683.415051265,11553256.308072688,12820425.546181366 
 02/15  23:00:00,12012275.321410686,10810995.351800738,12477596.744100325,13924530.351989046 
 02/15  24:00:00,12837208.925187048,11482804.198157748,13266363.612929579,14866487.82360166 
 02/16  01:00:00,13567207.707724698,12084699.861415273,13965776.777290616,15692379.519098807 
 02/16  02:00:00,14476093.847971622,12852873.247134667,14854026.908207184,16722325.772265924 
 02/16  03:00:00,15406843.895491395,13654017.468764791,15770383.072689079,17766001.935262185 
 02/16  04:00:00,16242518.417753402,14380188.399048384,16595506.665189564,18696050.038847826 
 02/16  05:00:00,16905220.342297576,14949841.954068221,17250023.736907046,19442982.73872616 
 02/16  06:00:00,17615845.874483928,15572895.428840723,17956050.031956583,20232570.8724045 
 02/16  07:00:00,18330832.734980337,16195742.745497871,18670112.361531634,21039918.611787654 
 02/16  08:00:00,18828317.930896197,16620688.156704303,19166659.02582455,21614679.251315795 
 02/16  09:00:00,18931688.858174615,16747048.746025776,19200676.687616024,21670385.657687895 
 02/16  10:00:00,17023901.350540224,15152783.565995732,16558226.746488623,18793217.870228574 
 02/16  11:00:00,13712818.706214758,12272081.0907828,12253450.474366566,13947766.5503096 
 02/16  12:00:00,10687201.51446388,9702510.80716693,9392813.04333195,10609081.782521227 
 02/16  13:00:00,8254927.567422805,7772143.486667333,8015017.395395715,8716296.04816884 
 02/16  14:00:00,5498181.327032504,6278920.592673815,6763542.426498929,6141880.250119304 
 02/16  15:00:00,2948049.90484305,5004443.895927012,5584626.955964349,3631325.7776624677 
 02/16  16:00:00,1118274.246554538,4206223.216805823,4972514.246508073,2100390.4374750713 
 02/16  17:00:00,857320.5902007227,4489604.63523986,5224229.175888678,3031042.533644837 
 02/16  18:00:00,3490027.706416162,5462999.381213296,6014534.05872556,5111314.647998503 
 02/16  19:00:00,6386911.640684503,6402463.47362819,7139827.537408093,7285223.632806576 
 02/16  20:00:00,7812544.926429732,7531550.052814124,8453424.816691682,8891033.006774915 
 02/16  21:00:00,9801550.866766455,9168389.969007207,10372893.464268887,11176321.467023494 
 02/16  22:00:00,11927932.787974667,10936789.310101222,12457886.199024506,13639931.313034443 
 02/16  23:00:00,13380793.19732198,12134585.560599364,13870980.731042607,15318045.998925308 
 02/16  24:00:00,13921481.593373815,12539966.28336985,14369428.29000788,15956476.314910103 
 02/17  01:00:00,14179836.564945415,12704445.29287218,14590345.210312082,16277040.98330586 
 02/17  02:00:00,14502059.884177258,12945212.673618019,14881897.299417133,16650060.995406602 
 02/17  03:00:00,14906353.27700798,13273393.992336784,15262917.751300663,17104508.17581808 
 02/17  04:00:00,15222834.757084116,13534236.597267203,15560064.964124594,17452067.911190256 
 02/17  05:00:00,15501787.467202183,13758952.004705641,15824308.857179102,17770999.96652563 
 02/17  06:00:00,15659802.368691096,13874811.281696286,15970415.016068468,17962886.36754201 
 02/17  07:00:00,15515983.619528567,13715551.664094996,15813041.285815006,17828577.217312388 
 02/17  08:00:00,15180238.52492573,13388009.28735147,15463607.29446122,17477539.168158274 
 02/17  09:00:00,14484064.27519612,12773449.92961837,14751246.418716688,16688501.531136775 
 02/17  10:00:00,13019472.258021848,11605597.46450738,13265648.464598626,14915472.236441435 
 02/17  11:00:00,11180260.75049489,10170506.302000862,11369640.453863367,12610601.846603606 
 02/17  12:00:00,9442855.82395713,8786290.518237537,9580536.670158543,10456213.593415003 
 02/17  13:00:00,7506831.9336411385,7231692.695469878,7630893.261210173,8130050.853487114 
 02/17  14:00:00,6325265.785146626,6295389.449241288,6544730.968685998,6756377.707983439 
 02/17  15:00:00,5658271.772205845,5688889.560447801,5894782.770695912,6016329.358730558 
 02/17  16:00:00,5188246.252576609,5188555.249055434,5420067.709579561,5554848.215094486 
 02/17  17:00:00,5225734.458823495,5126233.054514446,5456489.872939565,5703790.5016933195 
 02/17  18:00:00,5838740.240981243,5541485.748362444,6050661.772607656,6486361.1926846225 
 02/17  19:00:00,6463944.465819418,5900155.344387344,6601746.475844998,7241610.432566466 
 02/17  20:00:00,7148864.982114657,6471315.5541743385,7289160.61963086,8051005.621821746 
 02/17  21:00:00,7891727.404074674,7105568.148947191,8029520.332039339,8906444.253669899 
 02/17  22:00:00,8380432.688344813,7525757.706352301,8522549.763350584,9470451.305647675 
 02/17  23:00:00,8804840.25292505,7888599.133752879,8951569.453777235,9963828.76656164 
 02/17  24:00:00,8355766.281177609,7457176.806030008,8496623.908272916,9500362.0379214 
 02/18  01:00:00,8013567.638234487,7123045.804806013,8149797.811891186,9155996.304327643 
 02/18  02:00:00,8133696.263483083,7215338.464324826,8270801.623212485,9308670.287135947 
 02/18  03:00:00,8209232.944082752,7276315.941291088,8346113.108675711,9399283.749863386 
 02/18  04:00:00,8396024.962349491,7436210.245849265,8533310.312500212,9615671.056320308 
 02/18  05:00:00,8507003.289517606,7527233.357229726,8644931.314952832,9749695.723033119 
 02/18  06:00:00,8512096.476968426,7526706.375228362,8649688.00955562,9760637.756888675 
 02/18  07:00:00,8491537.333339732,7505308.988705669,8628254.013330823,9739745.136980865 
 02/18  08:00:00,8649111.804165162,7640090.091029144,8787810.918472793,9925023.773349969 
 02/18  09:00:00,8717964.776532745,7712764.616272865,8858858.752365746,9997578.822303694 
 02/18  10:00:00,8083572.937862859,7248040.408568626,8219365.465824511,9198124.173401896 
 02/18  11:00:00,7223720.532324482,6666091.884007834,7337851.544410415,8051270.943237444 
 02/18  12:00:00,6020871.73973349,5767065.334202159,6090391.214594502,6503105.139200797 
 02/18  13:00:00,4804943.33954086,4825665.941071454,4900876.363543969,5044150.665873428 
 02/18  14:00:00,3489498.295802033,3906154.812211251,3878347.3525352958,3623037.774979221 
 02/18  15:00:00,2179679.890102702,3053480.941846246,3038390.481930622,2312580.9519610424 
 02/18  16:00:00,2212032.327395401,2955636.4021621197,2951666.2876324877,2335239.4380631386 
 02/18  17:00:00,1825090.00044259,2768417.016965912,2864207.1136574703,2302954.238937896 
 02/18  18:00:00,2170133.5899577835,2999723.130597641,3219245.6877467697,2918955.239499029 
 02/18  19:00:00,4325043.232884338,4156469.18902158,4613595.92512324,4894051.742306408 
 02/18  20:00:00,5761084.165139628,5391984.910979925,6026378.571472876,6498384.970074948 
 02/18  21:00:00,6626135.755887736,6114436.560256313,6873028.204736488,7487909.9199214745 
 02/18  22:00:00,7667060.607279638,6998053.645406982,7902931.171890935,8679476.03972592 
 02/18  23:00:00,8868852.66316711,8024615.63296184,9101916.037196841,10062743.4457878 
 02/18  24:00:00,10057632.171666624,9040487.167906055,10291631.82409238,11436806.766275607 
 02/19  01:00:00,10758016.710764533,9625923.086047435,10988845.93135832,12257187.591119744 
 02/19  02:00:00,11256618.918276807,10046703.025815345,11483241.267489098,12831949.501397558 
 02/19  03:00:00,11474006.689445691,10229745.455527028,11695032.044296157,13073909.15155595 
 02/19  04:00:00,11386403.21860764,10144833.459923109,11598024.330663437,12968260.446888562 
 02/19  05:00:00,11170988.757778978,9944943.687190834,11372674.593617179,12723359.429521048 
 02/19  06:00:00,11132888.344974035,9899704.422617588,11329066.025278596,12689702.411448881 
 02/19  07:00:00,10988608.361209696,9755412.21172195,11179615.895350194,12547204.138098542 
 02/19  08:00:00,10933446.839965379,9697030.640470674,11120510.121209525,12494539.31855703 
 02/19  09:00:00,10394061.781736305,9220795.271248793,10565920.899166577,11888491.976327267 
 02/19  10:00:00,9186291.097337136,8264191.22525314,9346951.487744246,10438539.395825176 
 02/19  11:00:00,7757086.540424812,7165744.156406433,7868622.493639268,8641184.788930785 
 02/19  12:00:00,6580483.961444587,6226350.548532192,6641358.930371751,7177266.300311085 
 02/19  13:00:00,5729033.763804016,5536451.795534444,5840005.068332905,6203317.800077904 
 02/19  14:00:00,5247217.50385396,5152587.39953988,5426599.42365372,5684762.527594781 
 02/19  15:00:00,4805693.665288358,4914639.389204008,5183103.848959603,5233756.1515626535 
 02/19  16:00:00,4137088.0652865316,4644299.953845099,4993948.309203898,4655169.60390682 
 02/19  17:00:00,3725644.043772208,4647670.8065350745,5160140.817730847,4781755.855257968 
 02/19  18:00:00,4457287.856802779,5102361.3662773855,5715751.684309237,5767527.243232809 
 02/19  19:00:00,6299664.737491905,5816896.182244809,6606417.630868289,7261375.255370824 
 02/19  20:00:00,7174361.069648111,6549676.261840257,7453151.242384838,8237472.509890219 
 02/19  21:00:00,7870354.333929909,7138781.17365277,8127522.039098443,9006453.093558302 
 02/19  22:00:00,8525795.386891164,7685506.863514915,8767395.116099473,9752831.74605928 
 02/19  23:00:00,9695343.795785177,8684533.63352153,9935279.270382192,11101862.755741049 
 02/19  24:00:00,10038109.416048506,8952113.547425127,10267883.445718123,11513352.247536974 
 02/20  01:00:00,10100914.041877951,8972334.066203596,10319280.03091986,11612790.940967247 
 02/20  02:00:00,10711348.669748208,9484294.322140388,10929545.221617015,12330796.071831085 
 02/20  03:00:00,11684022.787294954,10336668.334772037,11907259.371076435,13430568.370655904 
 02/20  04:00:00,12538257.246109348,11093162.861565273,12764596.4775881,14380965.002405297 
 02/20  05:00:00,13118421.92582756,11603411.75076055,13346180.317534214,15030782.008743277 
 02/20  06:00:00,13574731.309368659,11997916.649877347,13804629.616521811,15553774.508802135 
 02/20  07:00:00,13863413.934179282,12244913.20875874,14094197.123998273,15887364.194638923 
 02/20  08:00:00,14369734.357976168,12704073.106378654,14604680.74377377,16441627.73181139 
 02/20  09:00:00,14489775.94236799,12878092.281602781,14676667.745277233,16489762.863522174 
 02/20  10:00:00,13025564.300639471,11704158.480278263,12647118.64384203,14253548.012112128 
 02/20  11:00:00,10510765.613682251,9523467.785176981,9322883.776642688,10528039.934994267 
 02/20  12:00:00,8284287.8790484965,7633495.0682683075,7184567.486711577,8044868.916026899 
 02/20  13:00:00,6443189.9912571255,6165911.650370252,6252185.055510855,6752028.57748352 
 02/20  14:00:00,4177382.5261710994,4973889.79869253,5343650.061998088,4719095.666799501 
 02/20  15:00:00,2249143.4481548565,4251886.301516337,4774809.351758262,2883456.9834045647 
 02/20  16:00:00,1006929.3428556374,4025386.3132556025,4758970.126050288,1969934.2052376908 
