Date/Time,BATIMENT0000000357175643_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000357175643_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000357175643_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,0.0,0.0,0.0 
 01/01  02:00:00,0.0,0.0,0.0 
 01/01  03:00:00,0.0,0.0,0.0 
 01/01  04:00:00,0.0,0.0,0.0 
 01/01  05:00:00,0.0,0.0,0.0 
 01/01  06:00:00,0.0,0.0,0.0 
 01/01  07:00:00,0.0,0.0,0.0 
 01/01  08:00:00,0.0,0.0,0.0 
 01/01  09:00:00,0.0,0.0,0.0 
 01/01  10:00:00,0.0,0.0,0.0 
 01/01  11:00:00,0.0,0.0,0.0 
 01/01  12:00:00,0.0,0.0,0.0 
 01/01  13:00:00,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0 
 01/01  18:00:00,0.0,0.0,0.0 
 01/01  19:00:00,0.0,0.0,0.0 
 01/01  20:00:00,0.0,0.0,0.0 
 01/01  21:00:00,0.0,0.0,0.0 
 01/01  22:00:00,0.0,0.0,0.0 
 01/01  23:00:00,0.0,0.0,0.0 
 01/01  24:00:00,0.0,0.0,0.0 
 01/02  01:00:00,0.0,0.0,0.0 
 01/02  02:00:00,0.0,0.0,0.0 
 01/02  03:00:00,0.0,0.0,0.0 
 01/02  04:00:00,0.0,0.0,0.0 
 01/02  05:00:00,0.0,0.0,0.0 
 01/02  06:00:00,0.0,0.0,0.0 
 01/02  07:00:00,0.0,0.0,0.0 
 01/02  08:00:00,0.0,0.0,0.0 
 01/02  09:00:00,0.0,0.0,0.0 
 01/02  10:00:00,0.0,0.0,0.0 
 01/02  11:00:00,0.0,0.0,0.0 
 01/02  12:00:00,0.0,0.0,0.0 
 01/02  13:00:00,0.0,0.0,0.0 
 01/02  14:00:00,0.0,0.0,0.0 
 01/02  15:00:00,0.0,0.0,0.0 
 01/02  16:00:00,0.0,0.0,0.0 
 01/02  17:00:00,0.0,0.0,0.0 
 01/02  18:00:00,0.0,0.0,0.0 
 01/02  19:00:00,0.0,0.0,23874.325011572364 
 01/02  20:00:00,0.0,0.0,93416.07294688112 
 01/02  21:00:00,0.0,0.0,155276.67661368527 
 01/02  22:00:00,0.0,0.0,221844.89903299802 
 01/02  23:00:00,0.0,0.0,292135.2884987868 
 01/02  24:00:00,0.0,0.0,382593.055856111 
 01/03  01:00:00,0.0,0.0,483735.2086074841 
 01/03  02:00:00,0.0,0.0,604249.8407028911 
 01/03  03:00:00,0.0,0.0,694477.8879781298 
 01/03  04:00:00,0.0,0.0,762288.2430990671 
 01/03  05:00:00,0.0,0.0,817310.9373426748 
 01/03  06:00:00,0.0,0.0,861332.812448136 
 01/03  07:00:00,0.0,0.0,903941.4919853254 
 01/03  08:00:00,0.0,0.0,939219.6300506312 
 01/03  09:00:00,0.0,0.0,968298.5469802849 
 01/03  10:00:00,0.0,0.0,975089.4733485098 
 01/03  11:00:00,0.0,0.0,928289.042865323 
 01/03  12:00:00,0.0,0.0,818620.507472264 
 01/03  13:00:00,0.0,0.0,693742.9205538243 
 01/03  14:00:00,0.0,0.0,605619.0599051672 
