building_id,site,layout_mode,weather_fold,promoted_idf_sha256,sidecar_idf_sha256,eplus_return_code,severe_errors,fatal_errors,rows_compared,max_abs_diff,max_rel_diff,identical,heating_kwh_promoted,heating_kwh_meter,interior_equipment_electricity_kwh,total_site_energy_kwh,floor_area_m2,run_seconds
BATIMENT0000000240880044_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,5c4775ef36cef0a3671d1e00cc5ae422ea835792e88b9f5d9a121a90f32b9f42,3a31968c461fef05c7412aba01948c977d14284cf473c8852ded7cbfb72ac827,0,0,0,70080,0.0,0.0,True,236508.72436,236508.72,135835.47,372344.2,5168.7775,9.983
BATIMENT0000000240880049_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,8c04bdcb81e6fe50006e35aa834532ff5e27c63d8376f5b5a013c1e0e9a036c2,4dbe20b15d3c888270bdb9fb7677b7139eebb3f3f959bcd9ee3f6dbe27f11777,0,0,0,35040,0.0,0.0,True,29132.922134,29132.92,6201.27,35334.19,235.9692,3.293
BATIMENT0000000240880050_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,da8c717313017b8cac1c5073ff102d8441a39a2aece95bad05cac80aa1a767b8,a7192abcf5d02f9bf6b6215f890cd2ae595977f9271f2872f42071c32de49394,0,0,0,35040,0.0,0.0,True,35482.470051,35482.47,8077.37,43559.84,307.3581,3.304
BATIMENT0000000240880071_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,75ae8afcf14e2fa5ee5218814c7881a0d8327cb3e38988c41febabccffb9019d,583ecfc9528f2fd67aded631598fabf958a1195d04b949ff8d312bfd4e2b6b1f,0,0,0,17520,0.0,0.0,True,7664.006098,7664.01,1455.89,9119.9,55.3993,1.943
BATIMENT0000000240880079_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,9f4fe7c75586052c2c4695869ff07d43023f2f4ff78f036ff3feae871ac1b319,91e039ef55a98ac0267ac7f2903a5572cf2b0f3d2587508e7287d1f62e436f51,0,0,0,17520,0.0,0.0,True,6115.996167,6116.0,2989.37,9105.37,113.7508,1.936
BATIMENT0000000240880082_part0,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED,fr,040a012f7bb905c779cd923ee4959c6d5c81987a785be073b9d518eb321e13fd,689cb8deb4e9bfc9a759753446b509ad7ddb075362f9c0ae53f612374bc853ce,0,0,0,8760,0.0,0.0,True,17428.396884,17428.4,3739.88,21168.28,142.309,1.498
BATIMENT0000000240880083_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,f00b534540d011e53204cb0c77c5b95842dcebffd7da03374bcfeb387c9e1f23,a69a4c2cc1ea5d59f0cf205321451664386543a9f6996929269aa124b9d4c20b,0,0,0,17520,0.0,0.0,True,20744.552279,20744.55,5127.88,25872.43,195.1248,2.088
BATIMENT0000000240880094_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,030c09f074b5f3e04fa49858cc08696e3a7c7ede1557a64eedf0e959c6fe8131,bf33425146e5715b489e4ed871ba1ac2a18471d539cdf4e99c7d3398737d4faf,0,0,0,17520,0.0,0.0,True,13803.358736,13803.36,2950.03,16753.39,112.2539,2.427
BATIMENT0000000240880100_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,bb07a9df56d0741ba90e49204a027142fef5901bc4317e7253e00848486db719,d379309361f3678d8170289cb707f0aeadda8f76dadfa003554b3503a89946d0,0,0,0,52560,0.0,0.0,True,143140.87471,143140.87,76025.44,219166.32,2892.9012,17.149
BATIMENT0000000240880109_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,177127aa0e7eb06aceed05a5bc7c3741dcd20bfb8ff2160775f7ab8e003aaf43,8e315a9be683c3179812b760d27591a0be12039ae57b8ba99cf57a3a9bf810ee,0,0,0,35040,0.0,0.0,True,29667.209932,29667.21,17637.67,47304.88,671.144,3.282
BATIMENT0000000240880110_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,34364ded0415e102c6d2072bde5b2577723dfa7e19fdf42bb9fe45ceb32fd171,735fb3573cca25802b0164ea7fa2529ee362e9161a68d85d11daa123c17339b7,0,0,0,35040,0.0,0.0,True,84059.513914,84059.51,21116.02,105175.53,803.5014,4.413
BATIMENT0000000240880149_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,4012875da8eed8f6d7b4fbb6531ac5a2a230396a240563d6c885ec1d5cb8a6db,d0204b67122b86fc5e1a9067d704300c808b962ba7277f7f747e4aa4ba2b3234,0,0,0,26280,0.0,0.0,True,15405.589716,15405.59,2673.61,18079.2,101.7357,2.658
BATIMENT0000000240880159_part0,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED,fr,e302f23d9336f35134ad42ca8eef05c8b2fdd7c1821ec523fdbfdaeb8e215f0c,81a8d922f1e94cf0d59f503d2041e76d6e1117a81ca0956b76a13bca8d121963,0,0,0,8760,0.0,0.0,True,5026.09993,5026.1,3557.55,8583.65,135.371,1.534
BATIMENT0000000240880162_part0,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED,fr,5bdbbbcb7a8b605c74ad03fc4a7f9e688b7e2875610347856f9c9ce2e6f7c1a7,dbd96abae895d82bfbe29e823acfa6f1555cf16d3929213bdee633d38dcf39e5,0,0,0,35040,0.0,0.0,True,13144.665243,13144.67,4597.35,17742.01,174.9371,2.749
BATIMENT0000000240880169_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,4ab4e82b1bd19c8f511db79dce659d628606951efe37704809a441cdc4e2d297,2aaf81964338be73940b2432c56b429dc795fa9393aab75e1917dfe81c503e07,0,0,0,17520,0.0,0.0,True,18563.581545,18563.58,3270.54,21834.12,124.4497,2.776
BATIMENT0000000240880170_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,7dd47e34b9629e11ddc076db7a24d98732fae8a7c65ce2b942f4c3bdd24bd3c2,64956d0df35eaf93f35eac8db13bcc1f4ba77cdfb8f1c66c6bf410042bd7f43c,0,0,0,17520,0.0,0.0,True,8029.060877,8029.06,1127.22,9156.28,42.8925,2.189
BATIMENT0000000240880172_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,bdbd90d79d3c73316c79faa6f89d49e06f12f2dc9c44f385a12bc5da76c9a0c5,18b722d37cf68ec54b46a6b047054fe44e124ad8faf6d8e87bc4ff15b9a9947f,0,0,0,26280,0.0,0.0,True,17983.241094,17983.24,4162.8,22146.04,158.4017,2.882
BATIMENT0000000240880189_part0,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED,fr,3de9a0fc9863364f621cfd86313b03cef729c18bb99838c870b5b4371fcab367,8049160ebb347b69a5a030488e8563a4ba543508e548dadbf9b3e8be39e8c2ec,0,0,0,8760,0.0,0.0,True,5497.314977,5497.31,2512.57,8009.89,95.6078,1.52
BATIMENT0000000240880199_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,6c1a6829a6db2247528fb62243feb03e1ed097b12a5374ec50e67a17eac69267,2a95a1b99e9ed36f4df2bc646b502bbed2259bd25977ad658e56f51ea43dae0e,0,0,0,17520,0.0,0.0,True,11679.350636,11679.35,5587.04,17266.39,212.5966,1.951
BATIMENT0000000240881546_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,ace04e122fbbb163bb4b6eeed91c1c0f988f366ce141b09ee729ce22cdc08877,79b0996f16dcd5dcf2b7901d6c58761cfece17f73bbd6cb9b433de133c92b9ce,0,0,0,17520,0.0,0.0,True,15633.979161,15633.98,10299.34,25933.32,391.908,2.515
BATIMENT0000000357175643_part0,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,fr,f3a0094a0d2cdcd2032e585d7dae69f7b0f14b584e39220ae2baffc496c4f819,133ad28e955f4b73a0edb91ae979e9d3cc03a37d9733f10b4da877fde44ccd66,0,0,0,26280,0.0,0.0,True,6957.561885,6957.56,5819.15,12776.72,221.429,2.323
