building_id,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds,platform,energyplus_version,layout_json
BATIMENT0000000013365727_part0,FR.N.MFH.07.Gen.ReEx.001.001,MFH,FR.07,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,78c9440a54ce1be6e3e6473419d8c1a562ac040a2d26426014aa3e22fcf99b51,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,147.1082,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000013365727_part0.json
BATIMENT0000000240877101_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7170df23f2bbc73d60a687e292489f721b404ab5aadad04f53fabb48d80de314,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,887.9243,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877101_part0.json
BATIMENT0000000240877122_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7c0c45b6b0e7b546d3abfb6deb65eb67b073ac9ad21b0f1e5141e50a1bcf0e75,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,36.5352,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877122_part0.json
BATIMENT0000000240877130_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,1d50d7c0bfa9d69c9acaf9048d4f252df2e441c2fafedddb57736abe8462fdf6,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,347.9591,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877130_part0.json
BATIMENT0000000240877151_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,735ae2f6f1ef93ea472dca71a66e1fe574e8a4aa1f127f3543d7150dcc2a4938,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,1630.2966,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877151_part0.json
BATIMENT0000000240877159_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,5f632dec3ea36705c806866da6dfd62189f6497d1d1ef603e1dd8f508152123d,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,296.5848,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877159_part0.json
BATIMENT0000000240877169_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,8dc244c86f8e5bc51f0e8b6ef686b6fa34fb19983d80229bfbc816f8adaa330e,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,267.664,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877169_part0.json
BATIMENT0000000240877179_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,fdd31cbe0bbd0560dbc3235124d4c954fb3d5f2e2992c3a7635ebf14a4fe2d0e,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,383.9664,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877179_part0.json
BATIMENT0000000240877182_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,81a366edb490649e714cb5c35726a91472e39ba4e449c3334e1e164abb031d31,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,107.879,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877182_part0.json
BATIMENT0000000240877183_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,167ab89ddf56afdedce5d51993b7fb7e8e1c3021eee774b162e0146c94415c43,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,,,,528.5263,,,,,openubem/outputs/eu_evidence/EU-17/FR-LYO-HAUTCOEURPENTES/layouts/BATIMENT0000000240877183_part0.json
