building_id,stem,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,construction_period_provenance,floor_area_m2,gross_footprint_area_m2,conditioned_floor_area_m2,eui_denominator_m2,context_building_count,fallback_reason
BATIMENT0000000013365727_part0,489894ba3d990787,FR.N.MFH.07.Gen.ReEx.001.001,MFH,FR.07,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,78c9440a54ce1be6e3e6473419d8c1a562ac040a2d26426014aa3e22fcf99b51,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,147.1082,147.1082,147.1082,147.1082,5,
BATIMENT0000000240877101_part0,15f931a2760e942c,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7170df23f2bbc73d60a687e292489f721b404ab5aadad04f53fabb48d80de314,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,887.9243,887.9243,887.9243,887.9243,6,
BATIMENT0000000240877122_part0,b875712b4bd17d5c,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7c0c45b6b0e7b546d3abfb6deb65eb67b073ac9ad21b0f1e5141e50a1bcf0e75,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,36.5352,36.5352,36.5352,36.5352,11,
BATIMENT0000000240877130_part0,5627115eb3ab450c,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,1d50d7c0bfa9d69c9acaf9048d4f252df2e441c2fafedddb57736abe8462fdf6,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,347.9591,347.9591,347.9591,347.9591,11,
BATIMENT0000000240877151_part0,f1b0644cda5b4bf0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,735ae2f6f1ef93ea472dca71a66e1fe574e8a4aa1f127f3543d7150dcc2a4938,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,1630.2966,1630.2966,1630.2966,1630.2966,10,
BATIMENT0000000240877159_part0,7d9a087b87add75b,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,5f632dec3ea36705c806866da6dfd62189f6497d1d1ef603e1dd8f508152123d,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,296.5848,296.5848,287.6883,287.6883,8,
BATIMENT0000000240877169_part0,32da933d7dc2ce69,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,8dc244c86f8e5bc51f0e8b6ef686b6fa34fb19983d80229bfbc816f8adaa330e,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,267.664,267.664,267.664,267.664,8,
BATIMENT0000000240877179_part0,ad5416ce6925106c,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,fdd31cbe0bbd0560dbc3235124d4c954fb3d5f2e2992c3a7635ebf14a4fe2d0e,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,383.9664,383.9664,383.9664,383.9664,8,
BATIMENT0000000240877182_part0,627d94cf56761b9d,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,81a366edb490649e714cb5c35726a91472e39ba4e449c3334e1e164abb031d31,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,107.879,107.879,107.879,107.879,8,
BATIMENT0000000240877183_part0,2ebe91c961e2ba6a,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,167ab89ddf56afdedce5d51993b7fb7e8e1c3021eee774b162e0146c94415c43,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,528.5263,528.5263,528.5263,528.5263,8,
BATIMENT0000000240877518_part0,2d09d3af2c55fb50,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,a57403df1930a4a47f3a6fbea1f9f7e148c5777c025af9ae884de1477e021b73,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,7630.3759,7630.3759,7401.5109,7401.5109,6,
BATIMENT0000000240877519_part0,b5889fd419ab0cd9,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,d8866de00b6cecaff7a85fdfd4fdc00903e2a7faa7dbfd983d579a4c9519b339,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,876.8037,876.8037,876.8037,876.8037,3,
BATIMENT0000000240877522_part0,b48fbcf2ebf80d7a,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,631d7fc53e6d0471829e52f8bb7548e2f4746958cfd09933203261441cf95bc5,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,478.8696,478.8696,464.5023,464.5023,5,
BATIMENT0000000240877523_part0,00625894313050dc,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,141ee3ff18b3ee3915658e9c013355a1b59c203cdd1c200722636ce75ce040fa,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,,316.6478,316.6478,288.1495,288.1495,5,
