Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,218867932708.5615,244700962087.66025,244700962087.66025,218867932708.5615,218867932708.5615 
