Date/Time,RELATION_12803889_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12803889_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12803889_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12803889_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,17732085.482871246,16218056.586199239,16965562.176741675,28845216.229372673 
 01/01  02:00:00,18446987.4486692,16934445.63995706,17701283.4447046,29977546.691956297 
 01/01  03:00:00,18498005.632028606,16991698.43267554,17767402.87092839,30144820.96383225 
 01/01  04:00:00,18808509.616780326,17307828.231219776,18094717.21093208,30647869.27671141 
 01/01  05:00:00,19119703.211543553,17628307.495076492,18426176.10342935,31110724.270765975 
 01/01  06:00:00,18970768.387409776,17484081.866366982,18287470.223645087,31007708.74703384 
 01/01  07:00:00,18885878.796949092,17403571.4341087,18209659.608695332,30923887.91144208 
 01/01  08:00:00,18978547.542327203,17503211.92712829,18314123.401371032,31059690.587120548 
 01/01  09:00:00,19075810.238104004,17609079.22851394,18424748.580196522,31157054.112081643 
 01/01  10:00:00,18679248.898348328,17234106.223694228,18044345.336179063,30343411.11076473 
 01/01  11:00:00,17763949.864087533,16385514.44167269,17174403.75427361,28064369.305901207 
 01/01  12:00:00,15820670.481453948,14514348.448505923,15266679.888147611,24418604.927521415 
 01/01  13:00:00,14115315.139335183,12865061.940939236,13581154.806133352,21353308.69089844 
 01/01  14:00:00,13355560.487524105,12121264.465064289,12810191.27732363,19948514.785928737 
 01/01  15:00:00,12501720.138343913,11301707.756484527,11973307.265510276,18511442.82083668 
 01/01  16:00:00,10653995.477098782,9545560.49836402,10205718.763459504,15585018.778034916 
 01/01  17:00:00,9765991.565916838,8637387.263769163,9298144.183231603,15122281.246335942 
 01/01  18:00:00,9760941.523118567,8552313.842539188,9238057.691399071,16387003.25044758 
 01/01  19:00:00,13045112.757159073,11566761.347076379,12214573.315812651,21583439.295620512 
 01/01  20:00:00,13988665.983119437,12503217.092550622,13168528.410557365,22939294.30137352 
 01/01  21:00:00,14365565.311908763,12867591.404975938,13541280.197432876,23625138.564942095 
 01/01  22:00:00,14829088.56454444,13323988.445493685,14008848.276770331,24372803.239854455 
 01/01  23:00:00,15723020.281776618,14211810.550873835,14918169.083514068,25886317.946034886 
 01/01  24:00:00,16506293.413676944,14997451.777623512,15726303.34270124,27126176.599203702 
 01/02  01:00:00,16569721.543523703,15058938.424460003,15797708.828127287,27461218.866612054 
 01/02  02:00:00,16599991.788754677,15085951.677501366,15843011.87315206,27976698.602025792 
 01/02  03:00:00,16878430.464682907,15369346.74853505,16153203.202951774,28877875.102856897 
 01/02  04:00:00,18509030.96291897,17007911.07774825,17836924.66374667,31576017.29629401 
 01/02  05:00:00,20146438.181144,18657574.266315993,19528804.149273027,34149018.085316986 
 01/02  06:00:00,20797498.21999336,19321561.37910481,20216939.385240745,35132403.89744449 
 01/02  07:00:00,20960720.242017407,19498872.069226466,20407852.996748615,35360479.54467544 
 01/02  08:00:00,20164248.896595653,18713901.99657278,19627956.416669965,34428385.74077224 
 01/02  09:00:00,19477518.641799934,18037165.112436116,18959515.910151217,33807969.76388656 
 01/02  10:00:00,18771315.00330772,17345384.706375826,18266104.940108404,32700792.28136211 
 01/02  11:00:00,17846529.29604763,16440547.224874351,17279984.73483956,29047340.272427313 
 01/02  12:00:00,15975450.276767686,14553265.317514725,15217558.517519088,22852986.31458821 
 01/02  13:00:00,14249443.31127669,12798575.761165645,13307361.213427965,18112985.12830481 
 01/02  14:00:00,13272372.841993865,11817891.861825338,12237037.072476769,15617570.855723687 
 01/02  15:00:00,13252396.50539497,11796418.568975857,12219589.362583805,15967459.369087836 
 01/02  16:00:00,12677016.638641398,11222039.452541929,11647781.524061795,15757405.554136738 
