cell,variant,n_manifest,n_success,html_path,content_hash,n_buildings,n_context,size_bytes,has_basemap,has_utci_layer
nyc_suburban,after_B05,1589,1589,C:\Users\o_iseri\AppData\Local\Temp\ubem_b05f_work\viewer_html\nyc_suburban_layout_assign_after_B05_viewer.html,466e0c46cc899ccfb543c485b93402f98528b744a7116cfdf38c3158503ee3f7,1589,0,21864087,False,False
nyc_suburban,pre_B05_pipeline,1589,1589,C:\Users\o_iseri\AppData\Local\Temp\ubem_b05f_work\viewer_html\nyc_suburban_layout_assign_pre_B05_pipeline_viewer.html,8d8bfe1932e81b7b58f81f00440b5acf3f3aef7b980fc28e9c5db29a22d88f1f,1589,0,21864101,False,False
la_suburban,after_B05,1343,1343,C:\Users\o_iseri\AppData\Local\Temp\ubem_b05f_work\viewer_html\la_suburban_layout_assign_after_B05_viewer.html,e970dd53b0087de3efcd194ac772611872e8b17816ab800f8ca0a2e0e3e197a7,1343,0,25098048,False,False
la_suburban,pre_B05_pipeline,1343,1343,C:\Users\o_iseri\AppData\Local\Temp\ubem_b05f_work\viewer_html\la_suburban_layout_assign_pre_B05_pipeline_viewer.html,02dc4dc473c77cce045a8b64f650f5ad465166017a8de3de7880948733f0bf9c,1343,0,25098062,False,False
