Date/Time,BATIMENT0000000240879409_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879409_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879409_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879409_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879409_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  02:00:00,6849469.813693067,4860254.452207897,4731937.450605035,5684167.5192871895,13451997.420780014 
 01/02  03:00:00,7114053.378706359,5159040.662094133,5033035.631867682,5990516.630289649,13800893.437852088 
 01/02  04:00:00,7582889.9557166295,5666530.802333553,5547036.684326993,6521120.236750029,14462352.141860053 
 01/02  05:00:00,8063523.390529554,6187385.31431827,6075310.558835801,7065323.565340387,15174274.370662592 
 01/02  06:00:00,8420420.596632157,6575063.411575817,6467942.565862582,7477362.200947208,15817535.158126935 
 01/02  07:00:00,8483304.694867663,6663665.9409265295,6560072.78589663,7575083.929599645,15931377.410163384 
 01/02  08:00:00,8658050.721573979,6862587.8354760595,6762582.241324579,7783991.05070873,16228501.613997974 
 01/02  09:00:00,8994454.994811557,7227249.732752476,7133576.982379982,8171934.5554253645,16802845.694337234 
 01/02  10:00:00,9010655.372252839,7297914.7771183485,7224248.019367521,8246781.084919381,16443809.109632332 
 01/02  11:00:00,7887434.522595324,6308067.093276529,6298534.60753124,7190057.3915552,13031779.07663142 
 01/02  12:00:00,5815430.366278925,4339478.271819288,4385199.018604486,5033622.3738361625,7552361.252464483 
 01/02  13:00:00,4387333.119056805,2917003.7724367543,2972973.638131141,3396249.1198364766,3837724.0462412303 
 01/02  14:00:00,5580966.624665893,4007841.204255823,3999486.875115847,4524532.71139212,6635712.795952443 
 01/02  15:00:00,7229624.982237035,5600367.329746171,5572122.704061555,6231482.684399174,10513568.70883131 
 01/02  16:00:00,8729405.5504453,7074600.83442273,7032971.5101974,7818422.165511684,14033716.771866776 
 01/02  17:00:00,9822281.414904438,8163586.995821595,8118428.320392139,9018468.990632776,16855849.842160527 
 01/02  18:00:00,12130820.61005375,10510464.14654567,10466854.271835187,11580407.670031106,22477725.46440466 
 01/02  19:00:00,13216257.893226672,11640098.908587143,11606625.986876339,12792724.37560781,24376881.57048771 
 01/02  20:00:00,13661377.052455392,12118299.119830277,12092626.577718588,13323735.810974281,25171511.46521481 
 01/02  21:00:00,13946243.986841373,12434619.672898076,12416407.05520438,13685074.235486913,25740939.531285997 
 01/02  22:00:00,14579128.854105594,13100093.605473813,13090027.77725935,14398787.296868533,26752248.91279221 
 01/02  23:00:00,15303167.743932256,13858277.16112279,13857099.56722419,15209908.171817463,27952357.16352401 
 01/02  24:00:00,16149139.426091958,14744916.029635863,14754810.41976114,16170347.624211414,29607728.716594364 
 01/03  01:00:00,17063736.03255759,15705380.845017571,15728144.137862157,17216868.423751097,31521190.173416372 
 01/03  02:00:00,17478569.36332134,16150551.872014236,16191649.261007253,17755839.71321295,32844491.762710705 
 01/03  03:00:00,18047501.88399409,16752818.691702036,16807776.547074825,18433155.15673307,34127424.92429578 
 01/03  04:00:00,18499951.626098312,17236065.284936946,17302078.618237704,18974287.474715687,35105787.1670885 
 01/03  05:00:00,18799326.93416455,17562706.9606024,17638485.665528502,19349462.97100648,35797098.112251386 
 01/03  06:00:00,18932727.181430902,17717062.864105728,17800366.839265145,19540694.198346216,36199179.983648755 
 01/03  07:00:00,19076266.44241841,17877879.490384415,17967509.96851076,19735146.616375156,36605230.44450434 
 01/03  08:00:00,19199501.57030944,18017543.093584664,18113061.837605078,19903311.22675479,36941274.84904289 
 01/03  09:00:00,19339986.396795638,18175266.83561065,18277234.239779636,20087210.43351386,37248964.871596694 
 01/03  10:00:00,19189526.083705008,18040760.27737835,18149735.89668597,19950658.02175544,36737827.082084864 
 01/03  11:00:00,18400177.756603178,17258023.6621778,17374346.625178255,19057787.585574202,33758523.23033706 
 01/03  12:00:00,16910340.203600943,15743771.447603375,15856253.006218351,17273769.26356505,27908807.832161594 
 01/03  13:00:00,15163186.910073826,13973674.71867021,14086854.279244736,15229056.056144273,22083640.12857484 
 01/03  14:00:00,13783396.845059747,12595067.301597249,12726419.42983462,13743112.464410169,19172540.36732741 
 01/03  15:00:00,12391405.883928219,11157925.665179614,11288460.52215528,12206226.855917191,16829604.802172333 
 01/03  16:00:00,10473209.24720798,9122723.419736415,9249140.837880094,10155337.595442262,15015440.331192624 
 01/03  17:00:00,10792533.957713258,9356285.928551715,9454056.933751283,10623585.543906609,19817322.394563414 
 01/03  18:00:00,16469441.174203299,15075802.085542064,15139525.405279394,16756615.502381416,33460160.424812377 
 01/03  19:00:00,18668461.943330374,17326728.677144155,17403769.198653206,19182173.615900766,38004621.69073925 
 01/03  20:00:00,19240699.496053208,17938093.158918485,18026144.192946374,19898521.801009543,39554988.08436018 
 01/03  21:00:00,20142624.104152583,18877105.572260126,18973037.07123818,20938767.468405183,41516576.7575408 
 01/03  22:00:00,21221385.543894805,20005093.627595566,20113957.845837343,22179126.707115363,43832310.451121666 
 01/03  23:00:00,21602570.602153514,20423929.86394521,20543175.215498373,22689861.6415194,45172398.97028831 
 01/03  24:00:00,22664276.794863753,21535213.174129292,21670165.115438573,23945604.763877053,48071513.14178221 
 01/04  01:00:00,24062571.63510277,22996685.400829222,23153375.376138996,25535551.46992555,50827412.82517111 
 01/04  02:00:00,25039191.157392383,24026246.98626109,24199614.562578443,26637064.366352346,52255932.16858572 
 01/04  03:00:00,25590374.460516103,24620280.07258755,24804589.465856843,27199043.591915794,51460846.20134421 
 01/04  04:00:00,25868278.21751772,24917911.041852802,25101504.80540652,27441905.490209818,50567380.57944389 
 01/04  05:00:00,26200034.58614356,25273608.363043852,25460292.860913288,27814757.09414947,51108715.61841077 
 01/04  06:00:00,26605762.16456264,25713664.07413683,25910279.187414043,28285741.291734505,51799922.708431214 
 01/04  07:00:00,27007342.141239546,26147883.56451887,26353888.67388079,28749511.562029634,52487538.4769625 
 01/04  08:00:00,27034912.718931932,26194808.5967094,26404697.381467395,28806574.661426187,52534328.86535223 
 01/04  09:00:00,27029673.478725024,26205936.118188687,26420057.29812987,28816321.740169533,52387535.305647716 
 01/04  10:00:00,26763034.5444405,25952919.741852418,26172066.05885053,28498907.092411865,50776099.345332384 
 01/04  11:00:00,24690072.48912838,23849071.63648882,24063408.936359636,26107544.954498917,43728024.59884284 
 01/04  12:00:00,21507046.86578451,20561251.04608621,20741135.840908676,22369682.39716264,34036867.31786267 
 01/04  13:00:00,17622658.95004869,16506969.16400186,16615956.522262614,17717326.54920827,23084894.558291655 
 01/04  14:00:00,14857171.583652686,13632003.6590383,13695439.157106705,14499907.416590868,17265751.347043846 
 01/04  15:00:00,12926033.725677397,11591580.34167794,11619511.655107683,12299784.544374123,14510919.3050121 
 01/04  16:00:00,11148890.394363344,9674989.958618276,9672150.227922633,10333039.019287908,13119443.787142064 
 01/04  17:00:00,10361070.200611621,8823421.123603348,8832144.09662132,9709809.765806098,15865051.819824396 
 01/04  18:00:00,15278693.347105026,13882682.673080534,13910424.318518309,15259499.498316718,28247574.575051017 
 01/04  19:00:00,16440380.743101073,15074722.613188911,15117082.242095083,16548473.922566911,30589378.143998004 
 01/04  20:00:00,17163793.849991396,15827205.313113153,15879253.345426576,17384825.451934658,32141946.83884564 
 01/04  21:00:00,17190758.119431864,15871268.695816014,15928557.866334382,17476923.344091415,32497564.200945977 
 01/04  22:00:00,17379241.0737936,16073776.697683023,16135261.698837196,17727438.111408725,33091698.03834425 
 01/04  23:00:00,17343833.807947546,16055121.894938529,16121942.09032483,17745335.30258531,33241362.242289025 
 01/04  24:00:00,17172230.524872813,15892161.35837076,15961800.907194505,17596213.086332854,33038216.9933308 
 01/05  01:00:00,17659293.311847743,16396235.816683445,16470908.98640287,18145920.410993516,34022031.97102125 
 01/05  02:00:00,17864152.49997525,16615349.9416776,16694231.237223536,18401177.01219784,34560773.87542861 
 01/05  03:00:00,17787455.361935563,16544161.968539154,16624333.358175093,18343707.898693442,34565166.859705135 
 01/05  04:00:00,17911244.75742112,16676114.636231294,16758439.614704782,18498147.90875273,34890451.34889177 
 01/05  05:00:00,17926846.989394873,16701437.598611556,16786921.339491766,18539970.16680613,34970315.38455224 
 01/05  06:00:00,17892367.48193479,16674268.398291567,16762381.940288804,18521321.25465447,34933375.27728293 
 01/05  07:00:00,17910166.00442756,16697587.63791269,16787253.68465977,18553152.377252717,34990468.52489131 
 01/05  08:00:00,18005091.93810606,16795987.594392307,16885959.94630896,18659904.749265667,35179815.673355505 
 01/05  09:00:00,17823525.700024355,16617804.474732965,16708674.80708655,18479823.89884288,34839256.032930136 
 01/05  10:00:00,17401278.796244632,16190578.420185992,16279695.563570932,18016626.702793512,33791161.27302078 
 01/05  11:00:00,16639963.274671081,15408686.40684344,15488229.597761782,17118462.837694224,31262807.394511297 
 01/05  12:00:00,15208347.920797046,13938227.671547802,14001156.637402095,15468880.702323897,27320067.12595655 
 01/05  13:00:00,13993043.270565808,12702652.980965434,12761659.376635278,14120708.590319509,24555589.566989 
 01/05  14:00:00,12561378.292769987,11241355.374426099,11291951.934028389,12472592.87279087,20599041.596628908 
 01/05  15:00:00,11550025.658050396,10205392.650126262,10249723.880988756,11353030.232392306,18806267.99182488 
 01/05  16:00:00,11154845.533757975,9789649.565899985,9830514.667455656,10963279.315811394,19283570.44381836 
 01/05  17:00:00,10464824.807246473,9080280.971319022,9130819.010433067,10302018.680344595,19366400.53815602 
 01/05  18:00:00,12867709.142064093,11454000.13766527,11478783.853574634,12894559.815539975,26059514.608777355 
 01/05  19:00:00,14065957.310371583,12667011.689461093,12694042.272028023,14188985.50712844,28501919.175640784 
 01/05  20:00:00,14750361.568355924,13367241.917878278,13400118.065723374,14967324.931006795,30152790.120542668 
 01/05  21:00:00,15265295.813755494,13899407.868356245,13939175.264743607,15559873.077119704,31271225.52808024 
 01/05  22:00:00,15366076.757927839,14017652.241549708,14064319.588417877,15701501.842608403,31301008.896652143 
 01/05  23:00:00,15325903.5743945,13990204.541508883,14042412.245147517,15672192.536663946,30854003.268899705 
 01/05  24:00:00,15256620.260312706,13935323.175461423,13993328.019812368,15589129.093871713,29997230.450546704 
 01/06  01:00:00,15273054.485547137,13959564.007559335,14019764.735505769,15592381.929213021,29582853.13510658 
 01/06  02:00:00,15520221.323531363,14216007.160111666,14278919.360660676,15861493.873927025,29996726.914511595 
 01/06  03:00:00,15836153.045049395,14542825.005636493,14609190.895991053,16207768.719648566,30565458.92609696 
 01/06  04:00:00,16011219.85933473,14722801.378312632,14789712.322779963,16425520.141870558,31405915.131017722 
 01/06  05:00:00,16040130.609134596,14760238.285130393,14831024.206303034,16475394.730571773,31425670.631456614 
 01/06  06:00:00,16116536.172228854,14843630.177602243,14916390.375848578,16543859.112312514,31190887.71847966 
 01/06  07:00:00,16023935.493394211,14754207.784430973,14827656.710072715,16456719.83946266,31071221.943468917 
 01/06  08:00:00,16065276.47591315,14794904.8448877,14867871.234630115,16497604.408270335,31155928.212062024 
 01/06  09:00:00,16021145.58699139,14755196.46906342,14829491.053318962,16458600.21847704,31045680.450151816 
 01/06  10:00:00,15803068.955479076,14535920.300758572,14610318.696718076,16192909.922565006,30023752.096675925 
 01/06  11:00:00,14878426.074537713,13592198.526196286,13659487.130774966,15051358.47333139,26004710.002127126 
 01/06  12:00:00,13402436.322058745,12077548.297028294,12129656.71657727,13233395.846027296,20275306.89044779 
 01/06  13:00:00,12201473.242303163,10850526.759556903,10894384.75966282,11746708.947405398,15834792.439374655 
 01/06  14:00:00,11018025.79414938,9620823.496942453,9645224.171660943,10292481.014107972,12491610.89266012 
 01/06  15:00:00,10375549.377899501,8926888.299961746,8930639.650635367,9508130.579791067,11528431.63756125 
 01/06  16:00:00,10570713.243921135,9085825.14800566,9083390.114547065,9748098.380762778,13333434.941133255 
 01/06  17:00:00,11252179.046088867,9753277.137932872,9759522.56148224,10642765.458392683,17498556.12548686 
 01/06  18:00:00,14018505.677411368,12532695.902310375,12542754.24273872,13758215.81751366,25547536.70132693 
 01/06  19:00:00,15221248.85822062,13775529.813798968,13785124.15157927,15124384.970812716,28585013.741489477 
 01/06  20:00:00,16606333.011737896,15201207.345796246,15225522.908993626,16702138.204437997,31806149.630141232 
 01/06  21:00:00,17554284.816938963,16190484.342396565,16229051.710638708,17800091.665270872,33822948.28037591 
 01/06  22:00:00,18326650.32760993,16996836.044105355,17046898.425521944,18747983.381263617,36373041.54785942 
 01/06  23:00:00,19232767.440097425,17943067.83900275,18007524.141969375,19832576.108863447,38915050.913417205 
 01/06  24:00:00,19443011.933938064,18183477.75480685,18257255.50964252,20150554.23417244,39819542.84900829 
 01/07  01:00:00,18672076.006333113,17420993.949572954,17496948.647551466,19422642.710075717,39118515.75794032 
 01/07  02:00:00,18639072.45074211,17400841.956305433,17481511.887810845,19442004.431966532,39317267.931858286 
 01/07  03:00:00,18867666.9361372,17651725.197260324,17740066.76225345,19739953.483963307,39899609.91941153 
 01/07  04:00:00,18814622.51010418,17608724.603509836,17699906.07810422,19713732.948610116,39747310.00950326 
 01/07  05:00:00,18930564.26397503,17736065.330266368,17829833.105292145,19844784.63283708,39653181.492147096 
 01/07  06:00:00,19138996.77357492,17956652.796883676,18052575.394277968,20076403.566948313,39910314.47685331 
 01/07  07:00:00,18973358.947056293,17801000.7959723,17899257.82366633,19914526.05913794,39397971.923345104 
 01/07  08:00:00,18592757.500222404,17421141.886304013,17518745.134846035,19499046.548809636,38323949.42806778 
 01/07  09:00:00,18560857.084864177,17399882.20477485,17500964.845947593,19454810.081502326,37776888.80982397 
 01/07  10:00:00,17823053.927850343,16702692.626148466,16826967.024440344,18705783.196277548,35628520.94513215 
 01/07  11:00:00,14575094.888621802,13568782.809905728,13782675.923535913,15431088.1658456,27933266.569761306 
 01/07  12:00:00,10467962.12955645,9503118.056385403,9794626.936700327,11057412.142896863,17570367.22502394 
 01/07  13:00:00,7861625.260824568,6895487.293614514,7207270.309756796,8149521.905332709,10822089.592445089 
 01/07  14:00:00,4734851.469666727,3875939.700059913,4269174.228858905,4971287.873528316,5616294.497739817 
 01/07  15:00:00,2442620.495788948,1713598.1729315098,2191877.3014824633,2860526.552852575,3264299.2688126923 
 01/07  16:00:00,2106812.4915051796,1358701.607777359,1842460.595913141,2634940.8043547827,4436004.128197505 
 01/07  17:00:00,4592476.497825369,3522319.9324354213,3877041.630528894,4827651.267713713,9942349.938455576 
 01/07  18:00:00,9855060.577152904,8283963.973752503,8356979.726776345,9453549.981346156,19155999.81575114 
 01/07  19:00:00,11065765.647697624,9481450.953655219,9540029.126932945,10738580.120588649,21637643.264343083 
 01/07  20:00:00,11624730.13760182,10059034.337781439,10115183.696205925,11352976.711976247,22414630.944404893 
 01/07  21:00:00,11596852.108422415,10020791.859640025,10060028.410276167,11327495.103217572,22738821.640730493 
 01/07  22:00:00,11504739.348213362,9906641.087667633,9925909.034565393,11235411.668811094,23226316.77216497 
 01/07  23:00:00,11642496.521911217,10046964.272973584,10057066.677283937,11388222.265032753,23541548.872484893 
 01/07  24:00:00,12039104.20243023,10472854.560979005,10486510.010143358,11834870.112909209,23924738.499437373 
 01/08  01:00:00,11975389.83796237,10442726.666671243,10462493.572772034,11786732.839336202,23265216.704818532 
 01/08  02:00:00,11894957.683135426,10372417.337394878,10389372.371580042,11696639.366720442,22885490.65294565 
 01/08  03:00:00,11937535.513104549,10424697.936022798,10439224.707313456,11749258.34785319,22943683.006854206 
 01/08  04:00:00,12000475.48658938,10495914.341105742,10508406.00564452,11817531.059229493,23009263.191526514 
 01/08  05:00:00,12184957.736152742,10691663.97183657,10703834.564336974,12018158.936747635,23285817.88521941 
 01/08  06:00:00,12609776.989242073,11124568.78932379,11134685.694469335,12478836.154408518,24242422.202660706 
 01/08  07:00:00,13075995.003850427,11610399.12821836,11624902.485415546,12995842.92137344,25044022.146150403 
 01/08  08:00:00,13248729.676233001,11804310.706903271,11824258.71495412,13195807.446176482,25176424.942562178 
 01/08  09:00:00,13606979.816694977,12185931.572530854,12209571.095907006,13605430.554179348,25919176.829173736 
 01/08  10:00:00,14021940.082783978,12636387.613333136,12670270.68592161,14079332.045077603,26496967.682962082 
 01/08  11:00:00,12873270.896146871,11521317.202177366,11579094.732926995,12856590.48564063,22923386.228019964 
 01/08  12:00:00,11085306.514976209,9764890.768552374,9846118.579223476,10897795.338108253,17535525.077829525 
 01/08  13:00:00,9928515.814605648,8622939.176975584,8716277.734677957,9637320.513489146,14664957.242998445 
 01/08  14:00:00,8943590.54041648,7656303.497195929,7767242.804250665,8566484.047260765,12224305.953452667 
 01/08  15:00:00,7811656.444133807,6476959.245692331,6571501.232970414,7207119.1124176,9308758.040195728 
 01/08  16:00:00,9194804.576352615,7762833.237238729,7814116.923830042,8625948.669859404,13713837.761881638 
 01/08  17:00:00,8457919.08784636,7042504.53524253,7124247.014671961,8008247.035827069,14109796.956061255 
 01/08  18:00:00,10870607.696530512,9336174.405508056,9338286.121614004,10424535.418094171,20168361.79736114 
 01/08  19:00:00,11291616.127262043,9757327.268858017,9753213.445801325,10876479.114338342,21008060.08857955 
 01/08  20:00:00,11795739.211647134,10278931.717625972,10277995.65936017,11432118.833100947,21783067.00173936 
 01/08  21:00:00,12483370.775299903,10985531.563146219,10988571.303207003,12195367.448474662,23124207.62759322 
 01/08  22:00:00,13063091.601501863,11571555.588738263,11572941.808835931,12854284.386077728,24772851.299471594 
 01/08  23:00:00,13518203.858497506,12033693.189213064,12034456.914440902,13382438.027035309,26146777.814709317 
 01/08  24:00:00,13997858.567640051,12534348.961124593,12540491.563422903,13935816.580450837,27143574.865315434 
 01/09  01:00:00,14441254.896491274,12986241.285049044,12991925.2292006,14464369.041961823,28694646.10788937 
 01/09  02:00:00,15081519.838371815,13640684.961369175,13649615.181618897,15237676.655863248,31091628.979009997 
 01/09  03:00:00,16734784.920134591,15345844.16803574,15373834.179892037,17096633.84124212,34669707.09436012 
 01/09  04:00:00,18323017.80801668,16994663.893999018,17044129.77589818,18888091.53565658,37903126.62373416 
 01/09  05:00:00,19689055.07442797,18412601.746964812,18479667.54531791,20474892.888154715,41500634.72024329 
 01/09  06:00:00,21426336.671156894,20215739.654881656,20306116.76546157,22468902.490394436,45738913.61597459 
 01/09  07:00:00,22764595.86648306,21620391.397051077,21734447.67220346,24023389.32394826,48733552.02226871 
 01/09  08:00:00,23249390.21056358,22155315.76040545,22287538.72842356,24627369.53071726,49428249.483700395 
 01/09  09:00:00,23263728.62948121,22214346.559421245,22362286.13470358,24656848.123798687,48004308.41404985 
 01/09  10:00:00,22426941.65410532,21424938.422833677,21595023.568442337,23756412.924623024,44319473.36098567 
 01/09  11:00:00,19553671.364208374,18586731.767608523,18795865.738636725,20679444.76393309,36207361.212312356 
 01/09  12:00:00,15580891.595771518,14548971.670487672,14768406.552800376,16232519.47774867,25487240.819927108 
 01/09  13:00:00,12790045.010903094,11659485.17974323,11864351.156185538,12932992.643219162,17240237.41221895 
 01/09  14:00:00,11741115.396535289,10605166.12778603,10816881.219009103,11789092.599170996,15542304.978853816 
 01/09  15:00:00,12511868.921332594,11377657.391322896,11586162.485716118,12710215.99958752,18404077.228489302 
 01/09  16:00:00,19386564.01502972,18229223.941198573,18366191.77165785,20085231.71658907,37459036.015845634 
 01/09  17:00:00,13978635.347524554,12920113.216873592,13219254.396585172,14780810.72017961,27455951.973384053 
 01/09  18:00:00,18435533.601356927,17191030.20565553,17321390.868364558,19159383.787673667,37496447.120958045 
 01/09  19:00:00,19486817.605260126,18273650.410284806,18401466.270945963,20328794.74827332,40070062.46324532 
 01/09  20:00:00,20325765.1400154,19147279.006912865,19281510.662502058,21286275.059799433,41819267.20563488 
 01/09  21:00:00,21126501.63213273,19984858.044794705,20127131.807745136,22208534.518016115,43534474.087664664 
 01/09  22:00:00,21300271.51106859,20190049.746442504,20340359.181783017,22464632.325169627,43996121.23083562 
 01/09  23:00:00,21355311.072072756,20262927.23257799,20415952.363169625,22541569.536197245,43673236.56682175 
 01/09  24:00:00,21848771.936290246,20779280.900108896,20932481.840613294,23079558.268027928,44425964.960527994 
 01/10  01:00:00,22285545.142513238,21238176.04122719,21394024.006198995,23564461.515349593,45052422.80492965 
 01/10  02:00:00,22615994.634431552,21592450.394193687,21751496.945116386,23937112.644942094,45572422.19925509 
 01/10  03:00:00,22795480.842665236,21800723.083196245,21967872.355958775,24166870.627727218,45759238.65415248 
 01/10  04:00:00,23223321.37281866,22262603.33522251,22441602.2510627,24648282.087580062,46185051.25457689 
 01/10  05:00:00,23729860.869664952,22797922.556754675,22986026.03347949,25218531.25384955,47052803.891216025 
 01/10  06:00:00,24315487.37592494,23401912.11231297,23593416.450260095,25891370.170703024,48783362.31355901 
 01/10  07:00:00,25416019.049223483,24534959.979082476,24736595.101560205,27120000.874204963,51315520.77765137 
 01/10  08:00:00,25311243.222126562,24451996.653408095,24662430.019372076,27016689.617547866,50341033.16362322 
 01/10  09:00:00,26363328.041521944,25523817.607855275,25736392.32853271,28089865.12272118,51277295.51789424 
 01/10  10:00:00,27103855.829532385,26295936.470233396,26519966.06735002,28872493.932452276,51945310.43510182 
 01/10  11:00:00,23257236.097336598,22369064.782455776,22581665.15488658,24570871.196496055,41522603.76736075 
 01/10  12:00:00,18190106.348831274,17142527.03948002,17309336.58638765,18778308.619643148,28433900.327624943 
 01/10  13:00:00,14343987.937655136,13133766.42841628,13254748.855359515,14152214.850364814,17069442.385642473 
 01/10  14:00:00,10909783.627510753,9605328.21212259,9717679.812070562,10166207.571358407,10001634.186576232 
 01/10  15:00:00,9006265.826186523,7611605.608760505,7728265.354297083,8205773.988558663,8555952.396477405 
 01/10  16:00:00,11210554.57582518,9785856.492143374,9895165.8801549,10791263.077660311,16415388.518871464 
 01/10  17:00:00,13691885.256487494,12304070.3139033,12402670.00399012,13622230.84549667,24433295.791281182 
 01/10  18:00:00,16930716.63274225,15542331.122354656,15607723.284837611,17088460.888706673,32094975.227433346 
 01/10  19:00:00,17779836.574903145,16427642.892894724,16500322.144872196,18051493.29276634,33604143.3855516 
 01/10  20:00:00,18541411.324328594,17226514.505637422,17308019.7675211,18939594.61355364,35247056.211700544 
 01/10  21:00:00,19048563.28400039,17769659.411621608,17859649.37983455,19556706.571892213,36407092.705345124 
 01/10  22:00:00,19572219.869013894,18329164.618595414,18427648.628201224,20183099.670763813,37528384.46422919 
 01/10  23:00:00,20016596.568214968,18808170.887854777,18915318.923353307,20720887.733389422,38480089.77228735 
 01/10  24:00:00,19962481.43451601,18777583.820707384,18889888.16929282,20724095.819268197,38581985.53680346 
 01/11  01:00:00,20925558.681183185,19772871.808048613,19892952.448718827,21816206.769796487,40871683.892265044 
 01/11  02:00:00,21811348.542775027,20704743.647802223,20839492.202845395,22828120.4266222,42520718.679879025 
 01/11  03:00:00,22337325.485239394,21266591.09679785,21411641.872698803,23423583.20870108,43183624.53282516 
 01/11  04:00:00,22241656.700119358,21195305.892159507,21346953.994271085,23377886.318084072,43149141.4417859 
 01/11  05:00:00,22009733.616116576,20971018.34554714,21123775.93130385,23157296.32331439,42826687.42326529 
 01/11  06:00:00,23000731.297937673,21996508.299189884,22159255.678671233,24246543.715290084,44610821.99604164 
 01/11  07:00:00,23374516.555614565,22402228.37004653,22574830.9082382,24693407.74544636,45342185.02508008 
 01/11  08:00:00,23442601.20534001,22485939.541913047,22662797.586677093,24791306.775868084,45486233.428548574 
 01/11  09:00:00,23768466.95535287,22834162.38967715,23016962.566099174,25187449.852235667,46474419.23560606 
 01/11  10:00:00,22669590.014601987,21745239.702026322,21936332.10238195,24034279.022345405,43857668.91866617 
 01/11  11:00:00,19794405.727188855,18866713.241214916,19074089.5240651,20880403.300136715,35647581.17428048 
 01/11  12:00:00,17640264.355981972,16666983.611305676,16867261.55394604,18414917.377411827,29414671.143762514 
 01/11  13:00:00,16844000.98192382,15792508.585697565,15956686.387057573,17384929.99842243,27390568.75808441 
 01/11  14:00:00,18094054.30663552,17018382.843794197,17156992.15613075,18757892.78888421,32249145.64485991 
 01/11  15:00:00,19261423.761032555,18197483.760750927,18328456.177580986,20019627.249566205,35396442.53585599 
