Date/Time,RELATION_12638103_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12638103_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12638103_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12638103_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12638103_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,37469530.68078852,37757195.34393362,38187741.388867944,40558783.152770504,72166137.98237374 
 01/01  02:00:00,39117826.25510688,39485717.332548216,39921925.26954015,42366595.153386675,75362733.9334453 
 01/01  03:00:00,39248826.84854765,39642657.861548714,40078314.81774147,42538576.413368344,75615237.492233 
 01/01  04:00:00,39863835.77463166,40297348.82730643,40735996.19845538,43227805.4797958,76717193.15861773 
 01/01  05:00:00,40450326.82051057,40930313.805365525,41375946.41084532,43892470.90032877,77655195.77365123 
 01/01  06:00:00,40277907.446466655,40767189.930406295,41207826.79787639,43729666.77223318,77465199.99871168 
 01/01  07:00:00,40127822.90530703,40621079.60655548,41058335.315613195,43578607.689757064,77167089.12982737 
 01/01  08:00:00,40278687.56660475,40792753.67567067,41233193.88755068,43758525.622420974,77338447.53497224 
 01/01  09:00:00,40401528.51403474,40939863.01573272,41385949.91658656,43912616.83930166,77328819.9959223 
 01/01  10:00:00,39522086.90789375,40093599.023881994,40557716.7784719,43029080.354945615,74992107.91943373 
 01/01  11:00:00,37097095.98942237,37795943.82301589,38343149.68249679,40647369.94423373,68029205.10618684 
 01/01  12:00:00,32906643.09723528,33690524.535366066,34318294.60671593,36393903.540453374,58289663.38958433 
 01/01  13:00:00,29310161.748256832,30134851.931181975,30822320.43367723,32702414.76736795,50419938.27270539 
 01/01  14:00:00,27707501.710664567,28518699.132702112,29226671.736007974,31006890.407534197,47048754.33012232 
 01/01  15:00:00,25827493.683452353,26639179.221042432,27393829.089807745,29100392.774127536,43551258.09174455 
 01/01  16:00:00,21443721.081912752,22238663.462331183,23126706.092396162,24742166.60084265,35846676.09375723 
 01/01  17:00:00,18905248.18746727,19652414.077653244,20599199.785230502,22330734.79636523,35406776.88108382 
 01/01  18:00:00,18404813.15646159,18957945.81377316,19873832.194666073,21792906.572821572,39592919.43720795 
 01/01  19:00:00,28665148.070607167,28715645.509131826,29173309.210077237,31152633.183259353,55729768.72981178 
 01/01  20:00:00,30243965.191243105,30336549.176945537,30792513.20793435,32833189.39142549,58362113.837080225 
 01/01  21:00:00,30994860.636205394,31088077.82664866,31525295.138659306,33607989.481064454,59913503.473654 
 01/01  22:00:00,31831947.93506735,31937165.9547748,32363738.135042872,34487091.33309754,61429802.446584865 
 01/01  23:00:00,33449307.08134128,33586218.897570364,34005504.67703023,36213550.40401927,64820689.07588165 
 01/01  24:00:00,34808358.187135175,34990298.17723268,35412316.16567671,37685149.82368685,67308843.5290297 
 01/02  01:00:00,35040689.64895127,35227818.511113904,35638215.48549871,37944026.84256466,68201206.72699733 
 01/02  02:00:00,35169488.58814768,35338843.31452185,35731983.1465835,38092018.453455955,69455694.26128854 
 01/02  03:00:00,35638597.054849185,35800938.44520118,36181634.88678316,38610647.18620554,71307319.05157068 
 01/02  04:00:00,38460710.3101327,38696822.49711298,39087319.054959774,41659797.0019734,77151822.08693731 
 01/02  05:00:00,41383120.076147504,41728953.224178694,42142539.57991242,44849488.48774119,82849399.02260858 
 01/02  06:00:00,42538905.14632355,42950846.22831368,43378153.641019374,46139404.97848866,84749808.33287509 
 01/02  07:00:00,42796116.42082107,43245042.03061039,43678355.23231509,46451241.23457251,84838912.30071276 
 01/02  08:00:00,41427124.50480495,41850758.067127176,42272506.50534997,45016050.49932218,82539431.65996952 
 01/02  09:00:00,40150204.60414009,40512537.34289327,40909028.32957207,43629794.495052814,80739339.5516814 
 01/02  10:00:00,38639453.749169774,38949251.992798775,39329884.83995808,41972500.247324996,77325971.52006777 
 01/02  11:00:00,35904728.11065806,36127300.95209056,36487302.071291104,38737276.57720429,65878129.825320974 
 01/02  12:00:00,30894525.241102032,30872907.568492584,31147336.219511952,32701545.335612748,47566062.31290913 
 01/02  13:00:00,26559855.34286705,26294871.95130573,26488370.82269126,27468576.13049583,34073479.628176354 
 01/02  14:00:00,24279992.55297031,23948372.427178785,24154766.547803015,24877029.629471887,27924115.606422715 
 01/02  15:00:00,24912777.022995543,24669033.402118064,24935027.017848894,25762081.216769643,30749588.833991498 
 01/02  16:00:00,24332485.873479195,24116882.89998442,24420335.01564271,25334084.559885073,32090748.858621866 
 01/02  17:00:00,22589303.54675369,22357687.724690747,22714981.67486783,23786589.197134748,32923656.74208196 
 01/02  18:00:00,22003903.238252293,21712738.8077726,22096955.412733756,23492687.05149422,38491786.648877695 
 01/02  19:00:00,29838209.864287995,29632052.50333982,29916776.615957234,31620273.87532038,54419957.53735584 
 01/02  20:00:00,31282876.62328902,31104757.973747306,31386849.098888434,33184278.637638204,57357471.862263754 
 01/02  21:00:00,32006387.00494725,31860871.866434053,32145520.09487819,34047124.39009633,59790583.05528822 
 01/02  22:00:00,32353572.003261067,32244619.814342648,32537938.423742965,34521484.6528157,61320512.70203758 
 01/02  23:00:00,33385678.152922127,33333393.996674784,33640034.18631592,35698257.17831766,63385794.2839739 
 01/02  24:00:00,34152131.47681102,34162444.68967101,34487125.09452364,36579938.11492493,64242641.63991676 
 01/03  01:00:00,34701568.255194396,34757889.20562761,35094026.92369481,37203851.69720279,64791286.28295939 
 01/03  02:00:00,35917958.52399331,36004247.724349335,36340131.1760921,38538730.51482265,67812055.5686428 
 01/03  03:00:00,36751836.81558122,36840741.87893106,37165329.33596491,39462812.47998357,70793631.03214027 
 01/03  04:00:00,38039347.51077928,38171129.16227559,38501551.66086906,40888919.06823535,73741307.70307176 
 01/03  05:00:00,39682848.00324585,39904674.220959395,40261258.21413798,42727835.50712085,76691224.50363763 
 01/03  06:00:00,41111184.8403484,41398048.66368389,41768406.848831244,44323425.87133044,79779946.04846023 
 01/03  07:00:00,41356880.61084224,41681708.691643834,42060520.29817102,44663009.4470779,80682056.11063549 
 01/03  08:00:00,40408614.11270593,40744163.440021224,41128468.07875764,43679947.96891485,78103705.46105732 
 01/03  09:00:00,39722535.40175389,40023351.05623052,40390957.62078901,42915653.01530874,76817442.8319781 
 01/03  10:00:00,38559676.07208863,38827100.75188696,39184845.77497329,41630936.45648493,73793659.03387387 
 01/03  11:00:00,34268230.18634038,34460789.663356476,34828205.87276547,36809968.035551354,59049074.15459454 
 01/03  12:00:00,27816506.308299955,27829539.056613646,28188729.726451166,29585809.783441834,40846713.464408465 
 01/03  13:00:00,27240046.312197424,27262767.280649118,27629176.33704273,28940197.02709007,39672652.84418353 
 01/03  14:00:00,25439164.548203222,25459353.399669945,25858067.35740304,26983912.463427216,34825102.708671786 
 01/03  15:00:00,25386182.763970856,25423321.846381668,25839270.261752225,27004162.345652446,36112178.01427317 
 01/03  16:00:00,26100159.56063492,26127239.987941023,26536941.057887957,27828714.376766972,39904753.609551445 
 01/03  17:00:00,32826914.329233363,32810880.663349643,33085878.29810079,34768896.48710702,57193432.66357185 
 01/03  18:00:00,33523610.368850943,33531153.880687412,33809147.35114138,35589651.080554724,59700594.33192617 
 01/03  19:00:00,31590355.01524985,31583271.655084882,31894625.591073114,33746788.59323937,57903478.82271671 
 01/03  20:00:00,31109379.657253806,31063946.52983117,31358853.323174305,33223985.5836961,57357791.47147425 
 01/03  21:00:00,30837692.042819865,30766188.619011924,31050828.241540886,32929370.67303227,57130783.9067687 
 01/03  22:00:00,30409076.419334326,30283107.434866466,30540383.903400123,32418530.862647973,56616540.44871245 
 01/03  23:00:00,30279507.38445191,30087072.869773608,30307713.11314502,32181267.406836484,56558667.46480487 
 01/03  24:00:00,31383957.039268337,31233358.205307003,31469813.728856895,33402949.27552502,58604578.25829921 
 01/04  01:00:00,32356019.266721793,32254749.502482265,32510725.036160775,34497422.17523234,60424786.792933516 
 01/04  02:00:00,32595784.379784293,32505629.80398956,32763443.160344698,34772743.68266239,60948057.058653854 
 01/04  03:00:00,32048310.375018314,31964226.70242454,32227438.937393986,34237505.29002334,60083798.418594904 
 01/04  04:00:00,32088701.069626674,31999752.325959563,32261096.33857523,34275849.62654124,60159255.378458194 
 01/04  05:00:00,32040333.451083455,31981338.58115258,32257177.57445804,34286314.81163245,60120882.90292786 
 01/04  06:00:00,31889380.266377848,31864859.571104795,32160333.45782668,34194655.18124816,59847025.675284356 
 01/04  07:00:00,31678261.881675225,31678364.43799286,31985819.302147515,34021245.5175599,59478797.004816025 
 01/04  08:00:00,31225295.021895017,31203390.42023758,31504088.02728846,33523957.35170189,58690754.47189356 
 01/04  09:00:00,30894655.992579803,30833276.550640255,31117849.98102061,33121835.93259696,58105338.47624394 
 01/04  10:00:00,30232096.209517825,30152692.753118806,30434435.17006161,32397874.60577128,56523636.89946118 
 01/04  11:00:00,29329026.79057902,29253134.3894365,29548290.074642908,31386830.09397711,52830340.455683626 
 01/04  12:00:00,26960090.464521777,26860080.32964696,27170281.824506618,28795336.30728679,45998741.61233519 
 01/04  13:00:00,24649120.008912023,24534065.09301106,24868933.948664624,26253473.285364814,38951545.60743426 
