Date/Time,BATIMENT0000000240877130_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 02/27  17:00:00,874453.110832761,185983.96273369616,0.0 
 02/27  18:00:00,1523440.8144478616,776469.8671659429,5574.035054563867 
 02/27  19:00:00,3301711.1927497364,2661266.1996762585,2487659.7792227403 
 02/27  20:00:00,3723382.681621927,3071375.1117384834,3060765.146221029 
 02/27  21:00:00,3985947.2791150347,3330050.3946852353,3411234.2726751687 
 02/27  22:00:00,4219106.027218473,3560282.82887242,3739702.907862922 
 02/27  23:00:00,4532953.186044193,3860687.4359957203,4139746.9830743754 
 02/27  24:00:00,4816331.110957072,4134637.3766187546,4497534.474653017 
 02/28  01:00:00,5055129.433288008,4364700.571781602,4800617.16197799 
 02/28  02:00:00,5268809.4592613,4566353.685618791,5068092.748641762 
 02/28  03:00:00,5360654.161281678,4658697.9024788225,5203707.37827262 
 02/28  04:00:00,5398535.961429102,4704513.330545671,5278242.934765985 
 02/28  05:00:00,5455001.953546789,4765826.493376908,5364227.419991165 
 02/28  06:00:00,5502132.657173254,4812096.379858059,5435003.6779283695 
 02/28  07:00:00,5505316.005813244,4815506.7574241385,5457417.501701767 
 02/28  08:00:00,5534662.278061673,4845509.01035524,5503512.9887123 
 02/28  09:00:00,5211444.7938395925,4566836.193569928,5187575.890227653 
 02/28  10:00:00,3927729.231054488,3409239.422085599,3768037.787276705 
 02/28  11:00:00,2616841.1953163757,2176396.385991193,2039155.4817669033 
 02/28  12:00:00,1735735.7167043514,1322175.0971251428,713264.9101478726 
 02/28  13:00:00,1386087.6927562058,975205.7264526419,49915.263476072505 
 02/28  14:00:00,1329556.8863186035,850334.6393710949,0.0 
 02/28  15:00:00,1225576.8040910666,675424.1462863887,0.0 
 02/28  16:00:00,1300389.6491421035,627171.6752885124,0.0 
 02/28  17:00:00,1770432.192546288,1047290.2164467939,15006.68680156523 
 02/28  18:00:00,2490421.9282363933,1723977.594883442,913814.2944368519 
 02/28  19:00:00,3860736.6346137226,3191830.140470459,3277596.5677128388 
 02/28  20:00:00,4088233.9058341235,3421230.94918312,3614882.2532068463 
 02/28  21:00:00,4358844.4186468385,3687642.6301231487,3968405.4554045964 
 02/28  22:00:00,4642849.391398847,3963560.035950069,4324854.156192656 
 02/28  23:00:00,4848479.682163077,4165322.4688645345,4593529.028178679 
 02/28  24:00:00,5033740.64335167,4347913.42925822,4831487.1813410465 
 03/01  01:00:00,5150295.250730749,4465867.7749607405,4992034.241487086 
 03/01  02:00:00,5230987.985169029,4546094.857769923,5109556.984936166 
 03/01  03:00:00,5348418.857272346,4656731.806028377,5256643.68306228 
 03/01  04:00:00,5463836.466067023,4764838.983980439,5395834.435757079 
 03/01  05:00:00,5585123.918952488,4878129.7503373735,5536134.606904465 
 03/01  06:00:00,5643734.374633143,4933018.866961744,5610271.986007203 
 03/01  07:00:00,5633542.303953874,4924837.547461016,5613320.469927036 
 03/01  08:00:00,5597538.493914184,4899167.495173119,5587861.281043065 
 03/01  09:00:00,5219402.532534313,4573199.978101643,5208342.180695998 
 03/01  10:00:00,3896689.714958274,3374548.6117457673,3712436.2344805505 
 03/01  11:00:00,2648416.7315638633,2212364.2619595667,2097525.281534836 
 03/01  12:00:00,1749864.3592181834,1393685.6343178195,935423.555224283 
 03/01  13:00:00,1169127.1302951647,824297.4269741244,45219.34393339179 
 03/01  14:00:00,1023390.878715245,601571.2205011293,0.0 
 03/01  15:00:00,896348.0731870518,385525.99375137506,0.0 
 03/01  16:00:00,952617.3588453203,360983.6085128907,0.0 
 03/01  17:00:00,1273658.6261659102,557707.7483088134,0.0 
 03/01  18:00:00,1999794.8083704156,1285947.0469326521,388634.0620032243 
 03/01  19:00:00,3275201.1981781754,2667662.263377329,2616345.0382604953 
 03/01  20:00:00,3514552.6382998615,2914428.3615972158,2975151.518071243 
 03/01  21:00:00,3596567.2538257823,3012093.0057200645,3145953.6355012115 
 03/01  22:00:00,3746924.25137134,3165948.918102651,3377386.1199469026 
 03/01  23:00:00,3891492.7313183113,3312399.371509456,3592777.5940392674 
 03/01  24:00:00,4155452.951867369,3564172.450766244,3916300.6182601335 
 03/02  01:00:00,4300727.967200767,3704742.4739820953,4111263.5466490556 
 03/02  02:00:00,4374594.313555276,3778721.0483039306,4225614.448276609 
 03/02  03:00:00,4525009.744983371,3923296.7937969165,4407338.323862414 
 03/02  04:00:00,4525906.451448063,3937341.581260035,4437295.92045033 
 03/02  05:00:00,4484123.117415387,3907251.8594646216,4420193.884850007 
 03/02  06:00:00,4546933.605910433,3967680.953049072,4501721.8736319095 
 03/02  07:00:00,4585986.502687124,4005596.785696366,4550231.668931931 
 03/02  08:00:00,4694331.887643924,4108485.870808196,4668634.378860537 
 03/02  09:00:00,4462316.1838828055,3907116.35156506,4429105.136165087 
 03/02  10:00:00,2949072.68367236,2505289.9813963287,2693899.9875792433 
 03/02  11:00:00,1473506.8744050004,1100730.3067056523,791943.0599281471 
 03/02  12:00:00,745273.5104626057,398415.8192752635,19361.042421710226 
 03/02  13:00:00,362810.95935790293,15875.322086984306,0.0 
 03/02  14:00:00,206760.08729007194,0.0,0.0 
 03/02  15:00:00,946.2170186081495,0.0,0.0 
 03/02  16:00:00,0.0,0.0,0.0 
 03/02  17:00:00,0.0,0.0,0.0 
 03/02  18:00:00,534287.8877558367,0.0,0.0 
 03/02  19:00:00,2313668.911302733,1516809.0065394505,1031763.7028631888 
 03/02  20:00:00,3222266.652207201,2474480.258903269,2292415.7345050387 
 03/02  21:00:00,3613171.2953655273,2849051.4030378736,2858410.314519308 
 03/02  22:00:00,3892755.1210738635,3138397.750034357,3245692.116669777 
 03/02  23:00:00,4163095.487242856,3421278.191873679,3602503.7434094907 
 03/02  24:00:00,4429046.165652493,3698275.847595074,3961096.7875936273 
 03/03  01:00:00,4680265.405368566,3954660.997578301,4297275.266841385 
 03/03  02:00:00,4896397.025247122,4172918.503198654,4588110.989969861 
 03/03  03:00:00,5066020.8710991135,4346815.9577248935,4820722.460099325 
 03/03  04:00:00,5262382.568685008,4540558.640774198,5069417.414404233 
 03/03  05:00:00,5449128.367094054,4721390.57000271,5299238.706578045 
 03/03  06:00:00,5571861.941611166,4842470.352727947,5457208.693642896 
 03/03  07:00:00,5702644.626170746,4967156.597716265,5616761.440067626 
 03/03  08:00:00,5743840.099638255,5012036.648571073,5682305.6133005135 
 03/03  09:00:00,5164029.526610392,4508411.336633748,5113156.564126992 
 03/03  10:00:00,3389955.3129151147,2890687.2465427932,3155205.785842912 
 03/03  11:00:00,1860337.3040102595,1456609.1522258557,1256008.0085965956 
 03/03  12:00:00,1063429.1549676978,719499.869209313,198872.0259247875 
 03/03  13:00:00,660605.6833336116,313446.2236006671,0.0 
 03/03  14:00:00,551311.5490097131,158047.3462511258,0.0 
 03/03  15:00:00,334987.98472618515,0.0,0.0 
 03/03  16:00:00,290113.4542405369,0.0,0.0 
 03/03  17:00:00,550693.677911436,34236.18116287289,0.0 
 03/03  18:00:00,911769.4237004925,211902.2103646819,0.0 
 03/03  19:00:00,2306485.232656554,1685669.6359218124,1316510.1422753385 
 03/03  20:00:00,2932842.9459807226,2361564.2133960016,2335577.414094377 
 03/03  21:00:00,3190413.5337878214,2620830.7866652724,2666032.157036061 
 03/03  22:00:00,3359919.2537325276,2800339.9928242615,2912544.5219212445 
 03/03  23:00:00,3475951.3212134764,2931598.648147786,3104702.4752610396 
 03/03  24:00:00,3675942.3789892835,3133249.922163479,3372080.336318504 
 03/04  01:00:00,3936662.48979859,3384075.795918922,3690112.787177949 
 03/04  02:00:00,4117099.51471366,3561326.8185844384,3919222.5916501204 
 03/04  03:00:00,4179103.0072667254,3629439.0664861538,4021985.849645015 
 03/04  04:00:00,4168359.990252086,3631331.3677209774,4044374.527895234 
 03/04  05:00:00,4207095.940698058,3676667.329486279,4111477.005747285 
 03/04  06:00:00,4329544.069166714,3792933.6255706614,4256197.389259282 
 03/04  07:00:00,4421185.105675697,3881128.876924975,4365653.846302719 
 03/04  08:00:00,4470691.108761837,3931023.072923687,4430900.7868111525 
 03/04  09:00:00,4084133.472135948,3585555.156546523,4045651.1771635134 
 03/04  10:00:00,2512932.452259858,2127073.0531578735,2266790.324612418 
 03/04  11:00:00,1156033.697818388,835071.8571853739,530541.1262467363 
 03/04  12:00:00,458872.792295774,182926.08204167118,0.0 
 03/04  13:00:00,75625.71144032408,0.0,0.0 
 03/04  14:00:00,0.0,0.0,0.0 
 03/04  15:00:00,0.0,0.0,0.0 
 03/04  16:00:00,0.0,0.0,0.0 
 03/04  17:00:00,0.0,0.0,0.0 
 03/04  18:00:00,274204.7073323191,0.0,0.0 
 03/04  19:00:00,1720037.9826553962,1051966.2181154783,619949.9069808708 
 03/04  20:00:00,2468221.8019432197,1869015.753492554,1693224.7112507073 
 03/04  21:00:00,2859286.005115223,2234645.550389702,2232047.669138758 
 03/04  22:00:00,3166519.6992507502,2537586.2736559524,2630900.233951744 
 03/04  23:00:00,3495152.4920054665,2860842.863520093,3024744.3540937565 
 03/04  24:00:00,3823925.956263428,3181591.823046843,3428094.9927458516 
 03/05  01:00:00,4113701.8823465025,3462226.787487253,3788579.8822109154 
 03/05  02:00:00,4388324.742025258,3725879.8308434174,4125326.7019696794 
 03/05  03:00:00,4645069.037604679,3971777.0248429533,4435032.143283436 
 03/05  04:00:00,4911494.729363009,4222839.840906541,4745970.491565722 
 03/05  05:00:00,5168490.489439913,4462913.557504838,5040040.2475652825 
 03/05  06:00:00,5382852.327265236,4664553.33971631,5284894.793243516 
 03/05  07:00:00,5601333.340453834,4868479.702206541,5528473.410525476 
 03/05  08:00:00,5712499.532282438,4977339.439452606,5661358.876622936 
 03/05  09:00:00,5194895.364452333,4525003.041158172,5148426.375311314 
 03/05  10:00:00,3466585.2428510487,2940223.4527760088,3218073.8266992373 
 03/05  11:00:00,2019230.6124440935,1595155.4054749736,1420395.9124452388 
 03/05  12:00:00,1108785.6878151612,763262.5896413763,261907.24293163148 
 03/05  13:00:00,593980.8878018599,226863.03745617007,0.0 
 03/05  14:00:00,383463.89775365643,36823.70811351393,0.0 
 03/05  15:00:00,51132.18009662487,0.0,0.0 
 03/05  16:00:00,0.0,0.0,0.0 
 03/05  17:00:00,0.0,0.0,0.0 
 03/05  18:00:00,384167.86196072155,0.0,0.0 
 03/05  19:00:00,2179197.410952175,1422746.8719553226,962190.267672834 
 03/05  20:00:00,3340830.197220416,2603823.5847493405,2475408.2680335804 
 03/05  21:00:00,4017275.373213229,3231278.6044081897,3299855.7093593255 
 03/05  22:00:00,4545891.205361594,3734864.4177463558,3915181.583676195 
 03/05  23:00:00,4973602.185226598,4148919.7725362615,4438354.4768564375 
 03/05  24:00:00,5252138.466875153,4433139.220198905,4815541.287870888 
 03/06  01:00:00,5450596.380471021,4644914.918901702,5100239.26528398 
 03/06  02:00:00,5661859.660157858,4856745.250787667,5383340.617610274 
 03/06  03:00:00,5837369.865460854,5028706.800103515,5616016.970096723 
 03/06  04:00:00,5961208.423575641,5159904.342071032,5788811.245162174 
 03/06  05:00:00,6080237.505248338,5284600.910036295,5949759.65674364 
 03/06  06:00:00,6078024.08754703,5293617.135444712,5978410.3300279025 
 03/06  07:00:00,6038598.488741789,5268553.827617515,5964272.391153929 
 03/06  08:00:00,5925656.260366807,5174912.712743888,5870591.489160472 
 03/06  09:00:00,5158421.588702015,4486521.137118842,5093176.159342611 
 03/06  10:00:00,3162630.820212398,2662137.4018564792,2858239.4624842852 
 03/06  11:00:00,1457534.4318170943,1077483.4062389422,747424.2387004466 
 03/06  12:00:00,511856.1376893253,182219.43572607814,0.0 
 03/06  13:00:00,62287.56085875175,0.0,0.0 
 03/06  14:00:00,0.0,0.0,0.0 
 03/06  15:00:00,0.0,0.0,0.0 
 03/06  16:00:00,0.0,0.0,0.0 
 03/06  17:00:00,0.0,0.0,0.0 
 03/06  18:00:00,344243.57981868193,0.0,0.0 
 03/06  19:00:00,2061260.7966777533,1266033.8169086792,790252.700468972 
 03/06  20:00:00,2974818.490214066,2276516.045619146,2090807.7821277666 
 03/06  21:00:00,3388794.8263868373,2663973.2835723353,2674593.895316792 
 03/06  22:00:00,3711524.9973993995,2988087.6452867785,3099672.834154561 
 03/06  23:00:00,4012909.3978915024,3296037.4837808046,3479767.295743333 
 03/06  24:00:00,4255037.528471694,3544902.481474856,3810739.832480399 
 03/07  01:00:00,4456700.008663669,3751776.9075073935,4095498.499673037 
 03/07  02:00:00,4656293.895530069,3952778.624595526,4366711.689445412 
 03/07  03:00:00,4797316.507142071,4105807.068568478,4566136.567050454 
 03/07  04:00:00,5013646.099816133,4324096.960886304,4832489.937192857 
 03/07  05:00:00,5211460.447053902,4519606.777534718,5072234.440464696 
 03/07  06:00:00,5311151.505636271,4626536.990400846,5206381.01712645 
 03/07  07:00:00,5429393.677771798,4742607.1739880275,5351920.6676524645 
 03/07  08:00:00,5563940.083456887,4869218.96120872,5507721.841107092 
 03/07  09:00:00,4955743.302591976,4324044.381624711,4882614.306843137 
 03/07  10:00:00,2785152.0801771116,2326826.9785936614,2450968.6240158016 
 03/07  11:00:00,1280772.316166875,957270.1387148063,685532.9314475629 
 03/07  12:00:00,515557.16625209316,284119.7925017074,9654.652571938643 
 03/07  13:00:00,125586.89566862413,1594.077789705625,0.0 
 03/07  14:00:00,2823.1634254629175,0.0,0.0 
 03/07  15:00:00,206844.756732946,44183.232892408516,0.0 
 03/07  16:00:00,800759.0292393623,554852.2023322482,305938.94715941517 
 03/07  17:00:00,1218113.7151776687,935058.3205704414,826940.0061102909 
 03/07  18:00:00,1825865.0905457842,1437985.1801492467,1376851.376333352 
 03/07  19:00:00,2762077.941447339,2260894.838122694,2340272.1007172037 
 03/07  20:00:00,3328459.3789406125,2823528.215258985,3095494.8905600444 
 03/07  21:00:00,3516985.014806017,3006002.8690946945,3326583.812050556 
 03/07  22:00:00,3824984.387320717,3296199.829969895,3671254.6160133784 
 03/07  23:00:00,4089890.373701299,3542795.98170955,3969194.547930724 
 03/07  24:00:00,4246772.642433421,3689586.2378435954,4154065.933700728 
 03/08  01:00:00,4510358.322350562,3931809.851086605,4442447.9431498945 
 03/08  02:00:00,4850393.1677741725,4239874.536165194,4802776.721783578 
 03/08  03:00:00,4976056.974426693,4356484.806625646,4943299.243420829 
 03/08  04:00:00,4650742.408548091,4066499.9249343458,4626040.233051764 
 03/08  05:00:00,4259351.084684119,3718017.007145268,4239570.080879483 
 03/08  06:00:00,4040538.588336137,3527370.202358937,4027627.8265541736 
 03/08  07:00:00,3861727.3672057036,3373381.321622791,3854762.7930673016 
 03/08  08:00:00,3693977.5994623085,3228558.9898893116,3691572.322312447 
 03/08  09:00:00,3479477.3985079955,3042791.3741831575,3480368.8470688565 
 03/08  10:00:00,2913125.147452296,2553198.0727572693,2906365.869307736 
 03/08  11:00:00,1733488.2351531514,1511662.9373961394,1626459.357473556 
 03/08  12:00:00,963159.076354342,829541.9026163258,772674.5522515235 
 03/08  13:00:00,607776.1896192132,527262.80009258,416605.28330794553 
 03/08  14:00:00,1349942.499746698,1127766.9954267787,1209904.1548313533 
 03/08  15:00:00,2336995.6712360913,1978552.1197491314,2304117.7792744227 
 03/08  16:00:00,960421.0138355313,779491.6518951885,710889.3844345268 
 03/08  17:00:00,1001748.6993038536,838791.0683915708,841729.3325236471 
 03/08  18:00:00,1232397.3586292316,1021537.4856827621,1058347.0380891503 
 03/08  19:00:00,1606760.981089956,1347367.3473642913,1464669.5136174585 
 03/08  20:00:00,1825107.4392878378,1577239.9411225885,1790729.3906180384 
 03/08  21:00:00,1923906.5165164052,1666654.5066084769,1897570.7768588273 
 03/08  22:00:00,1962795.1432851688,1703376.640017516,1942710.7239226028 
 03/08  23:00:00,1989081.1242811338,1728932.1325731485,1974555.06636342 
 03/08  24:00:00,2013116.9713338932,1753947.0644802582,2002897.235686433 
 03/09  01:00:00,2096746.9397781154,1835384.9860010017,2090886.1426813821 
 03/09  02:00:00,2142744.401537019,1881801.1019744999,2139974.2087668725 
 03/09  03:00:00,2201098.346127278,1939824.0506611522,2201896.4012032147 
 03/09  04:00:00,2333567.842909017,2062179.6307496452,2338456.7404923094 
 03/09  05:00:00,2467887.049890724,2184592.7415663097,2476215.2219709624 
 03/09  06:00:00,2656209.5106836325,2353806.3914988944,2667633.15711365 
 03/09  07:00:00,2787821.8531392794,2468066.764274201,2800473.6827588263 
 03/09  08:00:00,2745666.3900598558,2422479.8967126086,2755499.6767888316 
 03/09  09:00:00,2403658.2643971844,2113867.7680409225,2390490.780663875 
 03/09  10:00:00,1026734.1598134991,836842.5775133191,828948.7555393537 
 03/09  11:00:00,53006.76301958302,21001.889368387856,0.0 
 03/09  12:00:00,0.0,0.0,0.0 
 03/09  13:00:00,0.0,0.0,0.0 
 03/09  14:00:00,0.0,0.0,0.0 
 03/09  15:00:00,0.0,0.0,0.0 
 03/09  16:00:00,0.0,0.0,0.0 
 03/09  17:00:00,0.0,0.0,0.0 
 03/09  18:00:00,0.0,0.0,0.0 
 03/09  19:00:00,0.0,0.0,0.0 
 03/09  20:00:00,447260.33739851584,17552.877934893695,0.0 
 03/09  21:00:00,758294.8308608124,273581.9344710141,6432.007206814524 
 03/09  22:00:00,966110.709584157,530090.4474981326,317745.89249745844 
 03/09  23:00:00,1155529.1663666104,758757.3877435302,657161.1843701801 
 03/09  24:00:00,1267844.200269017,911696.5778916057,892814.5240820044 
 03/10  01:00:00,1477581.5002391455,1120076.2772856373,1178838.3665695956 
 03/10  02:00:00,1782372.7764126137,1405117.9644774047,1523101.1282226027 
 03/10  03:00:00,2000165.9305585073,1618212.819620607,1767236.649659919 
 03/10  04:00:00,2071848.9949137557,1701570.1863216069,1873494.178604293 
 03/10  05:00:00,2004168.8387221757,1661995.4702047135,1839667.1441999734 
 03/10  06:00:00,2004810.096083254,1678974.2226335448,1870625.8392156274 
 03/10  07:00:00,2149598.493577528,1822407.530669244,2041578.9852626398 
 03/10  08:00:00,2311674.1655582185,1980196.5335582923,2225672.707414994 
 03/10  09:00:00,2137496.7824378987,1841488.1140417,2067665.8651375182 
 03/10  10:00:00,1437385.911980979,1237674.6984815882,1368163.5373048035 
 03/10  11:00:00,1053526.923511898,908525.1570312578,984407.8898940138 
 03/10  12:00:00,733314.1135480907,628058.0124784771,628437.3770856047 
 03/10  13:00:00,186377.0535257383,135968.7289626065,51155.259967526225 
 03/10  14:00:00,0.0,0.0,0.0 
 03/10  15:00:00,0.0,0.0,0.0 
 03/10  16:00:00,0.0,0.0,0.0 
 03/10  17:00:00,0.0,0.0,0.0 
 03/10  18:00:00,66449.71654167275,0.0,0.0 
 03/10  19:00:00,870699.1199051809,497693.56732678314,365160.04172406974 
 03/10  20:00:00,1541339.9970214926,1195381.849187694,1172574.2050572885 
 03/10  21:00:00,1965236.707684082,1579543.3145382202,1659515.230250028 
 03/10  22:00:00,2373159.6269682655,1926393.9951012947,2095772.2265132356 
 03/10  23:00:00,2603185.809407771,2121384.2364963875,2365537.864629359 
 03/10  24:00:00,2686340.4335466656,2213330.00094577,2488279.738698948 
 03/11  01:00:00,2776569.845144828,2305988.517312594,2614617.3109399998 
 03/11  02:00:00,2910763.313896594,2433267.092287396,2779880.9513959982 
 03/11  03:00:00,3020110.2956745536,2538880.845009463,2915510.975332613 
 03/11  04:00:00,3096637.5878776945,2616492.462752765,3014224.414900306 
 03/11  05:00:00,3148331.3221859084,2670337.4967403235,3083997.0049945903 
 03/11  06:00:00,3169993.802966034,2696825.462149898,3120195.5986253945 
 03/11  07:00:00,3163865.9638501354,2712403.58615289,3125911.364481087 
 03/11  08:00:00,3151853.237144418,2740931.4421927417,3123319.7572989697 
 03/11  09:00:00,3102124.142963736,2704409.270087966,3084639.582106317 
 03/11  10:00:00,2858229.8537237705,2495851.3526599696,2852222.2848670925 
 03/11  11:00:00,2575286.0757694934,2255053.9355949094,2576359.297172637 
 03/11  12:00:00,2205214.297331118,1937844.557755614,2211552.355449524 
 03/11  13:00:00,1711237.0341473173,1514506.64163001,1719584.4647410389 
 03/11  14:00:00,1809696.0925878352,1596877.414725813,1821790.5718153447 
 03/11  15:00:00,1707595.2778323493,1509369.7316229693,1721873.7016089486 
 03/11  16:00:00,1689828.8241109261,1492459.2089646098,1704352.1219768948 
 03/11  17:00:00,1610758.2841045642,1419131.6287944475,1613124.245152657 
 03/11  18:00:00,1803359.939296008,1578884.6083226604,1793360.7788824758 
 03/11  19:00:00,2162730.8305608653,1884936.3848072842,2136886.0745167513 
 03/11  20:00:00,2401783.523129839,2109312.861064815,2408369.279181634 
 03/11  21:00:00,2464896.1615565973,2166729.3411540864,2472864.818133211 
 03/11  22:00:00,2514802.9281170215,2212778.0001699477,2523842.335761591 
 03/11  23:00:00,2605575.8513500593,2293786.139989613,2615279.7964439224 
 03/11  24:00:00,2639812.988933155,2323256.802844392,2648809.4659370407 
 03/12  01:00:00,2638035.6664954117,2320953.509660105,2647219.6097376253 
 03/12  02:00:00,2724600.129603305,2401486.0286506955,2735693.719125623 
 03/12  03:00:00,2726551.827892859,2404739.704591648,2737704.1207098453 
 03/12  04:00:00,2713386.8997873883,2394531.992311595,2725131.5547081446 
 03/12  05:00:00,2709655.1284655984,2388561.6653795913,2722402.910138354 
 03/12  06:00:00,2618986.245001418,2312097.8790869676,2630719.1780117815 
 03/12  07:00:00,2495595.6787771313,2203172.6225869395,2506160.649300169 
 03/12  08:00:00,2412982.410258133,2131426.0307110357,2422660.948141221 
 03/12  09:00:00,2149548.491232001,1903165.6097621557,2154452.6528539127 
 03/12  10:00:00,1231599.7804041032,1095080.1287165964,1205272.8572250027 
 03/12  11:00:00,287751.27702563733,243152.89852520038,189052.13073960366 
 03/12  12:00:00,0.0,0.0,0.0 
 03/12  13:00:00,0.0,0.0,0.0 
 03/12  14:00:00,0.0,0.0,0.0 
 03/12  15:00:00,0.0,0.0,0.0 
 03/12  16:00:00,0.0,0.0,0.0 
 03/12  17:00:00,0.0,0.0,0.0 
 03/12  18:00:00,0.0,0.0,0.0 
 03/12  19:00:00,0.0,0.0,0.0 
 03/12  20:00:00,468442.4367120404,111721.10088896699,0.0 
 03/12  21:00:00,1048544.2929090314,639383.3802239151,480459.63896420656 
 03/12  22:00:00,1376566.4239366802,980274.6979834087,941042.3775651807 
 03/12  23:00:00,1526330.333292281,1162297.5488391737,1203237.7005064834 
 03/12  24:00:00,1610001.5704489278,1258314.1731972813,1357675.885111341 
 03/13  01:00:00,1705870.6375996661,1356330.956425529,1485005.4260787093 
 03/13  02:00:00,1732322.2282014051,1398278.080571532,1535059.7947721793 
 03/13  03:00:00,1738617.7886579644,1423528.1434361478,1572360.9423809494 
 03/13  04:00:00,1821843.142411888,1512840.2262566946,1683836.2559602228 
 03/13  05:00:00,1903827.1741775698,1599081.4093539673,1790578.2752611982 
 03/13  06:00:00,1999222.7068712923,1695968.7699235475,1907525.8885100866 
 03/13  07:00:00,2113101.882990582,1806225.2552814956,2039517.9426303594 
 03/13  08:00:00,2168476.250127607,1863051.3115903225,2109134.6620054822 
 03/13  09:00:00,1727257.630006007,1481029.1398207336,1668647.7135080546 
 03/13  10:00:00,653805.0435024722,524227.379943557,528705.8978939102 
 03/13  11:00:00,20756.969335079702,8211.681674646026,0.0 
 03/13  12:00:00,0.0,0.0,0.0 
 03/13  13:00:00,0.0,0.0,0.0 
 03/13  14:00:00,0.0,0.0,0.0 
 03/13  15:00:00,0.0,0.0,0.0 
 03/13  16:00:00,0.0,0.0,0.0 
 03/13  17:00:00,0.0,0.0,0.0 
 03/13  18:00:00,0.0,0.0,0.0 
 03/13  19:00:00,0.0,0.0,0.0 
 03/13  20:00:00,0.0,0.0,0.0 
 03/13  21:00:00,0.0,0.0,0.0 
 03/13  22:00:00,183238.04260933434,0.0,0.0 
 03/13  23:00:00,816432.8779498396,339634.6473917329,206071.9178640662 
 03/13  24:00:00,1152014.425713029,706787.4605545233,694313.1126855664 
 03/14  01:00:00,1461357.7763450872,1028317.0156280263,1118417.2340813184 
 03/14  02:00:00,1682407.3272324437,1259192.1676012632,1413241.7082868759 
 03/14  03:00:00,1754631.340538059,1367334.1381551488,1519835.798784627 
 03/14  04:00:00,1914684.069149472,1526595.0037404967,1704196.3591691195 
 03/14  05:00:00,2120843.9950052765,1730784.8361231836,1942118.0192867883 
 03/14  06:00:00,2188001.39673365,1808860.18431109,2039106.8508629585 
 03/14  07:00:00,2253331.5221465835,1852317.9466446538,2131144.261850109 
 03/14  08:00:00,2395664.254459923,1976613.8387315185,2297227.3821605477 
 03/14  09:00:00,2501069.7357261754,2080502.1297807344,2422390.9103336763 
 03/14  10:00:00,2496295.495834078,2087004.7372413606,2433842.7709453837 
 03/14  11:00:00,2469114.518477852,2071693.8094273694,2419885.297489262 
 03/14  12:00:00,2224977.145208071,1863741.8570991063,2143954.3464557608 
 03/14  13:00:00,405124.4287729096,312431.6462202475,130780.57064171226 
 03/14  14:00:00,159802.02800961013,70249.2736863096,0.0 
 03/14  15:00:00,87134.55341232802,8333.135046623647,0.0 
 03/14  16:00:00,1091.8397768047728,0.0,0.0 
 03/14  17:00:00,0.0,0.0,0.0 
 03/14  18:00:00,306262.3973402671,0.0,0.0 
 03/14  19:00:00,1498419.7867767597,945922.7915710506,754847.0733085892 
 03/14  20:00:00,2440602.6237117583,1970936.0723377867,2007557.5539178965 
 03/14  21:00:00,2751961.8607536,2273369.1680178917,2363048.782276582 
 03/14  22:00:00,2914900.3358908496,2443140.652808524,2582625.22355948 
 03/14  23:00:00,3115725.2547743875,2638464.8658722215,2839860.0450399015 
 03/14  24:00:00,3202095.617948412,2728815.1474536164,2977132.513960533 
 03/15  01:00:00,3320068.209057616,2847635.4027731894,3139210.3696285887 
 03/15  02:00:00,3544480.2188989343,3060641.420046884,3399331.7904053046 
 03/15  03:00:00,3735898.3138125106,3242648.2165718665,3620600.016412589 
 03/15  04:00:00,3956100.6366853537,3443140.3894724566,3867040.342981314 
 03/15  05:00:00,4256762.410233725,3712360.016859934,4189339.1915129456 
 03/15  06:00:00,4462758.248482246,3898065.6632430064,4412985.877589368 
 03/15  07:00:00,4460513.577258542,3896221.2500784546,4426930.270021511 
 03/15  08:00:00,4312824.620169379,3766748.996049127,4293810.225561868 
 03/15  09:00:00,3456915.95299154,3020096.62244829,3442331.674521313 
 03/15  10:00:00,1823267.549683666,1541344.676689603,1642962.2453336534 
 03/15  11:00:00,524133.16426448186,323134.87839746126,154134.831923445 
 03/15  12:00:00,22040.11003470223,0.0,0.0 
 03/15  13:00:00,0.0,0.0,0.0 
 03/15  14:00:00,0.0,0.0,0.0 
 03/15  15:00:00,0.0,0.0,0.0 
 03/15  16:00:00,0.0,0.0,0.0 
 03/15  17:00:00,0.0,0.0,0.0 
 03/15  18:00:00,0.0,0.0,0.0 
 03/15  19:00:00,875864.3198559375,299623.50957589364,34474.97146241022 
 03/15  20:00:00,2308615.2666905858,1583020.0826396348,1153711.5563914643 
 03/15  21:00:00,2867886.6577212773,2176832.9642459825,2037282.9520868347 
 03/15  22:00:00,3334776.54194129,2621779.4710343536,2681890.515440703 
 03/15  23:00:00,3715433.433129634,2983095.994429797,3168130.7810357944 
 03/15  24:00:00,3959189.874342786,3236307.506458779,3474121.110673068 
 03/16  01:00:00,3943893.1536135487,3263370.008396271,3535066.589298057 
 03/16  02:00:00,3910637.5824563475,3272967.3419713094,3577661.310986496 
