Date/Time,BATIMENT0000000240879449_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 03/22  06:00:00,10311617.806547686,8996050.095631503,8985252.689616628,9014894.01225774,10500291.419662466 
 03/22  07:00:00,10676602.024013216,9282519.29884813,9269830.0134644,9300685.016604604,10844357.080880858 
 03/22  08:00:00,10553783.908277716,9190041.717187405,9174925.692022113,9205381.314951291,10657405.06423083 
 03/22  09:00:00,8945855.110184744,7927592.735155526,7911769.60310388,7933050.689386517,8559879.188140037 
 03/22  10:00:00,6935543.777649897,6269508.171213134,6257517.96880183,6262257.837810146,5796988.344921956 
 03/22  11:00:00,5066803.412309433,4714569.371490479,4705150.100543988,4700638.579410753,3884087.277583207 
 03/22  12:00:00,3191230.400333631,3099918.9713244243,3093730.180147382,3089050.7124856357,2421199.712104918 
 03/22  13:00:00,1223580.3263015638,1602281.0134039186,1605189.469635133,1604299.6867139942,1258523.5604909614 
 03/22  14:00:00,0.0,609981.3006102487,634007.9911920432,630942.5845266031,279020.53248098673 
 03/22  15:00:00,0.0,77933.6141627573,108965.6638868968,105914.02229347735,0.0 
 03/22  16:00:00,0.0,0.0,0.0,0.0,0.0 
 03/22  17:00:00,0.0,0.0,0.0,0.0,0.0 
 03/22  18:00:00,0.0,0.0,0.0,0.0,0.0 
 03/22  19:00:00,0.0,0.0,11362.655048014858,11970.753247955872,0.0 
 03/22  20:00:00,0.0,418161.64131365076,563802.2391138817,564236.6072930221,488222.6017331908 
 03/22  21:00:00,0.0,978679.6019018263,1074240.4737529259,1076768.036384987,1131226.3636423843 
 03/22  22:00:00,344185.2380803175,1227506.1746813925,1306608.3703065757,1310358.9829982286,1430735.3009177502 
 03/22  23:00:00,669013.2850290189,1379162.5432359246,1447909.5379057354,1452675.3831565222,1622999.5871015824 
 03/22  24:00:00,1038208.7669970104,1588942.4013932408,1648350.6000769502,1654266.9385037385,1879472.0055178055 
 03/23  01:00:00,1399023.7798702936,1819676.2218838383,1870580.7124857882,1877686.9929237657,2158464.892066394 
 03/23  02:00:00,1755266.5023222466,2051162.1744946477,2094467.3955977866,2102700.591721118,2439578.045554077 
 03/23  03:00:00,2017660.8716314891,2197762.122796786,2234369.922337859,2243455.7844372857,2621404.749287868 
 03/23  04:00:00,2138136.553200077,2225601.492396879,2256185.0734578385,2265879.256233132,2662968.681568811 
 03/23  05:00:00,2284790.169567506,2280911.150756452,2305982.885358807,2316261.128177293,2737129.4054616354 
 03/23  06:00:00,2557643.634656095,2459010.939609738,2479314.6164320614,2490349.9994473113,2948719.174551385 
 03/23  07:00:00,2797321.7322913148,2618465.4803055977,2634507.4353580684,2646331.085388076,3134946.652248118 
 03/23  08:00:00,3039010.005224983,2795827.6870609336,2807983.363823194,2820592.2174525554,3330073.2640942414 
 03/23  09:00:00,2990641.907561252,2785950.7360658464,2795522.969129801,2807503.8667438435,3216148.4085581196 
 03/23  10:00:00,2458880.208721149,2421189.1383410217,2429968.512855073,2436533.6927377824,2447165.0660307934 
 03/23  11:00:00,1677700.8533970567,1801204.765055847,1809761.5839294186,1809151.4641209855,1466145.5526678648 
 03/23  12:00:00,833210.144870392,1079407.0086766267,1088534.002287283,1085326.137022217,689267.7616424917 
 03/23  13:00:00,541274.2727080593,890616.716609843,901580.3896017635,899908.750026171,616312.4501823987 
 03/23  14:00:00,370221.38272093143,896718.658805208,911380.2665633718,908897.480806496,608577.0460284431 
 03/23  15:00:00,26471.45548113477,767189.1113052815,787889.3501579893,784829.4190993446,484058.4320542286 
 03/23  16:00:00,13637.167270079954,791693.2791578409,814509.8737152193,811753.0595574705,552735.7790405746 
 03/23  17:00:00,203920.90663361305,946614.6012215613,968514.0208043217,968043.2792187828,799549.0983539408 
 03/23  18:00:00,71636.14332340658,1045424.0527152186,1077438.9648550337,1081361.811539755,1005442.7740690007 
 03/23  19:00:00,308098.2746848765,1149474.6294641695,1195621.426424256,1207486.6992698389,1292097.1333916823 
 03/23  20:00:00,1211247.3512020153,1382737.7165720244,1397457.5627550513,1402217.7638009237,1589236.78286878 
 03/23  21:00:00,1429592.416279679,1492573.0621215801,1504653.028865086,1510236.4564621793,1737109.8987423934 
 03/23  22:00:00,1605362.2578717698,1595118.8060309142,1604729.1088759229,1611077.0958053414,1873396.944869467 
 03/23  23:00:00,1762588.0736083507,1686633.2729750609,1693938.5266643106,1701046.7469351804,1995518.197810436 
 03/23  24:00:00,2046497.527948987,1896604.1561396036,1901670.74854057,1909773.6105628344,2249300.9836344733 
 03/24  01:00:00,2316020.4441544344,2097915.2542224824,2100973.0903520305,2110074.726916332,2493695.258588357 
 03/24  02:00:00,2471776.632304187,2202467.829059693,2203747.825364259,2213589.181454401,2626619.108889156 
 03/24  03:00:00,2769122.0519949174,2436538.180961885,2436023.5198543463,2446897.1806754856,2904893.8121851706 
 03/24  04:00:00,3352314.3383038463,2879828.7027522735,2876513.8269952107,2889830.698063838,3474033.1008245824 
 03/24  05:00:00,3642184.6913470593,3120966.746451361,3116218.813237896,3130477.226913169,3750213.3718401035 
 03/24  06:00:00,3740732.288165053,3217745.071340478,3212273.75078957,3226687.320155266,3835894.1183889406 
 03/24  07:00:00,3785982.7367155403,3240007.6368378596,3233492.111427599,3248368.092888336,3870162.0773538323 
 03/24  08:00:00,3830082.7343145926,3274294.6485170354,3266905.8360374477,3282128.4226225303,3904728.0367153417 
 03/24  09:00:00,3814262.794738003,3316535.40501389,3308977.431600283,3323853.5666266633,3870479.0853260625 
 03/24  10:00:00,3483329.4329240145,3158278.64950293,3152068.3132582665,3163985.5085122413,3459543.43974382 
 03/24  11:00:00,3120838.6729686083,2910883.7152705532,2905691.8101591216,2915644.328414083,3078332.1339403177 
 03/24  12:00:00,2311431.792041716,2317079.3607641105,2314390.5875391546,2319977.9380488633,2224969.9089421295 
 03/24  13:00:00,1626510.011872332,1833130.633721556,1833725.050552648,1838103.5237784218,1701838.9826943022 
 03/24  14:00:00,2026206.5010139397,2014210.6568636824,2012365.4004914197,2019919.9891815514,2159029.9450170193 
 03/24  15:00:00,2905031.872769298,2422268.4940880383,2414776.3151225243,2426634.2781586824,2939743.083142544 
 03/24  16:00:00,3046244.5426835665,2543633.600228551,2535482.256310228,2547995.452885959,3079147.381045007 
 03/24  17:00:00,3162011.9090435887,2636947.595809697,2628173.510184577,2641276.515954007,3192623.8713270826 
 03/24  18:00:00,3191378.6325339093,2648805.9688970274,2639373.162637465,2653050.7396254707,3223801.634551009 
 03/24  19:00:00,3392721.486869969,2824304.961290714,2814513.8046808722,2828866.8634111052,3429042.0419343947 
 03/24  20:00:00,4297858.463854765,3655927.2211845703,3646221.650354659,3661177.5292959614,4322160.003179749 
 03/24  21:00:00,4994814.650995132,4259547.053437193,4248825.0559434155,4265482.928638046,5020867.636821746 
 03/24  22:00:00,5492036.557108905,4687005.382261192,4675508.880458585,4693404.310162201,5518921.3815682605 
 03/24  23:00:00,5656320.017962763,4823725.03840006,4811667.237665874,4830229.593962304,5683351.735654372 
 03/24  24:00:00,6098976.517390601,5203060.00445883,5190222.524050339,5209982.644840506,6127050.592485718 
 03/25  01:00:00,6575703.216749392,5613976.326865978,5600392.522870701,5621381.029133552,6605811.296070743 
 03/25  02:00:00,6945492.604548854,5931719.29164702,5917376.835463673,5939494.618326433,6977200.571043363 
 03/25  03:00:00,7333791.059731665,6265954.632082742,6250937.338469295,6274122.418709149,7366817.707007375 
 03/25  04:00:00,7665333.209805397,6548912.0768474825,6533287.395568484,6557406.429417828,7699268.58024319 
 03/25  05:00:00,7718408.290882226,6586859.307516151,6570825.544089682,6595363.6830613855,7751924.953132449 
 03/25  06:00:00,7697014.436725732,6563970.830579224,6547741.693190267,6572416.460883844,7730106.134417976 
 03/25  07:00:00,7803799.758966083,6658188.942460522,6641556.733538332,6666756.657010688,7838982.744105645 
 03/25  08:00:00,7446051.734001536,6382858.819283795,6366008.664961525,6390892.53462629,7480017.006777057 
 03/25  09:00:00,6442106.803287984,5646680.921257583,5631159.404761047,5652402.7795377225,6383771.479040011 
 03/25  10:00:00,5374593.485766392,4832445.699099081,4819683.024787886,4835025.77566039,5131838.934004467 
 03/25  11:00:00,4208819.851151302,3922696.7675799737,3912646.0576835335,3921778.277638491,3852077.538820823 
 03/25  12:00:00,3060776.7714304808,3005939.3385252436,2998870.9198700218,3004591.806878372,2800464.9617648306 
 03/25  13:00:00,2514775.9437239254,2667220.518074282,2664267.188420071,2670448.381285685,2555054.4238720178 
 03/25  14:00:00,1843683.0309630125,2395816.9172923444,2401650.7973949574,2406343.768710572,2223726.8422644804 
 03/25  15:00:00,1341916.774233745,2020505.4369550112,2030794.9337011627,2033896.6482814245,1832367.112235063 
 03/25  16:00:00,1024037.894824204,1772245.2487143544,1785489.9531530843,1787874.771812241,1607886.305806825 
 03/25  17:00:00,782973.8230293936,1680349.4115892465,1698183.3321914822,1701932.5672747672,1574829.0319305568 
 03/25  18:00:00,474578.72589814797,1677079.2050940217,1703386.5172319058,1710284.7430733673,1653683.597706833 
 03/25  19:00:00,979204.4183944934,1901621.44686229,1931208.5872169803,1944359.0683448915,2069114.3806433163 
 03/25  20:00:00,2613885.1552661248,2561321.4972921154,2568049.580743797,2576883.9871963877,2922288.781290385 
 03/25  21:00:00,3452874.8983843313,3242805.642793876,3246788.7473850516,3257880.6811973117,3724158.9382927716 
 03/25  22:00:00,4197867.381246172,3843949.5351764276,3845234.925141764,3858465.1277674683,4436721.860368945 
 03/25  23:00:00,4867220.341336627,4382451.1864159275,4381269.777649745,4396493.700602398,5078169.793227949 
 03/25  24:00:00,5045716.99603871,4492029.714345356,4488953.029065702,4505222.955182288,5230487.828999848 
 03/26  01:00:00,5160266.001196057,4549022.211607872,4544256.505630186,4561213.427855842,5318253.746544743 
 03/26  02:00:00,5281015.34896249,4621757.8080099635,4615476.39165076,4633196.975924639,5418900.75719304 
 03/26  03:00:00,5347163.211353394,4648766.856601231,4641178.1422755215,4659495.250932378,5467532.906100124 
 03/26  04:00:00,5216683.49483073,4507457.87508541,4498740.662622717,4517319.956810565,5322234.645514094 
 03/26  05:00:00,4891978.993729122,4201137.546973235,4191697.797827066,4210052.165166354,4983775.872856187 
 03/26  06:00:00,4897332.959571684,4187731.459513521,4177669.4098260063,4196121.411987163,4978094.980196351 
 03/26  07:00:00,5061385.121981075,4320732.086823649,4310000.4547366975,4328910.90650573,5134767.709747854 
 03/26  08:00:00,5029143.498161873,4289887.205094257,4278493.201527336,4297655.511433002,5095299.333415956 
 03/26  09:00:00,4967224.230726985,4250776.392612472,4239132.632302853,4258224.683958047,5027881.608591064 
 03/26  10:00:00,4743480.264999149,4118039.5489842943,4106905.4106395342,4125112.4579062574,4800301.629837859 
 03/26  11:00:00,4167607.937186255,3794703.58273628,3785866.5592494104,3800700.938440817,4172035.6469313726 
 03/26  12:00:00,3338710.403007586,3230293.82647922,3224461.679651178,3234273.1598186004,3264366.9926328906 
 03/26  13:00:00,2642921.5367237483,2791808.7078880025,2789690.294112887,2798897.507614961,2798162.6587570384 
 03/26  14:00:00,2089062.2328307582,2684391.879191986,2691970.7838865477,2700643.911012364,2684226.5442809993 
 03/26  15:00:00,1361728.1116485756,2573555.3980504554,2593907.414135807,2602549.980284045,2610952.608540653 
 03/26  16:00:00,338992.3587332785,2462677.067510478,2501791.722481085,2511972.154723604,2640916.015113701 
 03/26  17:00:00,16545.130282106406,2303211.8967955,2351037.4751810334,2364807.5801280434,2504894.960647513 
 03/26  18:00:00,152863.22607349284,2404929.583826699,2458792.408523036,2476215.1835219893,2660291.5115175173 
 03/26  19:00:00,1869591.6259393867,2979100.1790049095,3020154.2383344425,3041039.129232793,3416055.9895622563 
 03/26  20:00:00,3803690.48878856,3823724.5113870353,3838705.5181424934,3854653.1091556577,4459044.904896982 
 03/26  21:00:00,4991894.05526101,4671568.338670411,4679869.655889081,4700424.129441426,5572461.056140833 
 03/26  22:00:00,5486068.351716538,5036999.38535287,5041733.555958927,5063437.230387969,5986879.899700015 
 03/26  23:00:00,5776167.855473091,5213567.150058377,5214930.8301681,5237620.979067685,6206166.26511442 
 03/26  24:00:00,6282296.1400037315,5584781.146076812,5582830.539786864,5607001.481165769,6653393.500978247 
 03/27  01:00:00,6761085.865671448,5954519.4138643015,5949857.985692458,5975296.384729985,7083076.830744029 
 03/27  02:00:00,6879010.813271873,6051107.10170563,6045151.011500917,6070281.701189928,7155571.884025122 
 03/27  03:00:00,6767192.132559826,5910462.504464907,5902913.803348046,5927966.337579716,7005002.842160957 
 03/27  04:00:00,6908331.595812903,5996861.464593653,5987658.899005836,6012992.968777689,7112528.887907332 
 03/27  05:00:00,7004193.50187868,6054193.719970656,6043557.237386949,6069233.782773597,7181932.438142823 
 03/27  06:00:00,6939446.843847338,5978692.146265623,5966888.830746021,5992667.396527357,7094925.208028281 
 03/27  07:00:00,6952370.869130274,5972437.3803606,5959584.735807191,5985530.4335803,7088797.141197875 
 03/27  08:00:00,7031911.353598803,6037140.77200313,6023422.304553999,6049566.213042449,7153058.111593945 
 03/27  09:00:00,6998133.636277657,6032596.038509088,6018406.984512489,6044396.688975472,7106379.729472137 
 03/27  10:00:00,6966477.922071881,6081630.24700002,6067710.210305936,6092647.420382422,7035200.4242542125 
 03/27  11:00:00,6685796.303923719,6011466.727580728,5998757.636653708,6019581.8875365155,6555369.824380555 
 03/27  12:00:00,6343120.666179958,5830295.526501054,5818655.866121506,5836767.475720691,6157108.794759768 
 03/27  13:00:00,5945427.6758587705,5686758.328719707,5678365.346584109,5698015.635012936,6139230.352615297 
 03/27  14:00:00,5224690.591596747,5564251.393704286,5565658.7291573845,5586006.396706717,6066081.993475478 
 03/27  15:00:00,4547188.448519253,5377865.520537686,5390268.524641812,5410533.092358829,5909205.793333224 
 03/27  16:00:00,4201509.024341457,5252544.99072515,5270982.464606911,5290892.665337262,5800919.9420540985 
 03/27  17:00:00,4365458.801326156,5444069.416198421,5464962.258260448,5488003.553196024,6072609.787380124 
 03/27  18:00:00,4252631.69213952,5751927.448469341,5784453.392957401,5813168.277215894,6538696.271332627 
 03/27  19:00:00,5107324.033855009,6016413.443403929,6051920.223818905,6088862.370203352,7011278.838664148 
 03/27  20:00:00,6984522.419425455,6454544.698673024,6457171.104666254,6482948.541874287,7556729.200247705 
 03/27  21:00:00,7545964.977956414,6860469.883669976,6860188.423461717,6886872.276618257,8035879.342688988 
 03/27  22:00:00,8158458.224909802,7322817.872497469,7319695.828885602,7347390.852606943,8576390.54540459 
 03/27  23:00:00,8949374.876367923,7953851.147262815,7947906.372367072,7977127.721076242,9309056.410632767 
 03/27  24:00:00,9702661.275077296,8558543.685257806,8549928.677515648,8580797.916059885,10014907.396317614 
 03/28  01:00:00,10281476.162922475,9012506.169878952,9001551.938918455,9033706.528110974,10551335.599661212 
 03/28  02:00:00,10786276.770506388,9411783.503278371,9398919.413928915,9432101.016772075,11020498.442077756 
 03/28  03:00:00,11432526.49010273,9943114.489528663,9928312.741041554,9962914.839912407,11639054.843254592 
 03/28  04:00:00,11987429.916648999,10397154.102398844,10380582.092464905,10416516.845847184,12171350.699449377 
 03/28  05:00:00,12300438.234979756,10642664.982654635,10624652.38894957,10661456.66176202,12464436.955681352 
 03/28  06:00:00,12650946.116483927,10926012.834784321,10906677.56626927,10944393.49432019,12798734.126742547 
 03/28  07:00:00,12801621.188340647,11044578.519480335,11024005.5679024,11062485.942327563,12938043.337570468 
 03/28  08:00:00,12494033.920621224,10822348.2312182,10798112.872485528,10834906.692974186,12502025.078469612 
 03/28  09:00:00,10837142.853716219,9526768.019562002,9501565.493927361,9526670.449333098,10153592.740999477 
 03/28  10:00:00,9054510.996215617,8068192.17463311,8049268.103357927,8060366.2729923725,7751940.565166691 
 03/28  11:00:00,7881238.225590988,7112982.810579525,7095683.842018198,7099818.677642597,6497266.698524368 
 03/28  12:00:00,6619903.288292222,6080896.414594173,6066669.832606501,6072422.085671925,5701593.27736471 
 03/28  13:00:00,4999374.912719432,5013585.45730756,5007732.737082956,5018711.913614869,5079287.695419614 
 03/28  14:00:00,3532087.5594724407,4443540.6845172215,4454736.210776509,4465223.130815379,4503267.645026608 
 03/28  15:00:00,2110542.1787502887,3995606.907411106,4026323.995546216,4036538.199120177,4135820.7055008044 
 03/28  16:00:00,778457.5989180799,3439203.8395170313,3486700.0907068592,3496945.0751739736,3613745.6968557574 
 03/28  17:00:00,261977.13379453635,3166642.5232425956,3223985.296704429,3239499.705465038,3415296.7853820464 
 03/28  18:00:00,361858.6065111507,3283461.214202433,3349513.8892637338,3371155.51700854,3604005.295913061 
 03/28  19:00:00,1814649.2654213768,3520469.7752399025,3579475.169907559,3607228.79695965,3991103.4021887896 
 03/28  20:00:00,4307727.808815042,4421018.776609829,4440299.943110137,4457511.377917499,5108784.680923143 
 03/28  21:00:00,5320750.499462962,5192189.962502436,5206609.315274778,5225973.050464663,6021357.742125937 
 03/28  22:00:00,5466539.003968485,5206826.883895858,5217270.290946113,5237186.429005087,6066159.129775391 
 03/28  23:00:00,5208066.804969282,4878578.704234028,4885692.762003304,4905321.367033052,5713895.556360095 
 03/28  24:00:00,4983178.133013209,4598779.251841795,4603025.015191672,4622326.9876823835,5408131.8267207695 
 03/29  01:00:00,4922146.415040426,4480584.148684703,4482463.926255442,4501698.04577271,5283503.3866479 
 03/29  02:00:00,5037638.8660194,4525409.899931347,4524888.574073504,4544422.428294573,5344890.731189767 
 03/29  03:00:00,5234858.360002048,4653103.536726767,4650493.027282843,4670485.175725987,5498817.723778007 
 03/29  04:00:00,5449254.738052417,4802778.0779498955,4798287.487554862,4818805.659158934,5677288.985429688 
 03/29  05:00:00,5630330.4204631755,4926546.391876567,4920361.275593948,4941340.35681261,5823601.115270026 
 03/29  06:00:00,5837511.003644599,5079869.8997845715,5072166.019474335,5093650.177018273,6003286.953786752 
 03/29  07:00:00,5978708.616944301,5181692.993098554,5172705.527634342,5194644.53833613,6124057.373725889 
 03/29  08:00:00,6018036.792964189,5230782.377595955,5220897.391114652,5242948.94354578,6148227.455129025 
 03/29  09:00:00,5543913.902403891,4933404.29915227,4924097.141924645,4943639.535046704,5602365.403238673 
 03/29  10:00:00,4552855.142373378,4179643.6295074467,4171905.1908853524,4183340.601870767,4261067.855949769 
 03/29  11:00:00,3330622.045927827,3182597.207084748,3176366.2607872463,3177609.5116278194,2740938.23637608 
 03/29  12:00:00,1923930.0668189535,1996371.7179696907,1993200.1567735933,1991948.8744702134,1544276.6647261772 
 03/29  13:00:00,508306.63288509386,874786.5177804488,878710.1595196424,878217.9509943586,569811.8574517546 
 03/29  14:00:00,0.0,148411.99397193122,161156.21967151528,159326.45753315734,11272.939942670928 
 03/29  15:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  16:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  17:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  18:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  19:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  20:00:00,0.0,22703.5166935937,89045.45405168901,89739.0225226467,63013.06950159342 
 03/29  21:00:00,0.0,508839.0081704187,614743.5989578152,617112.0065458323,634047.719707765 
 03/29  22:00:00,99477.63919132703,1026481.89382048,1118767.4717274886,1122835.6817688094,1237002.3401313564 
 03/29  23:00:00,517382.214981351,1287427.0320061115,1366061.387445564,1371344.2833114576,1547096.8444050394 
 03/29  24:00:00,700889.0266026575,1308217.2148869506,1377050.4938206389,1382963.8379675453,1586779.7297823406 
 03/30  01:00:00,854841.5535383145,1334153.51056644,1393945.2924664658,1400414.3461358636,1628844.4209158728 
 03/30  02:00:00,1191793.5557215663,1553070.5453857153,1604581.593211909,1612034.8746193792,1890504.1213313425 
 03/30  03:00:00,1783753.9035356971,2011154.3711250068,2055231.639126313,2064180.6480465573,2428108.068944846 
 03/30  04:00:00,2158849.6057206723,2270125.4439770244,2307655.8412191663,2317657.517334368,2736084.017483074 
 03/30  05:00:00,2285646.3500155485,2310918.6825851784,2342045.699263677,2352679.753991569,2787014.2845789744 
 03/30  06:00:00,2465256.592555188,2402770.586128613,2428063.799501247,2439400.993782576,2897690.1268124916 
 03/30  07:00:00,2712496.0569477165,2567083.322868831,2587497.832896374,2599593.8579628505,3087058.7509915615 
 03/30  08:00:00,2900362.074009858,2706787.3556132223,2722918.822248647,2735596.6867291313,3223011.935066964 
 03/30  09:00:00,2817032.7778248442,2684052.5434123892,2697062.9594812053,2706675.8877730905,2930525.421693755 
 03/30  10:00:00,2417024.3120484566,2391887.1027058824,2402935.109187253,2399421.8652307973,1884215.2581929043 
 03/30  11:00:00,1733064.2743360254,1812915.0374932885,1822690.2004858335,1812530.931140851,1023112.8735726628 
 03/30  12:00:00,873070.1690994538,1133049.7386308098,1144118.6223078142,1136636.5720750894,602627.4364137906 
 03/30  13:00:00,335309.5476267248,767801.1650906862,781814.5146309631,776101.6065203395,375031.08967490407 
 03/30  14:00:00,0.0,481531.9362831055,504628.1759666861,497417.4991220134,58265.819314325934 
 03/30  15:00:00,0.0,334397.6735272561,371469.11666127853,362396.07696874155,0.0 
 03/30  16:00:00,0.0,122025.12118652521,173973.5313015888,162303.52986663493,0.0 
 03/30  17:00:00,0.0,0.0,4015.0147612250294,1743.2550105280827,0.0 
 03/30  18:00:00,0.0,0.0,0.0,0.0,0.0 
 03/30  19:00:00,0.0,166145.01510276608,259891.5999312434,260884.4024241931,76393.88973433743 
 03/30  20:00:00,319166.7907642055,1194820.1638860586,1266083.7395245354,1263768.5405413387,1242808.5602026288 
 03/30  21:00:00,1208336.7561559675,1826640.692806286,1880749.1822188066,1881140.6170190226,1992501.5727243416 
 03/30  22:00:00,1658324.5935949297,2118807.113751009,2164584.5030647456,2167298.6767366645,2363708.189659547 
 03/30  23:00:00,1946512.7179726537,2282743.6568100997,2321605.8090889133,2325966.9034667327,2586731.3574661575 
 03/30  24:00:00,2247381.373496843,2452985.2094034897,2485739.5882594124,2491457.985457032,2814417.8081791615 
 03/31  01:00:00,2528541.098566528,2613630.8188853026,2641108.892609687,2647973.128387735,3025813.23037578 
 03/31  02:00:00,2526825.858391735,2532480.136522424,2554825.782124329,2562538.847628476,2954826.7276538596 
 03/31  03:00:00,2354638.833197541,2310426.2996925903,2328351.217473716,2336547.181993388,2719663.6616480537 
 03/31  04:00:00,2240535.6897724723,2151752.962044929,2166269.7918457137,2174748.8821285604,2553525.410674267 
 03/31  05:00:00,2449133.23048902,2279792.0273747034,2290889.6562807746,2300105.058062835,2717157.5334456707 
 03/31  06:00:00,2711790.647579078,2467236.266649433,2475617.7715162733,2485607.633985623,2944970.8688336997 
 03/31  07:00:00,2882935.6649630023,2586173.088691339,2592043.349274117,2602718.6851778114,3084139.6918507703 
 03/31  08:00:00,3006398.1064216746,2696922.3245614106,2700598.785022373,2711812.4329975415,3179645.2561032837 
 03/31  09:00:00,2793049.0283896406,2593558.3541699573,2596292.6927594705,2605870.520019207,2888180.529627668 
 03/31  10:00:00,2372194.2070247596,2310459.8804958644,2313489.537359518,2317796.1933284216,2237732.3369655455 
 03/31  11:00:00,1798274.3999632352,1883051.944495115,1886683.5852424905,1884708.3794088205,1499664.8616748133 
 03/31  12:00:00,1236671.2800933863,1423686.151715572,1428001.2679504694,1424259.588156936,1003566.4372706874 
 03/31  13:00:00,773302.8062750311,1129555.6212793281,1137211.0123464314,1135369.8245202992,834664.3935583372 
 03/31  14:00:00,229459.9972198936,975371.9628511143,991138.5651934906,989166.2330863082,694371.7770280871 
 03/31  15:00:00,31331.402167597844,1122518.343936751,1148047.9173203115,1146841.186966146,891215.6049558485 
 03/31  16:00:00,0.0,1131005.1505209806,1182472.659728602,1183868.571818255,1072027.7646965608 
 03/31  17:00:00,0.0,1371077.8833546354,1442389.6686000824,1449183.0339121455,1434105.2665416459 
 03/31  18:00:00,0.0,1919294.4279840752,2002969.315039045,2016662.4959317283,2100790.838173147 
 03/31  19:00:00,758209.7090653093,2338230.1451259456,2405995.1541675213,2425214.690747208,2664899.324308876 
 03/31  20:00:00,2695768.159330954,3044789.716283095,3073857.2650078833,3085095.809781064,3529938.171378049 
 03/31  21:00:00,3487505.0337650334,3636398.6120650084,3660319.4553478174,3673387.5091911973,4235195.238189389 
 03/31  22:00:00,4010681.830447354,3993384.4960578894,4012513.7330118218,4026888.5313066626,4663185.156174143 
 03/31  23:00:00,4482547.153550359,4315677.89657039,4330486.015135266,4346083.631705738,5047263.070903748 
 03/31  24:00:00,4854854.842078822,4557134.4961882215,4567890.556445627,4584677.15431457,5342309.860914972 
 04/01  01:00:00,5131894.574775876,4721114.156496295,4728212.609054684,4745938.977549364,5548292.967432809 
 04/01  02:00:00,5428595.802156201,4920090.459200911,4924198.303990681,4942622.95172388,5782948.22614559 
 04/01  03:00:00,5661343.123518551,5071353.76983263,5072759.634192708,5091907.258830663,5964568.60492887 
 04/01  04:00:00,5836616.106035543,5180105.017241997,5178841.8982615005,5198828.349418554,6096951.810613362 
 04/01  05:00:00,6023623.577862693,5303274.744481994,5299605.071488175,5320472.516708201,6248270.930669531 
 04/01  06:00:00,5981135.813807191,5230464.028644733,5224855.594041499,5246078.671324873,6173877.149156499 
 04/01  07:00:00,6254727.529981935,5441349.88110076,5434049.203293071,5455917.343249094,6420658.036457777 
 04/01  08:00:00,6489245.118978478,5663269.800319951,5654876.166823147,5677157.361955369,6638081.9130155165 
 04/01  09:00:00,5949089.458358973,5324734.467915652,5316995.089978936,5336891.315088804,6050434.828832702 
 04/01  10:00:00,5142929.8398735905,4748042.006097788,4741796.062975368,4756745.789154572,5074441.552108539 
 04/01  11:00:00,4344908.385016028,4162876.1602901537,4158383.311358106,4169207.734588604,4219246.921192808 
 04/01  12:00:00,3685469.517462246,3667399.22528527,3664778.5467024967,3673675.650512589,3644687.24305074 
 04/01  13:00:00,3165415.215244828,3281829.3874677476,3281238.7436314104,3289527.532398044,3264889.4958040006 
 04/01  14:00:00,2858141.080094871,3122477.7088057543,3124549.4538083076,3132056.6601377763,3092869.9694559607 
 04/01  15:00:00,2739921.8210985796,3110098.0115518295,3114056.7862449246,3122229.525449075,3151902.1773290224 
 04/01  16:00:00,3084019.4747268995,3262324.6313919183,3266515.810070455,3277805.471786211,3626298.1999339527 
 04/01  17:00:00,3227183.7606810313,3495640.528436465,3501897.8744146083,3514605.2982460815,3885867.190183903 
 04/01  18:00:00,3226159.308272885,3721312.93650249,3732506.7241162285,3747367.570411311,4089619.040151156 
 04/01  19:00:00,3383768.948551179,4024570.4133901354,4048960.408138926,4073012.443038213,4579780.180259114 
 04/01  20:00:00,5295257.525245154,4799979.761141644,4798962.172394473,4816499.843098439,5564407.997184573 
 04/01  21:00:00,5915468.832715163,5295811.451241916,5292434.954706697,5311708.833229579,6153280.613304153 
 04/01  22:00:00,6034942.799708657,5351750.456635814,5346413.076361927,5366559.3958290685,6241680.801102917 
 04/01  23:00:00,6088926.464975859,5355059.056603505,5348126.979400787,5368836.864069434,6268237.33695653 
 04/01  24:00:00,6432063.551656321,5614587.280370307,5605890.4643281745,5627646.942853914,6587048.934893018 
