building_id,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds,platform,energyplus_version,layout_json
way/396595549,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT,8282c5bfde1efe409b3e13fd5da574d522fa3fd8149d129639ef347bbb5c236e,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,423.2765,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/396595549.json
way/396595551,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,f328eb7e3eba8526939e0e1c59f915bf87b0b38c16d13b8b0e9c6705d38a9b59,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,327.3782,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/396595551.json
way/396619819,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT,8eb7e40810f00256eb9be1ef8299d2a34094556d0b75fc83585652a3cb36661d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,436.3775,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/396619819.json
way/396622952,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT,438d5c56513bd53f6ceb1a831d686a22a5fbb19ca1d2d4c12dc4c9bace917b7a,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,253.1954,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/396622952.json
way/396929140,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT,8a3da94e5f221ea5eb1999065e2bd2446637724337d02ae84a4bb8265d1b33b4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,1264.8656,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/396929140.json
way/397131470,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT,2ddd42b54cd1deb29a47dcd45ea3519a0304630a00f470f2485c964e88fcf38d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,398.3235,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/397131470.json
way/398158944,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,1541da0bf48b297369a9ac334253837ea6ae28957d69b172c31e710819ece33d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,830.5595,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158944.json
way/398158947,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,124907f761ab77e3734f9af36caf0e9584a4ec56968502e1542a27b11295b2a6,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,566.7878,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158947.json
way/398158948,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,34c2fcebb8816688eea40aa99f337eea02dac1b0f6a65b2374465c3fce7d3391,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,331.0528,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158948.json
way/398158951,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT,86462e25ceb31c70bade96d1a25b91fdfc1f41a0b154ebfdc91354bf24900872,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,209.8337,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158951.json
way/398158956,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7f56031a131b58cf1b3bf498ad400e8dde6b1fffd1e8a1c84ef58af894446dab,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,761.6688,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158956.json
way/398158958,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT,271463bb1b3a656b727653e1d18006d34812db8aec39920e6579b24991f03e68,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,514.9036,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158958.json
way/398158959,GB.ENG.TH.05.Gen.ReEx.001.001,TH,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,ff95428195a0cf888202cc70248416815eea33397257eb431c672e07d1678726,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,336.1184,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158959.json
way/398158963,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,82b3178a954b8349d90cfb31860708f1fe1c2912843795572e2d2ccd46246a30,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,355.1565,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158963.json
way/398158965,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,a7059158628dc16730300f80d70788383b916b294027e27631e13d2c2113665e,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,403.9089,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158965.json
way/398158967,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,5082a66d5e0754273f1e21286d1ed228295ea2ebdfbccc6a16bb96723e6380ad,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,353.38,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158967.json
way/398158969,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,dd3558033b6953e2c9bfb2d989095d66fa55891e7d242efa4973f56c0dd4b7a0,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,,221.4221,,,,,openubem/outputs/eu_evidence/EU-21/GB-LDN-STDUNSTANS/layouts/way/398158969.json
